"Status","Year","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Analysis","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Statistics Authority","Heterosexual / straight","50","50","29990","29540"
"Leaver CS","2022","Analysis","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Statistics Authority","Unknown","50","50","28560","23050"
"Leaver CS","2022","Analysis","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Cabinet Office","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","Commercial","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Cabinet Office","Unknown","130","130","76470","70450"
"Leaver CS","2022","Commercial","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department of Health and Social Care","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Ministry of Defence","Heterosexual / straight","90","80","39420","36800"
"Leaver CS","2022","Commercial","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Cabinet Office","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","Communications","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department of Health and Social Care","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
