"Status","Year","Ethnicity","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Department for International Trade","Unknown","70","70","52520","52400"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Undeclared","60","60","45720","46120"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Declared disabled","60","50","31900","28550"
"In post","2022","Undeclared","Department for Transport","Declared non-disabled","500","470","33380","29730"
"In post","2022","Undeclared","Department for Transport","Undeclared","370","350","36490","31860"
"In post","2022","Undeclared","Department for Transport","Unknown","110","110","30360","26840"
"In post","2022","Undeclared","Department for Work and Pensions","Declared disabled","700","620","27500","27570"
"In post","2022","Undeclared","Department for Work and Pensions","Declared non-disabled","2900","2540","28410","27570"
"In post","2022","Undeclared","Department for Work and Pensions","Undeclared","790","750","31410","27570"
"In post","2022","Undeclared","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Declared non-disabled","70","70","39590","36690"
"In post","2022","Undeclared","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Unknown","340","310","47630","41470"
"In post","2022","Undeclared","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Declared non-disabled","140","140","48460","43960"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Undeclared","150","140","49120","44640"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","Declared non-disabled","90","70","33830","33840"
"In post","2022","Undeclared","HM Land Registry","Undeclared","120","110","34550","33840"
"In post","2022","Undeclared","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","Declared disabled","220","200","33750","31070"
"In post","2022","Undeclared","HM Revenue and Customs","Declared non-disabled","740","670","35440","33370"
"In post","2022","Undeclared","HM Revenue and Customs","Undeclared","1570","1450","37510","33370"
"In post","2022","Undeclared","HM Revenue and Customs","Unknown","340","320","34290","33370"
"In post","2022","Undeclared","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Undeclared","60","60","48190","49500"
"In post","2022","Undeclared","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Home Office","Declared disabled","180","160","30920","28630"
"In post","2022","Undeclared","Home Office","Declared non-disabled","880","810","33430","28990"
"In post","2022","Undeclared","Home Office","Undeclared","880","820","34350","30820"
"In post","2022","Undeclared","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Declared disabled","280","270","36720","33630"
"In post","2022","Undeclared","Ministry of Defence","Declared non-disabled","1300","1260","37650","38070"
"In post","2022","Undeclared","Ministry of Defence","Undeclared","1280","1250","36390","34070"
"In post","2022","Undeclared","Ministry of Defence","Unknown","220","210","38640","35300"
"In post","2022","Undeclared","Ministry of Justice","Declared disabled","320","300","30540","28200"
"In post","2022","Undeclared","Ministry of Justice","Declared non-disabled","940","880","31220","28310"
"In post","2022","Undeclared","Ministry of Justice","Undeclared","960","910","32080","30450"
"In post","2022","Undeclared","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","Declared non-disabled","60","60","41860","41640"
"In post","2022","Undeclared","National Crime Agency","Unknown","130","130","38320","36410"
"In post","2022","Undeclared","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Declared disabled","60","50","37270","35000"
"In post","2022","Undeclared","Scottish Government","Declared non-disabled","180","170","42210","37710"
"In post","2022","Undeclared","Scottish Government","Undeclared","80","70","43950","37710"
"In post","2022","Undeclared","Scottish Government","Unknown","370","330","36530","35000"
"In post","2022","Undeclared","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Unknown","30","30","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Declared non-disabled","110","100","42550","38160"
"In post","2022","Undeclared","Welsh Government","Undeclared","90","90","45000","47470"
"In post","2022","Undeclared","Welsh Government","Unknown","40","30","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Declared disabled","40","30","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Declared non-disabled","320","290","44580","44720"
"In post","2022","Unknown","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Unknown","720","670","49740","51470"
"In post","2022","Unknown","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Declared non-disabled","130","120","63300","56340"
"In post","2022","Unknown","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Unknown","4130","4090","46040","33300"
"In post","2022","Unknown","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Unknown","110","100","32220","29160"
"In post","2022","Unknown","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Unknown","40","30","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Declared disabled","50","50","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Declared non-disabled","450","410","39060","39250"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","1330","1300","35960","33570"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Unknown","130","130","45940","41970"
"In post","2022","Unknown","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Education","Declared non-disabled","200","190","44350","42580"
"In post","2022","Unknown","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Education","Unknown","640","630","41300","36500"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Declared non-disabled","1000","950","26080","21300"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Unknown","1030","990","38880","35900"
"In post","2022","Unknown","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","Declared non-disabled","130","130","44170","38950"
"In post","2022","Unknown","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","Unknown","600","600","44530","38540"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Unknown","530","510","44600","40600"
"In post","2022","Unknown","Department for Transport","Declared disabled","30","30","[c]","[c]"
"In post","2022","Unknown","Department for Transport","Declared non-disabled","160","140","34600","26840"
"In post","2022","Unknown","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Transport","Unknown","2180","2080","31310","26700"
"In post","2022","Unknown","Department for Work and Pensions","Declared disabled","180","160","28120","27570"
"In post","2022","Unknown","Department for Work and Pensions","Declared non-disabled","2680","2360","28470","27570"
"In post","2022","Unknown","Department for Work and Pensions","Undeclared","90","80","29990","27570"
"In post","2022","Unknown","Department for Work and Pensions","Unknown","2930","2820","30220","27570"
"In post","2022","Unknown","Department of Health and Social Care","Declared disabled","30","30","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Declared non-disabled","60","60","49110","40070"
"In post","2022","Unknown","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Unknown","2270","2210","46780","40650"
"In post","2022","Unknown","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Declared non-disabled","70","60","38640","37350"
"In post","2022","Unknown","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Declared non-disabled","90","80","47910","51500"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","1010","990","47470","49370"
"In post","2022","Unknown","HM Land Registry","Declared disabled","40","30","[c]","[c]"
"In post","2022","Unknown","HM Land Registry","Declared non-disabled","250","230","29750","27130"
"In post","2022","Unknown","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Land Registry","Unknown","730","700","27500","22600"
"In post","2022","Unknown","HM Revenue and Customs","Declared disabled","210","180","31110","26820"
"In post","2022","Unknown","HM Revenue and Customs","Declared non-disabled","540","470","32790","28920"
"In post","2022","Unknown","HM Revenue and Customs","Undeclared","140","120","33010","31020"
"In post","2022","Unknown","HM Revenue and Customs","Unknown","14510","13680","29710","26820"
"In post","2022","Unknown","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Home Office","Declared disabled","50","50","[c]","[c]"
"In post","2022","Unknown","Home Office","Declared non-disabled","50","40","[c]","[c]"
"In post","2022","Unknown","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Home Office","Unknown","4130","3990","32440","27370"
"In post","2022","Unknown","Ministry of Defence","Declared disabled","150","140","35710","33000"
"In post","2022","Unknown","Ministry of Defence","Declared non-disabled","1200","1170","33800","31470"
"In post","2022","Unknown","Ministry of Defence","Undeclared","130","120","36680","37300"
"In post","2022","Unknown","Ministry of Defence","Unknown","5090","4990","34920","32700"
"In post","2022","Unknown","Ministry of Justice","Declared disabled","150","140","29910","28140"
"In post","2022","Unknown","Ministry of Justice","Declared non-disabled","1240","1140","30390","28550"
"In post","2022","Unknown","Ministry of Justice","Undeclared","570","520","30380","29890"
"In post","2022","Unknown","Ministry of Justice","Unknown","10180","9680","27950","25210"
"In post","2022","Unknown","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","National Crime Agency","Declared non-disabled","50","50","[c]","[c]"
"In post","2022","Unknown","National Crime Agency","Unknown","510","490","41090","39070"
"In post","2022","Unknown","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland Office","Unknown","50","50","46420","41750"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Gas and Electricity Markets","Declared non-disabled","90","80","44680","35400"
"In post","2022","Unknown","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland","Unknown","40","40","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Government","Declared disabled","200","180","33560","35000"
"In post","2022","Unknown","Scottish Government","Declared non-disabled","240","230","28900","23780"
"In post","2022","Unknown","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Government","Unknown","6890","6520","32890","30450"
"In post","2022","Unknown","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","The National Archives","Declared non-disabled","50","50","34370","34770"
"In post","2022","Unknown","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","The National Archives","Unknown","60","60","35740","30340"
"In post","2022","Unknown","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","Declared disabled","30","20","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","Declared non-disabled","90","80","32550","30210"
"In post","2022","Unknown","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","Unknown","830","740","31590","30210"
"In post","2022","Unknown","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Government","Unknown","170","160","39970","31210"
"In post","2022","White","Attorney General's Departments","Declared disabled","790","740","43960","43810"
"In post","2022","White","Attorney General's Departments","Declared non-disabled","5050","4690","46340","49940"
"In post","2022","White","Attorney General's Departments","Undeclared","90","80","51670","51510"
"In post","2022","White","Attorney General's Departments","Unknown","950","910","39770","38000"
"In post","2022","White","Cabinet Office","Declared disabled","690","670","44260","38730"
"In post","2022","White","Cabinet Office","Declared non-disabled","4070","3970","48700","42390"
"In post","2022","White","Cabinet Office","Undeclared","180","170","45090","40600"
"In post","2022","White","Cabinet Office","Unknown","390","380","42320","38980"
"In post","2022","White","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","White","Chancellor's other departments","Declared non-disabled","250","240","63020","53160"
"In post","2022","White","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","White","Charity Commission","Declared non-disabled","190","180","34730","29160"
"In post","2022","White","Charity Commission","Unknown","100","90","32370","29160"
"In post","2022","White","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","White","Competition and Markets Authority","Declared non-disabled","520","500","64880","59870"
"In post","2022","White","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for Business, Energy and Industrial Strategy","Declared disabled","970","920","39970","36740"
"In post","2022","White","Department for Business, Energy and Industrial Strategy","Declared non-disabled","7760","7420","43420","40050"
"In post","2022","White","Department for Business, Energy and Industrial Strategy","Undeclared","230","220","43370","39820"
"In post","2022","White","Department for Business, Energy and Industrial Strategy","Unknown","750","700","36270","33570"
"In post","2022","White","Department for Digital, Culture, Media and Sport","Declared disabled","130","130","48130","42330"
"In post","2022","White","Department for Digital, Culture, Media and Sport","Declared non-disabled","1230","1200","48410","51730"
"In post","2022","White","Department for Digital, Culture, Media and Sport","Undeclared","50","50","[c]","[c]"
"In post","2022","White","Department for Digital, Culture, Media and Sport","Unknown","30","30","[c]","[c]"
"In post","2022","White","Department for Education","Declared disabled","610","580","41750","37100"
"In post","2022","White","Department for Education","Declared non-disabled","4080","3910","46720","49860"
"In post","2022","White","Department for Education","Undeclared","210","200","44160","37420"
"In post","2022","White","Department for Education","Unknown","1170","1140","38210","36500"
"In post","2022","White","Department for Environment, Food and Rural Affairs","Declared disabled","1200","1130","35170","30610"
"In post","2022","White","Department for Environment, Food and Rural Affairs","Declared non-disabled","7530","7150","36590","32560"
"In post","2022","White","Department for Environment, Food and Rural Affairs","Undeclared","260","250","37340","35900"
"In post","2022","White","Department for Environment, Food and Rural Affairs","Unknown","180","170","38970","36520"
"In post","2022","White","Department for International Trade","Declared disabled","160","160","46660","47980"
"In post","2022","White","Department for International Trade","Declared non-disabled","1050","1040","48740","51710"
"In post","2022","White","Department for International Trade","Undeclared","30","30","[c]","[c]"
"In post","2022","White","Department for International Trade","Unknown","250","240","48440","47980"
"In post","2022","White","Department for Levelling Up, Housing and Communities","Declared disabled","320","310","41420","36580"
"In post","2022","White","Department for Levelling Up, Housing and Communities","Declared non-disabled","2360","2270","46990","47660"
"In post","2022","White","Department for Levelling Up, Housing and Communities","Undeclared","90","90","44900","42980"
"In post","2022","White","Department for Levelling Up, Housing and Communities","Unknown","60","60","45620","47660"
"In post","2022","White","Department for Transport","Declared disabled","1220","1060","29520","26700"
"In post","2022","White","Department for Transport","Declared non-disabled","9580","8860","33630","26830"
"In post","2022","White","Department for Transport","Undeclared","640","590","31760","26780"
"In post","2022","White","Department for Transport","Unknown","290","270","30160","26840"
"In post","2022","White","Department for Work and Pensions","Declared disabled","13070","11450","27400","27570"
"In post","2022","White","Department for Work and Pensions","Declared non-disabled","53240","47700","28650","27570"
"In post","2022","White","Department for Work and Pensions","Undeclared","2780","2560","27820","27570"
"In post","2022","White","Department for Work and Pensions","Unknown","300","280","27830","27570"
"In post","2022","White","Department of Health and Social Care","Declared disabled","450","430","42380","36820"
"In post","2022","White","Department of Health and Social Care","Declared non-disabled","3650","3400","44510","40060"
"In post","2022","White","Department of Health and Social Care","Undeclared","70","70","45560","41510"
"In post","2022","White","Department of Health and Social Care","Unknown","2450","2340","48700","43370"
"In post","2022","White","Estyn","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","White","Estyn","Declared non-disabled","100","90","58880","75480"
"In post","2022","White","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Food Standards Agency","Declared disabled","90","80","38000","32830"
"In post","2022","White","Food Standards Agency","Declared non-disabled","730","700","37890","32790"
"In post","2022","White","Food Standards Agency","Undeclared","280","270","37860","36340"
"In post","2022","White","Food Standards Agency","Unknown","70","70","35120","37350"
"In post","2022","White","Foreign, Commonwealth and Development Office","Declared disabled","610","590","45690","40330"
"In post","2022","White","Foreign, Commonwealth and Development Office","Declared non-disabled","4580","4460","48850","45540"
"In post","2022","White","Foreign, Commonwealth and Development Office","Undeclared","150","150","49470","45840"
"In post","2022","White","Foreign, Commonwealth and Development Office","Unknown","350","340","54640","55620"
"In post","2022","White","HM Land Registry","Declared disabled","580","510","30020","27130"
"In post","2022","White","HM Land Registry","Declared non-disabled","3560","3180","32940","30600"
"In post","2022","White","HM Land Registry","Undeclared","140","130","32490","27130"
"In post","2022","White","HM Land Registry","Unknown","690","670","27510","22600"
"In post","2022","White","HM Revenue and Customs","Declared disabled","5210","4710","32960","28920"
"In post","2022","White","HM Revenue and Customs","Declared non-disabled","33680","31300","35070","33080"
"In post","2022","White","HM Revenue and Customs","Undeclared","1460","1350","33340","31000"
"In post","2022","White","HM Revenue and Customs","Unknown","3820","3380","31270","26820"
"In post","2022","White","HM Treasury","Declared disabled","220","210","46070","41590"
"In post","2022","White","HM Treasury","Declared non-disabled","1480","1430","49710","52500"
"In post","2022","White","HM Treasury","Undeclared","240","240","45630","41900"
"In post","2022","White","HM Treasury","Unknown","110","110","60070","52840"
"In post","2022","White","Home Office","Declared disabled","2150","1990","32160","27370"
"In post","2022","White","Home Office","Declared non-disabled","19250","17910","32720","27370"
"In post","2022","White","Home Office","Undeclared","550","510","32200","27370"
"In post","2022","White","Home Office","Unknown","1200","1180","33010","27370"
"In post","2022","White","Ministry of Defence","Declared disabled","4260","4090","33300","31600"
"In post","2022","White","Ministry of Defence","Declared non-disabled","34710","33510","34930","33000"
"In post","2022","White","Ministry of Defence","Undeclared","2440","2340","32730","29470"
"In post","2022","White","Ministry of Defence","Unknown","3830","3680","33390","31240"
"In post","2022","White","Ministry of Justice","Declared disabled","8420","7820","30060","27380"
"In post","2022","White","Ministry of Justice","Declared non-disabled","46560","43690","30840","27700"
"In post","2022","White","Ministry of Justice","Undeclared","6200","5660","31560","31650"
"In post","2022","White","Ministry of Justice","Unknown","400","370","27620","25210"
"In post","2022","White","National Crime Agency","Declared disabled","210","200","38820","36740"
"In post","2022","White","National Crime Agency","Declared non-disabled","1370","1320","44170","42240"
"In post","2022","White","National Crime Agency","Unknown","2670","2620","39500","36740"
"In post","2022","White","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","White","Northern Ireland Office","Declared non-disabled","100","100","46050","41750"
"In post","2022","White","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","Declared disabled","130","130","47510","51360"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","1330","1280","52330","51360"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","Unknown","100","100","44810","51360"
"In post","2022","White","Office of Gas and Electricity Markets","Declared disabled","60","60","38130","33400"
"In post","2022","White","Office of Gas and Electricity Markets","Declared non-disabled","820","810","44530","37660"
"In post","2022","White","Office of Gas and Electricity Markets","Unknown","50","40","[c]","[c]"
"In post","2022","White","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of Qualifications and Examinations Regulation","Declared non-disabled","150","140","46710","41000"
"In post","2022","White","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of Qualifications and Examinations Regulation","Unknown","50","50","49390","46660"
"In post","2022","White","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of Rail and Road","Declared non-disabled","230","220","57120","55430"
"In post","2022","White","Office of the Secretary of State for Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Scotland","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Government","Declared disabled","1670","1590","37100","33070"
"In post","2022","White","Scottish Government","Declared non-disabled","11160","10690","39630","34600"
"In post","2022","White","Scottish Government","Undeclared","280","270","39070","36130"
"In post","2022","White","Scottish Government","Unknown","3620","3410","39330","35000"
"In post","2022","White","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","White","The National Archives","Declared non-disabled","240","230","37780","34570"
"In post","2022","White","The National Archives","Unknown","90","90","35810","32780"
"In post","2022","White","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","White","UK Export Finance","Declared non-disabled","280","270","55580","51600"
