"Status","Year","Sexual_orientation","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Heterosexual / straight","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Luton","Department for Work and Pensions","70","60","25840","27570"
"New entrant CS","2021","Heterosexual / straight","Luton","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Luton","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Manchester","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Manchester","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Manchester","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Manchester","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Manchester","Department for Education","90","90","33790","29360"
"New entrant CS","2021","Heterosexual / straight","Manchester","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Manchester","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Manchester","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Manchester","Department for Work and Pensions","250","250","33810","27570"
"New entrant CS","2021","Heterosexual / straight","Manchester","Department of Health and Social Care","110","100","28310","23140"
"New entrant CS","2021","Heterosexual / straight","Manchester","HM Revenue and Customs","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Manchester","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Manchester","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Manchester","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Manchester","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Manchester","Ministry of Justice","60","50","24480","22710"
"New entrant CS","2021","Heterosexual / straight","Manchester","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Manchester","Office for Standards in Education","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Manchester","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Manchester","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Medway","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Medway","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Medway","Department for Work and Pensions","60","60","29020","29290"
"New entrant CS","2021","Heterosexual / straight","Medway","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Medway","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Medway","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Medway","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Merton, Kingston upon Thames and Sutton","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Merton, Kingston upon Thames and Sutton","Department for Work and Pensions","120","120","30250","31060"
"New entrant CS","2021","Heterosexual / straight","Merton, Kingston upon Thames and Sutton","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Merton, Kingston upon Thames and Sutton","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Merton, Kingston upon Thames and Sutton","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mid Kent","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mid Kent","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mid Kent","Department for Work and Pensions","60","60","29080","29290"
"New entrant CS","2021","Heterosexual / straight","Mid Kent","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mid Kent","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mid Kent","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mid Lancashire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mid Lancashire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mid Lancashire","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mid Lancashire","Department for Work and Pensions","70","70","23070","21010"
"New entrant CS","2021","Heterosexual / straight","Mid Lancashire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mid Lancashire","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mid Lancashire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mid Lancashire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mid Lancashire","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Milton Keynes","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Milton Keynes","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Milton Keynes","Department for Work and Pensions","50","50","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Milton Keynes","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Monmouthshire and Newport","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Monmouthshire and Newport","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Monmouthshire and Newport","Department for Work and Pensions","80","70","26190","27570"
"New entrant CS","2021","Heterosexual / straight","Monmouthshire and Newport","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Monmouthshire and Newport","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Monmouthshire and Newport","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Monmouthshire and Newport","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Monmouthshire and Newport","United Kingdom Statistics Authority","260","250","30670","29540"
"New entrant CS","2021","Heterosexual / straight","Monmouthshire and Newport","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Na h-Eileanan Siar","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Na h-Eileanan Siar","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Na h-Eileanan Siar","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Newry, Mourne and Down","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North and North East Lincolnshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North and North East Lincolnshire","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North and North East Lincolnshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North and North East Lincolnshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North and West Norfolk","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North and West Norfolk","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North and West Norfolk","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North and West Norfolk","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North Hampshire","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North Hampshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North Hampshire","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North Hampshire","Department for Work and Pensions","60","50","26300","27570"
"New entrant CS","2021","Heterosexual / straight","North Hampshire","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North Hampshire","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North Hampshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North Lanarkshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North Lanarkshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North Lanarkshire","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North Northamptonshire","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North Northamptonshire","Department for Work and Pensions","80","80","27440","27570"
"New entrant CS","2021","Heterosexual / straight","North Northamptonshire","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North Northamptonshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North Nottinghamshire","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North Nottinghamshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North Nottinghamshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North Nottinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North Nottinghamshire","Ministry of Justice","40","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North Yorkshire CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North Yorkshire CC","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","North Yorkshire CC","Department for Work and Pensions","50","50","26910","27570"
"New entrant CS","2021","Heterosexual / straight","North Yorkshire CC","Ministry of Defence","80","80","29190","20920"
"New entrant CS","2021","Heterosexual / straight","North Yorkshire CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Northumberland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Northumberland","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Northumberland","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Norwich and East Norfolk","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Norwich and East Norfolk","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Norwich and East Norfolk","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Norwich and East Norfolk","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Norwich and East Norfolk","Department for Work and Pensions","60","50","26880","27570"
"New entrant CS","2021","Heterosexual / straight","Norwich and East Norfolk","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Norwich and East Norfolk","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Norwich and East Norfolk","Ministry of Justice","70","70","22000","22850"
"New entrant CS","2021","Heterosexual / straight","Norwich and East Norfolk","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Nottingham","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Nottingham","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Nottingham","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
