"Status","Year","Function_of_post","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","No function","LGBO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","LGBO","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Animal and Plant Health Agency","30","30","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","40","30","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","70","70","37020","34530"
"New entrant CS","2022","No function","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Department for Work and Pensions (excl. agencies)","320","310","25260","27570"
"New entrant CS","2022","No function","Undeclared","Department of Health and Social Care (excl. agencies)","150","100","39040","32790"
"New entrant CS","2022","No function","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","HM Courts and Tribunals Service","60","60","24010","20970"
"New entrant CS","2022","No function","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","HM Prison and Probation Service","470","440","28830","27060"
"New entrant CS","2022","No function","Undeclared","HM Revenue and Customs (excl. agencies)","130","120","26850","21250"
"New entrant CS","2022","No function","Undeclared","HM Treasury (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Public Health England","40","30","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","UK Health Security Agency","190","170","34500","28590"
"New entrant CS","2022","No function","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Animal and Plant Health Agency","60","60","25570","24370"
"New entrant CS","2022","No function","Unknown","Cabinet Office (excl. agencies)","630","620","28840","28000"
"New entrant CS","2022","No function","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Charity Commission","40","30","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Defence Equipment and Support","40","30","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Defence Science and Technology Laboratory","230","230","29160","26030"
"New entrant CS","2022","No function","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","80","80","38360","33570"
"New entrant CS","2022","No function","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Department for Education (excl. agencies)","80","80","31880","29360"
"New entrant CS","2022","No function","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","270","260","37960","33700"
"New entrant CS","2022","No function","Unknown","Department for International Trade","90","90","36710","31800"
"New entrant CS","2022","No function","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","80","70","33630","33210"
"New entrant CS","2022","No function","Unknown","Department for Transport (excl. agencies)","160","160","43230","42470"
"New entrant CS","2022","No function","Unknown","Department for Work and Pensions (excl. agencies)","680","670","25000","25110"
"New entrant CS","2022","No function","Unknown","Driver and Vehicle Licensing Agency","200","180","19820","18310"
"New entrant CS","2022","No function","Unknown","Driver and Vehicle Standards Agency","300","290","25390","26130"
"New entrant CS","2022","No function","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","HM Courts and Tribunals Service","770","750","23270","20970"
"New entrant CS","2022","No function","Unknown","HM Land Registry","140","140","24860","22600"
"New entrant CS","2022","No function","Unknown","HM Prison and Probation Service","5390","5010","26610","24800"
"New entrant CS","2022","No function","Unknown","HM Revenue and Customs (excl. agencies)","1520","1480","24710","21250"
"New entrant CS","2022","No function","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Intellectual Property Office","60","50","24640","21810"
"New entrant CS","2022","No function","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Maritime and Coastguard Agency","50","50","29200","26840"
"New entrant CS","2022","No function","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Ministry of Justice (excl. agencies)","110","110","30300","28310"
"New entrant CS","2022","No function","Unknown","National Crime Agency","40","40","[c]","[c]"
"New entrant CS","2022","No function","Unknown","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Office of the Public Guardian","130","120","21860","20970"
"New entrant CS","2022","No function","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Registers of Scotland","30","30","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Scottish Courts and Tribunals Service","150","140","21990","21480"
"New entrant CS","2022","No function","Unknown","Scottish Prison Service","320","320","22390","21640"
"New entrant CS","2022","No function","Unknown","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","UK Health Security Agency","430","420","44410","36820"
"New entrant CS","2022","No function","Unknown","UK Hydrographic Office","40","30","[c]","[c]"
"New entrant CS","2022","No function","Unknown","UK Statistics Authority","80","60","23040","19860"
"New entrant CS","2022","No function","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Defence Equipment and Support","530","520","32220","29000"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Defence Science and Technology Laboratory","40","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Department for Transport (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","100","100","42260","40180"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Ministry of Defence (excl. agencies)","140","140","38770","37000"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Submarine Delivery Agency","130","130","37290","33200"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Defence Equipment and Support","200","200","29030","26500"
"New entrant CS","2022","Project Delivery","Unknown","Defence Science and Technology Laboratory","60","60","28360","25540"
"New entrant CS","2022","Project Delivery","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","HM Revenue and Customs (excl. agencies)","60","60","41440","40180"
"New entrant CS","2022","Project Delivery","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Submarine Delivery Agency","50","50","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
