"Status","Year","Sex","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Female","Undeclared","Unknown","120","70","37450","32390"
"Leaver Dept.","2022","Female","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Communications","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Digital, Data & Technology","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Human Resources","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Legal","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","No function","1720","1620","39880","32000"
"Leaver Dept.","2022","Female","Unknown","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Unknown","1060","860","36070","30750"
"Leaver Dept.","2022","Male","Heterosexual / straight","Analysis","140","130","44790","39820"
"Leaver Dept.","2022","Male","Heterosexual / straight","Commercial","100","90","44640","41410"
"Leaver Dept.","2022","Male","Heterosexual / straight","Communications","100","90","43790","37290"
"Leaver Dept.","2022","Male","Heterosexual / straight","Counter Fraud","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","Digital, Data & Technology","230","230","43390","38660"
"Leaver Dept.","2022","Male","Heterosexual / straight","Finance","170","150","42190","39000"
"Leaver Dept.","2022","Male","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","Human Resources","140","130","36210","32000"
"Leaver Dept.","2022","Male","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","Legal","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","No function","3340","3200","39380","32330"
"Leaver Dept.","2022","Male","Heterosexual / straight","Project Delivery","270","260","40040","36650"
"Leaver Dept.","2022","Male","Heterosexual / straight","Property","50","50","46490","40020"
"Leaver Dept.","2022","Male","Heterosexual / straight","Security","60","60","36510","33300"
"Leaver Dept.","2022","Male","Heterosexual / straight","Unknown","650","630","36220","30330"
"Leaver Dept.","2022","Male","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","No function","450","420","38670","32780"
"Leaver Dept.","2022","Male","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Unknown","60","50","35580","31770"
"Leaver Dept.","2022","Male","Undeclared","Analysis","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Commercial","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Communications","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Digital, Data & Technology","90","50","43810","38610"
"Leaver Dept.","2022","Male","Undeclared","Finance","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","No function","610","440","41760","34590"
"Leaver Dept.","2022","Male","Undeclared","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Unknown","100","80","36030","31100"
"Leaver Dept.","2022","Male","Unknown","Analysis","50","50","37750","35100"
"Leaver Dept.","2022","Male","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Digital, Data & Technology","90","90","41550","38950"
"Leaver Dept.","2022","Male","Unknown","Finance","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","No function","1180","1160","42030","33250"
"Leaver Dept.","2022","Male","Unknown","Project Delivery","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Unknown","940","780","37060","34290"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Heterosexual / straight","Analysis","360","350","33910","32430"
"New entrant CS","2021","Female","Heterosexual / straight","Commercial","190","180","34520","33000"
"New entrant CS","2021","Female","Heterosexual / straight","Communications","290","280","31980","27500"
"New entrant CS","2021","Female","Heterosexual / straight","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2021","Female","Heterosexual / straight","Debt","130","130","20580","20140"
"New entrant CS","2021","Female","Heterosexual / straight","Digital, Data & Technology","350","340","39310","36500"
"New entrant CS","2021","Female","Heterosexual / straight","Finance","270","260","34250","31040"
"New entrant CS","2021","Female","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Heterosexual / straight","Human Resources","430","410","32360","28840"
"New entrant CS","2021","Female","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Heterosexual / straight","Legal","600","580","36170","33550"
"New entrant CS","2021","Female","Heterosexual / straight","No function","6510","6170","28420","24660"
"New entrant CS","2021","Female","Heterosexual / straight","Project Delivery","530","520","35180","33000"
"New entrant CS","2021","Female","Heterosexual / straight","Property","180","170","29110","26350"
"New entrant CS","2021","Female","Heterosexual / straight","Security","120","110","25390","23850"
"New entrant CS","2021","Female","Heterosexual / straight","Unknown","9260","8970","27270","27570"
"New entrant CS","2021","Female","LGBO","Analysis","50","50","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Legal","40","40","[c]","[c]"
"New entrant CS","2021","Female","LGBO","No function","700","680","27330","24860"
"New entrant CS","2021","Female","LGBO","Project Delivery","50","50","33660","30850"
"New entrant CS","2021","Female","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Unknown","780","770","27000","27570"
"New entrant CS","2021","Female","Undeclared","Analysis","30","30","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Legal","90","90","26720","20850"
"New entrant CS","2021","Female","Undeclared","No function","620","570","30910","27960"
"New entrant CS","2021","Female","Undeclared","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Unknown","540","520","28030","27570"
"New entrant CS","2021","Female","Unknown","Analysis","140","140","35050","31870"
"New entrant CS","2021","Female","Unknown","Commercial","180","170","57580","59610"
"New entrant CS","2021","Female","Unknown","Communications","330","320","30020","25560"
"New entrant CS","2021","Female","Unknown","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Debt","350","340","20400","20140"
"New entrant CS","2021","Female","Unknown","Digital, Data & Technology","280","280","37730","33150"
"New entrant CS","2021","Female","Unknown","Finance","130","130","34160","32790"
"New entrant CS","2021","Female","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Human Resources","140","140","32660","28000"
"New entrant CS","2021","Female","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Legal","190","180","34260","27370"
"New entrant CS","2021","Female","Unknown","No function","4380","4210","25930","22680"
"New entrant CS","2021","Female","Unknown","Project Delivery","180","170","35370","32870"
"New entrant CS","2021","Female","Unknown","Property","100","100","25630","24500"
"New entrant CS","2021","Female","Unknown","Security","80","80","27020","23090"
"New entrant CS","2021","Female","Unknown","Unknown","2620","2520","30440","27570"
"New entrant CS","2021","Male","Heterosexual / straight","Analysis","330","330","33880","32540"
"New entrant CS","2021","Male","Heterosexual / straight","Commercial","160","160","38220","34550"
"New entrant CS","2021","Male","Heterosexual / straight","Communications","230","230","30650","25560"
"New entrant CS","2021","Male","Heterosexual / straight","Counter Fraud","60","50","33070","30350"
"New entrant CS","2021","Male","Heterosexual / straight","Debt","120","120","20650","20140"
"New entrant CS","2021","Male","Heterosexual / straight","Digital, Data & Technology","570","570","41370","38160"
"New entrant CS","2021","Male","Heterosexual / straight","Finance","200","200","38280","33290"
"New entrant CS","2021","Male","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Human Resources","140","140","34370","28000"
"New entrant CS","2021","Male","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Legal","300","300","38880","38000"
"New entrant CS","2021","Male","Heterosexual / straight","No function","4540","4450","29940","26000"
"New entrant CS","2021","Male","Heterosexual / straight","Project Delivery","720","720","38370","35000"
"New entrant CS","2021","Male","Heterosexual / straight","Property","260","260","34320","32320"
"New entrant CS","2021","Male","Heterosexual / straight","Security","350","350","27090","23540"
"New entrant CS","2021","Male","Heterosexual / straight","Unknown","6480","6440","27540","27570"
"New entrant CS","2021","Male","LGBO","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Communications","50","50","31940","25560"
"New entrant CS","2021","Male","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Digital, Data & Technology","50","50","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Legal","40","40","[c]","[c]"
"New entrant CS","2021","Male","LGBO","No function","550","540","29030","26250"
"New entrant CS","2021","Male","LGBO","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Unknown","800","800","26790","27570"
"New entrant CS","2021","Male","Undeclared","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Digital, Data & Technology","60","60","41190","36800"
"New entrant CS","2021","Male","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Legal","50","50","32870","24000"
"New entrant CS","2021","Male","Undeclared","No function","390","370","34670","30460"
"New entrant CS","2021","Male","Undeclared","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Unknown","410","410","28620","27570"
"New entrant CS","2021","Male","Unknown","Analysis","200","200","34960","31810"
"New entrant CS","2021","Male","Unknown","Commercial","190","190","66560","68000"
"New entrant CS","2021","Male","Unknown","Communications","350","350","29610","25560"
"New entrant CS","2021","Male","Unknown","Counter Fraud","50","50","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Debt","330","320","20530","20140"
"New entrant CS","2021","Male","Unknown","Digital, Data & Technology","470","470","39470","35960"
"New entrant CS","2021","Male","Unknown","Finance","120","110","32570","32180"
"New entrant CS","2021","Male","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Human Resources","70","70","29020","27270"
"New entrant CS","2021","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Legal","100","100","34410","28600"
"New entrant CS","2021","Male","Unknown","No function","3510","3430","26960","22850"
"New entrant CS","2021","Male","Unknown","Project Delivery","260","260","32200","29540"
"New entrant CS","2021","Male","Unknown","Property","150","150","29330","25140"
"New entrant CS","2021","Male","Unknown","Security","240","230","27890","25540"
"New entrant CS","2021","Male","Unknown","Unknown","2160","2130","31000","27570"
"New entrant CS","2021","Unknown","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","Analysis","440","420","33330","30710"
"New entrant CS","2022","Female","Heterosexual / straight","Commercial","290","280","34120","31680"
"New entrant CS","2022","Female","Heterosexual / straight","Communications","430","420","32120","27270"
"New entrant CS","2022","Female","Heterosexual / straight","Counter Fraud","560","550","26400","26590"
"New entrant CS","2022","Female","Heterosexual / straight","Debt","390","370","21670","21250"
"New entrant CS","2022","Female","Heterosexual / straight","Digital, Data & Technology","680","660","36520","33380"
"New entrant CS","2022","Female","Heterosexual / straight","Finance","400","380","33200","30200"
"New entrant CS","2022","Female","Heterosexual / straight","Grants Management","90","80","21550","21300"
"New entrant CS","2022","Female","Heterosexual / straight","Human Resources","660","630","32550","28000"
"New entrant CS","2022","Female","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","Legal","710","680","36110","29280"
"New entrant CS","2022","Female","Heterosexual / straight","No function","15070","14390","28050","26250"
"New entrant CS","2022","Female","Heterosexual / straight","Project Delivery","570","550","34080","30930"
"New entrant CS","2022","Female","Heterosexual / straight","Property","270","260","32110","26350"
"New entrant CS","2022","Female","Heterosexual / straight","Security","140","130","28780","26350"
"New entrant CS","2022","Female","Heterosexual / straight","Unknown","2160","2080","30610","27230"
"New entrant CS","2022","Female","LGBO","Analysis","70","70","31560","30710"
"New entrant CS","2022","Female","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Communications","50","50","30770","27270"
"New entrant CS","2022","Female","LGBO","Counter Fraud","50","50","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Digital, Data & Technology","90","90","34490","32790"
"New entrant CS","2022","Female","LGBO","Finance","30","30","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Human Resources","60","60","30100","26560"
"New entrant CS","2022","Female","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Legal","50","50","28310","24680"
"New entrant CS","2022","Female","LGBO","No function","1600","1560","27550","24970"
"New entrant CS","2022","Female","LGBO","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Unknown","240","240","29330","27230"
"New entrant CS","2022","Female","Undeclared","Analysis","80","60","35440","30710"
"New entrant CS","2022","Female","Undeclared","Commercial","60","30","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Communications","80","60","33910","27270"
"New entrant CS","2022","Female","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Digital, Data & Technology","100","90","35660","33080"
"New entrant CS","2022","Female","Undeclared","Finance","90","50","32800","28970"
"New entrant CS","2022","Female","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Human Resources","40","30","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Legal","40","40","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","No function","1140","1040","30360","27570"
"New entrant CS","2022","Female","Undeclared","Project Delivery","40","30","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Unknown","160","140","31600","27570"
"New entrant CS","2022","Female","Unknown","Analysis","130","120","31540","29750"
"New entrant CS","2022","Female","Unknown","Commercial","170","170","51350","49280"
"New entrant CS","2022","Female","Unknown","Communications","250","250","29980","26590"
"New entrant CS","2022","Female","Unknown","Counter Fraud","190","190","27590","26590"
"New entrant CS","2022","Female","Unknown","Debt","180","170","21430","21250"
"New entrant CS","2022","Female","Unknown","Digital, Data & Technology","240","240","36950","33840"
"New entrant CS","2022","Female","Unknown","Finance","120","120","35980","33080"
"New entrant CS","2022","Female","Unknown","Grants Management","190","180","21510","21300"
"New entrant CS","2022","Female","Unknown","Human Resources","180","170","31550","27570"
"New entrant CS","2022","Female","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Legal","70","70","38960","37230"
"New entrant CS","2022","Female","Unknown","No function","7340","6930","26900","24800"
"New entrant CS","2022","Female","Unknown","Project Delivery","210","200","32620","29230"
"New entrant CS","2022","Female","Unknown","Property","210","200","27470","23330"
"New entrant CS","2022","Female","Unknown","Security","70","70","28080","25540"
"New entrant CS","2022","Female","Unknown","Unknown","2690","2560","29260","27230"
"New entrant CS","2022","Male","Heterosexual / straight","Analysis","490","480","34930","31800"
"New entrant CS","2022","Male","Heterosexual / straight","Commercial","210","200","34900","33000"
"New entrant CS","2022","Male","Heterosexual / straight","Communications","330","330","30040","26590"
"New entrant CS","2022","Male","Heterosexual / straight","Counter Fraud","520","520","27620","26590"
"New entrant CS","2022","Male","Heterosexual / straight","Debt","230","230","21630","21250"
"New entrant CS","2022","Male","Heterosexual / straight","Digital, Data & Technology","1110","1100","38740","36000"
"New entrant CS","2022","Male","Heterosexual / straight","Finance","310","300","34140","31990"
"New entrant CS","2022","Male","Heterosexual / straight","Grants Management","70","60","22350","21300"
"New entrant CS","2022","Male","Heterosexual / straight","Human Resources","230","220","32080","27570"
"New entrant CS","2022","Male","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","Legal","300","290","38780","38000"
"New entrant CS","2022","Male","Heterosexual / straight","No function","9790","9600","28780","26590"
"New entrant CS","2022","Male","Heterosexual / straight","Project Delivery","750","740","37690","34000"
"New entrant CS","2022","Male","Heterosexual / straight","Property","320","320","35830","33000"
"New entrant CS","2022","Male","Heterosexual / straight","Security","330","330","30080","25540"
"New entrant CS","2022","Male","Heterosexual / straight","Unknown","1690","1660","31270","27230"
"New entrant CS","2022","Male","LGBO","Analysis","70","70","32230","31800"
"New entrant CS","2022","Male","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Communications","50","50","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Debt","40","30","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Digital, Data & Technology","100","100","37350","33080"
"New entrant CS","2022","Male","LGBO","Finance","40","30","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Human Resources","50","50","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Legal","30","30","[c]","[c]"
"New entrant CS","2022","Male","LGBO","No function","1110","1100","28260","26590"
"New entrant CS","2022","Male","LGBO","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Unknown","200","190","30890","27230"
"New entrant CS","2022","Male","Undeclared","Analysis","60","50","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Commercial","50","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Communications","60","50","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Digital, Data & Technology","160","140","37850","33080"
"New entrant CS","2022","Male","Undeclared","Finance","60","40","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Human Resources","40","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","No function","750","710","30820","27570"
"New entrant CS","2022","Male","Undeclared","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Unknown","130","120","31340","27570"
"New entrant CS","2022","Male","Unknown","Analysis","150","150","33930","29860"
"New entrant CS","2022","Male","Unknown","Commercial","180","180","61310","65000"
"New entrant CS","2022","Male","Unknown","Communications","260","260","28820","26590"
"New entrant CS","2022","Male","Unknown","Counter Fraud","170","170","28460","26590"
"New entrant CS","2022","Male","Unknown","Debt","130","130","21990","21250"
"New entrant CS","2022","Male","Unknown","Digital, Data & Technology","410","410","37310","33370"
"New entrant CS","2022","Male","Unknown","Finance","130","130","33680","30450"
"New entrant CS","2022","Male","Unknown","Grants Management","150","140","21630","21300"
"New entrant CS","2022","Male","Unknown","Human Resources","100","100","37340","32790"
"New entrant CS","2022","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Legal","[c]","[c]","[c]","[c]"
