"Status","Year","Region_ITL3","Region_ITL1","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","No function","1460","1360","28180","26700"
"In post","2021","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","Security","80","80","39250","40190"
"In post","2021","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","Unknown","1410","1190","25140","27570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Analysis","60","50","40630","38530"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Commercial","640","620","44040","40580"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Communications","80","70","39300","35930"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Digital, Data & Technology","150","140","37130","36380"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Finance","690","660","40000","35070"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Human Resources","630","580","35350","31450"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Legal","50","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","No function","1020","950","31310","31020"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Project Delivery","8330","8070","38680","36890"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Property","290","280","39230","37030"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Security","130","130","28650","20920"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Unknown","1280","1200","33500","27570"
"In post","2021","Bedford","East of England","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","East of England","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","East of England","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","East of England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","East of England","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","East of England","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","East of England","No function","490","470","30760","29920"
"In post","2021","Bedford","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","East of England","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","East of England","Unknown","290","270","28240","27570"
"In post","2021","Belfast","Northern Ireland","Communications","30","30","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Counter Fraud","390","370","31230","28130"
"In post","2021","Belfast","Northern Ireland","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Finance","30","30","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Legal","30","30","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","No function","1720","1600","28640","25560"
"In post","2021","Belfast","Northern Ireland","Project Delivery","40","40","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Unknown","490","450","25070","23250"
"In post","2021","Berkshire","South East (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","South East (England)","Communications","40","30","[c]","[c]"
"In post","2021","Berkshire","South East (England)","Counter Fraud","90","80","32030","31810"
"In post","2021","Berkshire","South East (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","South East (England)","Digital, Data & Technology","130","120","40720","38320"
"In post","2021","Berkshire","South East (England)","Finance","50","50","[c]","[c]"
"In post","2021","Berkshire","South East (England)","Grants Management","150","140","28830","25190"
"In post","2021","Berkshire","South East (England)","Human Resources","40","30","[c]","[c]"
"In post","2021","Berkshire","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","South East (England)","Legal","160","150","44880","41790"
"In post","2021","Berkshire","South East (England)","No function","700","660","33390","31810"
"In post","2021","Berkshire","South East (England)","Project Delivery","80","80","46250","40680"
"In post","2021","Berkshire","South East (England)","Property","50","50","31450","33300"
"In post","2021","Berkshire","South East (England)","Security","640","630","34910","39070"
"In post","2021","Berkshire","South East (England)","Unknown","760","720","30250","29290"
"In post","2021","Bexley and Greenwich","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","London","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","London","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","London","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","London","No function","1220","1170","31700","31590"
"In post","2021","Bexley and Greenwich","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","London","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","London","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","London","Unknown","480","440","31320","31060"
"In post","2021","Birmingham","West Midlands (England)","Analysis","40","40","[c]","[c]"
"In post","2021","Birmingham","West Midlands (England)","Commercial","80","80","47790","40830"
"In post","2021","Birmingham","West Midlands (England)","Communications","250","240","31350","28130"
"In post","2021","Birmingham","West Midlands (England)","Counter Fraud","590","550","32550","31810"
"In post","2021","Birmingham","West Midlands (England)","Debt","410","370","21770","20140"
"In post","2021","Birmingham","West Midlands (England)","Digital, Data & Technology","240","230","41320","37000"
"In post","2021","Birmingham","West Midlands (England)","Finance","100","100","40080","38000"
"In post","2021","Birmingham","West Midlands (England)","Human Resources","120","110","41690","39490"
"In post","2021","Birmingham","West Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","West Midlands (England)","Legal","620","580","38920","33310"
"In post","2021","Birmingham","West Midlands (England)","No function","6140","5770","30680","25560"
"In post","2021","Birmingham","West Midlands (England)","Project Delivery","300","290","43060","39850"
"In post","2021","Birmingham","West Midlands (England)","Property","250","230","34740","32100"
"In post","2021","Birmingham","West Midlands (England)","Security","40","40","[c]","[c]"
"In post","2021","Birmingham","West Midlands (England)","Unknown","2400","2150","27120","27570"
"In post","2021","Blackburn with Darwen","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","North West (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","North West (England)","No function","130","120","26250","23850"
"In post","2021","Blackburn with Darwen","North West (England)","Unknown","360","320","26570","27570"
"In post","2021","Blackpool","North West (England)","Commercial","30","30","[c]","[c]"
"In post","2021","Blackpool","North West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","North West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","North West (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","North West (England)","No function","160","140","28360","26290"
"In post","2021","Blackpool","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","North West (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","North West (England)","Unknown","4900","4470","28740","27570"
"In post","2021","Bournemouth and Poole","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","South West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","South West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","South West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","South West (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","South West (England)","No function","230","210","25500","22920"
"In post","2021","Bournemouth and Poole","South West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","South West (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","South West (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","South West (England)","Unknown","440","400","26950","27570"
"In post","2021","Bradford","Yorkshire and The Humber","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Yorkshire and The Humber","Counter Fraud","30","30","[c]","[c]"
"In post","2021","Bradford","Yorkshire and The Humber","Debt","340","300","23860","21440"
"In post","2021","Bradford","Yorkshire and The Humber","Digital, Data & Technology","280","270","36680","31810"
"In post","2021","Bradford","Yorkshire and The Humber","Finance","390","330","23600","21440"
"In post","2021","Bradford","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Yorkshire and The Humber","No function","950","830","26130","21440"
"In post","2021","Bradford","Yorkshire and The Humber","Project Delivery","130","120","40220","38630"
"In post","2021","Bradford","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Yorkshire and The Humber","Unknown","900","790","25300","27570"
"In post","2021","Breckland and South Norfolk","East of England","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East of England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East of England","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East of England","No function","430","410","28160","25830"
"In post","2021","Breckland and South Norfolk","East of England","Property","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East of England","Security","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East of England","Unknown","70","60","27920","27570"
"In post","2021","Brent","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Brent","London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Brent","London","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Brent","London","No function","190","170","26900","23500"
"In post","2021","Brent","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Brent","London","Property","140","130","37110","33750"
"In post","2021","Brent","London","Unknown","260","240","30440","31060"
"In post","2021","Bridgend and Neath Port Talbot","Wales","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Wales","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Wales","No function","230","210","29470","24800"
"In post","2021","Bridgend and Neath Port Talbot","Wales","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Wales","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Wales","Unknown","470","410","25730","27570"
"In post","2021","Brighton and Hove","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","South East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","South East (England)","Legal","120","110","43280","40290"
"In post","2021","Brighton and Hove","South East (England)","No function","230","200","26550","22260"
"In post","2021","Brighton and Hove","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","South East (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","South East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","South East (England)","Unknown","280","250","27530","27570"
"In post","2021","Bristol, City of","South West (England)","Analysis","150","140","39320","34950"
"In post","2021","Bristol, City of","South West (England)","Commercial","80","80","41650","39830"
"In post","2021","Bristol, City of","South West (England)","Communications","100","90","38260","36420"
"In post","2021","Bristol, City of","South West (England)","Counter Fraud","390","370","35350","31810"
"In post","2021","Bristol, City of","South West (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","South West (England)","Digital, Data & Technology","370","360","40980","38630"
"In post","2021","Bristol, City of","South West (England)","Finance","150","140","39960","36780"
"In post","2021","Bristol, City of","South West (England)","Grants Management","30","30","[c]","[c]"
"In post","2021","Bristol, City of","South West (England)","Human Resources","160","150","40450","38470"
"In post","2021","Bristol, City of","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","South West (England)","Legal","230","220","41820","38690"
"In post","2021","Bristol, City of","South West (England)","No function","3670","3420","36390","31810"
"In post","2021","Bristol, City of","South West (England)","Project Delivery","160","150","43250","39470"
"In post","2021","Bristol, City of","South West (England)","Property","190","170","36650","32970"
"In post","2021","Bristol, City of","South West (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","South West (England)","Unknown","890","780","26390","27570"
"In post","2021","Bromley","London","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","London","No function","160","150","24960","22450"
"In post","2021","Bromley","London","Unknown","280","260","31150","31060"
"In post","2021","Buckinghamshire CC","South East (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","South East (England)","Commercial","70","70","39960","36800"
"In post","2021","Buckinghamshire CC","South East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","South East (England)","Finance","130","130","38670","35300"
"In post","2021","Buckinghamshire CC","South East (England)","Human Resources","50","40","[c]","[c]"
"In post","2021","Buckinghamshire CC","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","South East (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","South East (England)","No function","730","690","30800","30400"
"In post","2021","Buckinghamshire CC","South East (England)","Project Delivery","140","140","39140","35300"
"In post","2021","Buckinghamshire CC","South East (England)","Property","30","30","[c]","[c]"
"In post","2021","Buckinghamshire CC","South East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","South East (England)","Unknown","470","450","28800","27570"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scotland","No function","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scotland","Property","60","50","29410","28120"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scotland","Unknown","90","80","28040","27570"
"In post","2021","Calderdale and Kirklees","Yorkshire and The Humber","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Yorkshire and The Humber","No function","180","160","26610","25190"
"In post","2021","Calderdale and Kirklees","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Yorkshire and The Humber","Property","130","110","25860","21100"
"In post","2021","Calderdale and Kirklees","Yorkshire and The Humber","Unknown","740","660","27050","27570"
"In post","2021","Cambridgeshire CC","East of England","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Commercial","130","120","37430","34800"
"In post","2021","Cambridgeshire CC","East of England","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Finance","50","50","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Grants Management","40","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","No function","1850","1730","33830","30530"
"In post","2021","Cambridgeshire CC","East of England","Project Delivery","240","230","39740","40000"
"In post","2021","Cambridgeshire CC","East of England","Property","210","200","37160","33300"
"In post","2021","Cambridgeshire CC","East of England","Security","50","50","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Unknown","720","690","30880","27570"
"In post","2021","Camden and City of London","London","Analysis","230","220","67630","60780"
"In post","2021","Camden and City of London","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","London","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","London","Counter Fraud","1090","1050","37410","36160"
"In post","2021","Camden and City of London","London","Debt","30","30","[c]","[c]"
"In post","2021","Camden and City of London","London","Digital, Data & Technology","150","150","52020","54700"
"In post","2021","Camden and City of London","London","Finance","50","50","46610","39980"
"In post","2021","Camden and City of London","London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","London","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","London","Legal","70","70","55840","57170"
"In post","2021","Camden and City of London","London","No function","1260","1210","30980","25740"
"In post","2021","Camden and City of London","London","Project Delivery","120","120","45720","41760"
"In post","2021","Camden and City of London","London","Property","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","London","Security","50","50","43210","41850"
"In post","2021","Camden and City of London","London","Unknown","490","470","33930","31060"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Commercial","30","30","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Communications","800","770","28710","25560"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Counter Fraud","360","330","31020","31810"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Debt","330","310","23100","20140"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Digital, Data & Technology","390","380","37630","36530"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Finance","90","80","33370","28570"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Human Resources","190","180","37350","31730"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Legal","280","260","40560","38630"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","No function","4610","4240","28490","24800"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Project Delivery","180","160","40420","36460"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Property","160","150","32500","30000"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Security","70","70","25170","21350"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Unknown","4560","4290","37750","30820"
"In post","2021","Causeway Coast and Glens","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Northern Ireland","Security","60","60","20500","20310"
"In post","2021","Causeway Coast and Glens","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","East of England","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","East of England","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","East of England","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Central Bedfordshire","East of England","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","East of England","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","East of England","Internal Audit","[c]","[c]","[c]","[c]"
