"Status","Year","Region_ITL3","Region_ITL1","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Isle of Wight","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","South East (England)","No function","660","620","28150","26580"
"In post","2021","Isle of Wight","South East (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","South East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","South East (England)","Unknown","220","190","25140","27570"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","London","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","London","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","London","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","London","No function","570","540","33180","33260"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","London","Property","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","London","Security","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","London","Unknown","260","250","30610","31060"
"In post","2021","Kent Thames Gateway","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","South East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","South East (England)","No function","1260","1200","30010","30450"
"In post","2021","Kent Thames Gateway","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","South East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","South East (England)","Unknown","310","290","29720","29290"
"In post","2021","Kingston upon Hull, City of","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Yorkshire and The Humber","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Yorkshire and The Humber","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Yorkshire and The Humber","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Yorkshire and The Humber","Legal","90","80","40960","38130"
"In post","2021","Kingston upon Hull, City of","Yorkshire and The Humber","No function","1060","980","27820","27130"
"In post","2021","Kingston upon Hull, City of","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Yorkshire and The Humber","Property","70","60","31730","29440"
"In post","2021","Kingston upon Hull, City of","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Yorkshire and The Humber","Unknown","740","640","25980","27570"
"In post","2021","Lambeth","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Lambeth","London","Communications","60","60","49970","45650"
"In post","2021","Lambeth","London","Digital, Data & Technology","120","120","46850","42160"
"In post","2021","Lambeth","London","Finance","40","40","[c]","[c]"
"In post","2021","Lambeth","London","Human Resources","160","150","46050","40170"
"In post","2021","Lambeth","London","Legal","50","40","[c]","[c]"
"In post","2021","Lambeth","London","No function","3230","3030","45070","40070"
"In post","2021","Lambeth","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Lambeth","London","Property","[c]","[c]","[c]","[c]"
"In post","2021","Lambeth","London","Security","30","30","[c]","[c]"
"In post","2021","Lambeth","London","Unknown","630","600","33370","31060"
"In post","2021","Lancaster and Wyre","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","North West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","North West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","North West (England)","Human Resources","170","150","25260","26670"
"In post","2021","Lancaster and Wyre","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","North West (England)","No function","350","320","27920","26300"
"In post","2021","Lancaster and Wyre","North West (England)","Project Delivery","50","50","36780","33300"
"In post","2021","Lancaster and Wyre","North West (England)","Property","40","30","[c]","[c]"
"In post","2021","Lancaster and Wyre","North West (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","North West (England)","Unknown","390","360","28340","27570"
"In post","2021","Leeds","Yorkshire and The Humber","Analysis","140","140","41610","41890"
"In post","2021","Leeds","Yorkshire and The Humber","Commercial","260","250","46540","40480"
"In post","2021","Leeds","Yorkshire and The Humber","Communications","540","530","29920","25560"
"In post","2021","Leeds","Yorkshire and The Humber","Counter Fraud","790","740","32220","31810"
"In post","2021","Leeds","Yorkshire and The Humber","Debt","70","70","22110","20140"
"In post","2021","Leeds","Yorkshire and The Humber","Digital, Data & Technology","130","130","39290","36200"
"In post","2021","Leeds","Yorkshire and The Humber","Finance","290","280","40550","36820"
"In post","2021","Leeds","Yorkshire and The Humber","Grants Management","50","50","25410","21050"
"In post","2021","Leeds","Yorkshire and The Humber","Human Resources","210","200","39680","38420"
"In post","2021","Leeds","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Leeds","Yorkshire and The Humber","Legal","510","470","40910","38000"
"In post","2021","Leeds","Yorkshire and The Humber","No function","4600","4330","31610","27700"
"In post","2021","Leeds","Yorkshire and The Humber","Project Delivery","210","210","38450","35290"
"In post","2021","Leeds","Yorkshire and The Humber","Property","270","260","35110","32100"
"In post","2021","Leeds","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"In post","2021","Leeds","Yorkshire and The Humber","Unknown","3300","3060","31780","27570"
"In post","2021","Leicester","East Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Leicester","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Leicester","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Leicester","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Leicester","East Midlands (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Leicester","East Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Leicester","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Leicester","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Leicester","East Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Leicester","East Midlands (England)","Legal","170","150","39700","39710"
"In post","2021","Leicester","East Midlands (England)","No function","1430","1290","25820","22750"
"In post","2021","Leicester","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Leicester","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Leicester","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Leicester","East Midlands (England)","Unknown","920","820","24980","27570"
"In post","2021","Leicestershire CC and Rutland","East Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire CC and Rutland","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire CC and Rutland","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire CC and Rutland","East Midlands (England)","Digital, Data & Technology","60","60","34160","30560"
"In post","2021","Leicestershire CC and Rutland","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire CC and Rutland","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire CC and Rutland","East Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire CC and Rutland","East Midlands (England)","No function","1250","1160","28910","26810"
"In post","2021","Leicestershire CC and Rutland","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire CC and Rutland","East Midlands (England)","Property","80","80","20380","18760"
"In post","2021","Leicestershire CC and Rutland","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire CC and Rutland","East Midlands (England)","Unknown","570","530","29180","27370"
"In post","2021","Lewisham and Southwark","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Lewisham and Southwark","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Lewisham and Southwark","London","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Lewisham and Southwark","London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Lewisham and Southwark","London","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Lewisham and Southwark","London","No function","630","600","34960","32330"
"In post","2021","Lewisham and Southwark","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Lewisham and Southwark","London","Property","[c]","[c]","[c]","[c]"
"In post","2021","Lewisham and Southwark","London","Security","[c]","[c]","[c]","[c]"
"In post","2021","Lewisham and Southwark","London","Unknown","700","670","31100","31060"
"In post","2021","Lincolnshire","East Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","East Midlands (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","East Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","East Midlands (England)","Finance","30","30","[c]","[c]"
"In post","2021","Lincolnshire","East Midlands (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","East Midlands (England)","Human Resources","30","30","[c]","[c]"
"In post","2021","Lincolnshire","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","East Midlands (England)","No function","1040","980","28510","26750"
"In post","2021","Lincolnshire","East Midlands (England)","Project Delivery","310","300","34880","33560"
"In post","2021","Lincolnshire","East Midlands (England)","Property","70","70","27600","26670"
"In post","2021","Lincolnshire","East Midlands (England)","Security","60","50","20830","19560"
"In post","2021","Lincolnshire","East Midlands (England)","Unknown","1190","1100","26120","25930"
"In post","2021","Lisburn and Castlereagh","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Lisburn and Castlereagh","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Lisburn and Castlereagh","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Lisburn and Castlereagh","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Lisburn and Castlereagh","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Lisburn and Castlereagh","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Lisburn and Castlereagh","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Lisburn and Castlereagh","Northern Ireland","Property","40","40","[c]","[c]"
"In post","2021","Lisburn and Castlereagh","Northern Ireland","Security","70","70","23080","20310"
"In post","2021","Lisburn and Castlereagh","Northern Ireland","Unknown","250","240","26190","22580"
"In post","2021","Liverpool","North West (England)","Analysis","80","70","39950","38630"
"In post","2021","Liverpool","North West (England)","Commercial","270","270","41840","35420"
"In post","2021","Liverpool","North West (England)","Communications","40","40","[c]","[c]"
"In post","2021","Liverpool","North West (England)","Counter Fraud","50","40","[c]","[c]"
"In post","2021","Liverpool","North West (England)","Debt","310","280","22860","21440"
"In post","2021","Liverpool","North West (England)","Digital, Data & Technology","120","120","39010","34800"
"In post","2021","Liverpool","North West (England)","Finance","160","160","32200","27770"
"In post","2021","Liverpool","North West (England)","Human Resources","150","140","31980","27770"
"In post","2021","Liverpool","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Liverpool","North West (England)","Legal","350","330","37750","32540"
"In post","2021","Liverpool","North West (England)","No function","2950","2720","29350","25560"
"In post","2021","Liverpool","North West (England)","Project Delivery","460","440","39920","38630"
"In post","2021","Liverpool","North West (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Liverpool","North West (England)","Security","50","50","[c]","[c]"
"In post","2021","Liverpool","North West (England)","Unknown","5230","4770","26430","24890"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","No function","[c]","[c]","[c]","[c]"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","Property","140","130","29250","28120"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","Unknown","130","120","28830","27570"
"In post","2021","Luton","East of England","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Luton","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Luton","East of England","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Luton","East of England","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Luton","East of England","No function","210","190","23470","22450"
"In post","2021","Luton","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Luton","East of England","Property","[c]","[c]","[c]","[c]"
"In post","2021","Luton","East of England","Unknown","330","290","27660","27570"
"In post","2021","Manchester","North West (England)","Analysis","220","210","38190","33600"
"In post","2021","Manchester","North West (England)","Commercial","150","150","44830","38280"
"In post","2021","Manchester","North West (England)","Communications","120","120","32150","30200"
"In post","2021","Manchester","North West (England)","Counter Fraud","340","310","32540","31810"
"In post","2021","Manchester","North West (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Manchester","North West (England)","Digital, Data & Technology","250","240","40730","37200"
"In post","2021","Manchester","North West (England)","Finance","220","220","40600","37600"
"In post","2021","Manchester","North West (England)","Human Resources","220","210","36860","32010"
"In post","2021","Manchester","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Manchester","North West (England)","Legal","500","460","40870","38000"
"In post","2021","Manchester","North West (England)","No function","4010","3790","31680","27380"
"In post","2021","Manchester","North West (England)","Project Delivery","320","320","42090","38630"
"In post","2021","Manchester","North West (England)","Property","200","190","38560","33250"
"In post","2021","Manchester","North West (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Manchester","North West (England)","Unknown","2380","2260","31790","27570"
"In post","2021","Medway","South East (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Medway","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Medway","South East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Medway","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Medway","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Medway","South East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Medway","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Medway","South East (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Medway","South East (England)","No function","1000","960","31160","29920"
"In post","2021","Medway","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Medway","South East (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Medway","South East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Medway","South East (England)","Unknown","300","280","29090","29290"
"In post","2021","Merton, Kingston upon Thames and Sutton","London","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Merton, Kingston upon Thames and Sutton","London","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Merton, Kingston upon Thames and Sutton","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Merton, Kingston upon Thames and Sutton","London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Merton, Kingston upon Thames and Sutton","London","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Merton, Kingston upon Thames and Sutton","London","No function","310","290","30910","29500"
"In post","2021","Merton, Kingston upon Thames and Sutton","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Merton, Kingston upon Thames and Sutton","London","Property","[c]","[c]","[c]","[c]"
"In post","2021","Merton, Kingston upon Thames and Sutton","London","Unknown","320","300","30700","31060"
"In post","2021","Mid and East Antrim","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Mid and East Antrim","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mid Kent","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Mid Kent","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Mid Kent","South East (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Mid Kent","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Mid Kent","South East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Mid Kent","South East (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Mid Kent","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Mid Kent","South East (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Mid Kent","South East (England)","No function","610","570","30160","27650"
"In post","2021","Mid Kent","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Mid Kent","South East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Mid Kent","South East (England)","Unknown","210","200","29470","29290"
"In post","2021","Mid Lancashire","North West (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Mid Lancashire","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Mid Lancashire","North West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Mid Lancashire","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Mid Lancashire","North West (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Mid Lancashire","North West (England)","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Mid Lancashire","North West (England)","Finance","60","50","34530","31990"
"In post","2021","Mid Lancashire","North West (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Mid Lancashire","North West (England)","Human Resources","50","40","[c]","[c]"
"In post","2021","Mid Lancashire","North West (England)","Legal","300","270","36900","31810"
"In post","2021","Mid Lancashire","North West (England)","No function","2790","2490","26710","22850"
"In post","2021","Mid Lancashire","North West (England)","Project Delivery","400","370","37450","35000"
"In post","2021","Mid Lancashire","North West (England)","Property","70","60","34400","32550"
"In post","2021","Mid Lancashire","North West (England)","Security","40","40","[c]","[c]"
"In post","2021","Mid Lancashire","North West (England)","Unknown","1820","1610","23960","21010"
"In post","2021","Milton Keynes","South East (England)","Commercial","80","70","43780","41160"
"In post","2021","Milton Keynes","South East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Milton Keynes","South East (England)","Digital, Data & Technology","110","100","44270","40670"
"In post","2021","Milton Keynes","South East (England)","Finance","70","70","38760","31730"
"In post","2021","Milton Keynes","South East (England)","Human Resources","40","40","[c]","[c]"
"In post","2021","Milton Keynes","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Milton Keynes","South East (England)","Legal","50","30","48980","53630"
"In post","2021","Milton Keynes","South East (England)","No function","1030","1000","28700","27260"
"In post","2021","Milton Keynes","South East (England)","Project Delivery","60","60","37820","32970"
"In post","2021","Milton Keynes","South East (England)","Property","190","180","35820","33510"
"In post","2021","Milton Keynes","South East (England)","Security","300","290","34260","33300"
"In post","2021","Milton Keynes","South East (England)","Unknown","280","250","27240","27570"
"In post","2021","Monmouthshire and Newport","Wales","Analysis","1040","990","36370","36030"
"In post","2021","Monmouthshire and Newport","Wales","Commercial","110","110","37950","34800"
"In post","2021","Monmouthshire and Newport","Wales","Communications","60","60","35610","30640"
"In post","2021","Monmouthshire and Newport","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Monmouthshire and Newport","Wales","Digital, Data & Technology","640","630","41400","38080"
"In post","2021","Monmouthshire and Newport","Wales","Finance","80","70","36270","30750"
"In post","2021","Monmouthshire and Newport","Wales","Human Resources","230","210","34860","30450"
"In post","2021","Monmouthshire and Newport","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Monmouthshire and Newport","Wales","Legal","50","40","[c]","[c]"
"In post","2021","Monmouthshire and Newport","Wales","No function","2430","2260","31440","27290"
"In post","2021","Monmouthshire and Newport","Wales","Project Delivery","150","150","43890","44900"
"In post","2021","Monmouthshire and Newport","Wales","Property","50","50","[c]","[c]"
"In post","2021","Monmouthshire and Newport","Wales","Security","40","40","[c]","[c]"
"In post","2021","Monmouthshire and Newport","Wales","Unknown","710","630","26800","27570"
"In post","2021","Na h-Eileanan Siar","Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Na h-Eileanan Siar","Scotland","No function","30","30","[c]","[c]"
"In post","2021","Na h-Eileanan Siar","Scotland","Unknown","140","120","24170","21010"
"In post","2021","Newry, Mourne and Down","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Newry, Mourne and Down","Northern Ireland","Security","50","50","20680","20310"
"In post","2021","Newry, Mourne and Down","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North and North East Lincolnshire","Yorkshire and The Humber","Debt","[c]","[c]","[c]","[c]"
"In post","2021","North and North East Lincolnshire","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North and North East Lincolnshire","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"In post","2021","North and North East Lincolnshire","Yorkshire and The Humber","No function","150","140","26870","25270"
"In post","2021","North and North East Lincolnshire","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"In post","2021","North and North East Lincolnshire","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"In post","2021","North and North East Lincolnshire","Yorkshire and The Humber","Unknown","650","570","25460","26620"
"In post","2021","North and West Norfolk","East of England","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North and West Norfolk","East of England","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North and West Norfolk","East of England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","North and West Norfolk","East of England","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North and West Norfolk","East of England","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North and West Norfolk","East of England","Legal","[c]","[c]","[c]","[c]"
"In post","2021","North and West Norfolk","East of England","No function","390","360","28650","27380"
"In post","2021","North and West Norfolk","East of England","Project Delivery","110","100","33780","32720"
"In post","2021","North and West Norfolk","East of England","Property","[c]","[c]","[c]","[c]"
"In post","2021","North and West Norfolk","East of England","Security","90","90","31110","28890"
"In post","2021","North and West Norfolk","East of England","Unknown","310","280","24360","21580"
"In post","2021","North Hampshire","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North Hampshire","South East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North Hampshire","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","North Hampshire","South East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North Hampshire","South East (England)","Human Resources","40","40","[c]","[c]"
"In post","2021","North Hampshire","South East (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","North Hampshire","South East (England)","No function","290","270","39170","30990"
"In post","2021","North Hampshire","South East (England)","Project Delivery","60","60","34850","33300"
"In post","2021","North Hampshire","South East (England)","Property","40","30","[c]","[c]"
"In post","2021","North Hampshire","South East (England)","Security","60","60","24930","19560"
"In post","2021","North Hampshire","South East (England)","Unknown","460","430","29230","27570"
"In post","2021","North Lanarkshire","Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North Lanarkshire","Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North Lanarkshire","Scotland","Counter Fraud","280","270","30520","28130"
"In post","2021","North Lanarkshire","Scotland","Debt","430","360","22350","20140"
"In post","2021","North Lanarkshire","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","North Lanarkshire","Scotland","Finance","520","410","22990","21400"
"In post","2021","North Lanarkshire","Scotland","Human Resources","160","150","27730","25560"
"In post","2021","North Lanarkshire","Scotland","Legal","80","70","40700","35230"
"In post","2021","North Lanarkshire","Scotland","No function","510","480","29630","30930"
"In post","2021","North Lanarkshire","Scotland","Project Delivery","40","40","[c]","[c]"
"In post","2021","North Lanarkshire","Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","North Lanarkshire","Scotland","Unknown","740","630","24090","21010"
"In post","2021","North Northamptonshire","East Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North Northamptonshire","East Midlands (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","North Northamptonshire","East Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North Northamptonshire","East Midlands (England)","No function","60","50","28640","27680"
"In post","2021","North Northamptonshire","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","North Northamptonshire","East Midlands (England)","Unknown","450","390","25140","27570"
"In post","2021","North Nottinghamshire","East Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North Nottinghamshire","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North Nottinghamshire","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North Nottinghamshire","East Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","North Nottinghamshire","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North Nottinghamshire","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North Nottinghamshire","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","North Nottinghamshire","East Midlands (England)","No function","660","620","28480","26810"
