"Status","Year","Sex","Region_ITL3","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Armagh City, Banbridge and Craigavon","White","[c]","[c]","[c]","[c]"
"In post","2021","Female","Barking & Dagenham and Havering","Asian","80","70","30450","31060"
"In post","2021","Female","Barking & Dagenham and Havering","Black","80","70","30840","31060"
"In post","2021","Female","Barking & Dagenham and Havering","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Barking & Dagenham and Havering","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Barking & Dagenham and Havering","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Barking & Dagenham and Havering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Barking & Dagenham and Havering","Unknown","30","30","[c]","[c]"
"In post","2021","Female","Barking & Dagenham and Havering","White","160","140","29960","31060"
"In post","2021","Female","Barnet","Asian","260","240","35920","31880"
"In post","2021","Female","Barnet","Black","140","130","32990","31060"
"In post","2021","Female","Barnet","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Barnet","Mixed","60","50","33000","31060"
"In post","2021","Female","Barnet","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Barnet","Undeclared","70","60","38720","34940"
"In post","2021","Female","Barnet","Unknown","40","40","[c]","[c]"
"In post","2021","Female","Barnet","White","460","430","41940","35640"
"In post","2021","Female","Barnsley, Doncaster and Rotherham","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Barnsley, Doncaster and Rotherham","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Barnsley, Doncaster and Rotherham","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Barnsley, Doncaster and Rotherham","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Barnsley, Doncaster and Rotherham","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Barnsley, Doncaster and Rotherham","Undeclared","50","40","[c]","[c]"
"In post","2021","Female","Barnsley, Doncaster and Rotherham","Unknown","140","130","24370","22850"
"In post","2021","Female","Barnsley, Doncaster and Rotherham","White","1610","1370","26260","26300"
"In post","2021","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","Asian","140","130","33650","30420"
"In post","2021","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","Black","120","120","32070","31340"
"In post","2021","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","Mixed","100","90","34550","31680"
"In post","2021","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","190","170","37430","34340"
"In post","2021","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","330","310","34400","30130"
"In post","2021","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","White","4470","4140","34730","32710"
"In post","2021","Female","Bedford","Asian","50","50","26280","26570"
"In post","2021","Female","Bedford","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bedford","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bedford","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bedford","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bedford","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bedford","Unknown","50","50","28130","22890"
"In post","2021","Female","Bedford","White","310","280","29650","28480"
"In post","2021","Female","Belfast","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Belfast","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Belfast","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Belfast","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Belfast","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Belfast","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Belfast","Unknown","270","240","25710","21430"
"In post","2021","Female","Belfast","White","1120","1010","29530","25560"
"In post","2021","Female","Berkshire","Asian","200","180","29910","29290"
"In post","2021","Female","Berkshire","Black","60","60","31190","29290"
"In post","2021","Female","Berkshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Berkshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Berkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Berkshire","Undeclared","60","50","31780","30600"
"In post","2021","Female","Berkshire","Unknown","180","170","31470","29290"
"In post","2021","Female","Berkshire","White","830","770","33930","29780"
"In post","2021","Female","Bexley and Greenwich","Asian","60","60","30190","31060"
"In post","2021","Female","Bexley and Greenwich","Black","150","140","30940","31060"
"In post","2021","Female","Bexley and Greenwich","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bexley and Greenwich","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bexley and Greenwich","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bexley and Greenwich","Undeclared","40","30","[c]","[c]"
"In post","2021","Female","Bexley and Greenwich","Unknown","110","110","29350","30150"
"In post","2021","Female","Bexley and Greenwich","White","520","480","30530","30330"
"In post","2021","Female","Birmingham","Asian","1340","1190","26720","24320"
"In post","2021","Female","Birmingham","Black","540","500","27610","25560"
"In post","2021","Female","Birmingham","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Birmingham","Mixed","160","140","28460","26820"
"In post","2021","Female","Birmingham","Other ethnicity","60","50","29480","26470"
"In post","2021","Female","Birmingham","Undeclared","290","250","30130","27570"
"In post","2021","Female","Birmingham","Unknown","940","870","27660","25560"
"In post","2021","Female","Birmingham","White","3270","2930","32970","27570"
"In post","2021","Female","Blackburn with Darwen","Asian","70","50","24870","27570"
"In post","2021","Female","Blackburn with Darwen","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Blackburn with Darwen","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Blackburn with Darwen","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Blackburn with Darwen","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Blackburn with Darwen","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Blackburn with Darwen","White","190","170","27390","27570"
"In post","2021","Female","Blackpool","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Blackpool","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Blackpool","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Blackpool","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Blackpool","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Blackpool","Undeclared","100","80","28560","27570"
"In post","2021","Female","Blackpool","Unknown","210","190","27990","27570"
"In post","2021","Female","Blackpool","White","2850","2510","28420","27570"
"In post","2021","Female","Bournemouth and Poole","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bournemouth and Poole","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bournemouth and Poole","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bournemouth and Poole","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bournemouth and Poole","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bournemouth and Poole","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bournemouth and Poole","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bournemouth and Poole","White","370","310","27160","27570"
"In post","2021","Female","Bradford","Asian","350","290","24850","21440"
"In post","2021","Female","Bradford","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bradford","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bradford","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bradford","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bradford","Undeclared","70","60","26040","22180"
"In post","2021","Female","Bradford","Unknown","240","210","25150","21440"
"In post","2021","Female","Bradford","White","1150","970","27910","25560"
"In post","2021","Female","Breckland and South Norfolk","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Breckland and South Norfolk","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Breckland and South Norfolk","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Breckland and South Norfolk","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Breckland and South Norfolk","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Breckland and South Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Breckland and South Norfolk","White","200","180","28190","26500"
"In post","2021","Female","Brent","Asian","100","90","29840","31060"
"In post","2021","Female","Brent","Black","100","90","29280","31060"
"In post","2021","Female","Brent","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Brent","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Brent","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Brent","Undeclared","40","30","[c]","[c]"
"In post","2021","Female","Brent","Unknown","50","40","[c]","[c]"
"In post","2021","Female","Brent","White","90","80","32760","31030"
"In post","2021","Female","Bridgend and Neath Port Talbot","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bridgend and Neath Port Talbot","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bridgend and Neath Port Talbot","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bridgend and Neath Port Talbot","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bridgend and Neath Port Talbot","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bridgend and Neath Port Talbot","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bridgend and Neath Port Talbot","White","450","390","26540","27570"
"In post","2021","Female","Brighton and Hove","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Brighton and Hove","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Brighton and Hove","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Brighton and Hove","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Brighton and Hove","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Brighton and Hove","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Brighton and Hove","Unknown","50","40","[c]","[c]"
"In post","2021","Female","Brighton and Hove","White","340","290","30850","27570"
"In post","2021","Female","Bristol, City of","Asian","100","80","34230","28590"
"In post","2021","Female","Bristol, City of","Black","70","60","30130","27570"
"In post","2021","Female","Bristol, City of","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bristol, City of","Mixed","70","60","30750","27570"
"In post","2021","Female","Bristol, City of","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bristol, City of","Undeclared","120","110","33560","29730"
"In post","2021","Female","Bristol, City of","Unknown","430","400","32170","27720"
"In post","2021","Female","Bristol, City of","White","2710","2430","35050","30620"
"In post","2021","Female","Bromley","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bromley","Black","70","70","29890","31060"
"In post","2021","Female","Bromley","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bromley","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bromley","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bromley","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bromley","White","190","160","28870","30330"
"In post","2021","Female","Buckinghamshire CC","Asian","50","50","29680","27570"
"In post","2021","Female","Buckinghamshire CC","Black","30","30","[c]","[c]"
"In post","2021","Female","Buckinghamshire CC","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Buckinghamshire CC","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Buckinghamshire CC","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Buckinghamshire CC","Undeclared","30","30","[c]","[c]"
"In post","2021","Female","Buckinghamshire CC","Unknown","80","80","32530","28670"
"In post","2021","Female","Buckinghamshire CC","White","750","700","31080","28670"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","White","90","90","27620","27570"
"In post","2021","Female","Calderdale and Kirklees","Asian","80","70","25920","27570"
"In post","2021","Female","Calderdale and Kirklees","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Calderdale and Kirklees","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Calderdale and Kirklees","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Calderdale and Kirklees","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Calderdale and Kirklees","Undeclared","30","30","[c]","[c]"
"In post","2021","Female","Calderdale and Kirklees","Unknown","80","60","25410","27570"
"In post","2021","Female","Calderdale and Kirklees","White","490","410","27150","27570"
"In post","2021","Female","Cambridgeshire CC","Asian","30","30","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Undeclared","80","70","35420","33300"
"In post","2021","Female","Cambridgeshire CC","Unknown","110","100","31370","26680"
"In post","2021","Female","Cambridgeshire CC","White","1340","1240","32890","29200"
"In post","2021","Female","Camden and City of London","Asian","330","300","32530","29570"
"In post","2021","Female","Camden and City of London","Black","330","320","30080","28670"
"In post","2021","Female","Camden and City of London","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Mixed","40","40","[c]","[c]"
"In post","2021","Female","Camden and City of London","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Undeclared","100","100","35380","31520"
"In post","2021","Female","Camden and City of London","Unknown","280","270","32050","29570"
"In post","2021","Female","Camden and City of London","White","650","600","41750","36160"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Asian","120","100","28880","25560"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Black","60","50","27540","25560"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Mixed","110","100","31690","27570"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Undeclared","160","140","33700","28430"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Unknown","800","730","27240","25560"
"In post","2021","Female","Cardiff and Vale of Glamorgan","White","5220","4710","33200","28130"
"In post","2021","Female","Causeway Coast and Glens","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Causeway Coast and Glens","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Causeway Coast and Glens","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Causeway Coast and Glens","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Causeway Coast and Glens","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Causeway Coast and Glens","White","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","White","150","140","28590","26670"
"In post","2021","Female","Central Hampshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Hampshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Hampshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Hampshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Hampshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Hampshire","Undeclared","80","80","34500","33300"
"In post","2021","Female","Central Hampshire","Unknown","120","110","36230","32390"
"In post","2021","Female","Central Hampshire","White","1590","1500","33340","33000"
"In post","2021","Female","Central Valleys","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Valleys","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Valleys","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Valleys","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Valleys","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Valleys","Unknown","60","50","34620","28850"
"In post","2021","Female","Central Valleys","White","1030","940","32600","28750"
"In post","2021","Female","Cheshire East","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire East","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire East","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire East","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire East","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire East","Unknown","70","70","25390","24920"
"In post","2021","Female","Cheshire East","White","380","340","30590","27570"
"In post","2021","Female","Cheshire West and Chester","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire West and Chester","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire West and Chester","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire West and Chester","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire West and Chester","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire West and Chester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire West and Chester","White","260","240","26440","27570"
"In post","2021","Female","Chorley and West Lancashire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Chorley and West Lancashire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Chorley and West Lancashire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Chorley and West Lancashire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Chorley and West Lancashire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Chorley and West Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Chorley and West Lancashire","Unknown","70","70","25860","25500"
"In post","2021","Female","Chorley and West Lancashire","White","540","490","29090","27570"
"In post","2021","Female","City of Edinburgh","Asian","80","70","33660","29190"
"In post","2021","Female","City of Edinburgh","Black","40","40","[c]","[c]"
"In post","2021","Female","City of Edinburgh","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","City of Edinburgh","Mixed","50","50","39370","33620"
"In post","2021","Female","City of Edinburgh","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","City of Edinburgh","Undeclared","120","110","37150","31810"
"In post","2021","Female","City of Edinburgh","Unknown","1700","1590","31910","28290"
"In post","2021","Female","City of Edinburgh","White","4740","4420","39070","33620"
"In post","2021","Female","Clackmannanshire and Fife","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Clackmannanshire and Fife","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Clackmannanshire and Fife","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Clackmannanshire and Fife","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Clackmannanshire and Fife","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Clackmannanshire and Fife","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Clackmannanshire and Fife","Unknown","160","140","25890","22820"
"In post","2021","Female","Clackmannanshire and Fife","White","490","440","28280","27570"
"In post","2021","Female","Conwy and Denbighshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Conwy and Denbighshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Conwy and Denbighshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Conwy and Denbighshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Conwy and Denbighshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Conwy and Denbighshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Conwy and Denbighshire","White","420","390","34580","31250"
"In post","2021","Female","Cornwall and Isles of Scilly","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Undeclared","40","40","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Unknown","90","80","26220","21010"
"In post","2021","Female","Cornwall and Isles of Scilly","White","780","670","26190","26670"
"In post","2021","Female","Coventry","Asian","250","230","33360","29730"
"In post","2021","Female","Coventry","Black","50","50","33180","29370"
"In post","2021","Female","Coventry","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Coventry","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Coventry","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Coventry","Undeclared","40","40","[c]","[c]"
"In post","2021","Female","Coventry","Unknown","150","140","35690","32000"
"In post","2021","Female","Coventry","White","930","860","36500","31990"
"In post","2021","Female","Croydon","Asian","1000","900","33330","29370"
"In post","2021","Female","Croydon","Black","960","900","33010","29570"
"In post","2021","Female","Croydon","Chinese","40","30","[c]","[c]"
"In post","2021","Female","Croydon","Mixed","210","190","35820","31060"
"In post","2021","Female","Croydon","Other ethnicity","50","50","35400","31180"
"In post","2021","Female","Croydon","Undeclared","260","240","34990","31530"
"In post","2021","Female","Croydon","Unknown","560","530","35140","31060"
"In post","2021","Female","Croydon","White","2280","2100","40620","36160"
"In post","2021","Female","Darlington","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Darlington","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Darlington","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Darlington","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Darlington","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Darlington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Darlington","Unknown","40","40","[c]","[c]"
"In post","2021","Female","Darlington","White","530","490","34500","30230"
