"Status","Year","Region_ITL1","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","South East (England)","Heterosexual / straight","Wilton Park","60","60","35020","30700"
"In post","2022","South East (England)","LGBO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Animal and Plant Health Agency","40","40","[c]","[c]"
"In post","2022","South East (England)","LGBO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Defence Science and Technology Laboratory","40","40","[c]","[c]"
"In post","2022","South East (England)","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Department for Work and Pensions (excl. agencies)","340","320","27280","27570"
"In post","2022","South East (England)","LGBO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","HM Courts and Tribunals Service","40","40","[c]","[c]"
"In post","2022","South East (England)","LGBO","HM Prison and Probation Service","550","540","30910","30210"
"In post","2022","South East (England)","LGBO","HM Revenue and Customs (excl. agencies)","80","70","32360","28920"
"In post","2022","South East (England)","LGBO","Home Office","110","100","28340","26330"
"In post","2022","South East (England)","LGBO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Maritime and Coastguard Agency","40","40","[c]","[c]"
"In post","2022","South East (England)","LGBO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Ministry of Defence (excl. agencies)","220","210","31930","29200"
"In post","2022","South East (England)","LGBO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","UK Statistics Authority","90","80","29530","30210"
"In post","2022","South East (England)","LGBO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","LGBO","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Animal and Plant Health Agency","90","90","38190","33390"
"In post","2022","South East (England)","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Defence Equipment and Support","70","60","29700","27290"
"In post","2022","South East (England)","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Department for Transport (excl. agencies)","30","30","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Department for Work and Pensions (excl. agencies)","550","480","27120","27570"
"In post","2022","South East (England)","Undeclared","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Driver and Vehicle Standards Agency","90","80","29970","27930"
"In post","2022","South East (England)","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","FCDO Services","60","50","43100","42080"
"In post","2022","South East (England)","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","HM Courts and Tribunals Service","180","160","27160","21490"
"In post","2022","South East (England)","Undeclared","HM Prison and Probation Service","640","610","31890","31650"
"In post","2022","South East (England)","Undeclared","HM Revenue and Customs (excl. agencies)","250","220","34300","33370"
"In post","2022","South East (England)","Undeclared","Home Office","620","560","29260","27370"
"In post","2022","South East (England)","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Maritime and Coastguard Agency","80","80","38270","36640"
"In post","2022","South East (England)","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Ministry of Defence (excl. agencies)","910","890","34760","33300"
"In post","2022","South East (England)","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","National Crime Agency","40","40","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","UK Health Security Agency","50","40","50550","40360"
"In post","2022","South East (England)","Undeclared","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","UK Statistics Authority","100","80","28840","23880"
"In post","2022","South East (England)","Undeclared","Valuation Office Agency","30","30","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Animal and Plant Health Agency","90","80","31330","26520"
"In post","2022","South East (England)","Unknown","Cabinet Office (excl. agencies)","130","120","51010","40590"
"In post","2022","South East (England)","Unknown","Crown Prosecution Service","150","130","46850","53050"
"In post","2022","South East (England)","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Defence Science and Technology Laboratory","1300","1230","42130","42390"
"In post","2022","South East (England)","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","50","50","[c]","[c]"
"In post","2022","South East (England)","Unknown","Department for Transport (excl. agencies)","30","30","[c]","[c]"
"In post","2022","South East (England)","Unknown","Department for Work and Pensions (excl. agencies)","1020","880","27290","27570"
"In post","2022","South East (England)","Unknown","Driver and Vehicle Standards Agency","120","120","27940","26700"
"In post","2022","South East (England)","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","FCDO Services","70","70","41700","42080"
"In post","2022","South East (England)","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","HM Courts and Tribunals Service","100","100","24350","20970"
"In post","2022","South East (England)","Unknown","HM Prison and Probation Service","1650","1530","29330","28200"
"In post","2022","South East (England)","Unknown","HM Revenue and Customs (excl. agencies)","660","590","29880","26820"
"In post","2022","South East (England)","Unknown","Home Office","520","480","25960","24880"
"In post","2022","South East (England)","Unknown","Maritime and Coastguard Agency","80","80","30900","26840"
"In post","2022","South East (England)","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Ministry of Defence (excl. agencies)","710","680","33450","31530"
"In post","2022","South East (England)","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","National Crime Agency","90","80","40990","39820"
"In post","2022","South East (England)","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Rural Payments Agency","80","70","27360","22430"
"In post","2022","South East (England)","Unknown","The Insolvency Service","40","40","[c]","[c]"
"In post","2022","South East (England)","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","UK Health Security Agency","90","80","50920","50730"
"In post","2022","South East (England)","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","UK Statistics Authority","520","420","29040","23880"
"In post","2022","South East (England)","Unknown","Valuation Office Agency","40","30","[c]","[c]"
"In post","2022","South East (England)","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","40","40","[c]","[c]"
"In post","2022","South West (England)","Heterosexual / straight","Animal and Plant Health Agency","320","310","29150","24920"
"In post","2022","South West (England)","Heterosexual / straight","Cabinet Office (excl. agencies)","90","80","47150","40580"
"In post","2022","South West (England)","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","70","60","34970","30220"
"In post","2022","South West (England)","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Heterosexual / straight","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Heterosexual / straight","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Heterosexual / straight","Crown Prosecution Service","240","220","39740","38000"
"In post","2022","South West (England)","Heterosexual / straight","Defence Equipment and Support","6960","6700","38240","35720"
"In post","2022","South West (England)","Heterosexual / straight","Defence Science and Technology Laboratory","610","590","41380","38550"
"In post","2022","South West (England)","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Heterosexual / straight","Department for Education (excl. agencies)","170","160","46820","49860"
"In post","2022","South West (England)","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","880","840","40420","36970"
"In post","2022","South West (England)","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","130","120","41410","38310"
"In post","2022","South West (England)","Heterosexual / straight","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","3730","3270","26610","27570"
"In post","2022","South West (England)","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","40","40","[c]","[c]"
"In post","2022","South West (England)","Heterosexual / straight","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Heterosexual / straight","Driver and Vehicle Standards Agency","390","360","33130","29590"
"In post","2022","South West (England)","Heterosexual / straight","Education and Skills Funding Agency","70","70","38940","36500"
"In post","2022","South West (England)","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Heterosexual / straight","Food Standards Agency","70","70","37070","34570"
"In post","2022","South West (England)","Heterosexual / straight","Government Internal Audit Agency","30","30","[c]","[c]"
"In post","2022","South West (England)","Heterosexual / straight","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Heterosexual / straight","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Heterosexual / straight","Health and Safety Executive","60","50","43630","43830"
"In post","2022","South West (England)","Heterosexual / straight","HM Courts and Tribunals Service","710","630","25000","20970"
"In post","2022","South West (England)","Heterosexual / straight","HM Land Registry","900","810","34240","33840"
"In post","2022","South West (England)","Heterosexual / straight","HM Prison and Probation Service","3230","3020","29640","27380"
"In post","2022","South West (England)","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","880","840","38320","33370"
"In post","2022","South West (England)","Heterosexual / straight","Home Office","330","300","29550","26170"
"In post","2022","South West (England)","Heterosexual / straight","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Heterosexual / straight","Legal Aid Agency","70","60","30610","25120"
"In post","2022","South West (England)","Heterosexual / straight","Maritime and Coastguard Agency","50","50","37630","35730"
"In post","2022","South West (England)","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Heterosexual / straight","Met Office","1360","1300","40800","39650"
"In post","2022","South West (England)","Heterosexual / straight","Ministry of Defence (excl. agencies)","6390","6140","33650","33000"
"In post","2022","South West (England)","Heterosexual / straight","Ministry of Justice (excl. agencies)","110","100","38550","36050"
"In post","2022","South West (England)","Heterosexual / straight","National Crime Agency","360","340","37730","36410"
"In post","2022","South West (England)","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","240","230","48720","43110"
"In post","2022","South West (England)","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Heterosexual / straight","Planning Inspectorate","300","280","36530","32780"
"In post","2022","South West (England)","Heterosexual / straight","Rural Payments Agency","160","150","28190","25920"
"In post","2022","South West (England)","Heterosexual / straight","Submarine Delivery Agency","1310","1280","41130","39100"
"In post","2022","South West (England)","Heterosexual / straight","The Insolvency Service","90","90","32320","28280"
"In post","2022","South West (England)","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Heterosexual / straight","UK Health Security Agency","760","710","37070","32310"
"In post","2022","South West (England)","Heterosexual / straight","UK Hydrographic Office","590","560","35880","33290"
"In post","2022","South West (England)","Heterosexual / straight","UK Space Agency","70","70","45600","49080"
"In post","2022","South West (England)","Heterosexual / straight","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Heterosexual / straight","Valuation Office Agency","400","370","32130","26880"
"In post","2022","South West (England)","Heterosexual / straight","Vehicle Certification Agency","110","100","33770","28300"
"In post","2022","South West (England)","Heterosexual / straight","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Defence Equipment and Support","260","260","33800","31700"
"In post","2022","South West (England)","LGBO","Defence Science and Technology Laboratory","70","70","35700","29230"
"In post","2022","South West (England)","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","70","60","38590","35900"
"In post","2022","South West (England)","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Department for Work and Pensions (excl. agencies)","280","260","26680","27570"
"In post","2022","South West (England)","LGBO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","HM Courts and Tribunals Service","30","30","[c]","[c]"
"In post","2022","South West (England)","LGBO","HM Land Registry","30","30","[c]","[c]"
"In post","2022","South West (England)","LGBO","HM Prison and Probation Service","240","240","27580","26140"
"In post","2022","South West (England)","LGBO","HM Revenue and Customs (excl. agencies)","70","70","39330","33370"
"In post","2022","South West (England)","LGBO","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Met Office","90","90","36250","38200"
"In post","2022","South West (England)","LGBO","Ministry of Defence (excl. agencies)","200","200","34530","33300"
"In post","2022","South West (England)","LGBO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Submarine Delivery Agency","50","50","[c]","[c]"
"In post","2022","South West (England)","LGBO","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","UK Health Security Agency","50","50","30530","28590"
"In post","2022","South West (England)","LGBO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Valuation Office Agency","30","30","[c]","[c]"
"In post","2022","South West (England)","LGBO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","LGBO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Animal and Plant Health Agency","50","50","29710","25320"
"In post","2022","South West (England)","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Defence Equipment and Support","930","890","40590","39950"
"In post","2022","South West (England)","Undeclared","Defence Science and Technology Laboratory","50","50","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","90","90","40510","36970"
"In post","2022","South West (England)","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Department for Work and Pensions (excl. agencies)","500","440","26160","27570"
"In post","2022","South West (England)","Undeclared","Department of Health and Social Care (excl. agencies)","40","40","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Driver and Vehicle Standards Agency","80","70","31280","28550"
"In post","2022","South West (England)","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","HM Courts and Tribunals Service","120","110","27400","21190"
"In post","2022","South West (England)","Undeclared","HM Land Registry","160","140","34190","33840"
"In post","2022","South West (England)","Undeclared","HM Prison and Probation Service","340","310","30590","28760"
"In post","2022","South West (England)","Undeclared","HM Revenue and Customs (excl. agencies)","140","130","39300","33370"
"In post","2022","South West (England)","Undeclared","Home Office","70","60","30970","27370"
"In post","2022","South West (England)","Undeclared","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Met Office","330","310","40140","39650"
"In post","2022","South West (England)","Undeclared","Ministry of Defence (excl. agencies)","980","940","35270","33300"
"In post","2022","South West (England)","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Planning Inspectorate","40","30","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Submarine Delivery Agency","170","160","44030","41530"
"In post","2022","South West (England)","Undeclared","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","UK Health Security Agency","150","140","41120","36330"
"In post","2022","South West (England)","Undeclared","UK Hydrographic Office","70","60","35980","33290"
"In post","2022","South West (England)","Undeclared","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Valuation Office Agency","40","30","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","Animal and Plant Health Agency","50","40","[c]","[c]"
"In post","2022","South West (England)","Unknown","Cabinet Office (excl. agencies)","140","140","59530","53320"
"In post","2022","South West (England)","Unknown","Centre for Environment, Fisheries and Aquaculture Science","80","80","32380","29510"
"In post","2022","South West (England)","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
