"Status","Year","Region_ITL3","Responsibility_level","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Angus and Dundee City","EO","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Angus and Dundee City","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Angus and Dundee City","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Angus and Dundee City","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ards and North Down","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ards and North Down","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ards and North Down","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ards and North Down","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ards and North Down","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ards and North Down","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ards and North Down","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ards and North Down","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Barking & Dagenham and Havering","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Barking & Dagenham and Havering","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Barking & Dagenham and Havering","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Barking & Dagenham and Havering","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Barking & Dagenham and Havering","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Barking & Dagenham and Havering","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Barking & Dagenham and Havering","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Barking & Dagenham and Havering","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Barnet","AA/AO","Female","130","100","23320","23780"
"Leaver Dept.","2022","Barnet","AA/AO","Male","50","40","[c]","[c]"
"Leaver Dept.","2022","Barnet","EO","Female","150","130","27520","26880"
"Leaver Dept.","2022","Barnet","EO","Male","60","50","27470","26880"
"Leaver Dept.","2022","Barnet","G6/G7","Female","160","150","58630","55130"
"Leaver Dept.","2022","Barnet","G6/G7","Male","110","110","59030","55130"
"Leaver Dept.","2022","Barnet","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Barnet","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Barnet","SEO/HEO","Female","300","290","37300","36590"
"Leaver Dept.","2022","Barnet","SEO/HEO","Male","140","140","38450","40070"
"Leaver Dept.","2022","Barnet","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Barnet","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Barnsley, Doncaster and Rotherham","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Barnsley, Doncaster and Rotherham","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Barnsley, Doncaster and Rotherham","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Barnsley, Doncaster and Rotherham","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Barnsley, Doncaster and Rotherham","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Barnsley, Doncaster and Rotherham","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Barnsley, Doncaster and Rotherham","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Barnsley, Doncaster and Rotherham","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Female","50","40","[c]","[c]"
"Leaver Dept.","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Male","70","70","24300","25500"
"Leaver Dept.","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Female","120","120","34300","34210"
"Leaver Dept.","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Male","140","140","35600","35540"
"Leaver Dept.","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedford","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedford","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedford","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedford","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedford","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedford","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedford","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedford","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedford","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedford","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Belfast","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Belfast","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Belfast","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Belfast","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Belfast","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Belfast","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Belfast","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Belfast","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bexley and Greenwich","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bexley and Greenwich","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bexley and Greenwich","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bexley and Greenwich","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bexley and Greenwich","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bexley and Greenwich","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bexley and Greenwich","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bexley and Greenwich","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bexley and Greenwich","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bexley and Greenwich","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Birmingham","AA/AO","Female","140","120","20600","20370"
"Leaver Dept.","2022","Birmingham","AA/AO","Male","90","80","20640","20970"
"Leaver Dept.","2022","Birmingham","EO","Female","150","140","25520","25310"
"Leaver Dept.","2022","Birmingham","EO","Male","80","80","25890","26130"
"Leaver Dept.","2022","Birmingham","G6/G7","Female","60","50","57800","51250"
"Leaver Dept.","2022","Birmingham","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Birmingham","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Birmingham","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Birmingham","SEO/HEO","Female","140","130","35190","36050"
"Leaver Dept.","2022","Birmingham","SEO/HEO","Male","100","100","34900","34190"
"Leaver Dept.","2022","Birmingham","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Birmingham","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Blackburn with Darwen","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Blackburn with Darwen","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Blackburn with Darwen","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Blackburn with Darwen","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Blackburn with Darwen","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Blackburn with Darwen","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Blackburn with Darwen","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Blackburn with Darwen","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Blackburn with Darwen","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Blackburn with Darwen","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Blackpool","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Blackpool","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Blackpool","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Blackpool","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Blackpool","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Blackpool","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Blackpool","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Blackpool","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Blackpool","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Blackpool","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bournemouth, Christchurch and Poole","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bournemouth, Christchurch and Poole","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bournemouth, Christchurch and Poole","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bournemouth, Christchurch and Poole","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bournemouth, Christchurch and Poole","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bournemouth, Christchurch and Poole","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bradford","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bradford","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bradford","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bradford","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bradford","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bradford","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bradford","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bradford","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bradford","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bradford","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Breckland and South Norfolk","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Breckland and South Norfolk","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Breckland and South Norfolk","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Breckland and South Norfolk","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Breckland and South Norfolk","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Breckland and South Norfolk","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Brent","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Brent","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Brent","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Brent","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bridgend and Neath Port Talbot","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bridgend and Neath Port Talbot","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bridgend and Neath Port Talbot","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bridgend and Neath Port Talbot","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bridgend and Neath Port Talbot","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bridgend and Neath Port Talbot","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Brighton and Hove","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Brighton and Hove","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Brighton and Hove","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Brighton and Hove","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Brighton and Hove","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Brighton and Hove","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Brighton and Hove","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Brighton and Hove","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","AA/AO","Female","70","70","21290","21260"
"Leaver Dept.","2022","Bristol, City of","AA/AO","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","EO","Female","60","60","25780","26050"
"Leaver Dept.","2022","Bristol, City of","EO","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","G6/G7","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","G6/G7","Male","50","40","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","SEO/HEO","Female","140","130","34800","34530"
"Leaver Dept.","2022","Bristol, City of","SEO/HEO","Male","60","60","35990","36100"
"Leaver Dept.","2022","Bristol, City of","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bromley","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bromley","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bromley","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bromley","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bromley","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bromley","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bromley","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bromley","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Buckinghamshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Buckinghamshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Buckinghamshire","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Buckinghamshire","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Buckinghamshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Buckinghamshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Buckinghamshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Buckinghamshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Caithness and Sutherland, and Ross and Cromarty","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Caithness and Sutherland, and Ross and Cromarty","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Caithness and Sutherland, and Ross and Cromarty","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Caithness and Sutherland, and Ross and Cromarty","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","AA/AO","Female","40","30","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","EO","Female","40","30","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","SEO/HEO","Female","80","70","35490","36060"
"Leaver Dept.","2022","Cambridgeshire CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","AA/AO","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","AA/AO","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","EO","Female","70","70","26820","27570"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","EO","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","SEO/HEO","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","SEO/HEO","Male","60","60","35920","36070"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Bedfordshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Bedfordshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire West and Chester","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire West and Chester","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire West and Chester","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire West and Chester","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire West and Chester","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire West and Chester","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire West and Chester","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire West and Chester","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chorley and West Lancashire","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chorley and West Lancashire","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chorley and West Lancashire","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chorley and West Lancashire","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chorley and West Lancashire","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chorley and West Lancashire","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chorley and West Lancashire","Unknown","Female","[c]","[c]","[c]","[c]"
