"Status","Year","Sex","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Male","Declared non-disabled","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","North Yorkshire CC","70","70","28920","27570"
"New entrant CS","2021","Male","Declared non-disabled","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Norwich and East Norfolk","60","60","24320","22850"
"New entrant CS","2021","Male","Declared non-disabled","Nottingham","180","170","29630","25560"
"New entrant CS","2021","Male","Declared non-disabled","Orkney Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Oxfordshire","100","100","27920","27570"
"New entrant CS","2021","Male","Declared non-disabled","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Plymouth","60","60","28020","23540"
"New entrant CS","2021","Male","Declared non-disabled","Portsmouth","120","120","29770","27570"
"New entrant CS","2021","Male","Declared non-disabled","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Redbridge and Waltham Forest","70","70","29020","31060"
"New entrant CS","2021","Male","Declared non-disabled","Sandwell","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Scottish Borders","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Sefton","80","80","29570","26370"
"New entrant CS","2021","Male","Declared non-disabled","Sheffield","140","140","28460","21430"
"New entrant CS","2021","Male","Declared non-disabled","Shetland Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Shropshire CC","50","50","26940","27570"
"New entrant CS","2021","Male","Declared non-disabled","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Somerset","60","60","26570","26350"
"New entrant CS","2021","Male","Declared non-disabled","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","South Ayrshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","South Hampshire","110","100","29360","29540"
"New entrant CS","2021","Male","Declared non-disabled","South Lanarkshire","40","40","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","South Teesside","40","40","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Southampton","60","50","32840","27570"
"New entrant CS","2021","Male","Declared non-disabled","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Staffordshire CC","120","120","24960","23910"
"New entrant CS","2021","Male","Declared non-disabled","Stoke-on-Trent","60","60","22230","18880"
"New entrant CS","2021","Male","Declared non-disabled","Suffolk","160","160","27100","27570"
"New entrant CS","2021","Male","Declared non-disabled","Sunderland","60","60","25370","27570"
"New entrant CS","2021","Male","Declared non-disabled","Swansea","130","130","26810","24010"
"New entrant CS","2021","Male","Declared non-disabled","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Telford and Wrekin","40","40","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Thurrock","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Torbay","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Tower Hamlets","290","290","41350","36020"
"New entrant CS","2021","Male","Declared non-disabled","Tyneside","580","580","25250","21010"
"New entrant CS","2021","Male","Declared non-disabled","Unknown","120","120","30790","27570"
"New entrant CS","2021","Male","Declared non-disabled","Wakefield","30","30","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Walsall","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Wandsworth","30","30","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Warrington","70","70","29550","27570"
"New entrant CS","2021","Male","Declared non-disabled","Warwickshire","30","30","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","West Cumbria","30","30","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","West Lothian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","West Northamptonshire","40","40","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","West Surrey","100","100","31020","29240"
"New entrant CS","2021","Male","Declared non-disabled","West Sussex (North East)","30","30","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","West Sussex (South West)","40","30","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Westminster","1560","1550","39150","34020"
"New entrant CS","2021","Male","Declared non-disabled","Wiltshire","280","270","31760","27570"
"New entrant CS","2021","Male","Declared non-disabled","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Worcestershire","90","90","25700","22850"
"New entrant CS","2021","Male","Declared non-disabled","York","100","100","32830","28080"
"New entrant CS","2021","Male","Undeclared","Angus and Dundee City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Brent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Dudley","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","East Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Greater Manchester North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Gwynedd","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Haringey and Islington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Medway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Scottish Borders","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Shropshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","South Ayrshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Sunderland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Tyneside","40","40","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Wandsworth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","West Lothian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Westminster","220","220","38700","34710"
"New entrant CS","2021","Male","Undeclared","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Worcestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","York","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Aberdeen City and Aberdeenshire","40","40","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Angus and Dundee City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Barnsley, Doncaster and Rotherham","40","40","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","200","200","30330","27540"
"New entrant CS","2021","Male","Unknown","Bedford","30","30","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Belfast","110","110","23870","20140"
"New entrant CS","2021","Male","Unknown","Berkshire","80","80","31790","28130"
"New entrant CS","2021","Male","Unknown","Bexley and Greenwich","50","50","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Birmingham","280","270","30340","24860"
"New entrant CS","2021","Male","Unknown","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Blackpool","50","50","22590","21010"
"New entrant CS","2021","Male","Unknown","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Bradford","60","60","24760","20140"
"New entrant CS","2021","Male","Unknown","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Brent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Bristol, City of","120","110","30210","26000"
"New entrant CS","2021","Male","Unknown","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Cambridgeshire CC","40","40","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Camden and City of London","70","70","28590","22680"
"New entrant CS","2021","Male","Unknown","Cardiff and Vale of Glamorgan","210","200","25450","20500"
"New entrant CS","2021","Male","Unknown","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Central Hampshire","50","50","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Chorley and West Lancashire","30","30","[c]","[c]"
"New entrant CS","2021","Male","Unknown","City of Edinburgh","390","390","30730","24880"
"New entrant CS","2021","Male","Unknown","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Coventry","70","70","34580","29360"
"New entrant CS","2021","Male","Unknown","Croydon","250","250","37550","35050"
"New entrant CS","2021","Male","Unknown","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Devon CC","70","70","27110","22850"
"New entrant CS","2021","Male","Unknown","Dorset CC","40","40","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Dudley","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Durham CC","80","80","24740","22350"
"New entrant CS","2021","Male","Unknown","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","40","40","[c]","[c]"
"New entrant CS","2021","Male","Unknown","East Kent","120","120","25580","24880"
"New entrant CS","2021","Male","Unknown","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","East Riding of Yorkshire","30","30","[c]","[c]"
"New entrant CS","2021","Male","Unknown","East Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Flintshire and Wrexham","30","30","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Glasgow City","180","180","29870","25220"
"New entrant CS","2021","Male","Unknown","Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Greater Manchester North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Greater Manchester South West","240","240","28660","25560"
"New entrant CS","2021","Male","Unknown","Gwent Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Gwynedd","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Haringey and Islington","60","60","27520","30220"
"New entrant CS","2021","Male","Unknown","Harrow and Hillingdon","70","70","28010","28650"
"New entrant CS","2021","Male","Unknown","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Heart of Essex","40","40","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Hertfordshire","60","50","30070","29290"
"New entrant CS","2021","Male","Unknown","Hounslow and Richmond upon Thames","50","50","28740","30720"
"New entrant CS","2021","Male","Unknown","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Isle of Anglesey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Kent Thames Gateway","40","40","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Kingston upon Hull, City of","50","50","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Lambeth","160","150","37440","36200"
"New entrant CS","2021","Male","Unknown","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Leeds","420","420","29350","24880"
"New entrant CS","2021","Male","Unknown","Leicester","70","70","25410","22350"
"New entrant CS","2021","Male","Unknown","Leicestershire CC and Rutland","30","30","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Liverpool","170","160","29760","22850"
"New entrant CS","2021","Male","Unknown","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Manchester","250","250","30620","27570"
"New entrant CS","2021","Male","Unknown","Medway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Mid Lancashire","50","40","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Milton Keynes","30","30","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Monmouthshire and Newport","210","210","29080","24820"
"New entrant CS","2021","Male","Unknown","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","North Lanarkshire","30","30","[c]","[c]"
"New entrant CS","2021","Male","Unknown","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","North Yorkshire CC","30","30","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Northumberland","[c]","[c]","[c]","[c]"
