"Status","Year","Parent_department","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Scottish Government","Male","Scottish Public Pensions Agency","140","140","31820","25930"
"In post","2022","Scottish Government","Male","Social Security Scotland","980","970","31320","27230"
"In post","2022","Scottish Government","Male","Student Awards Agency for Scotland","100","100","32980","30040"
"In post","2022","Scottish Government","Male","Transport Scotland","290","290","47920","47490"
"In post","2022","The National Archives","Female","The National Archives","310","290","35420","34120"
"In post","2022","The National Archives","Male","The National Archives","270","260","36030","32310"
"In post","2022","UK Export Finance","Female","UK Export Finance","220","210","48260","42000"
"In post","2022","UK Export Finance","Male","UK Export Finance","280","280","56310","51390"
"In post","2022","UK Statistics Authority","Female","UK Statistics Authority","3360","2950","32720","30710"
"In post","2022","UK Statistics Authority","Male","UK Statistics Authority","2510","2310","35200","30810"
"In post","2022","UK Statistics Authority","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","Water Services Regulation Authority","140","130","52660","44850"
"In post","2022","Water Services Regulation Authority","Male","Water Services Regulation Authority","120","120","56760","51630"
"In post","2022","Welsh Government","Female","Welsh Government (excl. agencies)","3510","3250","40780","38160"
"In post","2022","Welsh Government","Female","Welsh Revenue Authority","50","40","[c]","[c]"
"In post","2022","Welsh Government","Male","Welsh Government (excl. agencies)","2380","2320","43620","38160"
"In post","2022","Welsh Government","Male","Welsh Revenue Authority","30","30","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Female","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Female","Crown Prosecution Service","160","140","40480","32050"
"Leaver CS","2021","Attorney General's Departments","Female","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Female","Government Legal Department","70","60","55270","53700"
"Leaver CS","2021","Attorney General's Departments","Female","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Male","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Male","Crown Prosecution Service","110","100","48090","55000"
"Leaver CS","2021","Attorney General's Departments","Male","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Male","Government Legal Department","40","40","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Male","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Female","Cabinet Office (excl. agencies)","180","170","42800","33110"
"Leaver CS","2021","Cabinet Office","Male","Cabinet Office (excl. agencies)","200","190","52180","41590"
"Leaver CS","2021","Chancellor's other departments","Female","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Female","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Male","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Male","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Female","Competition and Markets Authority","40","40","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Male","Competition and Markets Authority","40","40","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","80","80","46100","40380"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","Insolvency Service","30","30","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","120","120","50510","43760"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","Insolvency Service","40","40","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","Met Office","60","60","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Female","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Male","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"Leaver CS","2021","Department for Education","Female","Department for Education (excl. agencies)","160","150","42340","36970"
"Leaver CS","2021","Department for Education","Female","Education and Skills Funding Agency","30","30","[c]","[c]"
"Leaver CS","2021","Department for Education","Female","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Female","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Male","Department for Education (excl. agencies)","130","120","44990","40940"
"Leaver CS","2021","Department for Education","Male","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Male","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Male","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","Animal and Plant Health Agency","80","80","28390","24370"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","140","130","35860","32240"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","Rural Payments Agency","50","40","25600","24920"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","Animal and Plant Health Agency","60","60","29360","25010"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","120","120","40750","35900"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","Rural Payments Agency","40","40","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Female","Department for International Trade","80","70","35950","31180"
"Leaver CS","2021","Department for International Trade","Male","Department for International Trade","70","70","40520","32250"
"Leaver CS","2021","Department for Transport","Female","Department for Transport (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2021","Department for Transport","Female","Driver and Vehicle Licensing Agency","160","110","22080","21590"
"Leaver CS","2021","Department for Transport","Female","Driver and Vehicle Standards Agency","70","60","26230","26380"
"Leaver CS","2021","Department for Transport","Female","Maritime and Coastguard Agency","30","30","[c]","[c]"
"Leaver CS","2021","Department for Transport","Female","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Male","Department for Transport (excl. agencies)","60","60","47890","43360"
"Leaver CS","2021","Department for Transport","Male","Driver and Vehicle Licensing Agency","120","110","24990","21590"
"Leaver CS","2021","Department for Transport","Male","Driver and Vehicle Standards Agency","150","120","29680","26780"
"Leaver CS","2021","Department for Transport","Male","Maritime and Coastguard Agency","70","70","41100","38650"
"Leaver CS","2021","Department for Transport","Male","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Female","Department for Work and Pensions (excl. agencies)","2760","2240","26140","26120"
"Leaver CS","2021","Department for Work and Pensions","Female","Health and Safety Executive","60","50","36240","30820"
"Leaver CS","2021","Department for Work and Pensions","Male","Department for Work and Pensions (excl. agencies)","1630","1490","26970","26890"
"Leaver CS","2021","Department for Work and Pensions","Male","Health and Safety Executive","60","60","51000","45240"
"Leaver CS","2021","Department of Health and Social Care","Female","Department of Health and Social Care (excl. agencies)","100","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Female","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Female","Public Health England","520","460","37720","32650"
"Leaver CS","2021","Department of Health and Social Care","Male","Department of Health and Social Care (excl. agencies)","80","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Male","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Male","Public Health England","230","210","46950","37690"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Medicines and Healthcare Products Regulatory Agency","100","90","46080","40230"
"Leaver CS","2021","ESTYN","Female","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Male","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","Foreign, Commonwealth and Development Office (excl. agencies)","50","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","FCDO Services","60","50","40180","34490"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","Foreign and Commonwealth Office (excl. agencies)","30","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","Foreign, Commonwealth and Development Office (excl. agencies)","70","30","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","HM Land Registry","160","130","31110","27130"
"Leaver CS","2021","HM Land Registry","Male","HM Land Registry","110","100","32440","27130"
"Leaver CS","2021","HM Revenue and Customs","Female","HM Revenue and Customs (excl. agencies)","3330","2680","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Female","Valuation Office Agency","120","100","27750","25000"
"Leaver CS","2021","HM Revenue and Customs","Male","HM Revenue and Customs (excl. agencies)","2110","1890","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Male","Valuation Office Agency","140","120","31520","26000"
"Leaver CS","2021","HM Treasury","Female","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Female","HM Treasury (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2021","HM Treasury","Female","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Female","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Male","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Male","HM Treasury (excl. agencies)","50","50","[c]","[c]"
"Leaver CS","2021","HM Treasury","Male","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Male","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Female","Home Office (incl. agencies)","670","560","28790","25120"
"Leaver CS","2021","Home Office","Male","Home Office (incl. agencies)","660","590","31920","27250"
"Leaver CS","2021","Ministry of Defence","Female","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Female","Defence Equipment and Support","140","130","31190","28020"
"Leaver CS","2021","Ministry of Defence","Female","Defence Science and Technology Laboratory","70","60","31280","28650"
"Leaver CS","2021","Ministry of Defence","Female","Ministry of Defence (excl. agencies)","900","810","29620","26280"
"Leaver CS","2021","Ministry of Defence","Female","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Female","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Female","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Male","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Male","Defence Equipment and Support","330","320","36170","32600"
"Leaver CS","2021","Ministry of Defence","Male","Defence Science and Technology Laboratory","140","140","31100","28650"
"Leaver CS","2021","Ministry of Defence","Male","Ministry of Defence (excl. agencies)","1390","1330","32460","29930"
"Leaver CS","2021","Ministry of Defence","Male","Royal Fleet Auxiliary","140","140","35640","32400"
"Leaver CS","2021","Ministry of Defence","Male","Submarine Delivery Agency","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Male","UK Hydrographic Office","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","50","50","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Female","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Male","Planning Inspectorate","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Male","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Female","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Female","HM Courts and Tribunals Service","900","760","23300","20100"
"Leaver CS","2021","Ministry of Justice","Female","HM Prison and Probation Service","1890","1710","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Female","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Female","Ministry of Justice (excl. agencies)","110","100","38400","32500"
"Leaver CS","2021","Ministry of Justice","Female","Office of the Public Guardian","40","30","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Male","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Male","HM Courts and Tribunals Service","490","440","23810","20160"
"Leaver CS","2021","Ministry of Justice","Male","HM Prison and Probation Service","2240","2080","37370","31650"
"Leaver CS","2021","Ministry of Justice","Male","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Male","Ministry of Justice (excl. agencies)","120","120","40180","31500"
"Leaver CS","2021","Ministry of Justice","Male","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","National Crime Agency","60","60","42300","39000"
"Leaver CS","2021","National Crime Agency","Male","National Crime Agency","120","120","44540","41060"
"Leaver CS","2021","Northern Ireland Office","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Female","Office for Standards in Education, Children's Services and Skills","90","80","50040","51360"
"Leaver CS","2021","Office for Standards in Education","Male","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","Office of Gas and Electricity Markets","50","50","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Female","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Female","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Male","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Male","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Female","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Male","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Female","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Female","Crown Office and Procurator Fiscal Service","50","40","28400","22220"
"Leaver CS","2021","Scottish Government","Female","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Female","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Female","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Female","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Female","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Female","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Female","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Female","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Female","Scottish Courts and Tribunals Service","50","50","28700","22820"
"Leaver CS","2021","Scottish Government","Female","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Female","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Female","Scottish Government (excl. agencies)","130","120","39680","32140"
"Leaver CS","2021","Scottish Government","Female","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Female","Scottish Prison Service","80","70","28390","25870"
"Leaver CS","2021","Scottish Government","Female","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Female","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Female","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Female","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Male","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Male","Crown Office and Procurator Fiscal Service","40","30","[c]","[c]"
"Leaver CS","2021","Scottish Government","Male","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Male","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Male","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Male","Forestry and Land Scotland","40","40","[c]","[c]"
"Leaver CS","2021","Scottish Government","Male","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Male","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Male","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Male","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Male","Scottish Courts and Tribunals Service","50","50","[c]","[c]"
"Leaver CS","2021","Scottish Government","Male","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Male","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Male","Scottish Government (excl. agencies)","140","130","43440","35110"
"Leaver CS","2021","Scottish Government","Male","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Male","Scottish Prison Service","160","140","34430","33650"
"Leaver CS","2021","Scottish Government","Male","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Male","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Male","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Male","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Female","United Kingdom Statistics Authority","140","110","28830","23050"
"Leaver CS","2021","United Kingdom Statistics Authority","Male","United Kingdom Statistics Authority","160","140","28480","22130"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Female","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Male","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Female","Welsh Government (excl. agencies)","70","60","40490","36500"
"Leaver CS","2021","Welsh Government","Female","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Male","Welsh Government (excl. agencies)","70","60","45470","37410"
"Leaver CS","2021","Welsh Government","Male","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Female","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Female","Crown Prosecution Service","260","230","37580","29270"
"Leaver CS","2022","Attorney General's Departments","Female","Government Legal Department","120","110","52740","51250"
"Leaver CS","2022","Attorney General's Departments","Female","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Male","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Male","Crown Prosecution Service","150","140","45570","51500"
"Leaver CS","2022","Attorney General's Departments","Male","Government Legal Department","80","70","51440","51250"
"Leaver CS","2022","Attorney General's Departments","Male","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Female","Cabinet Office (excl. agencies)","340","330","48070","40600"
"Leaver CS","2022","Cabinet Office","Female","Crown Commercial Service","30","30","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Female","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Male","Cabinet Office (excl. agencies)","380","370","53190","54700"
"Leaver CS","2022","Cabinet Office","Male","Crown Commercial Service","50","50","38580","36020"
"Leaver CS","2022","Cabinet Office","Male","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Female","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Female","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Male","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Male","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Unknown","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Male","Charity Commission","40","30","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Female","Competition and Markets Authority","50","50","53920","53920"
"Leaver CS","2022","Competition and Markets Authority","Male","Competition and Markets Authority","40","40","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Female","Advisory, Conciliation and Arbitration Service","30","30","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Female","Companies House","50","40","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","140","140","43680","40050"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Female","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Female","Met Office","40","40","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Female","The Insolvency Service","40","40","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Female","UK Space Agency","40","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Male","Advisory, Conciliation and Arbitration Service","30","30","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Male","Companies House","30","30","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","170","160","48550","53380"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Male","Intellectual Property Office","40","40","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Male","Met Office","90","90","36400","36510"
