"Status","Year","Region_ITL3","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Coventry","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Unknown","Digital, Data & Technology","60","60","39030","36780"
"In post","2021","Coventry","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Unknown","No function","210","200","35860","31500"
"In post","2021","Coventry","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Declared disabled","Counter Fraud","50","40","[c]","[c]"
"In post","2021","Croydon","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Declared disabled","No function","210","200","35430","32520"
"In post","2021","Croydon","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Declared disabled","Unknown","570","530","35940","31060"
"In post","2021","Croydon","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Declared non-disabled","Commercial","70","60","46550","42550"
"In post","2021","Croydon","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Declared non-disabled","Counter Fraud","400","380","38520","36160"
"In post","2021","Croydon","Declared non-disabled","Debt","120","110","27320","25630"
"In post","2021","Croydon","Declared non-disabled","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Croydon","Declared non-disabled","Finance","70","70","45130","37970"
"In post","2021","Croydon","Declared non-disabled","Human Resources","70","70","53310","52740"
"In post","2021","Croydon","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Declared non-disabled","Legal","110","100","45930","38010"
"In post","2021","Croydon","Declared non-disabled","No function","1320","1250","37670","36160"
"In post","2021","Croydon","Declared non-disabled","Project Delivery","110","100","56290","59160"
"In post","2021","Croydon","Declared non-disabled","Property","140","130","37740","35100"
"In post","2021","Croydon","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Declared non-disabled","Unknown","4420","4190","38310","35070"
"In post","2021","Croydon","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Undeclared","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Croydon","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Undeclared","No function","110","100","35490","33300"
"In post","2021","Croydon","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Undeclared","Unknown","280","270","38140","35070"
"In post","2021","Croydon","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Unknown","Counter Fraud","140","140","35360","32520"
"In post","2021","Croydon","Unknown","Debt","90","80","25810","24120"
"In post","2021","Croydon","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Unknown","No function","490","470","33580","30600"
"In post","2021","Croydon","Unknown","Project Delivery","40","40","[c]","[c]"
"In post","2021","Croydon","Unknown","Property","40","40","[c]","[c]"
"In post","2021","Croydon","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Unknown","Unknown","300","300","39710","35050"
"In post","2021","Darlington","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Declared disabled","No function","50","50","[c]","[c]"
"In post","2021","Darlington","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Declared non-disabled","Digital, Data & Technology","50","50","36540","36780"
"In post","2021","Darlington","Declared non-disabled","Finance","50","40","[c]","[c]"
"In post","2021","Darlington","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Declared non-disabled","No function","390","360","35190","31150"
"In post","2021","Darlington","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Declared non-disabled","Unknown","70","60","28840","27570"
"In post","2021","Darlington","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Undeclared","No function","30","30","[c]","[c]"
"In post","2021","Darlington","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Unknown","No function","40","40","[c]","[c]"
"In post","2021","Darlington","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Declared disabled","No function","30","30","[c]","[c]"
"In post","2021","Derby","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Declared disabled","Unknown","110","100","23320","21010"
"In post","2021","Derby","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Declared non-disabled","No function","230","210","28620","23130"
"In post","2021","Derby","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Declared non-disabled","Unknown","460","400","24580","21010"
"In post","2021","Derby","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2021","Derby","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Declared disabled","No function","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Declared disabled","Digital, Data & Technology","50","40","[c]","[c]"
"In post","2021","Devon CC","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Declared disabled","No function","170","160","30890","26800"
"In post","2021","Devon CC","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Declared disabled","Unknown","250","210","24610","25530"
"In post","2021","Devon CC","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Declared non-disabled","Commercial","180","170","43200","40140"
"In post","2021","Devon CC","Declared non-disabled","Communications","50","40","[c]","[c]"
"In post","2021","Devon CC","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Declared non-disabled","Digital, Data & Technology","800","760","40530","39670"
"In post","2021","Devon CC","Declared non-disabled","Finance","50","50","43880","39840"
"In post","2021","Devon CC","Declared non-disabled","Grants Management","150","130","26730","25210"
"In post","2021","Devon CC","Declared non-disabled","Human Resources","80","70","37210","33090"
"In post","2021","Devon CC","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Declared non-disabled","Legal","80","80","42090","42090"
"In post","2021","Devon CC","Declared non-disabled","No function","1250","1170","30240","26780"
"In post","2021","Devon CC","Declared non-disabled","Project Delivery","340","330","40990","39650"
"In post","2021","Devon CC","Declared non-disabled","Property","90","80","33990","32110"
"In post","2021","Devon CC","Declared non-disabled","Security","50","50","21400","19530"
"In post","2021","Devon CC","Declared non-disabled","Unknown","1230","1060","25800","25890"
"In post","2021","Devon CC","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Undeclared","No function","150","130","29250","27680"
"In post","2021","Devon CC","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Undeclared","Unknown","80","70","23890","21130"
"In post","2021","Devon CC","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Unknown","No function","160","160","27600","24240"
"In post","2021","Devon CC","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Unknown","Unknown","120","110","22960","21010"
"In post","2021","Dorset CC","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Declared disabled","No function","140","130","28620","27380"
"In post","2021","Dorset CC","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Declared disabled","Unknown","60","50","30280","27570"
"In post","2021","Dorset CC","Declared non-disabled","Analysis","60","60","32190","29270"
"In post","2021","Dorset CC","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Declared non-disabled","No function","800","740","28640","27130"
"In post","2021","Dorset CC","Declared non-disabled","Project Delivery","70","70","28940","26670"
"In post","2021","Dorset CC","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Declared non-disabled","Security","60","60","24630","20060"
"In post","2021","Dorset CC","Declared non-disabled","Unknown","330","320","29040","27570"
"In post","2021","Dorset CC","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Undeclared","No function","130","120","29560","31180"
"In post","2021","Dorset CC","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2021","Dorset CC","Unknown","Analysis","50","40","[c]","[c]"
"In post","2021","Dorset CC","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Unknown","No function","160","150","23230","22350"
"In post","2021","Dorset CC","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Unknown","Unknown","50","50","34480","32670"
"In post","2021","Dudley","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Declared disabled","No function","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Declared disabled","Unknown","150","130","24880","25410"
"In post","2021","Dudley","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Declared non-disabled","No function","110","100","25200","22920"
"In post","2021","Dudley","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Declared non-disabled","Unknown","740","620","24940","26120"
"In post","2021","Dudley","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Undeclared","Unknown","50","40","[c]","[c]"
"In post","2021","Dudley","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Unknown","Unknown","50","50","23350","21010"
"In post","2021","Dumfries and Galloway","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Declared disabled","No function","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Declared non-disabled","No function","40","30","[c]","[c]"
"In post","2021","Dumfries and Galloway","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Declared non-disabled","Property","150","140","30070","28120"
"In post","2021","Dumfries and Galloway","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Declared non-disabled","Unknown","90","80","28110","27570"
"In post","2021","Dumfries and Galloway","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Unknown","No function","130","120","30350","30930"
"In post","2021","Dumfries and Galloway","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared disabled","No function","250","220","27770","27130"
"In post","2021","Durham CC","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared disabled","Unknown","270","230","24680","21430"
"In post","2021","Durham CC","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared non-disabled","No function","2090","1930","28610","27130"
"In post","2021","Durham CC","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared non-disabled","Property","120","110","26490","21100"
"In post","2021","Durham CC","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Declared non-disabled","Unknown","1430","1210","24540","21430"
"In post","2021","Durham CC","Undeclared","Commercial","[c]","[c]","[c]","[c]"
