"Status","Year","Sexual_orientation","Region_ITL1","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","South East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South East (England)","SEO/HEO","1640","1560","36520","37280"
"In post","2022","Unknown","South East (England)","Unknown","490","440","28220","26310"
"In post","2022","Unknown","South West (England)","AA/AO","1870","1690","22390","21260"
"In post","2022","Unknown","South West (England)","EO","1680","1510","26640","27130"
"In post","2022","Unknown","South West (England)","G6/G7","1390","1330","55140","53500"
"In post","2022","Unknown","South West (England)","SCS","50","50","[c]","[c]"
"In post","2022","Unknown","South West (England)","SEO/HEO","2590","2490","35530","35900"
"In post","2022","Unknown","South West (England)","Unknown","380","350","30560","27540"
"In post","2022","Unknown","Unknown","AA/AO","40","30","[c]","[c]"
"In post","2022","Unknown","Unknown","EO","80","80","27890","27570"
"In post","2022","Unknown","Unknown","G6/G7","40","40","[c]","[c]"
"In post","2022","Unknown","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","SEO/HEO","290","290","32040","29250"
"In post","2022","Unknown","Unknown","Unknown","1790","1780","37360","33600"
"In post","2022","Unknown","Wales","AA/AO","2650","2330","21530","21260"
"In post","2022","Unknown","Wales","EO","1670","1540","26830","26820"
"In post","2022","Unknown","Wales","G6/G7","540","520","58230","57000"
"In post","2022","Unknown","Wales","SCS","30","30","[c]","[c]"
"In post","2022","Unknown","Wales","SEO/HEO","1400","1340","35860","33840"
"In post","2022","Unknown","Wales","Unknown","260","240","27810","26310"
"In post","2022","Unknown","West Midlands (England)","AA/AO","2420","2160","22200","21250"
"In post","2022","Unknown","West Midlands (England)","EO","1940","1780","27260","27570"
"In post","2022","Unknown","West Midlands (England)","G6/G7","530","500","57890","55210"
"In post","2022","Unknown","West Midlands (England)","SCS","40","40","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","SEO/HEO","1310","1250","35540","33370"
"In post","2022","Unknown","West Midlands (England)","Unknown","360","300","28110","26310"
"In post","2022","Unknown","Yorkshire and The Humber","AA/AO","2660","2410","22580","21260"
"In post","2022","Unknown","Yorkshire and The Humber","EO","2180","1990","27190","27370"
"In post","2022","Unknown","Yorkshire and The Humber","G6/G7","820","790","57270","55210"
"In post","2022","Unknown","Yorkshire and The Humber","SCS","50","40","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","SEO/HEO","1570","1510","35070","33370"
"In post","2022","Unknown","Yorkshire and The Humber","Unknown","340","300","27640","26310"
"Leaver CS","2021","Heterosexual / straight","East Midlands (England)","AA/AO","380","340","20510","20270"
"Leaver CS","2021","Heterosexual / straight","East Midlands (England)","EO","190","160","27320","27570"
"Leaver CS","2021","Heterosexual / straight","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","East Midlands (England)","SEO/HEO","110","100","36420","34290"
"Leaver CS","2021","Heterosexual / straight","East Midlands (England)","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","East of England","AA/AO","420","380","21710","21010"
"Leaver CS","2021","Heterosexual / straight","East of England","EO","190","170","27390","27570"
"Leaver CS","2021","Heterosexual / straight","East of England","G6/G7","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","East of England","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","East of England","SEO/HEO","120","110","38870","39000"
"Leaver CS","2021","Heterosexual / straight","East of England","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","London","AA/AO","590","560","23430","23520"
"Leaver CS","2021","Heterosexual / straight","London","EO","480","450","28880","28650"
"Leaver CS","2021","Heterosexual / straight","London","G6/G7","520","480","60640","58750"
"Leaver CS","2021","Heterosexual / straight","London","SCS","140","130","98140","92480"
"Leaver CS","2021","Heterosexual / straight","London","SEO/HEO","660","630","38130","37710"
"Leaver CS","2021","Heterosexual / straight","London","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North East (England)","AA/AO","340","280","20520","21010"
"Leaver CS","2021","Heterosexual / straight","North East (England)","EO","110","90","27030","27570"
"Leaver CS","2021","Heterosexual / straight","North East (England)","G6/G7","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North East (England)","SEO/HEO","80","70","37170","36780"
"Leaver CS","2021","Heterosexual / straight","North East (England)","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North West (England)","AA/AO","620","530","20570","21010"
"Leaver CS","2021","Heterosexual / straight","North West (England)","EO","330","280","26210","26890"
"Leaver CS","2021","Heterosexual / straight","North West (England)","G6/G7","80","80","59700","55610"
"Leaver CS","2021","Heterosexual / straight","North West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North West (England)","SEO/HEO","190","170","36040","34450"
"Leaver CS","2021","Heterosexual / straight","North West (England)","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Overseas","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Overseas","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scotland","AA/AO","330","290","22630","21010"
"Leaver CS","2021","Heterosexual / straight","Scotland","EO","200","180","28270","27570"
"Leaver CS","2021","Heterosexual / straight","Scotland","G6/G7","70","60","65380","63870"
"Leaver CS","2021","Heterosexual / straight","Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scotland","SEO/HEO","190","170","39080","37320"
"Leaver CS","2021","Heterosexual / straight","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","South East (England)","AA/AO","710","640","21500","20960"
"Leaver CS","2021","Heterosexual / straight","South East (England)","EO","300","270","27930","27570"
"Leaver CS","2021","Heterosexual / straight","South East (England)","G6/G7","70","70","58080","56170"
"Leaver CS","2021","Heterosexual / straight","South East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","South East (England)","SEO/HEO","280","250","36010","35300"
"Leaver CS","2021","Heterosexual / straight","South East (England)","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","South West (England)","AA/AO","480","440","20630","20920"
"Leaver CS","2021","Heterosexual / straight","South West (England)","EO","290","260","25590","26670"
"Leaver CS","2021","Heterosexual / straight","South West (England)","G6/G7","120","110","57890","54540"
"Leaver CS","2021","Heterosexual / straight","South West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","South West (England)","SEO/HEO","440","410","36150","34460"
"Leaver CS","2021","Heterosexual / straight","South West (England)","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Wales","AA/AO","450","390","20590","21010"
"Leaver CS","2021","Heterosexual / straight","Wales","EO","160","140","27860","27570"
"Leaver CS","2021","Heterosexual / straight","Wales","G6/G7","70","60","61240","60830"
"Leaver CS","2021","Heterosexual / straight","Wales","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Wales","SEO/HEO","140","120","36900","36740"
"Leaver CS","2021","Heterosexual / straight","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Midlands (England)","AA/AO","390","340","20530","20650"
"Leaver CS","2021","Heterosexual / straight","West Midlands (England)","EO","190","160","26210","26890"
"Leaver CS","2021","Heterosexual / straight","West Midlands (England)","G6/G7","60","50","60740","57830"
"Leaver CS","2021","Heterosexual / straight","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Midlands (England)","SEO/HEO","140","120","37450","36860"
"Leaver CS","2021","Heterosexual / straight","West Midlands (England)","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Yorkshire and The Humber","AA/AO","460","410","20940","21010"
"Leaver CS","2021","Heterosexual / straight","Yorkshire and The Humber","EO","220","190","26790","27570"
"Leaver CS","2021","Heterosexual / straight","Yorkshire and The Humber","G6/G7","80","70","61080","59630"
"Leaver CS","2021","Heterosexual / straight","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Yorkshire and The Humber","SEO/HEO","170","150","37220","36780"
"Leaver CS","2021","Heterosexual / straight","Yorkshire and The Humber","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","LGBO","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East of England","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","London","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","LGBO","London","EO","40","30","[c]","[c]"
"Leaver CS","2021","LGBO","London","G6/G7","60","50","58890","57790"
"Leaver CS","2021","LGBO","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","London","SEO/HEO","60","60","37350","36800"
"Leaver CS","2021","LGBO","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North West (England)","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","LGBO","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South East (England)","AA/AO","60","50","[c]","[c]"
"Leaver CS","2021","LGBO","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South West (England)","AA/AO","50","50","[c]","[c]"
"Leaver CS","2021","LGBO","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","AA/AO","60","60","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","AA/AO","60","50","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","EO","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","AA/AO","60","50","[c]","[c]"
"Leaver CS","2021","Undeclared","London","EO","80","70","28650","28670"
"Leaver CS","2021","Undeclared","London","G6/G7","110","100","63570","60640"
"Leaver CS","2021","Undeclared","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","SEO/HEO","120","110","39080","38940"
"Leaver CS","2021","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","AA/AO","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","AA/AO","70","60","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","EO","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","AA/AO","110","90","22430","21010"
"Leaver CS","2021","Undeclared","Scotland","EO","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","SEO/HEO","50","50","39470","37880"
"Leaver CS","2021","Undeclared","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","AA/AO","90","80","22870","21010"
"Leaver CS","2021","Undeclared","South East (England)","EO","60","60","28470","27570"
"Leaver CS","2021","Undeclared","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","SEO/HEO","60","50","39000","38700"
"Leaver CS","2021","Undeclared","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","AA/AO","80","70","20900","20500"
"Leaver CS","2021","Undeclared","South West (England)","EO","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","SEO/HEO","70","70","37640","37210"
"Leaver CS","2021","Undeclared","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","AA/AO","80","60","20380","21010"
"Leaver CS","2021","Undeclared","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","EO","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","AA/AO","70","60","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","EO","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","AA/AO","370","310","20250","20430"
"Leaver CS","2021","Unknown","East Midlands (England)","EO","190","160","26150","26890"
"Leaver CS","2021","Unknown","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","SEO/HEO","120","110","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","AA/AO","350","310","21350","20800"
"Leaver CS","2021","Unknown","East of England","EO","200","170","27560","27570"
"Leaver CS","2021","Unknown","East of England","G6/G7","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","SEO/HEO","210","180","36010","34530"
"Leaver CS","2021","Unknown","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","AA/AO","580","510","22020","22680"
"Leaver CS","2021","Unknown","London","EO","560","470","28460","30170"
"Leaver CS","2021","Unknown","London","G6/G7","400","330","60630","58090"
"Leaver CS","2021","Unknown","London","SCS","90","70","99860","93900"
"Leaver CS","2021","Unknown","London","SEO/HEO","590","510","36190","35850"
"Leaver CS","2021","Unknown","London","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","AA/AO","630","490","20540","21010"
"Leaver CS","2021","Unknown","North East (England)","EO","210","170","26530","27570"
"Leaver CS","2021","Unknown","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","SEO/HEO","110","90","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","AA/AO","680","560","20630","21010"
"Leaver CS","2021","Unknown","North West (England)","EO","280","240","26710","27570"
"Leaver CS","2021","Unknown","North West (England)","G6/G7","60","60","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","SEO/HEO","160","140","36030","35160"
"Leaver CS","2021","Unknown","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","AA/AO","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","EO","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland","AA/AO","640","540","22290","21120"
"Leaver CS","2021","Unknown","Scotland","EO","320","270","29000","27570"
"Leaver CS","2021","Unknown","Scotland","G6/G7","90","80","62840","61010"
"Leaver CS","2021","Unknown","Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland","SEO/HEO","210","190","39940","39500"
"Leaver CS","2021","Unknown","South East (England)","AA/AO","510","430","21440","20950"
"Leaver CS","2021","Unknown","South East (England)","EO","210","190","26590","27570"
"Leaver CS","2021","Unknown","South East (England)","G6/G7","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","SEO/HEO","130","120","36450","36460"
"Leaver CS","2021","Unknown","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","AA/AO","250","220","20520","20920"
"Leaver CS","2021","Unknown","South West (England)","EO","180","160","25560","26940"
"Leaver CS","2021","Unknown","South West (England)","G6/G7","80","80","[c]","[c]"
