"Status","Year","Region_ITL2","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Outer London - West and North West","Mixed","Female","190","180","31750","31060"
"In post","2022","Outer London - West and North West","Mixed","Male","110","100","33460","31060"
"In post","2022","Outer London - West and North West","Other ethnicity","Female","80","70","34090","31060"
"In post","2022","Outer London - West and North West","Other ethnicity","Male","60","60","34470","31060"
"In post","2022","Outer London - West and North West","Undeclared","Female","260","230","34310","31060"
"In post","2022","Outer London - West and North West","Undeclared","Male","310","290","36620","31060"
"In post","2022","Outer London - West and North West","Unknown","Female","450","430","31390","29000"
"In post","2022","Outer London - West and North West","Unknown","Male","460","450","32080","30750"
"In post","2022","Outer London - West and North West","White","Female","1830","1690","35740","31880"
"In post","2022","Outer London - West and North West","White","Male","1860","1770","35900","32330"
"In post","2022","Overseas","Asian","Female","70","70","43670","34770"
"In post","2022","Overseas","Asian","Male","100","100","46280","40490"
"In post","2022","Overseas","Black","Female","30","30","[c]","[c]"
"In post","2022","Overseas","Black","Male","40","40","[c]","[c]"
"In post","2022","Overseas","Mixed","Female","60","60","46050","40170"
"In post","2022","Overseas","Mixed","Male","60","60","53560","52410"
"In post","2022","Overseas","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Undeclared","Female","80","80","46060","44130"
"In post","2022","Overseas","Undeclared","Male","160","160","48280","42110"
"In post","2022","Overseas","Unknown","Female","270","270","48150","46600"
"In post","2022","Overseas","Unknown","Male","250","250","50560","52430"
"In post","2022","Overseas","White","Female","980","980","50160","51500"
"In post","2022","Overseas","White","Male","1550","1540","49980","49370"
"In post","2022","Shropshire and Staffordshire","Asian","Female","170","160","31900","27570"
"In post","2022","Shropshire and Staffordshire","Asian","Male","170","160","33990","27930"
"In post","2022","Shropshire and Staffordshire","Black","Female","70","60","28520","27570"
"In post","2022","Shropshire and Staffordshire","Black","Male","70","60","30630","27570"
"In post","2022","Shropshire and Staffordshire","Mixed","Female","80","80","32010","27130"
"In post","2022","Shropshire and Staffordshire","Mixed","Male","50","50","31560","27570"
"In post","2022","Shropshire and Staffordshire","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Undeclared","Female","140","120","30100","27570"
"In post","2022","Shropshire and Staffordshire","Undeclared","Male","170","160","32900","28480"
"In post","2022","Shropshire and Staffordshire","Unknown","Female","480","450","29650","25610"
"In post","2022","Shropshire and Staffordshire","Unknown","Male","410","400","31710","26820"
"In post","2022","Shropshire and Staffordshire","White","Female","3990","3620","30030","27570"
"In post","2022","Shropshire and Staffordshire","White","Male","3090","2970","32380","28920"
"In post","2022","South Yorkshire","Asian","Female","250","230","28360","25040"
"In post","2022","South Yorkshire","Asian","Male","230","220","31160","26750"
"In post","2022","South Yorkshire","Black","Female","100","90","29210","27570"
"In post","2022","South Yorkshire","Black","Male","70","70","28550","26120"
"In post","2022","South Yorkshire","Mixed","Female","100","90","31900","27570"
"In post","2022","South Yorkshire","Mixed","Male","50","50","31700","27610"
"In post","2022","South Yorkshire","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Undeclared","Female","160","140","31240","27570"
"In post","2022","South Yorkshire","Undeclared","Male","240","240","33690","31650"
"In post","2022","South Yorkshire","Unknown","Female","510","470","30770","25610"
"In post","2022","South Yorkshire","Unknown","Male","500","490","33570","27570"
"In post","2022","South Yorkshire","White","Female","4900","4290","31300","27570"
"In post","2022","South Yorkshire","White","Male","3320","3190","34050","30400"
"In post","2022","Southern Scotland","Asian","Female","40","30","[c]","[c]"
"In post","2022","Southern Scotland","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Black","Female","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Black","Male","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Undeclared","Female","70","60","30000","26820"
"In post","2022","Southern Scotland","Undeclared","Male","90","80","30620","28250"
"In post","2022","Southern Scotland","Unknown","Female","830","740","27660","23780"
"In post","2022","Southern Scotland","Unknown","Male","610","590","29040","24400"
"In post","2022","Southern Scotland","White","Female","2690","2350","30110","27570"
"In post","2022","Southern Scotland","White","Male","1830","1750","31840","27570"
"In post","2022","Surrey, East and West Sussex","Asian","Female","220","190","30680","28350"
"In post","2022","Surrey, East and West Sussex","Asian","Male","150","140","31160","28350"
"In post","2022","Surrey, East and West Sussex","Black","Female","120","110","31010","28090"
"In post","2022","Surrey, East and West Sussex","Black","Male","120","110","32660","32280"
"In post","2022","Surrey, East and West Sussex","Mixed","Female","130","120","30430","27850"
"In post","2022","Surrey, East and West Sussex","Mixed","Male","100","90","31010","29230"
"In post","2022","Surrey, East and West Sussex","Other ethnicity","Female","30","30","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Undeclared","Female","210","180","32370","27570"
"In post","2022","Surrey, East and West Sussex","Undeclared","Male","250","230","31960","29290"
"In post","2022","Surrey, East and West Sussex","Unknown","Female","490","440","29910","27570"
"In post","2022","Surrey, East and West Sussex","Unknown","Male","440","410","31740","28650"
"In post","2022","Surrey, East and West Sussex","White","Female","3840","3430","30890","27570"
"In post","2022","Surrey, East and West Sussex","White","Male","2660","2530","32930","28920"
"In post","2022","Tees Valley and Durham","Asian","Female","60","50","27410","25530"
"In post","2022","Tees Valley and Durham","Asian","Male","70","60","29760","26940"
"In post","2022","Tees Valley and Durham","Black","Female","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Black","Male","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Mixed","Female","50","50","28100","27570"
"In post","2022","Tees Valley and Durham","Mixed","Male","40","30","[c]","[c]"
"In post","2022","Tees Valley and Durham","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Undeclared","Female","120","100","27700","27000"
"In post","2022","Tees Valley and Durham","Undeclared","Male","130","130","32520","27680"
"In post","2022","Tees Valley and Durham","Unknown","Female","550","510","26360","23140"
"In post","2022","Tees Valley and Durham","Unknown","Male","450","440","27820","25700"
"In post","2022","Tees Valley and Durham","White","Female","5030","4450","28610","27120"
"In post","2022","Tees Valley and Durham","White","Male","3290","3110","29990","27570"
"In post","2022","Unknown","Asian","Female","120","100","29000","27780"
"In post","2022","Unknown","Asian","Male","50","50","31200","31060"
"In post","2022","Unknown","Black","Female","40","40","[c]","[c]"
"In post","2022","Unknown","Black","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","420","410","33750","30330"
"In post","2022","Unknown","Unknown","Male","1800","1790","37840","33570"
"In post","2022","Unknown","White","Female","410","380","33670","29790"
"In post","2022","Unknown","White","Male","370","370","35630","30490"
"In post","2022","West Central Scotland","Asian","Female","180","170","29320","27230"
"In post","2022","West Central Scotland","Asian","Male","170","170","31900","27570"
"In post","2022","West Central Scotland","Black","Female","60","60","26530","25010"
"In post","2022","West Central Scotland","Black","Male","70","60","31760","27230"
"In post","2022","West Central Scotland","Mixed","Female","70","70","32690","27570"
"In post","2022","West Central Scotland","Mixed","Male","50","50","34100","29260"
"In post","2022","West Central Scotland","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","Undeclared","Female","270","230","30140","26900"
"In post","2022","West Central Scotland","Undeclared","Male","410","380","33200","33000"
"In post","2022","West Central Scotland","Unknown","Female","1750","1620","30390","27080"
"In post","2022","West Central Scotland","Unknown","Male","1940","1870","31320","27570"
"In post","2022","West Central Scotland","White","Female","8250","7430","31370","27570"
"In post","2022","West Central Scotland","White","Male","6580","6330","33410","28920"
"In post","2022","West Midlands","Asian","Female","2430","2200","28130","26820"
"In post","2022","West Midlands","Asian","Male","1880","1840","29170","27570"
"In post","2022","West Midlands","Black","Female","850","790","28450","27570"
"In post","2022","West Midlands","Black","Male","370","360","30350","27570"
"In post","2022","West Midlands","Mixed","Female","320","290","29070","27570"
"In post","2022","West Midlands","Mixed","Male","140","140","30600","27570"
"In post","2022","West Midlands","Other ethnicity","Female","80","80","29810","26120"
"In post","2022","West Midlands","Other ethnicity","Male","50","50","34420","27570"
"In post","2022","West Midlands","Undeclared","Female","420","360","29620","27570"
"In post","2022","West Midlands","Undeclared","Male","410","390","32790","27570"
"In post","2022","West Midlands","Unknown","Female","1570","1450","29240","26590"
"In post","2022","West Midlands","Unknown","Male","1270","1230","31250","27570"
"In post","2022","West Midlands","White","Female","6220","5560","32030","27570"
"In post","2022","West Midlands","White","Male","4040","3900","35200","30730"
"In post","2022","West Wales and The Valleys","Asian","Female","80","70","29420","26130"
"In post","2022","West Wales and The Valleys","Asian","Male","70","70","28930","26130"
"In post","2022","West Wales and The Valleys","Black","Female","30","30","[c]","[c]"
"In post","2022","West Wales and The Valleys","Black","Male","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Mixed","Female","80","70","26720","26760"
"In post","2022","West Wales and The Valleys","Mixed","Male","50","50","28130","26410"
"In post","2022","West Wales and The Valleys","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Undeclared","Female","270","240","27780","26470"
"In post","2022","West Wales and The Valleys","Undeclared","Male","360","350","32970","27930"
"In post","2022","West Wales and The Valleys","Unknown","Female","940","840","25860","21840"
"In post","2022","West Wales and The Valleys","Unknown","Male","730","710","29060","25160"
"In post","2022","West Wales and The Valleys","White","Female","9020","7870","28200","26310"
"In post","2022","West Wales and The Valleys","White","Male","5350","5130","31260","27570"
"In post","2022","West Yorkshire","Asian","Female","1130","1000","28090","26820"
"In post","2022","West Yorkshire","Asian","Male","1200","1160","29310","27570"
"In post","2022","West Yorkshire","Black","Female","230","220","29800","27570"
"In post","2022","West Yorkshire","Black","Male","170","160","29800","27120"
"In post","2022","West Yorkshire","Mixed","Female","180","170","31290","27570"
"In post","2022","West Yorkshire","Mixed","Male","120","120","33550","28080"
"In post","2022","West Yorkshire","Other ethnicity","Female","30","30","[c]","[c]"
"In post","2022","West Yorkshire","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Undeclared","Female","310","270","30280","27570"
"In post","2022","West Yorkshire","Undeclared","Male","370","350","33090","28510"
"In post","2022","West Yorkshire","Unknown","Female","1650","1540","31530","26880"
"In post","2022","West Yorkshire","Unknown","Male","1740","1710","31240","26820"
"In post","2022","West Yorkshire","White","Female","7060","6360","32970","28200"
"In post","2022","West Yorkshire","White","Male","4920","4740","35410","31650"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Unknown","Female","60","50","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Unknown","Male","50","50","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","White","Female","130","110","25720","24530"
"Leaver CS","2021","Bedfordshire and Hertfordshire","White","Male","120","110","33130","28000"
"Leaver CS","2021","Bedfordshire and Hertfordshire","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","90","80","26960","21050"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","100","100","29600","27090"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","White","Female","220","190","30930","25110"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","White","Male","250","230","34110","29930"
"Leaver CS","2021","Cheshire","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Unknown","Female","30","30","[c]","[c]"
"Leaver CS","2021","Cheshire","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","White","Female","80","60","24170","21010"
"Leaver CS","2021","Cheshire","White","Male","60","50","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","White","Female","40","30","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","White","Male","30","30","[c]","[c]"
"Leaver CS","2021","Cumbria","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","White","Female","30","20","[c]","[c]"
"Leaver CS","2021","Cumbria","White","Male","30","30","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Unknown","Female","80","60","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Unknown","Male","80","80","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","White","Female","240","200","26710","23200"
"Leaver CS","2021","Derbyshire and Nottinghamshire","White","Male","170","150","30490","26550"
"Leaver CS","2021","Devon","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Unknown","Female","70","60","[c]","[c]"
"Leaver CS","2021","Devon","Unknown","Male","100","90","[c]","[c]"
"Leaver CS","2021","Devon","White","Female","190","150","25880","21130"
"Leaver CS","2021","Devon","White","Male","210","190","26690","24110"
"Leaver CS","2021","Dorset and Somerset","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Unknown","Male","30","30","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","White","Female","120","100","26080","25980"
"Leaver CS","2021","Dorset and Somerset","White","Male","160","150","32530","30870"
"Leaver CS","2021","East Anglia","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Undeclared","Female","40","20","[c]","[c]"
"Leaver CS","2021","East Anglia","Undeclared","Male","30","30","[c]","[c]"
"Leaver CS","2021","East Anglia","Unknown","Female","90","80","[c]","[c]"
"Leaver CS","2021","East Anglia","Unknown","Male","70","70","[c]","[c]"
"Leaver CS","2021","East Anglia","White","Female","370","310","28410","25050"
"Leaver CS","2021","East Anglia","White","Male","350","320","34650","27570"
"Leaver CS","2021","East Wales","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Undeclared","Male","50","50","[c]","[c]"
"Leaver CS","2021","East Wales","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Unknown","Female","90","80","[c]","[c]"
"Leaver CS","2021","East Wales","Unknown","Male","110","100","[c]","[c]"
"Leaver CS","2021","East Wales","White","Female","490","400","31440","25770"
"Leaver CS","2021","East Wales","White","Male","380","340","35960","28850"
"Leaver CS","2021","East Wales","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Mixed","Male","[c]","[c]","[c]","[c]"
