"Status","Year","Sex","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Female","Asian","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Asian","London","820","750","39560","33200"
"Leaver Dept.","2022","Female","Asian","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Asian","North West (England)","90","80","28810","25120"
"Leaver Dept.","2022","Female","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Asian","South East (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Asian","South West (England)","70","70","37230","28870"
"Leaver Dept.","2022","Female","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Asian","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Asian","West Midlands (England)","160","150","28590","25500"
"Leaver Dept.","2022","Female","Asian","Yorkshire and The Humber","80","80","31890","27570"
"Leaver Dept.","2022","Female","Black","East Midlands (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Black","East of England","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Black","London","560","530","36790","32330"
"Leaver Dept.","2022","Female","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Black","North West (England)","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Black","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Black","South West (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Black","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Black","West Midlands (England)","70","60","31420","27570"
"Leaver Dept.","2022","Female","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","London","240","220","40160","35310"
"Leaver Dept.","2022","Female","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","North West (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","South West (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","London","70","60","42290","34800"
"Leaver Dept.","2022","Female","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","East of England","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","London","250","230","43630","40070"
"Leaver Dept.","2022","Female","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","North West (England)","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","South East (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","South West (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Wales","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Yorkshire and The Humber","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","East Midlands (England)","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","London","1190","820","40420","33370"
"Leaver Dept.","2022","Female","Unknown","North East (England)","100","90","28400","26520"
"Leaver Dept.","2022","Female","Unknown","North West (England)","140","130","28360","27570"
"Leaver Dept.","2022","Female","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Scotland","120","120","32890","27570"
"Leaver Dept.","2022","Female","Unknown","South East (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","South West (England)","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Unknown","220","110","35540","32000"
"Leaver Dept.","2022","Female","Unknown","Wales","60","60","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","West Midlands (England)","90","90","29630","25620"
"Leaver Dept.","2022","Female","Unknown","Yorkshire and The Humber","230","90","33330","27570"
"Leaver Dept.","2022","Female","White","East Midlands (England)","250","240","32120","27570"
"Leaver Dept.","2022","Female","White","East of England","270","250","37070","32150"
"Leaver Dept.","2022","Female","White","London","2950","2660","46020","40270"
"Leaver Dept.","2022","Female","White","North East (England)","470","440","31220","27570"
"Leaver Dept.","2022","Female","White","North West (England)","860","810","31820","27570"
"Leaver Dept.","2022","Female","White","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","White","Scotland","570","540","29510","27570"
"Leaver Dept.","2022","Female","White","South East (England)","470","420","38530","31790"
"Leaver Dept.","2022","Female","White","South West (England)","1010","950","35070","30170"
"Leaver Dept.","2022","Female","White","Unknown","160","140","36960","32000"
"Leaver Dept.","2022","Female","White","Wales","290","280","32350","27570"
"Leaver Dept.","2022","Female","White","West Midlands (England)","420","380","35740","29510"
"Leaver Dept.","2022","Female","White","Yorkshire and The Humber","540","470","36530","32000"
"Leaver Dept.","2022","Male","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Asian","East of England","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Asian","London","520","500","41140","35060"
"Leaver Dept.","2022","Male","Asian","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Asian","North West (England)","110","110","27760","27570"
"Leaver Dept.","2022","Male","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Asian","South East (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Asian","South West (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Asian","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Asian","West Midlands (England)","140","140","29520","27570"
"Leaver Dept.","2022","Male","Asian","Yorkshire and The Humber","80","80","31830","27570"
"Leaver Dept.","2022","Male","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Black","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Black","London","210","200","39320","33350"
"Leaver Dept.","2022","Male","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Black","North West (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Black","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Black","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Black","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Black","West Midlands (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","London","130","120","41950","38900"
"Leaver Dept.","2022","Male","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","London","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","London","200","190","49070","43360"
"Leaver Dept.","2022","Male","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","North West (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","South East (England)","50","40","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","South West (England)","70","70","44110","40240"
"Leaver Dept.","2022","Male","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Wales","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","East Midlands (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","London","1050","730","42790","35060"
"Leaver Dept.","2022","Male","Unknown","North East (England)","70","70","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","North West (England)","110","110","31880","28000"
"Leaver Dept.","2022","Male","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Scotland","80","80","31990","30450"
"Leaver Dept.","2022","Male","Unknown","South East (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","South West (England)","60","60","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Unknown","160","100","37540","32000"
"Leaver Dept.","2022","Male","Unknown","Wales","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","West Midlands (England)","80","80","27490","25120"
"Leaver Dept.","2022","Male","Unknown","Yorkshire and The Humber","210","100","32990","29310"
"Leaver Dept.","2022","Male","White","East Midlands (England)","130","130","33480","27570"
"Leaver Dept.","2022","Male","White","East of England","160","160","38840","29290"
"Leaver Dept.","2022","Male","White","London","2040","1870","48200","41970"
"Leaver Dept.","2022","Male","White","North East (England)","280","270","32320","27570"
"Leaver Dept.","2022","Male","White","North West (England)","550","540","34600","27570"
"Leaver Dept.","2022","Male","White","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","White","Scotland","360","360","29960","27570"
"Leaver Dept.","2022","Male","White","South East (England)","310","300","43010","38200"
"Leaver Dept.","2022","Male","White","South West (England)","660","640","39580","35630"
"Leaver Dept.","2022","Male","White","Unknown","130","130","39270","33320"
"Leaver Dept.","2022","Male","White","Wales","230","230","36240","30710"
"Leaver Dept.","2022","Male","White","West Midlands (England)","220","220","35990","29380"
"Leaver Dept.","2022","Male","White","Yorkshire and The Humber","400","370","39600","33820"
"Leaver Dept.","2022","Unknown","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","East Midlands (England)","120","110","26260","25560"
"New entrant CS","2021","Female","Asian","East of England","110","100","27890","27570"
"New entrant CS","2021","Female","Asian","London","980","950","32810","31060"
"New entrant CS","2021","Female","Asian","North East (England)","40","40","[c]","[c]"
"New entrant CS","2021","Female","Asian","North West (England)","160","150","25800","25560"
"New entrant CS","2021","Female","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Scotland","50","40","[c]","[c]"
"New entrant CS","2021","Female","Asian","South East (England)","140","130","28490","29290"
"New entrant CS","2021","Female","Asian","South West (England)","80","70","28830","27000"
"New entrant CS","2021","Female","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Wales","40","40","[c]","[c]"
"New entrant CS","2021","Female","Asian","West Midlands (England)","240","230","25700","26110"
"New entrant CS","2021","Female","Asian","Yorkshire and The Humber","170","160","25810","27570"
"New entrant CS","2021","Female","Black","East Midlands (England)","60","50","25490","27570"
"New entrant CS","2021","Female","Black","East of England","120","120","27720","28220"
"New entrant CS","2021","Female","Black","London","1110","1090","31050","31060"
"New entrant CS","2021","Female","Black","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","North West (England)","80","70","29200","27570"
"New entrant CS","2021","Female","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","South East (England)","130","130","29060","29290"
"New entrant CS","2021","Female","Black","South West (England)","40","40","[c]","[c]"
"New entrant CS","2021","Female","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","West Midlands (England)","100","100","26280","27570"
"New entrant CS","2021","Female","Black","Yorkshire and The Humber","60","50","26930","27570"
"New entrant CS","2021","Female","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","London","40","40","[c]","[c]"
"New entrant CS","2021","Female","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","East Midlands (England)","40","30","[c]","[c]"
"New entrant CS","2021","Female","Mixed","East of England","70","70","26640","27570"
"New entrant CS","2021","Female","Mixed","London","420","410","32810","31060"
"New entrant CS","2021","Female","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","North West (England)","70","70","25420","24240"
"New entrant CS","2021","Female","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","South East (England)","80","80","27320","27570"
"New entrant CS","2021","Female","Mixed","South West (England)","60","60","28770","27570"
"New entrant CS","2021","Female","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Wales","30","30","[c]","[c]"
"New entrant CS","2021","Female","Mixed","West Midlands (England)","80","70","27710","27570"
"New entrant CS","2021","Female","Mixed","Yorkshire and The Humber","70","70","25580","27570"
"New entrant CS","2021","Female","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","London","110","110","34160","31060"
"New entrant CS","2021","Female","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","London","190","180","31420","31060"
"New entrant CS","2021","Female","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","North West (England)","40","30","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","South East (England)","50","50","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","South West (England)","40","30","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","West Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","East Midlands (England)","360","350","24610","22850"
"New entrant CS","2021","Female","Unknown","East of England","350","340","24980","22920"
"New entrant CS","2021","Female","Unknown","London","2550","2510","34980","31060"
"New entrant CS","2021","Female","Unknown","North East (England)","540","520","23710","21010"
"New entrant CS","2021","Female","Unknown","North West (England)","900","870","24760","21430"
"New entrant CS","2021","Female","Unknown","Northern Ireland","80","70","23230","20140"
"New entrant CS","2021","Female","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Scotland","940","900","28060","22820"
"New entrant CS","2021","Female","Unknown","South East (England)","640","600","26520","24440"
"New entrant CS","2021","Female","Unknown","South West (England)","450","420","28150","24880"
"New entrant CS","2021","Female","Unknown","Unknown","330","320","34150","28000"
"New entrant CS","2021","Female","Unknown","Wales","500","470","23970","21590"
"New entrant CS","2021","Female","Unknown","West Midlands (England)","500","470","25970","22350"
"New entrant CS","2021","Female","Unknown","Yorkshire and The Humber","750","720","27580","23620"
"New entrant CS","2021","Female","White","East Midlands (England)","800","780","26180","25960"
"New entrant CS","2021","Female","White","East of England","1050","1000","26590","27570"
"New entrant CS","2021","Female","White","London","3290","3190","36110","32330"
"New entrant CS","2021","Female","White","North East (England)","1100","1060","24610","21010"
"New entrant CS","2021","Female","White","North West (England)","1950","1900","26270","24270"
"New entrant CS","2021","Female","White","Northern Ireland","70","70","25560","20140"
"New entrant CS","2021","Female","White","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","White","Scotland","1410","1360","27090","26160"
"New entrant CS","2021","Female","White","South East (England)","2040","1950","27210","27570"
"New entrant CS","2021","Female","White","South West (England)","1930","1820","27570","26350"
"New entrant CS","2021","Female","White","Unknown","150","150","29480","27570"
"New entrant CS","2021","Female","White","Wales","990","950","25890","22920"
"New entrant CS","2021","Female","White","West Midlands (England)","1030","970","27560","26350"
"New entrant CS","2021","Female","White","Yorkshire and The Humber","1360","1310","27580","27570"
"New entrant CS","2021","Male","Asian","East Midlands (England)","120","120","26150","25000"
"New entrant CS","2021","Male","Asian","East of England","80","80","29050","27990"
"New entrant CS","2021","Male","Asian","London","820","810","34210","31060"
"New entrant CS","2021","Male","Asian","North East (England)","50","50","[c]","[c]"
"New entrant CS","2021","Male","Asian","North West (England)","200","200","28010","27570"
"New entrant CS","2021","Male","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","South East (England)","120","120","29400","27570"
"New entrant CS","2021","Male","Asian","South West (England)","70","70","33900","29590"
"New entrant CS","2021","Male","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Wales","50","50","25010","21970"
"New entrant CS","2021","Male","Asian","West Midlands (England)","220","220","27330","26550"
"New entrant CS","2021","Male","Asian","Yorkshire and The Humber","180","180","27470","27570"
"New entrant CS","2021","Male","Black","East Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2021","Male","Black","East of England","60","60","28120","29290"
"New entrant CS","2021","Male","Black","London","450","450","32080","31060"
"New entrant CS","2021","Male","Black","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","North West (England)","70","70","27840","27570"
"New entrant CS","2021","Male","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","South East (England)","70","70","28020","27850"
"New entrant CS","2021","Male","Black","South West (England)","40","40","[c]","[c]"
"New entrant CS","2021","Male","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","West Midlands (England)","60","60","26230","26350"
"New entrant CS","2021","Male","Black","Yorkshire and The Humber","50","50","[c]","[c]"
"New entrant CS","2021","Male","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Unknown","[c]","[c]","[c]","[c]"
