"Status","Year","Sex","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Female","South Hampshire","Unknown","50","40","27570","23050"
"Leaver CS","2022","Female","South Lanarkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South Lanarkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South Lanarkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South Lanarkshire","Unknown","160","120","[c]","[c]"
"Leaver CS","2022","Female","South Nottinghamshire","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","Female","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South Teesside","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","Female","South Teesside","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South Teesside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South Teesside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South West Wales","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","Female","South West Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South West Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South West Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Southampton","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","Female","Southampton","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Southampton","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Southampton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Southend-on-Sea","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Southend-on-Sea","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Southend-on-Sea","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Staffordshire CC","Heterosexual / straight","120","100","30000","27570"
"Leaver CS","2022","Female","Staffordshire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Staffordshire CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Staffordshire CC","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Female","Stoke-on-Trent","Heterosexual / straight","70","60","24590","20970"
"Leaver CS","2022","Female","Stoke-on-Trent","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Stoke-on-Trent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Stoke-on-Trent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Suffolk CC","Heterosexual / straight","140","120","25090","21430"
"Leaver CS","2022","Female","Suffolk CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Suffolk CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Suffolk CC","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Female","Sunderland","Heterosexual / straight","60","50","26330","27570"
"Leaver CS","2022","Female","Sunderland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Sunderland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Sunderland","Unknown","190","130","[c]","[c]"
"Leaver CS","2022","Female","Swansea","Heterosexual / straight","60","50","[c]","[c]"
"Leaver CS","2022","Female","Swansea","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Swansea","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Swansea","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Swindon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Swindon","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Swindon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Swindon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Telford and Wrekin","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","Female","Telford and Wrekin","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Telford and Wrekin","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Telford and Wrekin","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Female","Thurrock","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Thurrock","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Thurrock","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Thurrock","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Torbay","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Torbay","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Torbay","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Torbay","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tower Hamlets","Heterosexual / straight","260","250","45290","37700"
"Leaver CS","2022","Female","Tower Hamlets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tower Hamlets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tower Hamlets","Unknown","130","120","46260","40450"
"Leaver CS","2022","Female","Tyneside","Heterosexual / straight","360","310","28550","21280"
"Leaver CS","2022","Female","Tyneside","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tyneside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tyneside","Unknown","440","350","28110","21300"
"Leaver CS","2022","Female","Unknown","Heterosexual / straight","220","180","26860","21840"
"Leaver CS","2022","Female","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Undeclared","120","50","23520","21590"
"Leaver CS","2022","Female","Unknown","Unknown","270","220","30760","21840"
"Leaver CS","2022","Female","Wakefield","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","Female","Wakefield","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wakefield","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wakefield","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Walsall","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Walsall","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Walsall","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Walsall","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wandsworth","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","Female","Wandsworth","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wandsworth","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wandsworth","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Warrington","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","Female","Warrington","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Warrington","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Warrington","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Warwickshire CC","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","Female","Warwickshire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Warwickshire CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Warwickshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Cumbria","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","Female","West Cumbria","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Essex","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Kent","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Lothian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Lothian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Lothian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Northamptonshire","Heterosexual / straight","70","60","[c]","[c]"
"Leaver CS","2022","Female","West Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Northamptonshire","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Female","West Surrey","Heterosexual / straight","100","90","30410","27960"
"Leaver CS","2022","Female","West Surrey","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Surrey","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Surrey","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (North East)","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (North East)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (North East)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (South West)","Heterosexual / straight","30","20","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (South West)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (South West)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Westminster","Heterosexual / straight","1190","1070","44050","40000"
"Leaver CS","2022","Female","Westminster","LGBO","130","120","38050","34020"
"Leaver CS","2022","Female","Westminster","Undeclared","310","160","42240","39990"
"Leaver CS","2022","Female","Westminster","Unknown","730","630","42070","35000"
"Leaver CS","2022","Female","Wiltshire","Heterosexual / straight","220","200","31720","27570"
"Leaver CS","2022","Female","Wiltshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wiltshire","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Female","Wiltshire","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Female","Wirral","Heterosexual / straight","60","50","26880","27130"
"Leaver CS","2022","Female","Wirral","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wirral","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wirral","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Female","Wolverhampton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wolverhampton","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wolverhampton","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wolverhampton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Worcestershire CC","Heterosexual / straight","80","70","[c]","[c]"
"Leaver CS","2022","Female","Worcestershire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Worcestershire CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Worcestershire CC","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Female","York","Heterosexual / straight","70","60","31150","26540"
"Leaver CS","2022","Female","York","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","York","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","York","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Aberdeen City and Aberdeenshire","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","Male","Aberdeen City and Aberdeenshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Aberdeen City and Aberdeenshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Aberdeen City and Aberdeenshire","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Male","Angus and Dundee City","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Angus and Dundee City","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Angus and Dundee City","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Angus and Dundee City","Unknown","80","70","[c]","[c]"
"Leaver CS","2022","Male","Antrim and Newtownabbey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Antrim and Newtownabbey","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ards and North Down","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ards and North Down","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ards and North Down","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barking & Dagenham and Havering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barking & Dagenham and Havering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barking & Dagenham and Havering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barnet","Heterosexual / straight","60","50","34170","31060"
"Leaver CS","2022","Male","Barnet","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barnet","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barnet","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barnsley, Doncaster and Rotherham","Heterosexual / straight","90","80","[c]","[c]"
"Leaver CS","2022","Male","Barnsley, Doncaster and Rotherham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barnsley, Doncaster and Rotherham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barnsley, Doncaster and Rotherham","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","460","440","38390","36460"
"Leaver CS","2022","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","80","70","41060","38780"
"Leaver CS","2022","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","100","100","28620","26180"
"Leaver CS","2022","Male","Bedford","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2022","Male","Bedford","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bedford","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bedford","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Belfast","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","Male","Belfast","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Belfast","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Belfast","Unknown","70","60","[c]","[c]"
"Leaver CS","2022","Male","Berkshire","Heterosexual / straight","100","100","34420","29290"
"Leaver CS","2022","Male","Berkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Male","Bexley and Greenwich","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2022","Male","Bexley and Greenwich","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bexley and Greenwich","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bexley and Greenwich","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Male","Birmingham","Heterosexual / straight","190","180","34650","27570"
"Leaver CS","2022","Male","Birmingham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Birmingham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Birmingham","Unknown","200","190","33150","27570"
"Leaver CS","2022","Male","Blackburn with Darwen","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Blackburn with Darwen","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Blackpool","Heterosexual / straight","110","110","25500","21260"
"Leaver CS","2022","Male","Blackpool","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Blackpool","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Blackpool","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Male","Bournemouth, Christchurch and Poole","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bournemouth, Christchurch and Poole","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bournemouth, Christchurch and Poole","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bournemouth, Christchurch and Poole","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bradford","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bradford","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bradford","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bradford","Unknown","90","80","[c]","[c]"
"Leaver CS","2022","Male","Breckland and South Norfolk","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","Male","Breckland and South Norfolk","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Breckland and South Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Brent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Brent","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Brent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bridgend and Neath Port Talbot","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bridgend and Neath Port Talbot","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Brighton and Hove","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Brighton and Hove","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Brighton and Hove","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bristol, City of","Heterosexual / straight","120","110","33150","27570"
"Leaver CS","2022","Male","Bristol, City of","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bristol, City of","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bristol, City of","Unknown","90","80","[c]","[c]"
"Leaver CS","2022","Male","Bromley","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bromley","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bromley","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bromley","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Buckinghamshire","Heterosexual / straight","70","70","[c]","[c]"
"Leaver CS","2022","Male","Buckinghamshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Buckinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Buckinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Caithness and Sutherland, and Ross and Cromarty","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Caithness and Sutherland, and Ross and Cromarty","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Caithness and Sutherland, and Ross and Cromarty","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Caithness and Sutherland, and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Calderdale and Kirklees","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Calderdale and Kirklees","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Calderdale and Kirklees","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cambridgeshire CC","Heterosexual / straight","130","120","40140","33150"
"Leaver CS","2022","Male","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cambridgeshire CC","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Male","Camden and City of London","Heterosexual / straight","50","50","41340","37000"
"Leaver CS","2022","Male","Camden and City of London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Camden and City of London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Camden and City of London","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Male","Cardiff and Vale of Glamorgan","Heterosexual / straight","150","140","38850","31850"
"Leaver CS","2022","Male","Cardiff and Vale of Glamorgan","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cardiff and Vale of Glamorgan","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cardiff and Vale of Glamorgan","Unknown","200","180","[c]","[c]"
"Leaver CS","2022","Male","Causeway Coast and Glens","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Causeway Coast and Glens","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Central Bedfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Central Bedfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Central Bedfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Central Hampshire","Heterosexual / straight","130","120","34080","29990"
"Leaver CS","2022","Male","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Central Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Central Hampshire","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Male","Central Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Central Valleys","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Central Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cheshire East","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","Male","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cheshire East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cheshire West and Chester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cheshire West and Chester","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cheshire West and Chester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Chorley and West Lancashire","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","Male","Chorley and West Lancashire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Chorley and West Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Chorley and West Lancashire","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Male","City of Edinburgh","Heterosexual / straight","150","140","44270","36130"
"Leaver CS","2022","Male","City of Edinburgh","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","City of Edinburgh","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","City of Edinburgh","Unknown","290","270","36110","31540"
"Leaver CS","2022","Male","Clackmannanshire and Fife","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","Male","Clackmannanshire and Fife","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Clackmannanshire and Fife","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Conwy and Denbighshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Conwy and Denbighshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Conwy and Denbighshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cornwall and Isles of Scilly","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2022","Male","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Coventry","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2022","Male","Coventry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Coventry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Coventry","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Male","Croydon","Heterosexual / straight","140","130","37790","31170"
"Leaver CS","2022","Male","Croydon","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Croydon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Croydon","Unknown","120","110","38310","35050"
"Leaver CS","2022","Male","Darlington","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Darlington","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Darlington","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Derby","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","Male","Derby","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Derby","Undeclared","[c]","[c]","[c]","[c]"
