"Status","Year","Age","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","60-64","Internal Audit","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","Legal","90","70","58920","55610"
"Leaver CS","2021","60-64","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","Legal","40","30","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","No function","920","740","30360","25870"
"Leaver CS","2021","60-64","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","Unknown","100","80","33620","28350"
"Leaver CS","2021","60-64","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2021","60-64","Other","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","Unknown","240","230","30670","29200"
"Leaver CS","2021","60-64","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Policy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Policy","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Policy","No function","50","50","[c]","[c]"
"Leaver CS","2021","60-64","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Policy","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Project Delivery","70","60","45330","40680"
"Leaver CS","2021","60-64","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Property","90","80","34930","33250"
"Leaver CS","2021","60-64","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Science and Engineering","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","60-64","Security","Security","80","80","32170","38120"
"Leaver CS","2021","60-64","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","No function","60","50","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","2300","1800","30770","27570"
"Leaver CS","2021","60-64","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data and Technology","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Legal","50","30","[c]","[c]"
"Leaver CS","2021","65+","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Delivery","Legal","40","30","[c]","[c]"
"Leaver CS","2021","65+","Operational Delivery","No function","910","650","25760","21360"
"Leaver CS","2021","65+","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Delivery","Unknown","110","80","25820","24890"
"Leaver CS","2021","65+","Operational Research","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","Unknown","210","190","26540","21580"
"Leaver CS","2021","65+","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Policy","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Project Delivery","60","50","37430","34160"
"Leaver CS","2021","65+","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Property","80","70","31760","32220"
"Leaver CS","2021","65+","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Science and Engineering","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","65+","Security","Security","60","50","24090","20060"
"Leaver CS","2021","65+","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","No function","60","40","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","1620","1090","26760","26120"
"Leaver CS","2021","65+","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Operational Delivery","No function","100","90","20810","21010"
"Leaver CS","2022","16-19","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","16-19","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Commercial","80","50","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Communications","110","100","30100","28980"
"Leaver CS","2022","20-29","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data and Technology","Digital, Data & Technology","280","260","31020","30010"
"Leaver CS","2022","20-29","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data and Technology","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","20-29","Economics","Analysis","120","110","26900","22770"
"Leaver CS","2022","20-29","Economics","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Finance","90","60","28130","25780"
"Leaver CS","2022","20-29","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Geography","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Geography","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Human Resources","130","110","27000","24780"
"Leaver CS","2022","20-29","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Internal Audit","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","International Trade","No function","50","40","[c]","[c]"
"Leaver CS","2022","20-29","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Knowledge and Information Management","No function","50","50","[c]","[c]"
"Leaver CS","2022","20-29","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","Legal","60","60","40010","40000"
"Leaver CS","2022","20-29","Medicine","No function","[c]","[c]","[c]","[c]"
