"Status","Year","Responsibility_level","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","SEO/HEO","Legal","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","East Wales","40","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Inner London - East","40","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Inner London - West","860","840","35530","34240"
"Leaver Dept.","2021","SEO/HEO","No function","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","Unknown","540","540","31570","32000"
"Leaver Dept.","2021","SEO/HEO","No function","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","No function","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","130","130","33320","32470"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","Inner London - West","60","60","37260","38150"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Property","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Property","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Property","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Property","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Property","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Property","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Property","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Property","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Property","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Property","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Property","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Property","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Property","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Property","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Property","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Property","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Property","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Security","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Security","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Security","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Security","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Security","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Security","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Security","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","East Wales","30","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","100","90","30620","32550"
"Leaver Dept.","2021","SEO/HEO","Unknown","Greater Manchester","90","80","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Inner London - East","60","60","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Inner London - West","710","550","38360","37280"
"Leaver Dept.","2021","SEO/HEO","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Merseyside","60","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Northumberland and Tyne and Wear","70","70","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Outer London - South","60","60","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Overseas","30","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","South Yorkshire","60","60","34740","35310"
"Leaver Dept.","2021","SEO/HEO","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","West Central Scotland","40","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","West Midlands","40","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","West Yorkshire","80","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Inner London - West","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Analysis","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Analysis","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Commercial","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Commercial","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Commercial","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Communications","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Communications","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Communications","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Communications","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Communications","West Yorkshire","[c]","[c]","[c]","[c]"
