"Status","Year","Function_of_post","Region_ITL2","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Human Resources","Greater Manchester","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Inner London - East","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Inner London - West","EO","100","80","27100","27270"
"New entrant CS","2022","Human Resources","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Inner London - West","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Inner London - West","SEO/HEO","120","110","34420","34010"
"New entrant CS","2022","Human Resources","Kent","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Lancashire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Merseyside","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Human Resources","Merseyside","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Northumberland, and Tyne and Wear","AA/AO","60","50","21020","21050"
"New entrant CS","2022","Human Resources","Northumberland, and Tyne and Wear","EO","40","30","[c]","[c]"
"New entrant CS","2022","Human Resources","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","West Central Scotland","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","West Midlands","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","West Midlands","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","West Yorkshire","G6/G7","30","30","[c]","[c]"
"New entrant CS","2022","Human Resources","West Yorkshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","West Yorkshire","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Human Resources","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","East Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","West Midlands","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Devon","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Devon","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","East Anglia","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","East Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Essex","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Essex","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Essex","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Inner London - East","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Inner London - East","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","Legal","Inner London - East","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Inner London - West","AA/AO","80","70","21630","20370"
"New entrant CS","2022","Legal","Inner London - West","EO","150","150","27450","26950"
"New entrant CS","2022","Legal","Inner London - West","G6/G7","180","170","54310","50500"
"New entrant CS","2022","Legal","Inner London - West","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Inner London - West","SEO/HEO","70","70","41350","43920"
"New entrant CS","2022","Legal","Kent","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Kent","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Kent","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Merseyside","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outer London - South","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Midlands","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Bedfordshire and Hertfordshire","AA/AO","220","220","25160","27790"
"New entrant CS","2022","No function","Bedfordshire and Hertfordshire","EO","150","140","28520","29290"
"New entrant CS","2022","No function","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Bedfordshire and Hertfordshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Bedfordshire and Hertfordshire","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","No function","Bedfordshire and Hertfordshire","Unknown","160","150","28680","26310"
"New entrant CS","2022","No function","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","340","340","25270","28140"
"New entrant CS","2022","No function","Berkshire, Buckinghamshire and Oxfordshire","EO","140","140","28120","27570"
"New entrant CS","2022","No function","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Berkshire, Buckinghamshire and Oxfordshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","70","60","33400","30460"
"New entrant CS","2022","No function","Berkshire, Buckinghamshire and Oxfordshire","Unknown","300","280","28680","24270"
"New entrant CS","2022","No function","Cheshire","AA/AO","160","160","21820","21260"
"New entrant CS","2022","No function","Cheshire","EO","80","80","29640","28840"
"New entrant CS","2022","No function","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Cheshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Cheshire","SEO/HEO","60","50","34360","32650"
"New entrant CS","2022","No function","Cheshire","Unknown","120","100","26290","24800"
"New entrant CS","2022","No function","Cornwall and Isles of Scilly","AA/AO","110","100","21470","21260"
"New entrant CS","2022","No function","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Cornwall and Isles of Scilly","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","No function","Cumbria","AA/AO","50","40","[c]","[c]"
"New entrant CS","2022","No function","Cumbria","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Cumbria","Unknown","70","60","28100","27480"
"New entrant CS","2022","No function","Derbyshire and Nottinghamshire","AA/AO","590","580","21530","21250"
"New entrant CS","2022","No function","Derbyshire and Nottinghamshire","EO","260","250","26850","26590"
"New entrant CS","2022","No function","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Derbyshire and Nottinghamshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Derbyshire and Nottinghamshire","SEO/HEO","190","180","33050","33080"
"New entrant CS","2022","No function","Derbyshire and Nottinghamshire","Unknown","340","300","27740","25480"
"New entrant CS","2022","No function","Devon","AA/AO","240","230","21830","21260"
"New entrant CS","2022","No function","Devon","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Devon","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Devon","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","No function","Devon","Unknown","170","150","26960","24800"
"New entrant CS","2022","No function","Dorset and Somerset","AA/AO","210","210","21950","20970"
"New entrant CS","2022","No function","Dorset and Somerset","EO","50","50","26720","27130"
"New entrant CS","2022","No function","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Dorset and Somerset","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Dorset and Somerset","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","No function","Dorset and Somerset","Unknown","180","160","27000","24090"
