"Status","Year","Responsibility_level","Sex","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","G6/G7","Female","Lancashire","500","470","56150","54360"
"In post","2022","G6/G7","Female","Leicestershire, Rutland and Northamptonshire","130","120","56630","54420"
"In post","2022","G6/G7","Female","Lincolnshire","50","50","58560","54350"
"In post","2022","G6/G7","Female","Merseyside","820","790","56460","55210"
"In post","2022","G6/G7","Female","North Eastern Scotland","60","50","62500","62170"
"In post","2022","G6/G7","Female","North Yorkshire","300","280","57190","53040"
"In post","2022","G6/G7","Female","Northern Ireland","140","130","57620","55210"
"In post","2022","G6/G7","Female","Northumberland, and Tyne and Wear","910","870","55960","55210"
"In post","2022","G6/G7","Female","Outer London - East and North East","30","30","[c]","[c]"
"In post","2022","G6/G7","Female","Outer London - South","860","830","63690","62120"
"In post","2022","G6/G7","Female","Outer London - West and North West","320","310","59090","57430"
"In post","2022","G6/G7","Female","Overseas","560","550","59300","57640"
"In post","2022","G6/G7","Female","Shropshire and Staffordshire","320","310","58850","55210"
"In post","2022","G6/G7","Female","South Yorkshire","680","640","55140","52070"
"In post","2022","G6/G7","Female","Southern Scotland","270","260","56010","54270"
"In post","2022","G6/G7","Female","Surrey, East and West Sussex","310","300","59590","56320"
"In post","2022","G6/G7","Female","Tees Valley and Durham","310","290","55570","51470"
"In post","2022","G6/G7","Female","Unknown","90","80","56860","54700"
"In post","2022","G6/G7","Female","West Central Scotland","950","910","60640","60250"
"In post","2022","G6/G7","Female","West Midlands","1060","1010","55770","53360"
"In post","2022","G6/G7","Female","West Wales and The Valleys","400","380","60450","60740"
"In post","2022","G6/G7","Female","West Yorkshire","1260","1190","56010","55170"
"In post","2022","G6/G7","Male","Bedfordshire and Hertfordshire","200","200","61710","59730"
"In post","2022","G6/G7","Male","Berkshire, Buckinghamshire and Oxfordshire","430","410","60110","57300"
"In post","2022","G6/G7","Male","Cheshire","140","140","57340","54730"
"In post","2022","G6/G7","Male","Cornwall and Isles of Scilly","50","40","[c]","[c]"
"In post","2022","G6/G7","Male","Cumbria","50","50","[c]","[c]"
"In post","2022","G6/G7","Male","Derbyshire and Nottinghamshire","670","650","58700","55210"
"In post","2022","G6/G7","Male","Devon","610","590","55430","53430"
"In post","2022","G6/G7","Male","Dorset and Somerset","150","150","59820","56750"
"In post","2022","G6/G7","Male","East Anglia","410","390","58440","55210"
"In post","2022","G6/G7","Male","East Wales","1400","1370","58670","59630"
"In post","2022","G6/G7","Male","East Yorkshire and Northern Lincolnshire","60","60","61950","60400"
"In post","2022","G6/G7","Male","Eastern Scotland","1310","1280","62970","62170"
"In post","2022","G6/G7","Male","Essex","140","140","60720","55210"
"In post","2022","G6/G7","Male","Gloucestershire, Wiltshire and Bath/Bristol area","3240","3170","56730","55000"
"In post","2022","G6/G7","Male","Greater Manchester","1360","1340","57790","55210"
"In post","2022","G6/G7","Male","Hampshire and Isle of Wight","1260","1220","57180","54540"
"In post","2022","G6/G7","Male","Herefordshire, Worcestershire and Warwickshire","80","80","60140","57130"
"In post","2022","G6/G7","Male","Highlands and Islands","30","30","[c]","[c]"
"In post","2022","G6/G7","Male","Inner London - East","2090","2050","63660","62120"
"In post","2022","G6/G7","Male","Inner London - West","10900","10760","60580","58500"
"In post","2022","G6/G7","Male","Kent","180","170","58720","57430"
"In post","2022","G6/G7","Male","Lancashire","500","490","59150","56440"
"In post","2022","G6/G7","Male","Leicestershire, Rutland and Northamptonshire","100","100","60520","57540"
"In post","2022","G6/G7","Male","Lincolnshire","70","60","60250","57720"
"In post","2022","G6/G7","Male","Merseyside","770","750","57890","55210"
"In post","2022","G6/G7","Male","North Eastern Scotland","80","80","70550","67170"
"In post","2022","G6/G7","Male","North Yorkshire","310","300","56740","53500"
"In post","2022","G6/G7","Male","Northern Ireland","160","160","57810","55210"
"In post","2022","G6/G7","Male","Northumberland, and Tyne and Wear","1260","1240","56900","55210"
"In post","2022","G6/G7","Male","Outer London - East and North East","30","30","[c]","[c]"
"In post","2022","G6/G7","Male","Outer London - South","1050","1030","64620","62120"
"In post","2022","G6/G7","Male","Outer London - West and North West","290","280","60860","59390"
"In post","2022","G6/G7","Male","Overseas","760","760","59850","57450"
"In post","2022","G6/G7","Male","Shropshire and Staffordshire","320","320","60910","56160"
"In post","2022","G6/G7","Male","South Yorkshire","660","650","56430","53280"
"In post","2022","G6/G7","Male","Southern Scotland","260","250","57320","55210"
"In post","2022","G6/G7","Male","Surrey, East and West Sussex","300","300","60190","57690"
"In post","2022","G6/G7","Male","Tees Valley and Durham","240","240","56510","52400"
"In post","2022","G6/G7","Male","Unknown","80","80","58030","54700"
"In post","2022","G6/G7","Male","West Central Scotland","830","820","61260","61200"
"In post","2022","G6/G7","Male","West Midlands","970","950","56910","55210"
"In post","2022","G6/G7","Male","West Wales and The Valleys","530","520","62330","61440"
"In post","2022","G6/G7","Male","West Yorkshire","1170","1150","57460","55210"
"In post","2022","G6/G7","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"In post","2022","SCS","Female","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"In post","2022","SCS","Female","Devon","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","East Wales","110","110","82550","78460"
"In post","2022","SCS","Female","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Eastern Scotland","120","120","88670","83230"
"In post","2022","SCS","Female","Essex","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Gloucestershire, Wiltshire and Bath/Bristol area","110","100","93220","87350"
"In post","2022","SCS","Female","Greater Manchester","70","60","87050","80000"
"In post","2022","SCS","Female","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2022","SCS","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Inner London - East","280","260","96600","91440"
"In post","2022","SCS","Female","Inner London - West","1800","1710","86550","78520"
"In post","2022","SCS","Female","Kent","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Merseyside","40","40","[c]","[c]"
"In post","2022","SCS","Female","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Northumberland, and Tyne and Wear","50","40","[c]","[c]"
"In post","2022","SCS","Female","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Outer London - South","60","60","85570","82180"
"In post","2022","SCS","Female","Outer London - West and North West","30","30","[c]","[c]"
"In post","2022","SCS","Female","Overseas","120","120","85600","76030"
"In post","2022","SCS","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","South Yorkshire","40","30","[c]","[c]"
"In post","2022","SCS","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","West Central Scotland","40","40","[c]","[c]"
"In post","2022","SCS","Female","West Midlands","80","70","96580","88740"
"In post","2022","SCS","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","West Yorkshire","80","80","86110","78310"
"In post","2022","SCS","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","Berkshire, Buckinghamshire and Oxfordshire","40","30","[c]","[c]"
"In post","2022","SCS","Male","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"In post","2022","SCS","Male","Devon","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","East Anglia","40","40","[c]","[c]"
"In post","2022","SCS","Male","East Wales","170","160","88260","79950"
"In post","2022","SCS","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","Eastern Scotland","130","120","90680","83230"
"In post","2022","SCS","Male","Essex","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","Gloucestershire, Wiltshire and Bath/Bristol area","190","190","100620","92290"
"In post","2022","SCS","Male","Greater Manchester","70","70","90330","84780"
"In post","2022","SCS","Male","Hampshire and Isle of Wight","50","50","94650","94070"
"In post","2022","SCS","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","Inner London - East","320","310","98070","92640"
"In post","2022","SCS","Male","Inner London - West","1910","1890","92940","82720"
"In post","2022","SCS","Male","Kent","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","Merseyside","50","50","[c]","[c]"
"In post","2022","SCS","Male","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","Northumberland, and Tyne and Wear","60","50","90610","85800"
"In post","2022","SCS","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","Outer London - South","40","40","[c]","[c]"
"In post","2022","SCS","Male","Outer London - West and North West","30","30","[c]","[c]"
"In post","2022","SCS","Male","Overseas","170","170","85280","76930"
"In post","2022","SCS","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","South Yorkshire","50","50","81220","75560"
"In post","2022","SCS","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","West Central Scotland","50","50","85460","83230"
"In post","2022","SCS","Male","West Midlands","80","80","100090","89580"
"In post","2022","SCS","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","West Yorkshire","90","80","86270","78110"
"In post","2022","SEO/HEO","Female","Bedfordshire and Hertfordshire","540","510","38900","37800"
"In post","2022","SEO/HEO","Female","Berkshire, Buckinghamshire and Oxfordshire","1180","1120","37410","36050"
"In post","2022","SEO/HEO","Female","Cheshire","520","500","37870","36740"
"In post","2022","SEO/HEO","Female","Cornwall and Isles of Scilly","140","130","35200","33560"
"In post","2022","SEO/HEO","Female","Cumbria","190","170","34110","31990"
"In post","2022","SEO/HEO","Female","Derbyshire and Nottinghamshire","2110","1980","36110","33840"
"In post","2022","SEO/HEO","Female","Devon","1100","1000","36520","36210"
"In post","2022","SEO/HEO","Female","Dorset and Somerset","610","570","36140","33840"
"In post","2022","SEO/HEO","Female","East Anglia","1450","1360","35820","33840"
"In post","2022","SEO/HEO","Female","East Wales","3560","3350","36640","36840"
"In post","2022","SEO/HEO","Female","East Yorkshire and Northern Lincolnshire","300","280","35460","33840"
"In post","2022","SEO/HEO","Female","Eastern Scotland","3320","3140","38670","37710"
"In post","2022","SEO/HEO","Female","Essex","550","510","36920","36170"
"In post","2022","SEO/HEO","Female","Gloucestershire, Wiltshire and Bath/Bristol area","5750","5370","35230","34000"
"In post","2022","SEO/HEO","Female","Greater Manchester","3070","2920","35260","33370"
"In post","2022","SEO/HEO","Female","Hampshire and Isle of Wight","2390","2260","35740","33520"
"In post","2022","SEO/HEO","Female","Herefordshire, Worcestershire and Warwickshire","400","380","36340","35310"
"In post","2022","SEO/HEO","Female","Highlands and Islands","200","190","37600","36130"
"In post","2022","SEO/HEO","Female","Inner London - East","3050","2940","39710","39340"
"In post","2022","SEO/HEO","Female","Inner London - West","12350","12040","37920","37900"
"In post","2022","SEO/HEO","Female","Kent","670","630","36250","35120"
"In post","2022","SEO/HEO","Female","Lancashire","1500","1400","35650","34240"
"In post","2022","SEO/HEO","Female","Leicestershire, Rutland and Northamptonshire","490","450","36510","34290"
"In post","2022","SEO/HEO","Female","Lincolnshire","260","250","36070","34170"
"In post","2022","SEO/HEO","Female","Merseyside","2740","2580","34990","33370"
"In post","2022","SEO/HEO","Female","North Eastern Scotland","290","270","40990","36540"
"In post","2022","SEO/HEO","Female","North Yorkshire","740","700","35300","34400"
"In post","2022","SEO/HEO","Female","Northern Ireland","590","570","35480","33370"
"In post","2022","SEO/HEO","Female","Northumberland, and Tyne and Wear","2960","2770","35200","33370"
"In post","2022","SEO/HEO","Female","Outer London - East and North East","210","200","39890","38450"
"In post","2022","SEO/HEO","Female","Outer London - South","2240","2140","39550","37930"
"In post","2022","SEO/HEO","Female","Outer London - West and North West","1170","1120","37630","36300"
"In post","2022","SEO/HEO","Female","Overseas","570","570","38090","35390"
"In post","2022","SEO/HEO","Female","Shropshire and Staffordshire","1080","1020","36850","35870"
"In post","2022","SEO/HEO","Female","South Yorkshire","1520","1410","34840","34290"
"In post","2022","SEO/HEO","Female","Southern Scotland","760","710","36390","33930"
"In post","2022","SEO/HEO","Female","Surrey, East and West Sussex","890","830","37240","35980"
"In post","2022","SEO/HEO","Female","Tees Valley and Durham","990","930","35440","34060"
"In post","2022","SEO/HEO","Female","Unknown","320","310","34030","32000"
"In post","2022","SEO/HEO","Female","West Central Scotland","2660","2520","37150","34760"
"In post","2022","SEO/HEO","Female","West Midlands","2740","2590","35280","33430"
"In post","2022","SEO/HEO","Female","West Wales and The Valleys","1880","1760","37850","38160"
"In post","2022","SEO/HEO","Female","West Yorkshire","2840","2670","35300","33380"
"In post","2022","SEO/HEO","Male","Bedfordshire and Hertfordshire","510","500","38790","37660"
"In post","2022","SEO/HEO","Male","Berkshire, Buckinghamshire and Oxfordshire","1250","1210","39530","38460"
"In post","2022","SEO/HEO","Male","Cheshire","540","530","39860","40000"
"In post","2022","SEO/HEO","Male","Cornwall and Isles of Scilly","140","130","35900","34450"
"In post","2022","SEO/HEO","Male","Cumbria","150","150","35260","34290"
"In post","2022","SEO/HEO","Male","Derbyshire and Nottinghamshire","1740","1690","36250","33680"
"In post","2022","SEO/HEO","Male","Devon","1410","1360","38490","38450"
"In post","2022","SEO/HEO","Male","Dorset and Somerset","910","880","37670","36460"
"In post","2022","SEO/HEO","Male","East Anglia","1680","1630","36980","35600"
"In post","2022","SEO/HEO","Male","East Wales","3150","3080","37300","36840"
"In post","2022","SEO/HEO","Male","East Yorkshire and Northern Lincolnshire","330","320","38320","36460"
"In post","2022","SEO/HEO","Male","Eastern Scotland","2960","2870","39460","39660"
"In post","2022","SEO/HEO","Male","Essex","490","480","37170","35950"
"In post","2022","SEO/HEO","Male","Gloucestershire, Wiltshire and Bath/Bristol area","7080","6930","36720","36820"
"In post","2022","SEO/HEO","Male","Greater Manchester","3110","3040","35520","33370"
"In post","2022","SEO/HEO","Male","Hampshire and Isle of Wight","2470","2420","36680","36350"
"In post","2022","SEO/HEO","Male","Herefordshire, Worcestershire and Warwickshire","320","310","36920","36050"
"In post","2022","SEO/HEO","Male","Highlands and Islands","220","220","39130","37640"
"In post","2022","SEO/HEO","Male","Inner London - East","2800","2750","40950","40600"
"In post","2022","SEO/HEO","Male","Inner London - West","10540","10460","38480","38160"
"In post","2022","SEO/HEO","Male","Kent","810","780","37630","37280"
"In post","2022","SEO/HEO","Male","Lancashire","1120","1070","36870","35310"
"In post","2022","SEO/HEO","Male","Leicestershire, Rutland and Northamptonshire","450","430","38030","36740"
"In post","2022","SEO/HEO","Male","Lincolnshire","360","350","37440","36470"
"In post","2022","SEO/HEO","Male","Merseyside","2210","2170","35930","33370"
"In post","2022","SEO/HEO","Male","North Eastern Scotland","350","330","50230","40290"
"In post","2022","SEO/HEO","Male","North Yorkshire","690","680","35580","35390"
"In post","2022","SEO/HEO","Male","Northern Ireland","600","590","36040","33370"
"In post","2022","SEO/HEO","Male","Northumberland, and Tyne and Wear","2800","2730","35770","33370"
"In post","2022","SEO/HEO","Male","Outer London - East and North East","210","200","40300","39420"
"In post","2022","SEO/HEO","Male","Outer London - South","1990","1950","40090","38470"
"In post","2022","SEO/HEO","Male","Outer London - West and North West","1040","1010","38670","37890"
"In post","2022","SEO/HEO","Male","Overseas","950","950","39950","36450"
"In post","2022","SEO/HEO","Male","Shropshire and Staffordshire","920","890","38060","37340"
"In post","2022","SEO/HEO","Male","South Yorkshire","1260","1220","35810","35950"
"In post","2022","SEO/HEO","Male","Southern Scotland","630","610","36420","33930"
"In post","2022","SEO/HEO","Male","Surrey, East and West Sussex","760","730","38220","38160"
"In post","2022","SEO/HEO","Male","Tees Valley and Durham","700","670","36870","36480"
"In post","2022","SEO/HEO","Male","Unknown","280","270","35070","33300"
"In post","2022","SEO/HEO","Male","West Central Scotland","2490","2420","38140","36130"
"In post","2022","SEO/HEO","Male","West Midlands","2350","2310","35960","33840"
"In post","2022","SEO/HEO","Male","West Wales and The Valleys","1530","1490","38870","38160"
"In post","2022","SEO/HEO","Male","West Yorkshire","2380","2320","35990","34190"
"In post","2022","SEO/HEO","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Bedfordshire and Hertfordshire","330","300","29590","28200"
"In post","2022","Unknown","Female","Berkshire, Buckinghamshire and Oxfordshire","480","450","29430","26310"
"In post","2022","Unknown","Female","Cheshire","220","210","29040","28200"
"In post","2022","Unknown","Female","Cornwall and Isles of Scilly","70","60","28540","24800"
"In post","2022","Unknown","Female","Cumbria","150","130","32190","30000"
"In post","2022","Unknown","Female","Derbyshire and Nottinghamshire","590","520","28980","28200"
"In post","2022","Unknown","Female","Devon","280","250","29430","28200"
"In post","2022","Unknown","Female","Dorset and Somerset","260","230","28570","24800"
"In post","2022","Unknown","Female","East Anglia","620","560","28120","26010"
"In post","2022","Unknown","Female","East Wales","470","440","29040","26820"
"In post","2022","Unknown","Female","East Yorkshire and Northern Lincolnshire","310","280","30010","28200"
"In post","2022","Unknown","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Essex","350","320","28660","24800"
"In post","2022","Unknown","Female","Gloucestershire, Wiltshire and Bath/Bristol area","1030","950","33320","31420"
"In post","2022","Unknown","Female","Greater Manchester","870","810","29310","28200"
"In post","2022","Unknown","Female","Hampshire and Isle of Wight","370","340","29590","28200"
"In post","2022","Unknown","Female","Herefordshire, Worcestershire and Warwickshire","290","270","29260","28200"
"In post","2022","Unknown","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Inner London - East","720","690","35210","34100"
"In post","2022","Unknown","Female","Inner London - West","180","170","36550","35990"
"In post","2022","Unknown","Female","Kent","370","340","29950","28200"
"In post","2022","Unknown","Female","Lancashire","520","480","29250","26310"
"In post","2022","Unknown","Female","Leicestershire, Rutland and Northamptonshire","450","410","29350","28200"
"In post","2022","Unknown","Female","Lincolnshire","160","150","29850","28200"
"In post","2022","Unknown","Female","Merseyside","640","600","28690","25640"
"In post","2022","Unknown","Female","North Yorkshire","180","160","29650","28200"
"In post","2022","Unknown","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Northumberland, and Tyne and Wear","440","410","28750","28200"
"In post","2022","Unknown","Female","Outer London - East and North East","280","260","32740","30200"
"In post","2022","Unknown","Female","Outer London - South","260","240","33270","32090"
"In post","2022","Unknown","Female","Outer London - West and North West","300","280","32770","32090"
"In post","2022","Unknown","Female","Overseas","80","80","[c]","[c]"
"In post","2022","Unknown","Female","Shropshire and Staffordshire","390","360","29390","28200"
"In post","2022","Unknown","Female","South Yorkshire","430","390","29100","28200"
"In post","2022","Unknown","Female","Surrey, East and West Sussex","490","440","30010","28200"
"In post","2022","Unknown","Female","Tees Valley and Durham","470","450","29570","28200"
"In post","2022","Unknown","Female","Unknown","210","200","32530","30780"
"In post","2022","Unknown","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","West Midlands","880","810","28930","28200"
"In post","2022","Unknown","Female","West Wales and The Valleys","610","570","29020","27500"
"In post","2022","Unknown","Female","West Yorkshire","670","620","29660","28200"
"In post","2022","Unknown","Male","Bedfordshire and Hertfordshire","80","80","29540","27810"
"In post","2022","Unknown","Male","Berkshire, Buckinghamshire and Oxfordshire","180","170","27630","24090"
"In post","2022","Unknown","Male","Cheshire","70","60","28990","26360"
"In post","2022","Unknown","Male","Cornwall and Isles of Scilly","30","30","[c]","[c]"
"In post","2022","Unknown","Male","Cumbria","160","160","40920","38570"
"In post","2022","Unknown","Male","Derbyshire and Nottinghamshire","190","180","30970","28410"
"In post","2022","Unknown","Male","Devon","210","210","33290","29750"
"In post","2022","Unknown","Male","Dorset and Somerset","100","100","29430","28200"
"In post","2022","Unknown","Male","East Anglia","250","230","29090","26320"
"In post","2022","Unknown","Male","East Wales","160","150","31350","31310"
"In post","2022","Unknown","Male","East Yorkshire and Northern Lincolnshire","90","80","30050","28200"
"In post","2022","Unknown","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Essex","110","110","29860","26310"
"In post","2022","Unknown","Male","Gloucestershire, Wiltshire and Bath/Bristol area","1220","1200","41230","38260"
"In post","2022","Unknown","Male","Greater Manchester","320","310","30260","28200"
"In post","2022","Unknown","Male","Hampshire and Isle of Wight","130","120","31750","29490"
"In post","2022","Unknown","Male","Herefordshire, Worcestershire and Warwickshire","110","100","31690","28200"
"In post","2022","Unknown","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Inner London - East","300","290","36310","34100"
"In post","2022","Unknown","Male","Inner London - West","100","100","37400","34100"
"In post","2022","Unknown","Male","Kent","110","110","30170","28760"
"In post","2022","Unknown","Male","Lancashire","150","140","31010","30980"
"In post","2022","Unknown","Male","Leicestershire, Rutland and Northamptonshire","120","110","30430","28200"
"In post","2022","Unknown","Male","Lincolnshire","50","50","31210","28200"
"In post","2022","Unknown","Male","Merseyside","180","170","29870","28200"
"In post","2022","Unknown","Male","North Yorkshire","60","60","29140","28200"
"In post","2022","Unknown","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Northumberland, and Tyne and Wear","140","140","31570","28970"
"In post","2022","Unknown","Male","Outer London - East and North East","100","100","35680","34100"
"In post","2022","Unknown","Male","Outer London - South","80","70","34210","33700"
"In post","2022","Unknown","Male","Outer London - West and North West","120","120","33960","31980"
"In post","2022","Unknown","Male","Overseas","120","120","[c]","[c]"
"In post","2022","Unknown","Male","Shropshire and Staffordshire","130","110","30610","28200"
"In post","2022","Unknown","Male","South Yorkshire","110","110","31790","30210"
"In post","2022","Unknown","Male","Surrey, East and West Sussex","140","130","32250","29300"
"In post","2022","Unknown","Male","Tees Valley and Durham","130","120","30790","28200"
"In post","2022","Unknown","Male","Unknown","1680","1670","37530","33600"
"In post","2022","Unknown","Male","West Central Scotland","40","40","[c]","[c]"
"In post","2022","Unknown","Male","West Midlands","290","270","30370","28200"
"In post","2022","Unknown","Male","West Wales and The Valleys","200","190","29850","28350"
"In post","2022","Unknown","Male","West Yorkshire","240","220","30310","28200"
"Leaver CS","2021","AA/AO","Female","Bedfordshire and Hertfordshire","110","100","[c]","[c]"
"Leaver CS","2021","AA/AO","Female","Berkshire, Buckinghamshire and Oxfordshire","170","150","21100","20920"
"Leaver CS","2021","AA/AO","Female","Cheshire","70","60","[c]","[c]"
"Leaver CS","2021","AA/AO","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Female","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Female","Derbyshire and Nottinghamshire","170","140","19920","20180"
"Leaver CS","2021","AA/AO","Female","Devon","150","120","20610","21010"
"Leaver CS","2021","AA/AO","Female","Dorset and Somerset","70","60","[c]","[c]"
"Leaver CS","2021","AA/AO","Female","East Anglia","240","200","20200","20230"
"Leaver CS","2021","AA/AO","Female","East Wales","340","270","20430","20180"
"Leaver CS","2021","AA/AO","Female","East Yorkshire and Northern Lincolnshire","130","110","[c]","[c]"
"Leaver CS","2021","AA/AO","Female","Eastern Scotland","320","260","21810","21010"
"Leaver CS","2021","AA/AO","Female","Essex","90","80","22510","21720"
"Leaver CS","2021","AA/AO","Female","Gloucestershire, Wiltshire and Bath/Bristol area","210","190","20110","20180"
"Leaver CS","2021","AA/AO","Female","Greater Manchester","240","200","20350","20500"
"Leaver CS","2021","AA/AO","Female","Hampshire and Isle of Wight","180","150","20150","20500"
"Leaver CS","2021","AA/AO","Female","Herefordshire, Worcestershire and Warwickshire","80","70","[c]","[c]"
"Leaver CS","2021","AA/AO","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Female","Inner London - East","130","120","22660","22680"
"Leaver CS","2021","AA/AO","Female","Inner London - West","320","280","22580","22680"
"Leaver CS","2021","AA/AO","Female","Kent","180","150","21640","21430"
"Leaver CS","2021","AA/AO","Female","Lancashire","240","190","20650","21010"
"Leaver CS","2021","AA/AO","Female","Leicestershire, Rutland and Northamptonshire","230","190","20190","20100"
"Leaver CS","2021","AA/AO","Female","Lincolnshire","70","60","[c]","[c]"
"Leaver CS","2021","AA/AO","Female","Merseyside","230","170","20670","21010"
"Leaver CS","2021","AA/AO","Female","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Female","North Yorkshire","60","50","20490","20920"
"Leaver CS","2021","AA/AO","Female","Northern Ireland","60","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Female","Northumberland and Tyne and Wear","390","280","20490","21010"
"Leaver CS","2021","AA/AO","Female","Outer London - East and North East","60","60","[c]","[c]"
"Leaver CS","2021","AA/AO","Female","Outer London - South","70","60","23530","25110"
