"Status","Year","Parent_department","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Hertfordshire","170","150","42490","40000"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","140","130","43310","40000"
"In post","2021","Attorney General's Departments","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","East Cumbria","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","Nottingham","270","250","37300","30130"
"In post","2021","Attorney General's Departments","Devon","Devon CC","100","90","39950","36240"
"In post","2021","Attorney General's Departments","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","Norwich and East Norfolk","80","70","35640","28430"
"In post","2021","Attorney General's Departments","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","Suffolk","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","Cardiff and Vale of Glamorgan","210","200","41090","38760"
"In post","2021","Attorney General's Departments","East Wales","Flintshire and Wrexham","70","70","41500","38000"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","70","70","38580","28430"
"In post","2021","Attorney General's Departments","Essex","Heart of Essex","190","170","41150","35020"
