"Status","Year","Sex","Region_ITL2","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","570","550","36530","36460"
"Leaver CS","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","90","90","38860","39000"
"Leaver CS","2022","Male","Greater Manchester","AA/AO","310","280","20730","21260"
"Leaver CS","2022","Male","Greater Manchester","EO","200","180","27170","27570"
"Leaver CS","2022","Male","Greater Manchester","G6/G7","80","80","61970","59720"
"Leaver CS","2022","Male","Greater Manchester","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester","SEO/HEO","160","150","35860","36500"
"Leaver CS","2022","Male","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Hampshire and Isle of Wight","AA/AO","340","280","21640","20100"
"Leaver CS","2022","Male","Hampshire and Isle of Wight","EO","170","160","27020","26780"
"Leaver CS","2022","Male","Hampshire and Isle of Wight","G6/G7","70","70","58620","57050"
"Leaver CS","2022","Male","Hampshire and Isle of Wight","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Hampshire and Isle of Wight","SEO/HEO","210","200","37880","36840"
"Leaver CS","2022","Male","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Herefordshire, Worcestershire and Warwickshire","AA/AO","140","130","23850","21260"
"Leaver CS","2022","Male","Herefordshire, Worcestershire and Warwickshire","EO","80","70","26810","27570"
"Leaver CS","2022","Male","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Herefordshire, Worcestershire and Warwickshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Highlands and Islands","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Male","Highlands and Islands","EO","30","30","[c]","[c]"
"Leaver CS","2022","Male","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Highlands and Islands","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inner London - East","AA/AO","170","160","22840","23230"
"Leaver CS","2022","Male","Inner London - East","EO","210","200","29800","31060"
"Leaver CS","2022","Male","Inner London - East","G6/G7","260","250","61130","59650"
"Leaver CS","2022","Male","Inner London - East","SCS","80","70","100310","96640"
"Leaver CS","2022","Male","Inner London - East","SEO/HEO","300","290","38330","38000"
"Leaver CS","2022","Male","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inner London - West","AA/AO","350","320","23840","23720"
"Leaver CS","2022","Male","Inner London - West","EO","300","260","28920","28650"
"Leaver CS","2022","Male","Inner London - West","G6/G7","700","620","60750","58470"
"Leaver CS","2022","Male","Inner London - West","SCS","150","120","98000","90880"
"Leaver CS","2022","Male","Inner London - West","SEO/HEO","800","680","38510","37960"
"Leaver CS","2022","Male","Inner London - West","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Male","Kent","AA/AO","210","200","23440","23700"
"Leaver CS","2022","Male","Kent","EO","110","100","28980","29290"
"Leaver CS","2022","Male","Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Kent","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Kent","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Male","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lancashire","AA/AO","340","320","21140","21260"
"Leaver CS","2022","Male","Lancashire","EO","80","70","27310","27570"
"Leaver CS","2022","Male","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lancashire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lancashire","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2022","Male","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire, Rutland and Northamptonshire","AA/AO","230","220","21200","21130"
"Leaver CS","2022","Male","Leicestershire, Rutland and Northamptonshire","EO","70","70","27610","27570"
"Leaver CS","2022","Male","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire, Rutland and Northamptonshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire, Rutland and Northamptonshire","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire","AA/AO","80","70","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire","EO","40","40","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Merseyside","AA/AO","260","230","21090","21260"
"Leaver CS","2022","Male","Merseyside","EO","140","130","26280","26350"
"Leaver CS","2022","Male","Merseyside","G6/G7","40","40","[c]","[c]"
"Leaver CS","2022","Male","Merseyside","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Merseyside","SEO/HEO","90","80","37680","37910"
"Leaver CS","2022","Male","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Eastern Scotland","AA/AO","40","30","[c]","[c]"
"Leaver CS","2022","Male","North Eastern Scotland","EO","30","30","[c]","[c]"
"Leaver CS","2022","Male","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Yorkshire","AA/AO","70","70","24790","21170"
"Leaver CS","2022","Male","North Yorkshire","EO","50","40","[c]","[c]"
"Leaver CS","2022","Male","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Yorkshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Yorkshire","SEO/HEO","60","60","36450","36310"
"Leaver CS","2022","Male","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Northern Ireland","AA/AO","80","70","[c]","[c]"
"Leaver CS","2022","Male","Northern Ireland","EO","30","30","[c]","[c]"
"Leaver CS","2022","Male","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Northumberland, and Tyne and Wear","AA/AO","390","350","21100","21260"
"Leaver CS","2022","Male","Northumberland, and Tyne and Wear","EO","150","130","26740","27570"
"Leaver CS","2022","Male","Northumberland, and Tyne and Wear","G6/G7","40","40","[c]","[c]"
"Leaver CS","2022","Male","Northumberland, and Tyne and Wear","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Northumberland, and Tyne and Wear","SEO/HEO","110","100","36280","35310"
"Leaver CS","2022","Male","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Outer London - East and North East","AA/AO","90","80","[c]","[c]"
"Leaver CS","2022","Male","Outer London - East and North East","EO","70","60","30370","31060"
"Leaver CS","2022","Male","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Outer London - South","AA/AO","80","70","23500","23720"
"Leaver CS","2022","Male","Outer London - South","EO","110","100","30150","30600"
"Leaver CS","2022","Male","Outer London - South","G6/G7","50","50","[c]","[c]"
"Leaver CS","2022","Male","Outer London - South","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Outer London - South","SEO/HEO","100","100","39980","39120"
"Leaver CS","2022","Male","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Outer London - West and North West","AA/AO","100","90","22920","23690"
"Leaver CS","2022","Male","Outer London - West and North West","EO","190","150","30340","31060"
"Leaver CS","2022","Male","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Outer London - West and North West","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Outer London - West and North West","SEO/HEO","80","70","36230","36130"
"Leaver CS","2022","Male","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Male","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Shropshire and Staffordshire","AA/AO","200","180","21400","20970"
"Leaver CS","2022","Male","Shropshire and Staffordshire","EO","90","90","27880","27570"
"Leaver CS","2022","Male","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Shropshire and Staffordshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Shropshire and Staffordshire","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2022","Male","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Yorkshire","AA/AO","170","160","21260","21260"
"Leaver CS","2022","Male","South Yorkshire","EO","70","70","27140","27570"
"Leaver CS","2022","Male","South Yorkshire","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","Male","South Yorkshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Yorkshire","SEO/HEO","50","50","36420","36480"
"Leaver CS","2022","Male","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Southern Scotland","AA/AO","100","90","[c]","[c]"
"Leaver CS","2022","Male","Southern Scotland","EO","80","70","27640","27570"
"Leaver CS","2022","Male","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Southern Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Southern Scotland","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2022","Male","Surrey, East and West Sussex","AA/AO","200","190","21770","21260"
"Leaver CS","2022","Male","Surrey, East and West Sussex","EO","120","100","28350","27570"
"Leaver CS","2022","Male","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Surrey, East and West Sussex","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Surrey, East and West Sussex","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2022","Male","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tees Valley and Durham","AA/AO","230","210","21160","21260"
"Leaver CS","2022","Male","Tees Valley and Durham","EO","60","50","[c]","[c]"
"Leaver CS","2022","Male","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tees Valley and Durham","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","AA/AO","140","130","21050","21840"
"Leaver CS","2022","Male","Unknown","EO","60","60","27230","27530"
"Leaver CS","2022","Male","Unknown","G6/G7","50","40","[c]","[c]"
"Leaver CS","2022","Male","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","SEO/HEO","80","60","38000","35420"
"Leaver CS","2022","Male","Unknown","Unknown","280","250","36490","33570"
"Leaver CS","2022","Male","West Central Scotland","AA/AO","260","240","24180","21260"
"Leaver CS","2022","Male","West Central Scotland","EO","170","150","29800","27570"
"Leaver CS","2022","Male","West Central Scotland","G6/G7","60","50","62250","61500"
"Leaver CS","2022","Male","West Central Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Central Scotland","SEO/HEO","130","120","39590","37590"
"Leaver CS","2022","Male","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Midlands","AA/AO","220","210","20990","21130"
"Leaver CS","2022","Male","West Midlands","EO","160","150","27070","27570"
"Leaver CS","2022","Male","West Midlands","G6/G7","70","70","58050","55210"
"Leaver CS","2022","Male","West Midlands","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Midlands","SEO/HEO","140","130","39130","36870"
"Leaver CS","2022","Male","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Wales and The Valleys","AA/AO","100","90","21050","21260"
"Leaver CS","2022","Male","West Wales and The Valleys","EO","70","70","27850","27570"
"Leaver CS","2022","Male","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Wales and The Valleys","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Wales and The Valleys","SEO/HEO","60","50","38210","36590"
"Leaver CS","2022","Male","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Yorkshire","AA/AO","370","340","21170","21260"
"Leaver CS","2022","Male","West Yorkshire","EO","210","190","27210","27570"
"Leaver CS","2022","Male","West Yorkshire","G6/G7","70","50","[c]","[c]"
"Leaver CS","2022","Male","West Yorkshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Yorkshire","SEO/HEO","150","120","36810","36820"
"Leaver CS","2022","Male","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cheshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cumbria","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Derbyshire and Nottinghamshire","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Derbyshire and Nottinghamshire","EO","40","30","[c]","[c]"
"Leaver Dept.","2021","Female","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Devon","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Devon","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Devon","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Anglia","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Wales","AA/AO","70","70","[c]","[c]"
"Leaver Dept.","2021","Female","East Wales","EO","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Wales","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Wales","SEO/HEO","70","60","34400","32540"
"Leaver Dept.","2021","Female","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Eastern Scotland","AA/AO","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","Eastern Scotland","EO","40","30","[c]","[c]"
"Leaver Dept.","2021","Female","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Eastern Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Essex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Essex","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Essex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","EO","80","70","24350","25050"
"Leaver Dept.","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","60","50","54460","54540"
"Leaver Dept.","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","150","150","33130","32940"
"Leaver Dept.","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Greater Manchester","AA/AO","80","70","[c]","[c]"
"Leaver Dept.","2021","Female","Greater Manchester","EO","60","50","[c]","[c]"
"Leaver Dept.","2021","Female","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Greater Manchester","SEO/HEO","70","70","[c]","[c]"
"Leaver Dept.","2021","Female","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Hampshire and Isle of Wight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Hampshire and Isle of Wight","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Inner London - East","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Inner London - East","G6/G7","60","60","[c]","[c]"
"Leaver Dept.","2021","Female","Inner London - East","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Inner London - East","SEO/HEO","90","90","38750","37060"
"Leaver Dept.","2021","Female","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Inner London - West","AA/AO","80","70","23450","23500"
"Leaver Dept.","2021","Female","Inner London - West","EO","350","320","28180","27690"
"Leaver Dept.","2021","Female","Inner London - West","G6/G7","780","700","57400","55100"
"Leaver Dept.","2021","Female","Inner London - West","SCS","160","140","86360","77760"
"Leaver Dept.","2021","Female","Inner London - West","SEO/HEO","1090","990","36530","35200"
"Leaver Dept.","2021","Female","Inner London - West","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Kent","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Kent","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Lancashire","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Lancashire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Lancashire","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Merseyside","AA/AO","70","70","[c]","[c]"
"Leaver Dept.","2021","Female","Merseyside","EO","70","60","25600","25060"
"Leaver Dept.","2021","Female","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Merseyside","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Merseyside","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North Yorkshire","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North Yorkshire","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
