"Status","Year","Disability","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Devon CC","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Devon CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Devon CC","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Devon CC","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Dorset CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Dorset CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Dudley","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Durham CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ealing","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Cumbria","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Kent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Kent","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Lancashire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Riding of Yorkshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Surrey","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Sussex CC","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Sussex CC","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Sussex CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Enfield","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Flintshire and Wrexham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Glasgow City","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Glasgow City","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Gloucestershire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Greater Manchester North East","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Greater Manchester North East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Greater Manchester North West","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Greater Manchester South East","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Greater Manchester South East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Greater Manchester South West","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Hackney and Newham","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Hackney and Newham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Haringey and Islington","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Harrow and Hillingdon","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Hartlepool and Stockton-on-Tees","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Hartlepool and Stockton-on-Tees","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heart of Essex","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heart of Essex","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Herefordshire, County of","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Hertfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Hertfordshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Hounslow and Richmond upon Thames","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Inverclyde, East Renfrewshire and Renfrewshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Isle of Wight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Kent Thames Gateway","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Kingston upon Hull, City of","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Lambeth","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Lambeth","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Lambeth","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Lambeth","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Lambeth","No function","90","70","45370","40070"
"New entrant CS","2021","Undeclared","Lambeth","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Leeds","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Leeds","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Leeds","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Leeds","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Leeds","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Leeds","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Leicester","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Leicester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Leicestershire CC and Rutland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Leicestershire CC and Rutland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Lewisham and Southwark","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Lincolnshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Lincolnshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Liverpool","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Liverpool","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Liverpool","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Liverpool","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Luton","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Luton","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Manchester","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Manchester","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Manchester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medway","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Merton, Kingston upon Thames and Sutton","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mid Kent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mid Lancashire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Milton Keynes","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Monmouthshire and Newport","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Monmouthshire and Newport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Monmouthshire and Newport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North and North East Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North and West Norfolk","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North Hampshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North Yorkshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North Yorkshire CC","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Norwich and East Norfolk","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Norwich and East Norfolk","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Norwich and East Norfolk","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Norwich and East Norfolk","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Nottingham","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Nottingham","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Nottingham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Nottingham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Overseas","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Oxfordshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Oxfordshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Peterborough","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Peterborough","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Peterborough","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Plymouth","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Plymouth","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Plymouth","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Portsmouth","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Portsmouth","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Portsmouth","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Portsmouth","Security","[c]","[c]","[c]","[c]"
