"Status","Year","Sexual_orientation","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Heterosexual / straight","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Department for Education","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Department of Health and Social Care","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Corporate Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Corporate Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Corporate Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Corporate Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Corporate Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Corporate Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Corporate Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Corporate Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Corporate Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","Department for Work and Pensions","530","520","25990","27570"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","110","110","31000","27680"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Department for Education","120","120","36630","36500"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","180","180","39270","37050"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Department for International Trade","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Department for Transport","80","80","34830","30730"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Department for Work and Pensions","260","260","41050","38000"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Department of Health and Social Care","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","HM Land Registry","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","HM Revenue and Customs","170","170","35530","33080"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Home Office","50","50","47770","41950"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Ministry of Defence","110","110","30960","27600"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Ministry of Justice","120","120","44490","41750"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","UK Statistics Authority","100","90","35640","30970"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","HM Treasury","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","UK Statistics Authority","60","60","27310","23880"
"New entrant CS","2022","Heterosexual / straight","Economics","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","Department for Education","90","80","34210","29360"
"New entrant CS","2022","Heterosexual / straight","Finance","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
