"Status","Year","Region_ITL3","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Berkshire","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Ministry of Defence (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Ministry of Defence (excl. agencies)","Project Delivery","40","40","[c]","[c]"
"In post","2022","Berkshire","Ministry of Defence (excl. agencies)","Property","40","40","[c]","[c]"
"In post","2022","Berkshire","Ministry of Defence (excl. agencies)","Security","610","600","35200","35200"
"In post","2022","Berkshire","Ministry of Defence (excl. agencies)","Unknown","250","250","32800","26800"
"In post","2022","Berkshire","Ministry of Justice (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","National Crime Agency","No function","110","110","40760","39820"
"In post","2022","Berkshire","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Planning Inspectorate","No function","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Rural Payments Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Rural Payments Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Rural Payments Agency","Grants Management","160","150","28330","24920"
"In post","2022","Berkshire","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","The Insolvency Service","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","The Insolvency Service","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","The Insolvency Service","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","The Insolvency Service","No function","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","UK Health Security Agency","No function","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","UK Hydrographic Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Valuation Office Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Department for Work and Pensions (excl. agencies)","Counter Fraud","30","30","[c]","[c]"
"In post","2022","Bexley and Greenwich","Department for Work and Pensions (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Department for Work and Pensions (excl. agencies)","No function","320","300","31050","31060"
"In post","2022","Bexley and Greenwich","Department for Work and Pensions (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Driver and Vehicle Licensing Agency","No function","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Driver and Vehicle Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Driver and Vehicle Standards Agency","No function","50","50","32480","30780"
"In post","2022","Bexley and Greenwich","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","HM Courts and Tribunals Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","HM Courts and Tribunals Service","No function","60","50","26270","24310"
"In post","2022","Bexley and Greenwich","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","HM Prison and Probation Service","No function","1130","1100","32190","31890"
"In post","2022","Bexley and Greenwich","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Maritime and Coastguard Agency","No function","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Medicines and Healthcare Products Regulatory Agency","No function","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Ministry of Defence (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Ministry of Defence (excl. agencies)","Security","40","40","[c]","[c]"
"In post","2022","Bexley and Greenwich","Ministry of Defence (excl. agencies)","Unknown","70","60","33020","26010"
"In post","2022","Bexley and Greenwich","Ministry of Justice (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Ministry of Justice (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","UK Health Security Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","UK Health Security Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","UK Health Security Agency","No function","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","UK Health Security Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Valuation Office Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Advisory, Conciliation and Arbitration Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Advisory, Conciliation and Arbitration Service","No function","70","60","30650","30950"
"In post","2022","Birmingham","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Cabinet Office (excl. agencies)","No function","40","40","[c]","[c]"
"In post","2022","Birmingham","Cabinet Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Cabinet Office (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Cabinet Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Companies House","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Crown Commercial Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Crown Commercial Service","No function","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Crown Prosecution Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Crown Prosecution Service","Legal","480","450","40400","38000"
"In post","2022","Birmingham","Crown Prosecution Service","Property","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Crown Prosecution Service","Security","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Business, Energy and Industrial Strategy (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","220","210","41730","36740"
"In post","2022","Birmingham","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Digital, Culture, Media and Sport","No function","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Levelling Up, Housing and Communities (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Levelling Up, Housing and Communities (excl. agencies)","No function","80","70","37540","36340"
"In post","2022","Birmingham","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Transport (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Transport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Transport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Transport (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Transport (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Transport (excl. agencies)","No function","90","90","37080","30810"
"In post","2022","Birmingham","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Transport (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Work and Pensions (excl. agencies)","Counter Fraud","240","220","27480","27570"
"In post","2022","Birmingham","Department for Work and Pensions (excl. agencies)","Debt","80","60","21990","20430"
"In post","2022","Birmingham","Department for Work and Pensions (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Work and Pensions (excl. agencies)","Finance","40","40","[c]","[c]"
"In post","2022","Birmingham","Department for Work and Pensions (excl. agencies)","Human Resources","30","30","[c]","[c]"
"In post","2022","Birmingham","Department for Work and Pensions (excl. agencies)","No function","1770","1580","26620","27570"
"In post","2022","Birmingham","Department for Work and Pensions (excl. agencies)","Project Delivery","40","30","[c]","[c]"
"In post","2022","Birmingham","Department for Work and Pensions (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Work and Pensions (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department of Health and Social Care (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department of Health and Social Care (excl. agencies)","No function","50","40","[c]","[c]"
"In post","2022","Birmingham","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Driver and Vehicle Licensing Agency","No function","120","110","23640","21840"
"In post","2022","Birmingham","Driver and Vehicle Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Driver and Vehicle Standards Agency","No function","90","80","27570","26780"
"In post","2022","Birmingham","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Government Internal Audit Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Government Property Agency","Property","70","70","48830","42900"
"In post","2022","Birmingham","Health and Safety Executive","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Health and Safety Executive","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Health and Safety Executive","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Health and Safety Executive","No function","80","80","44020","46320"
"In post","2022","Birmingham","HM Courts and Tribunals Service","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","HM Courts and Tribunals Service","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Birmingham","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","HM Courts and Tribunals Service","No function","830","760","24210","21410"
"In post","2022","Birmingham","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","HM Prison and Probation Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","HM Prison and Probation Service","No function","1250","1180","29140","26310"
"In post","2022","Birmingham","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","HM Revenue and Customs (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","HM Revenue and Customs (excl. agencies)","Communications","510","500","28810","26820"
"In post","2022","Birmingham","HM Revenue and Customs (excl. agencies)","Counter Fraud","710","660","33580","33080"
"In post","2022","Birmingham","HM Revenue and Customs (excl. agencies)","Debt","400","360","22990","21250"
"In post","2022","Birmingham","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","70","70","36930","33370"
"In post","2022","Birmingham","HM Revenue and Customs (excl. agencies)","Finance","70","60","24130","21250"
"In post","2022","Birmingham","HM Revenue and Customs (excl. agencies)","Human Resources","40","40","[c]","[c]"
"In post","2022","Birmingham","HM Revenue and Customs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","HM Revenue and Customs (excl. agencies)","Legal","60","60","34210","33370"
"In post","2022","Birmingham","HM Revenue and Customs (excl. agencies)","No function","1640","1570","34220","33080"
"In post","2022","Birmingham","HM Revenue and Customs (excl. agencies)","Project Delivery","180","170","43520","40520"
"In post","2022","Birmingham","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","HM Revenue and Customs (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Home Office","Unknown","150","140","29830","25310"
"In post","2022","Birmingham","Legal Aid Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Legal Aid Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Legal Aid Agency","No function","110","100","25870","21490"
"In post","2022","Birmingham","Met Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Ministry of Defence (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Ministry of Defence (excl. agencies)","Unknown","50","50","24770","21830"
"In post","2022","Birmingham","Ministry of Justice (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Ministry of Justice (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Ministry of Justice (excl. agencies)","Digital, Data & Technology","80","80","44980","45910"
"In post","2022","Birmingham","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Ministry of Justice (excl. agencies)","Human Resources","30","30","[c]","[c]"
"In post","2022","Birmingham","Ministry of Justice (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Ministry of Justice (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","National Crime Agency","No function","390","370","37790","36410"
"In post","2022","Birmingham","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Office for Standards in Education, Children's Services and Skills","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Office for Standards in Education, Children's Services and Skills","No function","40","40","[c]","[c]"
"In post","2022","Birmingham","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Office of Qualifications and Examinations Regulation","No function","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Office of the Public Guardian","No function","1020","940","23710","20970"
"In post","2022","Birmingham","Planning Inspectorate","No function","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","The Insolvency Service","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","The Insolvency Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","The Insolvency Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","The Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","The Insolvency Service","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Birmingham","The Insolvency Service","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","The Insolvency Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","The Insolvency Service","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","The Insolvency Service","No function","260","240","26010","21130"
"In post","2022","Birmingham","The Insolvency Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","The Insolvency Service","Security","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","UK Health Security Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","UK Health Security Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","UK Health Security Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","UK Health Security Agency","No function","300","270","40120","33150"
"In post","2022","Birmingham","Valuation Office Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Valuation Office Agency","Property","170","160","34030","31900"
"In post","2022","Birmingham","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Water Services Regulation Authority","No function","70","70","47470","41400"
"In post","2022","Birmingham","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Water Services Regulation Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Department for Work and Pensions (excl. agencies)","Counter Fraud","30","30","[c]","[c]"
"In post","2022","Blackburn with Darwen","Department for Work and Pensions (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Department for Work and Pensions (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Department for Work and Pensions (excl. agencies)","No function","270","240","26170","27570"
"In post","2022","Blackburn with Darwen","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Driver and Vehicle Standards Agency","No function","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Education and Skills Funding Agency","No function","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","HM Courts and Tribunals Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","HM Courts and Tribunals Service","No function","40","40","[c]","[c]"
"In post","2022","Blackburn with Darwen","HM Prison and Probation Service","No function","80","80","29250","26310"
"In post","2022","Blackburn with Darwen","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Ministry of Justice (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
