"Status","Year","Profession_of_post","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Other","Defence Electronics and Components Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Other","Defence Electronics and Components Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Other","Defence Electronics and Components Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Other","Defence Electronics and Components Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Other","Defence Equipment and Support","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Other","Defence Equipment and Support","20-29","470","460","23740","21150"
"In post","2021","Other","Defence Equipment and Support","30-39","640","600","30370","28550"
"In post","2021","Other","Defence Equipment and Support","40-49","700","670","33690","30110"
"In post","2021","Other","Defence Equipment and Support","50-59","1150","1120","34150","30600"
"In post","2021","Other","Defence Equipment and Support","60-64","370","340","32050","27700"
"In post","2021","Other","Defence Equipment and Support","65+","120","100","27980","24910"
"In post","2021","Other","Defence Science and Technology Laboratory","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Other","Defence Science and Technology Laboratory","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Other","Department for Digital, Culture, Media and Sport","20-29","30","30","[c]","[c]"
"In post","2021","Other","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Other","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Other","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Other","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Other","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"In post","2021","Other","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Department for International Trade","20-29","80","80","35140","32120"
"In post","2021","Other","Department for International Trade","30-39","30","30","[c]","[c]"
"In post","2021","Other","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Other","Department for International Trade","50-59","40","30","[c]","[c]"
"In post","2021","Other","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Other","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"In post","2021","Other","Department for Transport (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Other","Department for Transport (excl. agencies)","20-29","70","70","28420","30270"
"In post","2021","Other","Department for Transport (excl. agencies)","30-39","70","60","38440","31040"
"In post","2021","Other","Department for Transport (excl. agencies)","40-49","90","90","50920","37660"
"In post","2021","Other","Department for Transport (excl. agencies)","50-59","150","140","49980","33390"
"In post","2021","Other","Department for Transport (excl. agencies)","60-64","50","50","41220","32740"
"In post","2021","Other","Department for Transport (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Other","Driver and Vehicle Licensing Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Other","Driver and Vehicle Licensing Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Other","Driver and Vehicle Licensing Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Other","Driver and Vehicle Licensing Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Other","Driver and Vehicle Licensing Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Other","Driver and Vehicle Standards Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Other","Driver and Vehicle Standards Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Other","Driver and Vehicle Standards Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Other","Driver and Vehicle Standards Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Other","Driver and Vehicle Standards Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Other","ESTYN","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Other","ESTYN","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Other","ESTYN","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Other","FCDO Services","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Other","FCDO Services","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Other","FCDO Services","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Other","FCDO Services","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Other","FCDO Services","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Other","FCDO Services","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Other","FCDO Services","65+","[c]","[c]","[c]","[c]"
"In post","2021","Other","Foreign, Commonwealth and Development Office (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Other","Foreign, Commonwealth and Development Office (excl. agencies)","30-39","60","60","58700","55620"
"In post","2021","Other","Foreign, Commonwealth and Development Office (excl. agencies)","40-49","100","100","70320","67510"
"In post","2021","Other","Foreign, Commonwealth and Development Office (excl. agencies)","50-59","70","70","76680","73070"
"In post","2021","Other","Foreign, Commonwealth and Development Office (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Other","Foreign, Commonwealth and Development Office (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Other","Government Actuary's Department","20-29","50","50","36230","34400"
"In post","2021","Other","Government Actuary's Department","30-39","60","60","68770","65470"
"In post","2021","Other","Government Actuary's Department","40-49","40","40","[c]","[c]"
"In post","2021","Other","Government Actuary's Department","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Other","Government Actuary's Department","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Other","Government Actuary's Department","65+","[c]","[c]","[c]","[c]"
"In post","2021","Other","Government Internal Audit Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Other","Government Internal Audit Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Other","Government Legal Department","20-29","110","110","27590","27350"
"In post","2021","Other","Government Legal Department","30-39","80","80","29690","27580"
"In post","2021","Other","Government Legal Department","40-49","70","70","34600","28870"
"In post","2021","Other","Government Legal Department","50-59","90","90","37630","31710"
"In post","2021","Other","Government Legal Department","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Other","Government Legal Department","65+","[c]","[c]","[c]","[c]"
"In post","2021","Other","Government Property Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Other","Government Property Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Other","Government Property Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Other","Government Property Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Other","Government Property Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Other","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Other","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Other","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Other","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Other","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Other","HM Revenue and Customs (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Other","HM Revenue and Customs (excl. agencies)","30-39","80","80","42600","38630"
"In post","2021","Other","HM Revenue and Customs (excl. agencies)","40-49","120","120","43470","38630"
"In post","2021","Other","HM Revenue and Customs (excl. agencies)","50-59","190","170","40480","36590"
"In post","2021","Other","HM Revenue and Customs (excl. agencies)","60-64","60","50","41330","35000"
"In post","2021","Other","HM Revenue and Customs (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Other","Home Office (incl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Other","Home Office (incl. agencies)","20-29","390","390","31570","28670"
"In post","2021","Other","Home Office (incl. agencies)","30-39","400","390","37690","35070"
"In post","2021","Other","Home Office (incl. agencies)","40-49","400","380","37820","35070"
"In post","2021","Other","Home Office (incl. agencies)","50-59","430","390","34490","30830"
"In post","2021","Other","Home Office (incl. agencies)","60-64","120","100","31050","28920"
"In post","2021","Other","Home Office (incl. agencies)","65+","50","40","[c]","[c]"
"In post","2021","Other","Institute for Apprenticeships and Technical Education","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Other","Maritime and Coastguard Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Other","Maritime and Coastguard Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Other","Medicines and Healthcare Products Regulatory Agency","20-29","50","50","[c]","[c]"
"In post","2021","Other","Medicines and Healthcare Products Regulatory Agency","30-39","80","80","46170","41040"
"In post","2021","Other","Medicines and Healthcare Products Regulatory Agency","40-49","70","60","55260","53830"
"In post","2021","Other","Medicines and Healthcare Products Regulatory Agency","50-59","80","70","51740","49810"
"In post","2021","Other","Medicines and Healthcare Products Regulatory Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Other","Medicines and Healthcare Products Regulatory Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Other","Met Office","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Other","Met Office","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Other","Met Office","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Other","Ministry of Defence (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Other","Ministry of Defence (excl. agencies)","20-29","540","530","23550","20920"
"In post","2021","Other","Ministry of Defence (excl. agencies)","30-39","1200","1150","25690","21130"
"In post","2021","Other","Ministry of Defence (excl. agencies)","40-49","2070","1990","26380","21580"
"In post","2021","Other","Ministry of Defence (excl. agencies)","50-59","4390","4290","25410","21580"
"In post","2021","Other","Ministry of Defence (excl. agencies)","60-64","1680","1590","25040","21580"
"In post","2021","Other","Ministry of Defence (excl. agencies)","65+","620","560","25390","21580"
"In post","2021","Other","Ministry of Justice (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Other","Ministry of Justice (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Other","Ministry of Justice (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Other","Ministry of Justice (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Other","Ministry of Justice (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Other","National Savings and Investments","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Other","National Savings and Investments","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Other","National Savings and Investments","40-49","30","30","[c]","[c]"
"In post","2021","Other","National Savings and Investments","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Other","National Savings and Investments","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Other","National Savings and Investments","65+","[c]","[c]","[c]","[c]"
"In post","2021","Other","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Other","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Other","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Other","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Other","Northern Ireland Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Other","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Office for Standards in Education, Children's Services and Skills","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Other","Office for Standards in Education, Children's Services and Skills","20-29","50","40","[c]","[c]"
"In post","2021","Other","Office for Standards in Education, Children's Services and Skills","30-39","70","70","30750","25880"
"In post","2021","Other","Office for Standards in Education, Children's Services and Skills","40-49","60","60","28470","25880"
"In post","2021","Other","Office for Standards in Education, Children's Services and Skills","50-59","50","50","28700","25880"
"In post","2021","Other","Office for Standards in Education, Children's Services and Skills","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Other","Office for Standards in Education, Children's Services and Skills","65+","[c]","[c]","[c]","[c]"
"In post","2021","Other","Office of Gas and Electricity Markets","20-29","170","170","30080","25750"
"In post","2021","Other","Office of Gas and Electricity Markets","30-39","170","170","46080","43000"
"In post","2021","Other","Office of Gas and Electricity Markets","40-49","120","110","56270","53170"
"In post","2021","Other","Office of Gas and Electricity Markets","50-59","60","60","55340","50520"
"In post","2021","Other","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Other","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"In post","2021","Other","Royal Fleet Auxiliary","16-19","40","40","[c]","[c]"
"In post","2021","Other","Royal Fleet Auxiliary","20-29","360","360","29000","28980"
"In post","2021","Other","Royal Fleet Auxiliary","30-39","410","410","37420","34460"
"In post","2021","Other","Royal Fleet Auxiliary","40-49","390","390","40220","35380"
"In post","2021","Other","Royal Fleet Auxiliary","50-59","500","500","42860","37740"
"In post","2021","Other","Royal Fleet Auxiliary","60-64","120","120","40030","37150"
"In post","2021","Other","Royal Fleet Auxiliary","65+","[c]","[c]","[c]","[c]"
"In post","2021","Other","Scottish Prison Service","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Other","Scottish Prison Service","20-29","80","70","24830","25430"
"In post","2021","Other","Scottish Prison Service","30-39","150","140","29580","28710"
"In post","2021","Other","Scottish Prison Service","40-49","130","120","33130","28870"
"In post","2021","Other","Scottish Prison Service","50-59","220","200","33910","33650"
"In post","2021","Other","Scottish Prison Service","60-64","80","70","32560","28870"
"In post","2021","Other","Scottish Prison Service","65+","[c]","[c]","[c]","[c]"
"In post","2021","Other","Serious Fraud Office","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Other","Serious Fraud Office","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Other","Serious Fraud Office","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Other","Serious Fraud Office","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Other","Serious Fraud Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Other","The National Archives","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Other","The National Archives","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Other","The National Archives","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Other","The National Archives","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Other","The National Archives","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Other","The National Archives","65+","[c]","[c]","[c]","[c]"
"In post","2021","Other","UK Intellectual Property Office","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Other","Veterinary Medicines Directorate","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Other","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Other","Welsh Government (excl. agencies)","20-29","40","40","[c]","[c]"
"In post","2021","Other","Welsh Government (excl. agencies)","30-39","110","110","36510","37410"
"In post","2021","Other","Welsh Government (excl. agencies)","40-49","200","190","43650","37410"
"In post","2021","Other","Welsh Government (excl. agencies)","50-59","190","180","47340","47000"
"In post","2021","Other","Welsh Government (excl. agencies)","60-64","60","50","46940","47000"
"In post","2021","Other","Welsh Government (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Department for International Trade","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Government Property Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Government Property Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Government Property Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Government Property Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Government Property Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Planning","HM Courts and Tribunals Service","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Institute for Apprenticeships and Technical Education","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Institute for Apprenticeships and Technical Education","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Ministry of Defence (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Ministry of Defence (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Ministry of Defence (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Ministry of Defence (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Ministry of Housing, Communities and Local Government (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Ministry of Housing, Communities and Local Government (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Ministry of Housing, Communities and Local Government (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Ministry of Housing, Communities and Local Government (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Ministry of Housing, Communities and Local Government (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Ministry of Housing, Communities and Local Government (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Planning Inspectorate","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Planning Inspectorate","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Planning Inspectorate","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Planning Inspectorate","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Welsh Government (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Welsh Government (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Welsh Government (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Welsh Government (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Planning Inspectorate","30-39","50","40","[c]","[c]"
"In post","2021","Planning Inspectors","Planning Inspectorate","40-49","100","90","54290","47660"
"In post","2021","Planning Inspectors","Planning Inspectorate","50-59","120","110","59220","58810"
"In post","2021","Planning Inspectors","Planning Inspectorate","60-64","30","30","[c]","[c]"
"In post","2021","Planning Inspectors","Planning Inspectorate","65+","40","30","[c]","[c]"
"In post","2021","Policy","Advisory, Conciliation and Arbitration Service","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Advisory, Conciliation and Arbitration Service","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Advisory, Conciliation and Arbitration Service","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Advisory, Conciliation and Arbitration Service","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Advisory, Conciliation and Arbitration Service","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Attorney General's Office","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Attorney General's Office","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Cabinet Office (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Cabinet Office (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Cabinet Office (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Cabinet Office (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Cabinet Office (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Companies House","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Companies House","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Companies House","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Companies House","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Companies House","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Companies House","65+","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Criminal Injuries Compensation Authority","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Crown Office and Procurator Fiscal Service","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Crown Office and Procurator Fiscal Service","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Crown Office and Procurator Fiscal Service","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Crown Office and Procurator Fiscal Service","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Crown Office and Procurator Fiscal Service","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Crown Prosecution Service","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Crown Prosecution Service","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Crown Prosecution Service","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Crown Prosecution Service","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Crown Prosecution Service","65+","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Debt Management Office","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Debt Management Office","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Debt Management Office","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Debt Management Office","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Debt Management Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Defence Equipment and Support","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Defence Equipment and Support","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Defence Equipment and Support","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Defence Equipment and Support","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Defence Equipment and Support","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Defence Equipment and Support","65+","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","1290","1280","41030","40050"
"In post","2021","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","1050","1020","52660","53600"
"In post","2021","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","40-49","700","670","58100","55680"
"In post","2021","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","50-59","560","550","53180","53600"
"In post","2021","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","60-64","100","100","49380","43340"
"In post","2021","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","65+","30","30","[c]","[c]"
"In post","2021","Policy","Department for Digital, Culture, Media and Sport","20-29","430","430","40260","34020"
"In post","2021","Policy","Department for Digital, Culture, Media and Sport","30-39","390","390","52220","51940"
"In post","2021","Policy","Department for Digital, Culture, Media and Sport","40-49","150","150","59920","57960"
"In post","2021","Policy","Department for Digital, Culture, Media and Sport","50-59","80","80","50950","51730"
"In post","2021","Policy","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Department for Education (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Department for Education (excl. agencies)","20-29","700","690","38300","36500"
"In post","2021","Policy","Department for Education (excl. agencies)","30-39","840","800","47410","49860"
"In post","2021","Policy","Department for Education (excl. agencies)","40-49","670","620","50830","50370"
"In post","2021","Policy","Department for Education (excl. agencies)","50-59","490","470","47590","44190"
"In post","2021","Policy","Department for Education (excl. agencies)","60-64","80","70","44150","40620"
"In post","2021","Policy","Department for Education (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","730","720","35580","32680"
"In post","2021","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","680","650","44470","39680"
"In post","2021","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","560","530","49520","48990"
"In post","2021","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","420","410","45560","40200"
"In post","2021","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","60","60","43750","37630"
"In post","2021","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Department for International Trade","20-29","100","100","38650","35560"
"In post","2021","Policy","Department for International Trade","30-39","70","70","50390","51970"
"In post","2021","Policy","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Department for Transport (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Department for Transport (excl. agencies)","20-29","310","310","39670","35060"
"In post","2021","Policy","Department for Transport (excl. agencies)","30-39","260","250","50780","54650"
"In post","2021","Policy","Department for Transport (excl. agencies)","40-49","200","190","56230","54760"
"In post","2021","Policy","Department for Transport (excl. agencies)","50-59","160","160","51320","54110"
"In post","2021","Policy","Department for Transport (excl. agencies)","60-64","30","30","[c]","[c]"
"In post","2021","Policy","Department for Transport (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Department of Health and Social Care (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Department of Health and Social Care (excl. agencies)","20-29","670","670","37410","32790"
"In post","2021","Policy","Department of Health and Social Care (excl. agencies)","30-39","430","410","51610","53360"
"In post","2021","Policy","Department of Health and Social Care (excl. agencies)","40-49","360","350","54730","53360"
"In post","2021","Policy","Department of Health and Social Care (excl. agencies)","50-59","310","300","52860","51540"
"In post","2021","Policy","Department of Health and Social Care (excl. agencies)","60-64","40","40","[c]","[c]"
"In post","2021","Policy","Department of Health and Social Care (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Driver and Vehicle Licensing Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Driver and Vehicle Licensing Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Driver and Vehicle Licensing Agency","40-49","40","40","[c]","[c]"
"In post","2021","Policy","Driver and Vehicle Licensing Agency","50-59","50","40","[c]","[c]"
"In post","2021","Policy","Driver and Vehicle Licensing Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Driver and Vehicle Licensing Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Driver and Vehicle Standards Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Driver and Vehicle Standards Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Driver and Vehicle Standards Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Driver and Vehicle Standards Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Driver and Vehicle Standards Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Driver and Vehicle Standards Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Education and Skills Funding Agency","20-29","30","30","[c]","[c]"
