"Status","Year","Profession_of_post","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Communications","Scottish Courts and Tribunals Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Serious Fraud Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Submarine Delivery Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Submarine Delivery Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","The National Archives","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","The National Archives","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Debt Management Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Health Security Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Health Security Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Health Security Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Health Security Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Hydrographic Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Hydrographic Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Statistics Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Valuation Office Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Valuation Office Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Vehicle Certification Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Welsh Government (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Welsh Government (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Welsh Government (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Welsh Revenue Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Defence Science and Technology Laboratory","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Department for Transport (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Department for Transport (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Department for Transport (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Office of Gas and Electricity Markets","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Serious Fraud Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","UK Health Security Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","UK Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","UK Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Companies House","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Companies House","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Companies House","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Companies House","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","20-29","220","220","25590","26340"
"New entrant CS","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","30-39","190","180","26280","27570"
"New entrant CS","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","40-49","130","120","26500","27570"
"New entrant CS","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","50-59","90","90","26300","27570"
"New entrant CS","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Driver and Vehicle Standards Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Government Internal Audit Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Serious Fraud Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Serious Fraud Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Serious Fraud Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Serious Fraud Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Serious Fraud Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","The Insolvency Service","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","The Insolvency Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","The Insolvency Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","The Insolvency Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Advisory, Conciliation and Arbitration Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Advisory, Conciliation and Arbitration Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Centre for Environment, Fisheries and Aquaculture Science","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Centre for Environment, Fisheries and Aquaculture Science","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Centre for Environment, Fisheries and Aquaculture Science","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Centre for Environment, Fisheries and Aquaculture Science","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Centre for Environment, Fisheries and Aquaculture Science","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Centre for Environment, Fisheries and Aquaculture Science","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Companies House","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Companies House","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Companies House","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Companies House","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Crown Commercial Service","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Crown Commercial Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Crown Commercial Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Crown Commercial Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Crown Office and Procurator Fiscal Service","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Crown Office and Procurator Fiscal Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Crown Office and Procurator Fiscal Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Crown Prosecution Service","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Crown Prosecution Service","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Crown Prosecution Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Crown Prosecution Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Crown Prosecution Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Defence Equipment and Support","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Defence Equipment and Support","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Defence Equipment and Support","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Defence Equipment and Support","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Defence Science and Technology Laboratory","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Defence Science and Technology Laboratory","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Defence Science and Technology Laboratory","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Defence Science and Technology Laboratory","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Defence Science and Technology Laboratory","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Education (excl. agencies)","20-29","70","70","31650","29360"
"New entrant CS","2022","Digital, Data and Technology","Department for Education (excl. agencies)","30-39","70","70","40650","36500"
"New entrant CS","2022","Digital, Data and Technology","Department for Education (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Education (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Education (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","70","60","33680","29180"
"New entrant CS","2022","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","70","70","40630","38750"
"New entrant CS","2022","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","80","80","43100","44080"
"New entrant CS","2022","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for International Trade","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Transport (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Transport (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Transport (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Transport (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Transport (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Work and Pensions (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Work and Pensions (excl. agencies)","20-29","110","110","33360","31060"
"New entrant CS","2022","Digital, Data and Technology","Department for Work and Pensions (excl. agencies)","30-39","120","120","41480","38250"
"New entrant CS","2022","Digital, Data and Technology","Department for Work and Pensions (excl. agencies)","40-49","80","80","43410","40670"
"New entrant CS","2022","Digital, Data and Technology","Department for Work and Pensions (excl. agencies)","50-59","50","50","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Work and Pensions (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Work and Pensions (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department of Health and Social Care (excl. agencies)","20-29","40","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department of Health and Social Care (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department of Health and Social Care (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department of Health and Social Care (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department of Health and Social Care (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Driver and Vehicle Licensing Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Driver and Vehicle Licensing Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Driver and Vehicle Licensing Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Driver and Vehicle Licensing Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Driver and Vehicle Standards Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Driver and Vehicle Standards Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Driver and Vehicle Standards Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Driver and Vehicle Standards Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Driver and Vehicle Standards Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Driver and Vehicle Standards Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Education and Skills Funding Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Education and Skills Funding Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Government Actuary's Department","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Government Property Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Health and Safety Executive","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Health and Safety Executive","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Health and Safety Executive","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Health and Safety Executive","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Courts and Tribunals Service","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Courts and Tribunals Service","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Courts and Tribunals Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Courts and Tribunals Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Land Registry","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Land Registry","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","20-29","150","150","32410","33080"
"New entrant CS","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","30-39","90","90","34670","33080"
"New entrant CS","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","40-49","50","50","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Treasury (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Treasury (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Home Office","20-29","80","80","34530","30820"
"New entrant CS","2022","Digital, Data and Technology","Home Office","30-39","60","60","46140","43540"
"New entrant CS","2022","Digital, Data and Technology","Home Office","40-49","60","60","53840","55000"
"New entrant CS","2022","Digital, Data and Technology","Home Office","50-59","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Home Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Home Office","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Institute for Apprenticeships and Technical Education","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Intellectual Property Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Intellectual Property Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Intellectual Property Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Intellectual Property Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Intellectual Property Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Maritime and Coastguard Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Maritime and Coastguard Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Maritime and Coastguard Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Medicines and Healthcare Products Regulatory Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Medicines and Healthcare Products Regulatory Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Medicines and Healthcare Products Regulatory Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Met Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Met Office","20-29","60","60","20360","17900"
"New entrant CS","2022","Digital, Data and Technology","Met Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Met Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Met Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Met Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Defence (excl. agencies)","20-29","50","50","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Defence (excl. agencies)","30-39","40","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Defence (excl. agencies)","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Defence (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Defence (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Justice (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Justice (excl. agencies)","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Justice (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Justice (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Justice (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Justice (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","National Savings and Investments","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office of Gas and Electricity Markets","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Queen Elizabeth II Centre","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Registers of Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Registers of Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Scottish Courts and Tribunals Service","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Scottish Courts and Tribunals Service","50-59","[c]","[c]","[c]","[c]"
