"Status","Year","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Hertfordshire","30","30","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cumbria","East Cumbria","30","30","[c]","[c]"
"Leaver Dept.","2021","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","Nottingham","160","150","27670","22410"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","Devon CC","50","50","[c]","[c]"
"Leaver Dept.","2021","Devon","Plymouth","40","40","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Suffolk","30","30","[c]","[c]"
"Leaver Dept.","2021","East Wales","Cardiff and Vale of Glamorgan","240","230","32800","27570"
"Leaver Dept.","2021","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Monmouthshire and Newport","140","130","36840","35790"
"Leaver Dept.","2021","East Wales","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Angus and Dundee City","30","30","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","City of Edinburgh","120","120","35190","29190"
"Leaver Dept.","2021","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","430","420","35230","32430"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","150","150","35050","30210"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","60","60","38650","37320"
"Leaver Dept.","2021","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester","Greater Manchester South East","30","30","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester","Greater Manchester South West","180","170","28130","25560"
"Leaver Dept.","2021","Greater Manchester","Manchester","210","200","32150","27570"
"Leaver Dept.","2021","Hampshire and Isle of Wight","Central Hampshire","40","40","[c]","[c]"
"Leaver Dept.","2021","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hampshire and Isle of Wight","Portsmouth","30","30","[c]","[c]"
"Leaver Dept.","2021","Hampshire and Isle of Wight","South Hampshire","70","60","30750","29300"
"Leaver Dept.","2021","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Worcestershire","30","30","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Lambeth","90","90","46540","45180"
"Leaver Dept.","2021","Inner London - East","Lewisham and Southwark","30","30","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Tower Hamlets","320","310","47100","40600"
"Leaver Dept.","2021","Inner London - West","Camden and City of London","120","120","32820","27760"
"Leaver Dept.","2021","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Westminster","4340","3920","44910","39760"
"Leaver Dept.","2021","Kent","East Kent","40","40","[c]","[c]"
"Leaver Dept.","2021","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Blackpool","50","50","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Mid Lancashire","110","110","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Leicester","30","30","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Liverpool","190","180","28560","24880"
"Leaver Dept.","2021","Merseyside","Sefton","120","110","30860","27570"
"Leaver Dept.","2021","Merseyside","Wirral","30","30","[c]","[c]"
"Leaver Dept.","2021","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","York","100","90","36610","32860"
"Leaver Dept.","2021","Northern Ireland","Belfast","40","40","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Sunderland","80","80","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Tyneside","370","350","28290","25310"
"Leaver Dept.","2021","Outer London - East and North East","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Bromley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Croydon","230","220","39610","34250"
"Leaver Dept.","2021","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Harrow and Hillingdon","40","40","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Hounslow and Richmond upon Thames","40","40","[c]","[c]"
"Leaver Dept.","2021","Overseas","Overseas","120","70","50990","52500"
"Leaver Dept.","2021","Shropshire and Staffordshire","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Staffordshire CC","40","30","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Stoke-on-Trent","30","30","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Sheffield","140","140","34670","31990"
"Leaver Dept.","2021","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","South Lanarkshire","80","80","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Durham CC","110","100","25110","21430"
"Leaver Dept.","2021","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","710","700","35580","32000"
"Leaver Dept.","2021","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Glasgow City","240","240","27900","26550"
"Leaver Dept.","2021","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","North Lanarkshire","50","50","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Birmingham","280","270","27800","22570"
"Leaver Dept.","2021","West Midlands","Coventry","40","40","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Swansea","140","140","27670","21590"
"Leaver Dept.","2021","West Yorkshire","Bradford","50","40","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Leeds","260","230","33780","30600"
"Leaver Dept.","2021","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Hertfordshire CC","70","70","36710","31060"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","60","50","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","340","300","43580","40030"
"Leaver Dept.","2022","Cheshire","Cheshire East","40","40","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Warrington","50","50","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","30","30","[c]","[c]"
"Leaver Dept.","2022","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Nottingham","400","380","33750","28590"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Devon CC","100","100","35700","29280"
"Leaver Dept.","2022","Devon","Plymouth","50","50","[c]","[c]"
"Leaver Dept.","2022","Devon","Torbay","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Cambridgeshire CC","290","260","39710","32880"
"Leaver Dept.","2022","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Norwich and East Norfolk","40","40","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Suffolk CC","80","80","40390","34340"
"Leaver Dept.","2022","East Wales","Cardiff and Vale of Glamorgan","360","350","33530","27730"
"Leaver Dept.","2022","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Monmouthshire and Newport","190","180","35040","30450"
"Leaver Dept.","2022","East Wales","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Angus and Dundee City","170","160","24800","26700"
"Leaver Dept.","2022","Eastern Scotland","City of Edinburgh","200","200","35400","27570"
"Leaver Dept.","2022","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Falkirk","50","50","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","West Essex","70","60","43740","32320"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","470","460","35500","33060"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","520","480","37590","30730"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","40","40","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","860","810","37430","34530"
"Leaver Dept.","2022","Greater Manchester","Greater Manchester North East","40","40","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Greater Manchester North West","40","30","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Greater Manchester South West","190","190","30120","27570"
"Leaver Dept.","2022","Greater Manchester","Manchester","700","670","34180","28000"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Central Hampshire","70","70","36920","35180"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Portsmouth","40","40","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","South Hampshire","120","110","36310","29540"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Southampton","30","30","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","30","30","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","60","60","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Hackney and Newham","150","140","33220","31060"
"Leaver Dept.","2022","Inner London - East","Haringey and Islington","40","40","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Lambeth","1650","1510","47070","40070"
"Leaver Dept.","2022","Inner London - East","Lewisham and Southwark","240","230","47620","41310"
"Leaver Dept.","2022","Inner London - East","Tower Hamlets","370","360","41070","34800"
"Leaver Dept.","2022","Inner London - West","Camden and City of London","80","80","33050","28670"
"Leaver Dept.","2022","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Westminster","5940","4850","44920","40050"
"Leaver Dept.","2022","Kent","East Kent","70","70","29610","27980"
"Leaver Dept.","2022","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Mid Kent","60","60","51760","47540"
"Leaver Dept.","2022","Kent","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Blackpool","90","90","34080","31990"
"Leaver Dept.","2022","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Mid Lancashire","130","120","34560","28590"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Leicester","50","50","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","40","30","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","Lincolnshire CC","40","30","[c]","[c]"
"Leaver Dept.","2022","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Liverpool","440","420","31100","25940"
"Leaver Dept.","2022","Merseyside","Sefton","170","160","30330","27570"
"Leaver Dept.","2022","Merseyside","Wirral","60","60","28370","27570"
"Leaver Dept.","2022","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","North Yorkshire CC","50","40","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","York","170","170","39220","36330"
"Leaver Dept.","2022","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Belfast","40","40","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","Sunderland","120","110","28390","27570"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","Tyneside","660","630","32620","27570"
"Leaver Dept.","2022","Outer London - East and North East","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","Redbridge and Waltham Forest","40","40","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","Bromley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","Croydon","300","300","38590","33650"
