"Status","Year","Region_ITL3","Region_ITL2","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","EO","60","60","32530","31060"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Mid and East Antrim","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Kent","Kent","AA/AO","50","50","[c]","[c]"
"New entrant CS","2022","Mid Kent","Kent","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Kent","Kent","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Kent","Kent","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Kent","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Kent","Kent","Unknown","90","80","29220","28200"
"New entrant CS","2022","Mid Lancashire","Lancashire","AA/AO","230","220","21400","21260"
"New entrant CS","2022","Mid Lancashire","Lancashire","EO","70","70","26590","27130"
"New entrant CS","2022","Mid Lancashire","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Lancashire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Lancashire","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Lancashire","Unknown","110","100","29830","26310"
"New entrant CS","2022","Mid Ulster","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","130","130","25950","28140"
"New entrant CS","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","EO","40","40","[c]","[c]"
"New entrant CS","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","East Wales","AA/AO","290","270","20730","19860"
"New entrant CS","2022","Monmouthshire and Newport","East Wales","EO","170","170","25310","24030"
"New entrant CS","2022","Monmouthshire and Newport","East Wales","G6/G7","70","70","54520","50210"
"New entrant CS","2022","Monmouthshire and Newport","East Wales","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","East Wales","SEO/HEO","370","360","33920","30710"
"New entrant CS","2022","Monmouthshire and Newport","East Wales","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Na h-Eileanan Siar","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Na h-Eileanan Siar","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Na h-Eileanan Siar","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Newry, Mourne and Down","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Newry, Mourne and Down","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Newry, Mourne and Down","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","North and West Norfolk","East Anglia","AA/AO","60","60","21850","20890"
"New entrant CS","2022","North and West Norfolk","East Anglia","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and West Norfolk","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and West Norfolk","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and West Norfolk","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Hampshire and Isle of Wight","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","North Lanarkshire","West Central Scotland","AA/AO","160","160","21340","21260"
"New entrant CS","2022","North Lanarkshire","West Central Scotland","EO","90","90","27240","27570"
"New entrant CS","2022","North Lanarkshire","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Lanarkshire","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","AA/AO","80","80","21370","21260"
"New entrant CS","2022","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","Derbyshire and Nottinghamshire","AA/AO","70","70","21330","20890"
"New entrant CS","2022","North Nottinghamshire","Derbyshire and Nottinghamshire","EO","40","40","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","Derbyshire and Nottinghamshire","Unknown","70","60","27310","25480"
"New entrant CS","2022","North Yorkshire CC","North Yorkshire","AA/AO","60","60","22390","21300"
"New entrant CS","2022","North Yorkshire CC","North Yorkshire","EO","30","30","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","North Yorkshire","SEO/HEO","50","40","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","East Anglia","AA/AO","130","130","21710","21730"
"New entrant CS","2022","Norwich and East Norfolk","East Anglia","EO","70","60","26780","27570"
"New entrant CS","2022","Norwich and East Norfolk","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","East Anglia","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","East Anglia","Unknown","190","180","22980","18870"
"New entrant CS","2022","Nottingham","Derbyshire and Nottinghamshire","AA/AO","490","480","21320","21250"
"New entrant CS","2022","Nottingham","Derbyshire and Nottinghamshire","EO","430","420","26420","26590"
"New entrant CS","2022","Nottingham","Derbyshire and Nottinghamshire","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","Nottingham","Derbyshire and Nottinghamshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Derbyshire and Nottinghamshire","SEO/HEO","290","280","33710","33080"
"New entrant CS","2022","Nottingham","Derbyshire and Nottinghamshire","Unknown","110","100","28160","26090"
"New entrant CS","2022","Orkney Islands","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Overseas","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","160","150","23490","21790"
"New entrant CS","2022","Oxfordshire CC","Berkshire, Buckinghamshire and Oxfordshire","EO","70","60","25310","26350"
"New entrant CS","2022","Oxfordshire CC","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Berkshire, Buckinghamshire and Oxfordshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","80","80","35030","33000"
"New entrant CS","2022","Oxfordshire CC","Berkshire, Buckinghamshire and Oxfordshire","Unknown","120","100","29970","25790"
"New entrant CS","2022","Perth and Kinross, and Stirling","Eastern Scotland","AA/AO","80","80","21720","21640"
"New entrant CS","2022","Perth and Kinross, and Stirling","Eastern Scotland","EO","30","30","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","East Anglia","EO","30","30","[c]","[c]"
"New entrant CS","2022","Peterborough","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","East Anglia","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","East Anglia","Unknown","70","60","29540","27860"
"New entrant CS","2022","Plymouth","Devon","AA/AO","150","150","22210","21750"
"New entrant CS","2022","Plymouth","Devon","EO","50","50","[c]","[c]"
"New entrant CS","2022","Plymouth","Devon","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Devon","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2022","Plymouth","Devon","Unknown","90","80","27150","24800"
"New entrant CS","2022","Portsmouth","Hampshire and Isle of Wight","AA/AO","110","110","21930","21250"
"New entrant CS","2022","Portsmouth","Hampshire and Isle of Wight","EO","60","60","26620","26350"
"New entrant CS","2022","Portsmouth","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Hampshire and Isle of Wight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Hampshire and Isle of Wight","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Portsmouth","Hampshire and Isle of Wight","Unknown","60","50","26990","24800"
"New entrant CS","2022","Powys","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","East Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","East Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","Outer London - East and North East","AA/AO","90","90","24770","25110"
"New entrant CS","2022","Redbridge and Waltham Forest","Outer London - East and North East","EO","70","70","30060","31060"
"New entrant CS","2022","Redbridge and Waltham Forest","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","Outer London - East and North East","Unknown","80","80","33760","32090"
"New entrant CS","2022","Sandwell","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","West Midlands","EO","40","40","[c]","[c]"
"New entrant CS","2022","Sandwell","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","West Midlands","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Scottish Borders","Southern Scotland","AA/AO","70","70","23580","24400"
"New entrant CS","2022","Scottish Borders","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Merseyside","AA/AO","220","210","20570","21260"
"New entrant CS","2022","Sefton","Merseyside","EO","270","270","26080","26370"
"New entrant CS","2022","Sefton","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Merseyside","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Merseyside","SEO/HEO","90","90","35400","33080"
"New entrant CS","2022","Sefton","Merseyside","Unknown","80","80","26880","24090"
"New entrant CS","2022","Sheffield","South Yorkshire","AA/AO","190","180","21290","21260"
"New entrant CS","2022","Sheffield","South Yorkshire","EO","250","240","26180","25000"
"New entrant CS","2022","Sheffield","South Yorkshire","G6/G7","80","80","56180","54030"
"New entrant CS","2022","Sheffield","South Yorkshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","South Yorkshire","SEO/HEO","180","180","34770","35310"
"New entrant CS","2022","Sheffield","South Yorkshire","Unknown","130","120","28870","28200"
"New entrant CS","2022","Shetland Islands","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shetland Islands","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shetland Islands","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","Shropshire and Staffordshire","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Shropshire","Shropshire and Staffordshire","EO","60","60","27720","27570"
"New entrant CS","2022","Shropshire","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","West Midlands","EO","130","120","26750","27570"
"New entrant CS","2022","Solihull","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","West Midlands","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Somerset CC","Dorset and Somerset","AA/AO","120","110","20870","20420"
"New entrant CS","2022","Somerset CC","Dorset and Somerset","EO","40","40","[c]","[c]"
"New entrant CS","2022","Somerset CC","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Somerset CC","Dorset and Somerset","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Somerset CC","Dorset and Somerset","SEO/HEO","70","70","35880","33290"
"New entrant CS","2022","Somerset CC","Dorset and Somerset","Unknown","80","80","27600","24090"
"New entrant CS","2022","South and West Derbyshire","Derbyshire and Nottinghamshire","AA/AO","60","60","22000","21960"
"New entrant CS","2022","South and West Derbyshire","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
