"Status","Year","Region_ITL3","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Manchester","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Attorney General's Departments","Legal","190","170","53290","55610"
"In post","2022","Manchester","Attorney General's Departments","Operational Delivery","160","150","26530","25820"
"In post","2022","Manchester","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Cabinet Office","Unknown","140","130","47630","49700"
"In post","2022","Manchester","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Business, Energy and Industrial Strategy","Counter Fraud","60","60","39240","37700"
"In post","2022","Manchester","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Business, Energy and Industrial Strategy","Operational Delivery","220","200","28990","25880"
"In post","2022","Manchester","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Digital, Culture, Media and Sport","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Digital, Culture, Media and Sport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Digital, Culture, Media and Sport","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Digital, Culture, Media and Sport","Policy","40","40","[c]","[c]"
"In post","2022","Manchester","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Education","Commercial","90","90","39370","36500"
"In post","2022","Manchester","Department for Education","Communications","50","50","29150","29360"
"In post","2022","Manchester","Department for Education","Digital, Data and Technology","160","160","39620","36500"
"In post","2022","Manchester","Department for Education","Finance","160","160","41900","42520"
"In post","2022","Manchester","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Education","Operational Delivery","180","170","39040","36500"
"In post","2022","Manchester","Department for Education","Policy","460","450","40480","36500"
"In post","2022","Manchester","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Education","Property","80","80","39760","36500"
"In post","2022","Manchester","Department for Education","Security","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Environment, Food and Rural Affairs","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Levelling Up, Housing and Communities","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Levelling Up, Housing and Communities","Policy","50","50","[c]","[c]"
"In post","2022","Manchester","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Work and Pensions","Counter Fraud","50","40","[c]","[c]"
"In post","2022","Manchester","Department for Work and Pensions","Digital, Data and Technology","550","540","46570","40670"
"In post","2022","Manchester","Department for Work and Pensions","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Work and Pensions","Finance","80","80","38630","35310"
"In post","2022","Manchester","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Work and Pensions","Operational Delivery","860","790","26430","27570"
"In post","2022","Manchester","Department for Work and Pensions","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Work and Pensions","Other","90","90","28740","27570"
"In post","2022","Manchester","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Work and Pensions","Project Delivery","50","40","[c]","[c]"
"In post","2022","Manchester","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Work and Pensions","Security","40","40","[c]","[c]"
"In post","2022","Manchester","Department for Work and Pensions","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Work and Pensions","Unknown","40","40","[c]","[c]"
"In post","2022","Manchester","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department of Health and Social Care","Operational Delivery","160","140","27830","23080"
"In post","2022","Manchester","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department of Health and Social Care","Science and Engineering","120","110","33700","30690"
"In post","2022","Manchester","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","HM Revenue and Customs","Digital, Data and Technology","100","100","37890","33370"
"In post","2022","Manchester","HM Revenue and Customs","Economics","40","40","[c]","[c]"
"In post","2022","Manchester","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","HM Revenue and Customs","Human Resources","80","80","40900","40180"
"In post","2022","Manchester","HM Revenue and Customs","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","HM Revenue and Customs","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","HM Revenue and Customs","Legal","70","70","29430","28920"
"In post","2022","Manchester","HM Revenue and Customs","Operational Delivery","640","600","31750","28920"
"In post","2022","Manchester","HM Revenue and Customs","Operational Research","50","50","45500","40520"
"In post","2022","Manchester","HM Revenue and Customs","Other","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","HM Revenue and Customs","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","HM Revenue and Customs","Project Delivery","80","70","45500","40520"
"In post","2022","Manchester","HM Revenue and Customs","Property","110","110","35750","31900"
"In post","2022","Manchester","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","HM Revenue and Customs","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","HM Revenue and Customs","Statistics","80","80","39300","33370"
"In post","2022","Manchester","HM Revenue and Customs","Tax","690","670","35360","33370"
"In post","2022","Manchester","HM Revenue and Customs","Unknown","210","210","33590","33080"
"In post","2022","Manchester","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Home Office","Intelligence Analysis","160","160","27920","25430"
"In post","2022","Manchester","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Home Office","Operational Delivery","540","510","28600","26270"
"In post","2022","Manchester","Home Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Home Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Ministry of Defence","Project Delivery","40","30","[c]","[c]"
"In post","2022","Manchester","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Ministry of Justice","Human Resources","30","30","[c]","[c]"
"In post","2022","Manchester","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Ministry of Justice","Legal","50","40","[c]","[c]"
"In post","2022","Manchester","Ministry of Justice","Operational Delivery","1710","1610","27660","25120"
"In post","2022","Manchester","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Ministry of Justice","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Office for Standards in Education, Children's Services and Skills","Human Resources","40","40","[c]","[c]"
"In post","2022","Manchester","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Office for Standards in Education, Children's Services and Skills","Operational Delivery","140","130","29040","25620"
"In post","2022","Manchester","Office for Standards in Education, Children's Services and Skills","Other","70","60","27250","25880"
"In post","2022","Manchester","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Business, Energy and Industrial Strategy","Operational Delivery","50","50","27050","22580"
"In post","2022","Medway","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Transport","Operational Delivery","30","30","[c]","[c]"
"In post","2022","Medway","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Work and Pensions","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Work and Pensions","Operational Delivery","190","170","29720","29290"
"In post","2022","Medway","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Ministry of Defence","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Ministry of Defence","Other","60","50","24650","21830"
"In post","2022","Medway","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Ministry of Justice","Operational Delivery","830","790","29720","28610"
"In post","2022","Medway","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Ministry of Justice","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"In post","2022","Medway","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Medway","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Medway","National Crime Agency","Operational Delivery","120","110","42600","41860"
"In post","2022","Medway","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Medway","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Transport","Operational Delivery","40","40","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Work and Pensions","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Work and Pensions","Operational Delivery","250","240","30830","31060"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Home Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Ministry of Justice","Operational Delivery","190","170","29220","27980"
"In post","2022","Merton, Kingston upon Thames and Sutton","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","National Crime Agency","Operational Delivery","90","90","41900","39840"
"In post","2022","Merton, Kingston upon Thames and Sutton","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mid and East Antrim","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid and East Antrim","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid and East Antrim","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mid and East Antrim","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Mid and East Antrim","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Environment, Food and Rural Affairs","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Transport","Operational Delivery","40","40","[c]","[c]"
"In post","2022","Mid Kent","Department for Work and Pensions","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
