"Status","Year","Region_ITL3","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East Cumbria","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Department for Levelling Up, Housing and Communities","Planning","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Department for Transport","Operational Delivery","30","30","[c]","[c]"
"In post","2022","East Cumbria","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Department for Work and Pensions","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Department for Work and Pensions","Operational Delivery","90","80","29590","27570"
"In post","2022","East Cumbria","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Ministry of Defence","Other","80","80","22960","21310"
"In post","2022","East Cumbria","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Ministry of Defence","Security","50","40","[c]","[c]"
"In post","2022","East Cumbria","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Ministry of Justice","Operational Delivery","140","130","28600","25120"
"In post","2022","East Cumbria","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Department for Education","Communications","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Department for Environment, Food and Rural Affairs","Policy","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Department for Work and Pensions","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Department for Work and Pensions","Operational Delivery","230","200","26370","27570"
"In post","2022","East Derbyshire","Department for Work and Pensions","Other","40","30","[c]","[c]"
"In post","2022","East Derbyshire","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Ministry of Justice","Operational Delivery","90","80","28040","25720"
"In post","2022","East Derbyshire","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Department for Transport","Operational Delivery","40","40","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Department for Work and Pensions","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Department for Work and Pensions","Operational Delivery","270","240","24870","26120"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Ministry of Defence","Finance","30","30","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Ministry of Defence","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Ministry of Defence","Other","190","180","26440","21870"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Ministry of Defence","Project Delivery","60","50","45710","40580"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Ministry of Defence","Science and Engineering","150","150","44460","45300"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Ministry of Defence","Security","1070","1030","30650","26750"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scottish Government","Operational Delivery","380","360","30460","32170"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scottish Government","Other","40","40","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Attorney General's Departments","Legal","60","50","54530","53050"
"In post","2022","East Kent","Attorney General's Departments","Operational Delivery","70","60","27470","24590"
"In post","2022","East Kent","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Department for Education","Communications","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Department for Education","Policy","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Department for Environment, Food and Rural Affairs","Operational Delivery","40","30","[c]","[c]"
"In post","2022","East Kent","Department for Environment, Food and Rural Affairs","Policy","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Department for Transport","Operational Delivery","110","110","30810","27930"
"In post","2022","East Kent","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Department for Work and Pensions","Counter Fraud","230","220","27470","25110"
"In post","2022","East Kent","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Department for Work and Pensions","Operational Delivery","620","570","28300","29290"
"In post","2022","East Kent","Department for Work and Pensions","Other","120","120","27860","29290"
"In post","2022","East Kent","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","HM Revenue and Customs","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","HM Revenue and Customs","Legal","110","100","32440","33080"
"In post","2022","East Kent","HM Revenue and Customs","Operational Delivery","60","50","29580","28920"
"In post","2022","East Kent","HM Revenue and Customs","Policy","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","HM Revenue and Customs","Property","30","30","[c]","[c]"
"In post","2022","East Kent","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Home Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Home Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Home Office","Intelligence Analysis","260","240","28140","27370"
"In post","2022","East Kent","Home Office","Operational Delivery","2160","1980","27080","25310"
"In post","2022","East Kent","Home Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Home Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Home Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Ministry of Defence","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Ministry of Defence","Other","40","40","[c]","[c]"
"In post","2022","East Kent","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Ministry of Justice","Operational Delivery","190","180","27220","25120"
"In post","2022","East Kent","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","National Crime Agency","Operational Delivery","70","70","36980","35010"
"In post","2022","East Kent","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Department for Education","Policy","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Department for Work and Pensions","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Department for Work and Pensions","Operational Delivery","290","260","25640","27570"
"In post","2022","East Lancashire","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Ministry of Justice","Operational Delivery","170","150","26990","24800"
"In post","2022","East Lancashire","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Department for Work and Pensions","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Department for Work and Pensions","Operational Delivery","60","50","27950","27570"
"In post","2022","East Lothian and Midlothian","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Department for Environment, Food and Rural Affairs","Policy","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Department for Transport","Operational Delivery","60","60","28820","26830"
"In post","2022","East Merseyside","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Department for Work and Pensions","Counter Fraud","60","50","28290","27570"
"In post","2022","East Merseyside","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Department for Work and Pensions","Finance","60","50","22550","21260"
"In post","2022","East Merseyside","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Department for Work and Pensions","Operational Delivery","470","400","26460","27570"
"In post","2022","East Merseyside","Department for Work and Pensions","Other","60","50","28010","27570"
"In post","2022","East Merseyside","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Home Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Home Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Ministry of Justice","Operational Delivery","280","260","28470","25120"
"In post","2022","East Merseyside","Ministry of Justice","Policy","40","40","[c]","[c]"
"In post","2022","East Merseyside","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Department for Education","Policy","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Department for Environment, Food and Rural Affairs","Policy","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Department for Levelling Up, Housing and Communities","Policy","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Department for Transport","Operational Delivery","80","80","37160","30730"
"In post","2022","East Riding of Yorkshire","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Department for Work and Pensions","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
