"Status","Year","Responsibility_level","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","SCS","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Animal and Plant Health Agency","Female","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Animal and Plant Health Agency","Male","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Cabinet Office (excl. agencies)","Female","120","120","35180","34550"
"Leaver CS","2022","SEO/HEO","Cabinet Office (excl. agencies)","Male","100","90","35440","34550"
"Leaver CS","2022","SEO/HEO","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Crown Prosecution Service","Female","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Defence Equipment and Support","Female","120","110","33130","32490"
"Leaver CS","2022","SEO/HEO","Defence Equipment and Support","Male","350","340","36000","35620"
"Leaver CS","2022","SEO/HEO","Defence Science and Technology Laboratory","Female","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Defence Science and Technology Laboratory","Male","110","100","33250","30160"
"Leaver CS","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","60","50","36010","34190"
"Leaver CS","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","60","60","37020","36360"
"Leaver CS","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","Female","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Education (excl. agencies)","Female","70","60","36390","36500"
"Leaver CS","2022","SEO/HEO","Department for Education (excl. agencies)","Male","80","80","35880","36500"
"Leaver CS","2022","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","140","130","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","110","110","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for International Trade","Male","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Transport (excl. agencies)","Female","50","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Transport (excl. agencies)","Male","60","50","39710","42470"
"Leaver CS","2022","SEO/HEO","Department for Work and Pensions (excl. agencies)","Female","340","290","35300","34290"
"Leaver CS","2022","SEO/HEO","Department for Work and Pensions (excl. agencies)","Male","240","220","37210","36650"
"Leaver CS","2022","SEO/HEO","Department of Health and Social Care (excl. agencies)","Female","130","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department of Health and Social Care (excl. agencies)","Male","110","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Driver and Vehicle Standards Agency","Male","50","50","35910","34440"
"Leaver CS","2022","SEO/HEO","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Education Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Education Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","Male","70","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Health and Safety Executive","Female","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Health and Safety Executive","Male","60","50","44840","43970"
"Leaver CS","2022","SEO/HEO","HM Courts and Tribunals Service","Female","140","120","37040","36050"
"Leaver CS","2022","SEO/HEO","HM Courts and Tribunals Service","Male","80","70","36680","35760"
"Leaver CS","2022","SEO/HEO","HM Land Registry","Female","70","50","37330","33840"
"Leaver CS","2022","SEO/HEO","HM Land Registry","Male","80","70","38470","38450"
"Leaver CS","2022","SEO/HEO","HM Prison and Probation Service","Female","160","150","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Prison and Probation Service","Male","180","160","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Revenue and Customs (excl. agencies)","Female","360","310","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Revenue and Customs (excl. agencies)","Male","460","390","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Treasury (excl. agencies)","Male","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Home Office","Female","210","200","37320","36620"
"Leaver CS","2022","SEO/HEO","Home Office","Male","240","220","37700","37390"
"Leaver CS","2022","SEO/HEO","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Maritime and Coastguard Agency","Male","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Medicines and Healthcare Products Regulatory Agency","Female","70","70","36690","33170"
"Leaver CS","2022","SEO/HEO","Medicines and Healthcare Products Regulatory Agency","Male","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Met Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Met Office","Male","50","50","37650","38200"
"Leaver CS","2022","SEO/HEO","Ministry of Defence (excl. agencies)","Female","370","350","38280","39030"
"Leaver CS","2022","SEO/HEO","Ministry of Defence (excl. agencies)","Male","550","530","39210","38350"
"Leaver CS","2022","SEO/HEO","Ministry of Justice (excl. agencies)","Female","90","90","36700","35000"
"Leaver CS","2022","SEO/HEO","Ministry of Justice (excl. agencies)","Male","70","70","39430","40430"
"Leaver CS","2022","SEO/HEO","National Crime Agency","Female","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","National Crime Agency","Male","80","80","45400","45480"
"Leaver CS","2022","SEO/HEO","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","Female","60","60","45820","46360"
"Leaver CS","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Gas and Electricity Markets","Female","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Gas and Electricity Markets","Male","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Public Health England","Female","450","400","36950","37450"
"Leaver CS","2022","SEO/HEO","Public Health England","Male","140","140","35900","36330"
"Leaver CS","2022","SEO/HEO","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Scottish Government (excl. agencies)","Female","90","80","39260","39660"
"Leaver CS","2022","SEO/HEO","Scottish Government (excl. agencies)","Male","80","70","39770","36130"
"Leaver CS","2022","SEO/HEO","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Scottish Prison Service","Male","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Health Security Agency","Female","230","200","35330","36330"
"Leaver CS","2022","SEO/HEO","UK Health Security Agency","Male","120","110","35080","33350"
"Leaver CS","2022","SEO/HEO","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Statistics Authority","Female","80","80","33410","32540"
"Leaver CS","2022","SEO/HEO","UK Statistics Authority","Male","110","100","33910","33710"
"Leaver CS","2022","SEO/HEO","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Valuation Office Agency","Male","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Welsh Government (excl. agencies)","Female","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Welsh Government (excl. agencies)","Male","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Prison and Probation Service","Female","1340","1190","[c]","[c]"
"Leaver CS","2022","Unknown","HM Prison and Probation Service","Male","440","400","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Royal Fleet Auxiliary","Male","210","210","36610","33570"
"Leaver CS","2022","Unknown","Submarine Delivery Agency","Female","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Submarine Delivery Agency","Male","110","100","39040","39500"
"Leaver CS","2022","Unknown","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cabinet Office (excl. agencies)","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Female","200","180","21160","21010"
"Leaver Dept.","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Male","140","130","21220","21010"
"Leaver Dept.","2021","AA/AO","Driver and Vehicle Licensing Agency","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Foreign and Commonwealth Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Foreign and Commonwealth Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Courts and Tribunals Service","Female","140","130","19910","19930"
