"Status","Year","Parent_department","Ethnicity","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Department for Work and Pensions","Asian","EO","70","70","28980","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Black","EO","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","AA/AO","50","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","EO","80","80","28270","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","White","AA/AO","230","210","21030","21010"
"Leaver Dept.","2021","Department for Work and Pensions","White","EO","410","390","27740","27570"
"Leaver Dept.","2021","Department for Work and Pensions","White","G6/G7","70","70","57530","55940"
"Leaver Dept.","2021","Department for Work and Pensions","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","White","SEO/HEO","210","210","34650","33320"
"Leaver Dept.","2021","Department of Health and Social Care","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","G6/G7","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","SEO/HEO","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","White","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","White","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","G6/G7","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","SEO/HEO","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","White","G6/G7","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","White","SEO/HEO","90","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Asian","AA/AO","90","80","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Asian","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","AA/AO","290","280","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","EO","110","110","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","G6/G7","70","70","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","SEO/HEO","100","100","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","White","AA/AO","310","290","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","White","EO","180","170","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","White","G6/G7","80","80","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","White","SEO/HEO","180","170","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","White","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","White","SEO/HEO","60","60","[c]","[c]"
"Leaver Dept.","2021","Home Office","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Asian","EO","50","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Asian","SEO/HEO","60","50","[c]","[c]"
"Leaver Dept.","2021","Home Office","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","SEO/HEO","60","50","[c]","[c]"
"Leaver Dept.","2021","Home Office","White","AA/AO","120","100","21330","21010"
"Leaver Dept.","2021","Home Office","White","EO","240","220","25930","24890"
"Leaver Dept.","2021","Home Office","White","G6/G7","120","120","59910","57460"
"Leaver Dept.","2021","Home Office","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","White","SEO/HEO","220","210","36450","35070"
"Leaver Dept.","2021","Home Office","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
