"Status","Year","Function_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Heterosexual / straight","220","210","36920","34800"
"In post","2021","Commercial","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Undeclared","40","30","[c]","[c]"
"In post","2021","Commercial","Scotland","Unknown","130","120","41300","38850"
"In post","2021","Commercial","South East (England)","Heterosexual / straight","490","470","36180","33300"
"In post","2021","Commercial","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Undeclared","70","70","35400","33300"
"In post","2021","Commercial","South East (England)","Unknown","100","100","55210","53320"
"In post","2021","Commercial","South West (England)","Heterosexual / straight","850","820","39890","37400"
"In post","2021","Commercial","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Undeclared","140","130","42150","39720"
"In post","2021","Commercial","South West (England)","Unknown","350","340","48500","46090"
"In post","2021","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Heterosexual / straight","240","230","35670","32020"
"In post","2021","Commercial","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Undeclared","70","60","32560","28750"
"In post","2021","Commercial","Wales","Unknown","40","40","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Heterosexual / straight","230","220","39160","36710"
"In post","2021","Commercial","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Unknown","80","80","44750","39750"
"In post","2021","Commercial","Yorkshire and The Humber","Heterosexual / straight","250","250","41830","37800"
"In post","2021","Commercial","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Unknown","160","160","53190","50660"
"In post","2021","Communications","East Midlands (England)","Heterosexual / straight","260","250","30990","26700"
"In post","2021","Communications","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Unknown","200","190","27970","25560"
"In post","2021","Communications","East of England","Heterosexual / straight","80","70","34060","31810"
"In post","2021","Communications","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Heterosexual / straight","1470","1440","44710","40640"
"In post","2021","Communications","London","LGBO","150","150","44410","41760"
"In post","2021","Communications","London","Undeclared","150","150","42580","40600"
"In post","2021","Communications","London","Unknown","670","650","45510","41200"
"In post","2021","Communications","North East (England)","Heterosexual / straight","940","890","28550","25560"
"In post","2021","Communications","North East (England)","LGBO","70","60","27700","25560"
"In post","2021","Communications","North East (England)","Undeclared","80","80","27260","25560"
"In post","2021","Communications","North East (England)","Unknown","460","430","27040","25560"
"In post","2021","Communications","North West (England)","Heterosexual / straight","360","340","32520","31810"
"In post","2021","Communications","North West (England)","LGBO","40","30","[c]","[c]"
"In post","2021","Communications","North West (England)","Undeclared","40","30","[c]","[c]"
"In post","2021","Communications","North West (England)","Unknown","280","280","28660","25560"
"In post","2021","Communications","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Heterosexual / straight","150","140","32790","31810"
"In post","2021","Communications","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Unknown","40","40","[c]","[c]"
"In post","2021","Communications","South East (England)","Heterosexual / straight","230","220","33130","31390"
"In post","2021","Communications","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Undeclared","30","30","[c]","[c]"
"In post","2021","Communications","South East (England)","Unknown","60","60","35280","33300"
"In post","2021","Communications","South West (England)","Heterosexual / straight","230","210","36130","33300"
"In post","2021","Communications","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Undeclared","40","40","[c]","[c]"
"In post","2021","Communications","South West (England)","Unknown","80","80","36840","34560"
"In post","2021","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Heterosexual / straight","570","540","30100","25560"
"In post","2021","Communications","Wales","LGBO","40","40","[c]","[c]"
"In post","2021","Communications","Wales","Undeclared","60","50","28560","25560"
"In post","2021","Communications","Wales","Unknown","300","290","28100","25560"
"In post","2021","Communications","West Midlands (England)","Heterosexual / straight","190","180","34620","31810"
"In post","2021","Communications","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Unknown","140","140","30870","25560"
"In post","2021","Communications","Yorkshire and The Humber","Heterosexual / straight","280","270","31810","28130"
"In post","2021","Communications","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Undeclared","30","30","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Unknown","320","310","29380","25560"
"In post","2021","Counter Fraud","East Midlands (England)","Heterosexual / straight","330","310","34600","31810"
"In post","2021","Counter Fraud","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Undeclared","50","50","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Unknown","140","130","30530","28130"
"In post","2021","Counter Fraud","East of England","Heterosexual / straight","270","250","29010","26470"
"In post","2021","Counter Fraud","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Undeclared","40","40","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Unknown","120","110","26660","25560"
"In post","2021","Counter Fraud","London","Heterosexual / straight","1360","1320","40160","36160"
"In post","2021","Counter Fraud","London","LGBO","90","80","38590","34500"
"In post","2021","Counter Fraud","London","Undeclared","240","230","39930","36160"
"In post","2021","Counter Fraud","London","Unknown","630","600","37020","36160"
"In post","2021","Counter Fraud","North East (England)","Heterosexual / straight","340","330","32600","31810"
"In post","2021","Counter Fraud","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Undeclared","50","40","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Unknown","130","120","29490","26530"
"In post","2021","Counter Fraud","North West (England)","Heterosexual / straight","1010","950","33960","31810"
"In post","2021","Counter Fraud","North West (England)","LGBO","50","50","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Undeclared","150","140","35150","31810"
"In post","2021","Counter Fraud","North West (England)","Unknown","480","450","30140","26820"
"In post","2021","Counter Fraud","Northern Ireland","Heterosexual / straight","260","250","32180","31810"
"In post","2021","Counter Fraud","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Unknown","100","90","29100","25560"
"In post","2021","Counter Fraud","Scotland","Heterosexual / straight","520","480","31130","31810"
"In post","2021","Counter Fraud","Scotland","LGBO","30","30","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Undeclared","70","60","32620","31810"
"In post","2021","Counter Fraud","Scotland","Unknown","230","210","29130","27350"
"In post","2021","Counter Fraud","South East (England)","Heterosexual / straight","260","240","30870","29570"
"In post","2021","Counter Fraud","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Undeclared","50","50","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Unknown","120","110","30700","28130"
"In post","2021","Counter Fraud","South West (England)","Heterosexual / straight","240","220","34970","31810"
"In post","2021","Counter Fraud","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Undeclared","50","40","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Unknown","100","90","33230","31810"
"In post","2021","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Heterosexual / straight","250","230","31910","31810"
"In post","2021","Counter Fraud","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Undeclared","60","50","29610","26780"
"In post","2021","Counter Fraud","Wales","Unknown","70","70","30530","28930"
"In post","2021","Counter Fraud","West Midlands (England)","Heterosexual / straight","440","410","32510","31810"
"In post","2021","Counter Fraud","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Undeclared","70","60","33430","28130"
"In post","2021","Counter Fraud","West Midlands (England)","Unknown","210","190","31160","31000"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Heterosexual / straight","570","520","32910","31810"
"In post","2021","Counter Fraud","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Undeclared","80","80","35080","32100"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Unknown","190","180","29910","25560"
"In post","2021","Debt","East Midlands (England)","Heterosexual / straight","100","90","22570","20140"
"In post","2021","Debt","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East Midlands (England)","Unknown","130","120","20840","20140"
"In post","2021","Debt","East of England","Heterosexual / straight","80","70","24770","24390"
"In post","2021","Debt","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East of England","Undeclared","30","30","[c]","[c]"
"In post","2021","Debt","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","London","Heterosexual / straight","240","220","28280","25630"
"In post","2021","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","London","Undeclared","60","50","28260","25630"
"In post","2021","Debt","London","Unknown","250","230","28360","25630"
"In post","2021","Debt","North East (England)","Heterosexual / straight","220","200","22570","20140"
"In post","2021","Debt","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North East (England)","Unknown","330","310","20960","20140"
"In post","2021","Debt","North West (England)","Heterosexual / straight","190","180","24280","21440"
"In post","2021","Debt","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North West (England)","Unknown","110","100","22140","20140"
"In post","2021","Debt","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Scotland","Heterosexual / straight","690","610","22460","20140"
"In post","2021","Debt","Scotland","LGBO","60","60","21830","20140"
"In post","2021","Debt","Scotland","Undeclared","80","70","22130","21400"
"In post","2021","Debt","Scotland","Unknown","610","570","21180","20140"
"In post","2021","Debt","South East (England)","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","Debt","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South East (England)","Unknown","50","40","27030","28130"
"In post","2021","Debt","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Wales","Heterosexual / straight","170","160","23930","20140"
"In post","2021","Debt","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Wales","Unknown","130","120","22050","20140"
"In post","2021","Debt","West Midlands (England)","Heterosexual / straight","200","180","23820","21440"
"In post","2021","Debt","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","West Midlands (England)","Unknown","200","180","21250","20140"
"In post","2021","Debt","Yorkshire and The Humber","Heterosexual / straight","190","170","25090","21440"
"In post","2021","Debt","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Yorkshire and The Humber","Undeclared","30","30","[c]","[c]"
"In post","2021","Debt","Yorkshire and The Humber","Unknown","190","170","21620","20140"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Heterosexual / straight","190","190","37510","33350"
"In post","2021","Digital, Data & Technology","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Undeclared","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Unknown","70","70","37110","32750"
"In post","2021","Digital, Data & Technology","East of England","Heterosexual / straight","320","310","36650","33300"
"In post","2021","Digital, Data & Technology","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Undeclared","60","50","35880","35000"
"In post","2021","Digital, Data & Technology","East of England","Unknown","160","150","35780","32730"
"In post","2021","Digital, Data & Technology","London","Heterosexual / straight","2100","2060","49490","50000"
"In post","2021","Digital, Data & Technology","London","LGBO","210","210","49200","52410"
"In post","2021","Digital, Data & Technology","London","Undeclared","280","270","49580","51710"
"In post","2021","Digital, Data & Technology","London","Unknown","810","790","48250","43800"
"In post","2021","Digital, Data & Technology","North East (England)","Heterosexual / straight","490","470","39540","37840"
"In post","2021","Digital, Data & Technology","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North East (England)","Undeclared","60","60","38160","37100"
"In post","2021","Digital, Data & Technology","North East (England)","Unknown","200","190","37170","31810"
"In post","2021","Digital, Data & Technology","North West (England)","Heterosexual / straight","580","560","39190","36520"
"In post","2021","Digital, Data & Technology","North West (England)","LGBO","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Undeclared","70","60","37940","31840"
"In post","2021","Digital, Data & Technology","North West (England)","Unknown","190","190","37540","36500"
"In post","2021","Digital, Data & Technology","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Heterosexual / straight","360","350","39130","35240"
"In post","2021","Digital, Data & Technology","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Undeclared","90","90","34990","29350"
"In post","2021","Digital, Data & Technology","Scotland","Unknown","210","210","38820","36780"
"In post","2021","Digital, Data & Technology","South East (England)","Heterosexual / straight","590","570","38480","35900"
"In post","2021","Digital, Data & Technology","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Undeclared","90","80","37620","33300"
"In post","2021","Digital, Data & Technology","South East (England)","Unknown","210","200","38270","36040"
"In post","2021","Digital, Data & Technology","South West (England)","Heterosexual / straight","970","930","39210","38450"
"In post","2021","Digital, Data & Technology","South West (England)","LGBO","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Undeclared","170","160","39970","38450"
"In post","2021","Digital, Data & Technology","South West (England)","Unknown","1160","1110","39060","39650"
"In post","2021","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Heterosexual / straight","1120","1090","40830","38230"
"In post","2021","Digital, Data & Technology","Wales","LGBO","70","70","35690","32710"
"In post","2021","Digital, Data & Technology","Wales","Undeclared","240","230","39580","39050"
"In post","2021","Digital, Data & Technology","Wales","Unknown","450","440","37800","36030"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Heterosexual / straight","610","590","40370","37310"
"In post","2021","Digital, Data & Technology","West Midlands (England)","LGBO","40","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Undeclared","70","70","41990","36870"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Unknown","260","250","41000","38400"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Heterosexual / straight","550","530","39360","35900"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Undeclared","70","70","37110","32200"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Unknown","200","200","39420","36820"
"In post","2021","Finance","East Midlands (England)","Heterosexual / straight","180","170","35710","31810"
"In post","2021","Finance","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East of England","Heterosexual / straight","310","290","37580","35270"
"In post","2021","Finance","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East of England","Undeclared","50","40","[c]","[c]"
"In post","2021","Finance","East of England","Unknown","110","100","27780","23780"
"In post","2021","Finance","London","Heterosexual / straight","1770","1730","49410","44880"
"In post","2021","Finance","London","LGBO","80","80","51040","53360"
"In post","2021","Finance","London","Undeclared","230","220","48770","45200"
"In post","2021","Finance","London","Unknown","470","460","45880","40650"
"In post","2021","Finance","North East (England)","Heterosexual / straight","280","270","38180","36960"
"In post","2021","Finance","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North East (England)","Undeclared","30","30","[c]","[c]"
"In post","2021","Finance","North East (England)","Unknown","110","100","33570","31810"
"In post","2021","Finance","North West (England)","Heterosexual / straight","490","470","38950","36500"
"In post","2021","Finance","North West (England)","LGBO","30","30","[c]","[c]"
"In post","2021","Finance","North West (England)","Undeclared","40","40","[c]","[c]"
"In post","2021","Finance","North West (England)","Unknown","110","110","32720","29750"
"In post","2021","Finance","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scotland","Heterosexual / straight","540","470","29080","25560"
"In post","2021","Finance","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scotland","Undeclared","90","70","28260","21440"
"In post","2021","Finance","Scotland","Unknown","300","270","28550","21590"
"In post","2021","Finance","South East (England)","Heterosexual / straight","750","720","36750","33300"
"In post","2021","Finance","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South East (England)","Undeclared","110","100","38000","33460"
"In post","2021","Finance","South East (England)","Unknown","120","110","31750","26930"
"In post","2021","Finance","South West (England)","Heterosexual / straight","940","900","39440","34920"
