"Status","Year","Disability","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","West Midlands","50","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Inner London - West","60","50","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","60","50","35220","34050"
"Leaver CS","2021","Declared disabled","SEO/HEO","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Inner London - West","80","70","37270","37250"
"Leaver CS","2021","Declared disabled","SEO/HEO","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Bedfordshire and Hertfordshire","110","100","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","170","160","22620","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","Cheshire","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Derbyshire and Nottinghamshire","180","160","20530","20500"
"Leaver CS","2021","Declared non-disabled","AA/AO","Devon","170","150","20610","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","Dorset and Somerset","90","90","20280","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","East Anglia","290","260","20880","21000"
"Leaver CS","2021","Declared non-disabled","AA/AO","East Wales","300","250","20870","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","East Yorkshire and Northern Lincolnshire","150","120","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Eastern Scotland","230","200","21770","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","Essex","80","70","23300","23590"
"Leaver CS","2021","Declared non-disabled","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","220","210","20370","20060"
"Leaver CS","2021","Declared non-disabled","AA/AO","Greater Manchester","250","220","20450","20740"
"Leaver CS","2021","Declared non-disabled","AA/AO","Hampshire and Isle of Wight","190","160","21400","20770"
"Leaver CS","2021","Declared non-disabled","AA/AO","Herefordshire, Worcestershire and Warwickshire","90","80","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Highlands and Islands","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Inner London - East","130","130","23190","23250"
"Leaver CS","2021","Declared non-disabled","AA/AO","Inner London - West","310","280","23540","23500"
"Leaver CS","2021","Declared non-disabled","AA/AO","Kent","200","180","21380","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","Lancashire","270","230","20650","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","Leicestershire, Rutland and Northamptonshire","200","170","20220","20100"
"Leaver CS","2021","Declared non-disabled","AA/AO","Lincolnshire","80","70","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Merseyside","230","180","20620","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","North Yorkshire","50","50","20430","20170"
"Leaver CS","2021","Declared non-disabled","AA/AO","Northern Ireland","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Northumberland and Tyne and Wear","340","270","20500","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","Outer London - East and North East","60","60","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Outer London - South","80","70","23780","25110"
"Leaver CS","2021","Declared non-disabled","AA/AO","Outer London - West and North West","110","100","22740","23450"
"Leaver CS","2021","Declared non-disabled","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Shropshire and Staffordshire","140","120","20710","20920"
"Leaver CS","2021","Declared non-disabled","AA/AO","South Yorkshire","180","160","20730","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","Southern Scotland","80","60","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Surrey, East and West Sussex","140","130","21740","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","Tees Valley and Durham","220","180","20450","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","West Central Scotland","170","140","22160","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","West Midlands","270","220","20420","20500"
"Leaver CS","2021","Declared non-disabled","AA/AO","West Wales and The Valleys","260","220","20520","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","West Yorkshire","220","190","20320","20500"
"Leaver CS","2021","Declared non-disabled","EO","Bedfordshire and Hertfordshire","70","60","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Berkshire, Buckinghamshire and Oxfordshire","70","70","29280","29290"
"Leaver CS","2021","Declared non-disabled","EO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Derbyshire and Nottinghamshire","80","60","26050","26780"
"Leaver CS","2021","Declared non-disabled","EO","Devon","80","70","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Dorset and Somerset","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","East Anglia","120","110","26640","26930"
"Leaver CS","2021","Declared non-disabled","EO","East Wales","150","130","26960","27570"
"Leaver CS","2021","Declared non-disabled","EO","East Yorkshire and Northern Lincolnshire","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Eastern Scotland","100","90","27530","27570"
"Leaver CS","2021","Declared non-disabled","EO","Essex","50","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Gloucestershire, Wiltshire and Bath/Bristol area","170","150","24950","25970"
"Leaver CS","2021","Declared non-disabled","EO","Greater Manchester","140","130","26600","27470"
"Leaver CS","2021","Declared non-disabled","EO","Hampshire and Isle of Wight","110","100","26970","26890"
"Leaver CS","2021","Declared non-disabled","EO","Herefordshire, Worcestershire and Warwickshire","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Inner London - East","110","100","28840","28500"
"Leaver CS","2021","Declared non-disabled","EO","Inner London - West","240","210","28230","27850"
"Leaver CS","2021","Declared non-disabled","EO","Kent","80","60","28780","29050"
"Leaver CS","2021","Declared non-disabled","EO","Lancashire","100","80","27030","27570"
"Leaver CS","2021","Declared non-disabled","EO","Leicestershire, Rutland and Northamptonshire","80","70","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Lincolnshire","80","70","28940","29930"
"Leaver CS","2021","Declared non-disabled","EO","Merseyside","150","120","25980","26120"
"Leaver CS","2021","Declared non-disabled","EO","North Eastern Scotland","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Northumberland and Tyne and Wear","140","110","26860","27570"
"Leaver CS","2021","Declared non-disabled","EO","Outer London - East and North East","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Outer London - South","90","80","29570","29370"
"Leaver CS","2021","Declared non-disabled","EO","Outer London - West and North West","110","90","28710","29080"
"Leaver CS","2021","Declared non-disabled","EO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Shropshire and Staffordshire","80","70","27240","27350"
"Leaver CS","2021","Declared non-disabled","EO","South Yorkshire","110","90","26460","26890"
"Leaver CS","2021","Declared non-disabled","EO","Southern Scotland","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Surrey, East and West Sussex","80","70","27590","27570"
"Leaver CS","2021","Declared non-disabled","EO","Tees Valley and Durham","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","West Central Scotland","90","70","26730","26890"
"Leaver CS","2021","Declared non-disabled","EO","West Midlands","140","120","26350","26310"
"Leaver CS","2021","Declared non-disabled","EO","West Wales and The Valleys","110","90","28560","27570"
"Leaver CS","2021","Declared non-disabled","EO","West Yorkshire","140","110","26690","26890"
"Leaver CS","2021","Declared non-disabled","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Devon","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","East Anglia","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","East Wales","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Eastern Scotland","50","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","110","100","57190","55000"
"Leaver CS","2021","Declared non-disabled","G6/G7","Greater Manchester","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Hampshire and Isle of Wight","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Inner London - East","130","120","60410","59260"
"Leaver CS","2021","Declared non-disabled","G6/G7","Inner London - West","460","410","61360","59000"
"Leaver CS","2021","Declared non-disabled","G6/G7","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Merseyside","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Northumberland and Tyne and Wear","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Outer London - South","40","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
