"Status","Year","Region_ITL2","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","West Central Scotland","Declared disabled","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared disabled","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","Department for Work and Pensions (excl. agencies)","130","100","24920","21010"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","HM Revenue and Customs (excl. agencies)","60","40","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","Ministry of Defence (excl. agencies)","50","50","34590","35480"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Undeclared","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Undeclared","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Undeclared","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Undeclared","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Undeclared","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Undeclared","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Unknown","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Unknown","Scottish Courts and Tribunals Service","30","30","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Unknown","Scottish Prison Service","60","60","30370","33650"
"Leaver CS","2021","West Central Scotland","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Department for Work and Pensions (excl. agencies)","30","20","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","HM Revenue and Customs (excl. agencies)","60","50","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Department for Work and Pensions (excl. agencies)","140","110","25360","21010"
"Leaver CS","2021","West Midlands","Declared non-disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","HM Courts and Tribunals Service","60","50","22840","20650"
"Leaver CS","2021","West Midlands","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","HM Prison and Probation Service","30","30","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","HM Revenue and Customs (excl. agencies)","200","170","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Undeclared","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Undeclared","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Undeclared","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Undeclared","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Undeclared","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","HM Revenue and Customs (excl. agencies)","110","90","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared disabled","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared disabled","Driver and Vehicle Licensing Agency","50","30","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared disabled","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared disabled","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared disabled","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared disabled","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared disabled","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared non-disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared non-disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared non-disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared non-disabled","Department for Work and Pensions (excl. agencies)","100","90","24530","21010"
"Leaver CS","2021","West Wales and The Valleys","Declared non-disabled","Driver and Vehicle Licensing Agency","160","130","24470","21590"
"Leaver CS","2021","West Wales and The Valleys","Declared non-disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared non-disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared non-disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared non-disabled","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared non-disabled","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared non-disabled","HM Revenue and Customs (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared non-disabled","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared non-disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared non-disabled","Ministry of Defence (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared non-disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared non-disabled","Welsh Government (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Declared non-disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Undeclared","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Undeclared","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Undeclared","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Undeclared","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Unknown","Driver and Vehicle Licensing Agency","50","40","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Declared disabled","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Declared disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Declared disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Declared disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Declared disabled","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Declared disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Declared disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Declared disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Declared disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Declared disabled","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
