"Status","Year","Sex","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Male","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","No function","190","180","37920","32000"
"Leaver Dept.","2022","Male","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Central Scotland","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Central Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Central Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Central Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Central Scotland","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Central Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Central Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Central Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Central Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Central Scotland","No function","110","110","28840","27570"
"Leaver Dept.","2022","Male","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Central Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Central Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Central Scotland","Unknown","90","90","27650","25050"
"Leaver Dept.","2022","Male","West Midlands","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Midlands","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Midlands","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Midlands","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Midlands","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Midlands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Midlands","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Midlands","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Midlands","No function","280","280","33820","27570"
"Leaver Dept.","2022","Male","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Midlands","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Midlands","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Midlands","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","Male","West Wales and The Valleys","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Wales and The Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Wales and The Valleys","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Wales and The Valleys","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Wales and The Valleys","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Wales and The Valleys","No function","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","West Wales and The Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Wales and The Valleys","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Yorkshire","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Yorkshire","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Yorkshire","Finance","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Yorkshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Yorkshire","No function","250","190","37200","28970"
"Leaver Dept.","2022","Male","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Yorkshire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","West Yorkshire","Unknown","90","80","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Inner London - West","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Bedfordshire and Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Bedfordshire and Hertfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Bedfordshire and Hertfordshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Bedfordshire and Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Bedfordshire and Hertfordshire","No function","170","160","23780","22710"
"New entrant CS","2021","Female","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Bedfordshire and Hertfordshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Bedfordshire and Hertfordshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Bedfordshire and Hertfordshire","Unknown","280","270","27660","27570"
"New entrant CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","No function","230","220","26030","24020"
"New entrant CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Unknown","340","330","28400","27570"
"New entrant CS","2021","Female","Cheshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cheshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cheshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cheshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cheshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cheshire","No function","170","170","27290","24240"
"New entrant CS","2021","Female","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cheshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cheshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cheshire","Unknown","160","150","25480","27570"
"New entrant CS","2021","Female","Cornwall and Isles of Scilly","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cornwall and Isles of Scilly","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cornwall and Isles of Scilly","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cornwall and Isles of Scilly","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cornwall and Isles of Scilly","Unknown","90","80","27280","27570"
"New entrant CS","2021","Female","Cumbria","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cumbria","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cumbria","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cumbria","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cumbria","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cumbria","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cumbria","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cumbria","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Derbyshire and Nottinghamshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Derbyshire and Nottinghamshire","Communications","60","60","26190","25560"
"New entrant CS","2021","Female","Derbyshire and Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Derbyshire and Nottinghamshire","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Derbyshire and Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Derbyshire and Nottinghamshire","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Derbyshire and Nottinghamshire","Legal","30","30","[c]","[c]"
"New entrant CS","2021","Female","Derbyshire and Nottinghamshire","No function","340","320","25240","22850"
"New entrant CS","2021","Female","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Derbyshire and Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Derbyshire and Nottinghamshire","Unknown","240","230","26150","27570"
"New entrant CS","2021","Female","Devon","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Devon","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Devon","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Devon","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Devon","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","Female","Devon","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Devon","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Devon","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Devon","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Devon","No function","170","160","23940","22350"
"New entrant CS","2021","Female","Devon","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Devon","Property","30","30","[c]","[c]"
"New entrant CS","2021","Female","Devon","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Devon","Unknown","240","220","24940","21010"
"New entrant CS","2021","Female","Dorset and Somerset","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Dorset and Somerset","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Dorset and Somerset","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Dorset and Somerset","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Dorset and Somerset","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Dorset and Somerset","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Dorset and Somerset","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Dorset and Somerset","No function","90","80","22830","22350"
"New entrant CS","2021","Female","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Dorset and Somerset","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Dorset and Somerset","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Dorset and Somerset","Unknown","140","130","25870","27570"
"New entrant CS","2021","Female","East Anglia","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Anglia","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Anglia","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Anglia","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Anglia","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Anglia","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Anglia","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Anglia","No function","360","340","24900","22350"
"New entrant CS","2021","Female","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Anglia","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Anglia","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Anglia","Unknown","300","290","26420","27570"
"New entrant CS","2021","Female","East Wales","Analysis","110","100","29710","29540"
"New entrant CS","2021","Female","East Wales","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Wales","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","Female","East Wales","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Wales","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Wales","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Wales","No function","510","490","23400","21050"
"New entrant CS","2021","Female","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Wales","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Wales","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Wales","Unknown","250","240","27000","27570"
"New entrant CS","2021","Female","East Yorkshire and Northern Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Yorkshire and Northern Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Yorkshire and Northern Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
