"Status","Year","Region_ITL1","Region_ITL2","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","16-19","40","40","[c]","[c]"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","20-29","1860","1820","25940","25560"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","30-39","2470","2310","29940","27570"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","40-49","2920","2710","32760","28430"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","50-59","3880","3610","33020","27570"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","60-64","890","710","30120","27570"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","65+","240","170","30070","26780"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","20-29","870","850","23930","22920"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","30-39","1320","1220","27110","26220"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","40-49","1480","1350","28930","27380"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","50-59","1890","1740","28510","27380"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","60-64","540","450","26320","24380"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","65+","130","90","26140","21710"
"In post","2021","East Midlands (England)","Lincolnshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","20-29","280","280","25570","26300"
"In post","2021","East Midlands (England)","Lincolnshire","30-39","450","430","27710","26670"
"In post","2021","East Midlands (England)","Lincolnshire","40-49","580","550","28950","27380"
"In post","2021","East Midlands (England)","Lincolnshire","50-59","1080","1030","28930","27570"
"In post","2021","East Midlands (England)","Lincolnshire","60-64","340","300","27520","25610"
"In post","2021","East Midlands (England)","Lincolnshire","65+","100","80","25830","22080"
"In post","2021","East of England","Bedfordshire and Hertfordshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedfordshire and Hertfordshire","20-29","700","690","28360","27850"
"In post","2021","East of England","Bedfordshire and Hertfordshire","30-39","900","860","32570","30160"
"In post","2021","East of England","Bedfordshire and Hertfordshire","40-49","1020","950","34510","30210"
"In post","2021","East of England","Bedfordshire and Hertfordshire","50-59","1370","1280","33680","29920"
"In post","2021","East of England","Bedfordshire and Hertfordshire","60-64","410","360","31150","29050"
"In post","2021","East of England","Bedfordshire and Hertfordshire","65+","130","100","30340","29050"
"In post","2021","East of England","East Anglia","16-19","[c]","[c]","[c]","[c]"
"In post","2021","East of England","East Anglia","20-29","1500","1470","25670","25480"
"In post","2021","East of England","East Anglia","30-39","2300","2150","29620","27570"
"In post","2021","East of England","East Anglia","40-49","2950","2740","31490","27570"
"In post","2021","East of England","East Anglia","50-59","4120","3910","31500","27570"
"In post","2021","East of England","East Anglia","60-64","1170","1010","29320","27080"
"In post","2021","East of England","East Anglia","65+","380","290","28620","26120"
"In post","2021","East of England","Essex","16-19","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex","20-29","670","660","26630","25560"
"In post","2021","East of England","Essex","30-39","860","800","29750","29290"
"In post","2021","East of England","Essex","40-49","1320","1220","31370","29290"
"In post","2021","East of England","Essex","50-59","2020","1870","32660","29290"
"In post","2021","East of England","Essex","60-64","530","440","30440","29050"
"In post","2021","East of England","Essex","65+","180","130","27810","26780"
"In post","2021","East of England","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Inner London - East","16-19","[c]","[c]","[c]","[c]"
"In post","2021","London","Inner London - East","20-29","3040","3010","33420","31060"
"In post","2021","London","Inner London - East","30-39","4030","3880","43060","38650"
"In post","2021","London","Inner London - East","40-49","4000","3770","45980","40450"
"In post","2021","London","Inner London - East","50-59","4530","4350","43770","36340"
"In post","2021","London","Inner London - East","60-64","1100","970","42050","35310"
"In post","2021","London","Inner London - East","65+","470","380","39900","31880"
"In post","2021","London","Inner London - West","16-19","100","100","25670","25170"
"In post","2021","London","Inner London - West","20-29","16490","16420","37380","34260"
"In post","2021","London","Inner London - West","30-39","15850","15450","49440","51970"
"In post","2021","London","Inner London - West","40-49","12950","12370","53850","53760"
"In post","2021","London","Inner London - West","50-59","12280","11980","50310","44030"
"In post","2021","London","Inner London - West","60-64","2600","2400","46230","39800"
"In post","2021","London","Inner London - West","65+","860","750","42830","35870"
"In post","2021","London","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Outer London - East and North East","16-19","[c]","[c]","[c]","[c]"
"In post","2021","London","Outer London - East and North East","20-29","680","670","29280","31060"
"In post","2021","London","Outer London - East and North East","30-39","720","690","31110","31060"
"In post","2021","London","Outer London - East and North East","40-49","760","710","30960","31060"
"In post","2021","London","Outer London - East and North East","50-59","1180","1110","31320","31060"
"In post","2021","London","Outer London - East and North East","60-64","300","240","30280","30780"
"In post","2021","London","Outer London - East and North East","65+","130","100","28540","25110"
"In post","2021","London","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Outer London - South","16-19","[c]","[c]","[c]","[c]"
"In post","2021","London","Outer London - South","20-29","1400","1390","32130","29570"
"In post","2021","London","Outer London - South","30-39","1950","1860","37970","35070"
"In post","2021","London","Outer London - South","40-49","2540","2410","40180","35310"
"In post","2021","London","Outer London - South","50-59","3600","3450","38680","35050"
"In post","2021","London","Outer London - South","60-64","860","760","35630","31060"
"In post","2021","London","Outer London - South","65+","380","310","31060","28840"
"In post","2021","London","Outer London - West and North West","16-19","[c]","[c]","[c]","[c]"
"In post","2021","London","Outer London - West and North West","20-29","1390","1370","29670","29250"
"In post","2021","London","Outer London - West and North West","30-39","1760","1690","32760","31060"
"In post","2021","London","Outer London - West and North West","40-49","2050","1920","34970","31060"
"In post","2021","London","Outer London - West and North West","50-59","2640","2460","34520","31060"
"In post","2021","London","Outer London - West and North West","60-64","840","690","33200","30680"
"In post","2021","London","Outer London - West and North West","65+","370","280","31500","28870"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","16-19","80","80","20990","20140"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","20-29","2690","2630","25300","25270"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","30-39","4420","4110","28530","25560"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","40-49","5340","4880","30050","27370"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","50-59","6280","5540","29110","25560"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","60-64","2080","1550","25980","21440"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","65+","480","330","24200","21440"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Tees Valley and Durham","16-19","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Tees Valley and Durham","20-29","1240","1210","24150","22850"
"In post","2021","North East (England)","Tees Valley and Durham","30-39","1790","1660","27150","25560"
"In post","2021","North East (England)","Tees Valley and Durham","40-49","2140","1970","29070","27190"
"In post","2021","North East (England)","Tees Valley and Durham","50-59","3060","2780","29520","27570"
"In post","2021","North East (England)","Tees Valley and Durham","60-64","780","580","26790","25310"
"In post","2021","North East (England)","Tees Valley and Durham","65+","210","150","25570","21980"
"In post","2021","North East (England)","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cheshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cheshire","20-29","630","630","26980","27570"
"In post","2021","North West (England)","Cheshire","30-39","840","810","31230","30040"
"In post","2021","North West (England)","Cheshire","40-49","880","840","33480","31650"
"In post","2021","North West (England)","Cheshire","50-59","1190","1120","32630","28860"
"In post","2021","North West (England)","Cheshire","60-64","280","230","29460","27570"
"In post","2021","North West (England)","Cheshire","65+","70","50","28400","27570"
"In post","2021","North West (England)","Cumbria","16-19","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cumbria","20-29","220","220","23770","21050"
"In post","2021","North West (England)","Cumbria","30-39","360","320","27470","25100"
"In post","2021","North West (England)","Cumbria","40-49","640","570","28570","25790"
"In post","2021","North West (England)","Cumbria","50-59","690","640","29260","26270"
"In post","2021","North West (England)","Cumbria","60-64","180","150","27170","23410"
"In post","2021","North West (England)","Cumbria","65+","50","40","28750","26670"
"In post","2021","North West (England)","Greater Manchester","16-19","50","40","[c]","[c]"
"In post","2021","North West (England)","Greater Manchester","20-29","3280","3230","26820","25560"
"In post","2021","North West (England)","Greater Manchester","30-39","4390","4210","31050","27570"
"In post","2021","North West (England)","Greater Manchester","40-49","4560","4300","32990","27570"
"In post","2021","North West (England)","Greater Manchester","50-59","5740","5390","32120","27570"
"In post","2021","North West (England)","Greater Manchester","60-64","1340","1060","29720","27570"
"In post","2021","North West (England)","Greater Manchester","65+","370","270","28580","26670"
"In post","2021","North West (England)","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Lancashire","16-19","40","40","[c]","[c]"
"In post","2021","North West (England)","Lancashire","20-29","1560","1520","24090","22850"
"In post","2021","North West (England)","Lancashire","30-39","2300","2130","26740","26670"
"In post","2021","North West (England)","Lancashire","40-49","3820","3490","29200","27570"
"In post","2021","North West (England)","Lancashire","50-59","4900","4490","29840","27570"
"In post","2021","North West (England)","Lancashire","60-64","1160","900","27820","26580"
"In post","2021","North West (England)","Lancashire","65+","350","250","26430","22350"
"In post","2021","North West (England)","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Merseyside","16-19","50","50","20650","20140"
"In post","2021","North West (England)","Merseyside","20-29","2660","2580","24690","24880"
"In post","2021","North West (England)","Merseyside","30-39","4180","3910","28280","25560"
"In post","2021","North West (England)","Merseyside","40-49","4670","4320","30190","27370"
"In post","2021","North West (England)","Merseyside","50-59","5700","5210","30290","27130"
"In post","2021","North West (England)","Merseyside","60-64","1710","1330","27340","25260"
"In post","2021","North West (England)","Merseyside","65+","510","370","26110","21440"
"In post","2021","North West (England)","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland","20-29","420","410","23340","20310"
"In post","2021","Northern Ireland","Northern Ireland","30-39","830","790","28130","25560"
"In post","2021","Northern Ireland","Northern Ireland","40-49","990","940","28070","25560"
"In post","2021","Northern Ireland","Northern Ireland","50-59","1210","1150","29740","26660"
"In post","2021","Northern Ireland","Northern Ireland","60-64","260","220","26880","22330"
"In post","2021","Northern Ireland","Northern Ireland","65+","90","70","26780","21430"
"In post","2021","Northern Ireland","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Overseas","20-29","310","310","37350","34220"
"In post","2021","Overseas","Overseas","30-39","1060","1060","47130","50940"
"In post","2021","Overseas","Overseas","40-49","1180","1170","52150","54030"
"In post","2021","Overseas","Overseas","50-59","990","980","53290","52400"
"In post","2021","Overseas","Overseas","60-64","190","190","56220","54540"
"In post","2021","Overseas","Overseas","65+","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Eastern Scotland","16-19","90","90","21110","20930"
"In post","2021","Scotland","Eastern Scotland","20-29","2960","2910","26860","25870"
"In post","2021","Scotland","Eastern Scotland","30-39","4480","4280","34000","30930"
"In post","2021","Scotland","Eastern Scotland","40-49","4710","4430","37440","31990"
"In post","2021","Scotland","Eastern Scotland","50-59","5660","5370","36520","31870"
"In post","2021","Scotland","Eastern Scotland","60-64","1510","1230","33140","27570"
"In post","2021","Scotland","Eastern Scotland","65+","420","330","32410","27570"
"In post","2021","Scotland","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Highlands and Islands","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Highlands and Islands","20-29","190","190","24720","23130"
"In post","2021","Scotland","Highlands and Islands","30-39","330","310","28720","27570"
"In post","2021","Scotland","Highlands and Islands","40-49","450","430","30220","27570"
"In post","2021","Scotland","Highlands and Islands","50-59","710","670","29630","27570"
"In post","2021","Scotland","Highlands and Islands","60-64","220","190","27650","27570"
"In post","2021","Scotland","Highlands and Islands","65+","50","40","26650","26530"
"In post","2021","Scotland","North Eastern Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","North Eastern Scotland","20-29","230","220","27170","26570"
"In post","2021","Scotland","North Eastern Scotland","30-39","420","400","33380","30650"
"In post","2021","Scotland","North Eastern Scotland","40-49","440","430","40490","33650"
"In post","2021","Scotland","North Eastern Scotland","50-59","580","550","38660","32700"
"In post","2021","Scotland","North Eastern Scotland","60-64","150","120","35710","27570"
"In post","2021","Scotland","North Eastern Scotland","65+","40","30","[c]","[c]"
"In post","2021","Scotland","Southern Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Southern Scotland","20-29","710","690","25620","24110"
"In post","2021","Scotland","Southern Scotland","30-39","1260","1180","30050","27150"
"In post","2021","Scotland","Southern Scotland","40-49","1300","1200","31520","27570"
"In post","2021","Scotland","Southern Scotland","50-59","1920","1730","30170","27570"
"In post","2021","Scotland","Southern Scotland","60-64","650","490","27290","26120"
"In post","2021","Scotland","Southern Scotland","65+","160","110","25450","24110"
"In post","2021","Scotland","West Central Scotland","16-19","50","50","20610","20140"
"In post","2021","Scotland","West Central Scotland","20-29","2430","2370","25660","24610"
"In post","2021","Scotland","West Central Scotland","30-39","3840","3660","30750","27570"
"In post","2021","Scotland","West Central Scotland","40-49","3840","3620","32950","27570"
"In post","2021","Scotland","West Central Scotland","50-59","5840","5400","31780","27570"
"In post","2021","Scotland","West Central Scotland","60-64","1510","1170","29290","26120"
"In post","2021","Scotland","West Central Scotland","65+","400","290","27310","22230"
"In post","2021","Scotland","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","16-19","40","40","[c]","[c]"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","20-29","1480","1470","27560","27570"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","30-39","1840","1770","32500","30450"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","40-49","2080","1980","34940","31810"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","50-59","2940","2820","34710","31880"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","60-64","860","760","32750","29290"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","65+","350","290","31870","27570"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Hampshire and Isle of Wight","16-19","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Hampshire and Isle of Wight","20-29","1930","1890","27460","26970"
"In post","2021","South East (England)","Hampshire and Isle of Wight","30-39","2650","2500","32970","30790"
"In post","2021","South East (England)","Hampshire and Isle of Wight","40-49","3220","3000","34840","31810"
"In post","2021","South East (England)","Hampshire and Isle of Wight","50-59","5150","4780","32830","28130"
"In post","2021","South East (England)","Hampshire and Isle of Wight","60-64","1680","1430","30420","27570"
"In post","2021","South East (England)","Hampshire and Isle of Wight","65+","700","540","28450","23050"
"In post","2021","South East (England)","Kent","16-19","40","40","[c]","[c]"
"In post","2021","South East (England)","Kent","20-29","1210","1200","26790","26420"
"In post","2021","South East (England)","Kent","30-39","1650","1560","29020","29290"
"In post","2021","South East (England)","Kent","40-49","2010","1900","30430","29290"
"In post","2021","South East (England)","Kent","50-59","2720","2540","31060","29290"
"In post","2021","South East (England)","Kent","60-64","690","570","28980","27370"
"In post","2021","South East (England)","Kent","65+","200","150","28390","26850"
"In post","2021","South East (England)","Surrey, East and West Sussex","16-19","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Surrey, East and West Sussex","20-29","1110","1090","26960","27570"
"In post","2021","South East (England)","Surrey, East and West Sussex","30-39","1400","1300","30020","27960"
"In post","2021","South East (England)","Surrey, East and West Sussex","40-49","1890","1740","32390","28350"
"In post","2021","South East (England)","Surrey, East and West Sussex","50-59","2720","2510","31650","28130"
"In post","2021","South East (England)","Surrey, East and West Sussex","60-64","860","710","29280","27570"
"In post","2021","South East (England)","Surrey, East and West Sussex","65+","310","230","28530","26580"
"In post","2021","South East (England)","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Cornwall and Isles of Scilly","16-19","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Cornwall and Isles of Scilly","20-29","120","120","23510","21010"
"In post","2021","South West (England)","Cornwall and Isles of Scilly","30-39","240","220","25820","25100"
"In post","2021","South West (England)","Cornwall and Isles of Scilly","40-49","370","340","27920","27570"
"In post","2021","South West (England)","Cornwall and Isles of Scilly","50-59","650","600","26910","26670"
"In post","2021","South West (England)","Cornwall and Isles of Scilly","60-64","210","180","26290","26430"
"In post","2021","South West (England)","Cornwall and Isles of Scilly","65+","60","40","25240","22080"
"In post","2021","South West (England)","Devon","16-19","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Devon","20-29","1040","1020","25870","24890"
"In post","2021","South West (England)","Devon","30-39","1800","1680","31030","27570"
"In post","2021","South West (England)","Devon","40-49","2220","2050","33680","30450"
"In post","2021","South West (England)","Devon","50-59","2870","2670","32620","27570"
"In post","2021","South West (England)","Devon","60-64","820","680","28740","26460"
"In post","2021","South West (England)","Devon","65+","240","170","28280","25780"
"In post","2021","South West (England)","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Dorset and Somerset","16-19","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Dorset and Somerset","20-29","550","540","25300","24920"
"In post","2021","South West (England)","Dorset and Somerset","30-39","860","810","29070","27570"
"In post","2021","South West (England)","Dorset and Somerset","40-49","1140","1070","31230","27570"
"In post","2021","South West (England)","Dorset and Somerset","50-59","1870","1750","30780","27570"
"In post","2021","South West (England)","Dorset and Somerset","60-64","580","490","28500","27570"
"In post","2021","South West (England)","Dorset and Somerset","65+","210","170","28000","27280"
"In post","2021","South West (England)","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","150","150","18720","17780"
"In post","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","5340","5270","27730","27540"
"In post","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","6600","6270","35650","33300"
"In post","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","6630","6280","39870","37390"
"In post","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","7860","7560","40140","37180"
"In post","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","2040","1760","37800","33840"
"In post","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","65+","680","540","37170","33000"
"In post","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","16-19","40","40","[c]","[c]"
"In post","2021","Unknown","Unknown","20-29","890","890","29890","29250"
"In post","2021","Unknown","Unknown","30-39","780","770","36640","32700"
"In post","2021","Unknown","Unknown","40-49","730","710","37770","33130"
"In post","2021","Unknown","Unknown","50-59","980","960","39020","33570"
"In post","2021","Unknown","Unknown","60-64","260","240","37350","33570"
"In post","2021","Unknown","Unknown","65+","50","40","32230","30630"
"In post","2021","Wales","East Wales","16-19","70","70","20160","20140"
"In post","2021","Wales","East Wales","20-29","3470","3420","26450","25300"
"In post","2021","Wales","East Wales","30-39","4980","4720","31940","28850"
"In post","2021","Wales","East Wales","40-49","4700","4410","36210","31710"
"In post","2021","Wales","East Wales","50-59","5280","4960","34250","28850"
"In post","2021","Wales","East Wales","60-64","1430","1150","31750","27570"
"In post","2021","Wales","East Wales","65+","460","330","31770","27160"
"In post","2021","Wales","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","West Wales and The Valleys","16-19","60","50","20480","21010"
"In post","2021","Wales","West Wales and The Valleys","20-29","1780","1710","23780","21590"
"In post","2021","Wales","West Wales and The Valleys","30-39","3680","3370","27080","25390"
"In post","2021","Wales","West Wales and The Valleys","40-49","3960","3670","30460","27130"
"In post","2021","Wales","West Wales and The Valleys","50-59","4430","4050","30660","27370"
"In post","2021","Wales","West Wales and The Valleys","60-64","1410","1060","28420","23830"
"In post","2021","Wales","West Wales and The Valleys","65+","390","280","27140","22350"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","20-29","540","530","23670","22920"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","30-39","720","680","27060","25790"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","40-49","910","850","30100","27570"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","50-59","1360","1280","29480","27570"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","60-64","330","280","26500","25190"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","65+","120","100","25630","24560"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","20-29","1120","1100","24980","24910"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","30-39","1500","1420","29040","27380"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","40-49","1820","1710","31590","27570"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","50-59","2840","2670","31500","27570"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","60-64","800","660","29100","27570"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","65+","210","160","28480","26670"
"In post","2021","West Midlands (England)","West Midlands","16-19","30","30","[c]","[c]"
"In post","2021","West Midlands (England)","West Midlands","20-29","2630","2590","25930","25000"
"In post","2021","West Midlands (England)","West Midlands","30-39","4090","3840","29940","27570"
"In post","2021","West Midlands (England)","West Midlands","40-49","4470","4110","33210","27570"
"In post","2021","West Midlands (England)","West Midlands","50-59","5250","4850","32220","27570"
"In post","2021","West Midlands (England)","West Midlands","60-64","1370","1120","30270","27570"
"In post","2021","West Midlands (England)","West Midlands","65+","350","260","29090","26780"
"In post","2021","West Midlands (England)","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","20-29","640","630","24100","24000"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","30-39","820","750","27300","26530"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","40-49","990","920","28620","27570"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","50-59","1700","1570","28960","27570"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","60-64","460","370","28800","27570"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","65+","90","70","26640","26930"
"In post","2021","Yorkshire and The Humber","North Yorkshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","North Yorkshire","20-29","530","530","26120","25790"
"In post","2021","Yorkshire and The Humber","North Yorkshire","30-39","790","740","32800","30350"
"In post","2021","Yorkshire and The Humber","North Yorkshire","40-49","1150","1100","36510","32370"
"In post","2021","Yorkshire and The Humber","North Yorkshire","50-59","1660","1590","35000","30620"
"In post","2021","Yorkshire and The Humber","North Yorkshire","60-64","460","400","31730","26750"
"In post","2021","Yorkshire and The Humber","North Yorkshire","65+","130","100","28920","25400"
"In post","2021","Yorkshire and The Humber","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","South Yorkshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","South Yorkshire","20-29","1410","1390","26840","25000"
"In post","2021","Yorkshire and The Humber","South Yorkshire","30-39","2240","2070","31210","27570"
"In post","2021","Yorkshire and The Humber","South Yorkshire","40-49","2420","2210","34050","29730"
"In post","2021","Yorkshire and The Humber","South Yorkshire","50-59","2970","2730","32550","27570"
"In post","2021","Yorkshire and The Humber","South Yorkshire","60-64","690","530","28190","26780"
"In post","2021","Yorkshire and The Humber","South Yorkshire","65+","180","120","27530","25400"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","West Yorkshire","16-19","70","60","20970","20140"
"In post","2021","Yorkshire and The Humber","West Yorkshire","20-29","3220","3170","26350","25560"
"In post","2021","Yorkshire and The Humber","West Yorkshire","30-39","3650","3420","30910","27570"
"In post","2021","Yorkshire and The Humber","West Yorkshire","40-49","4060","3760","33730","30120"
"In post","2021","Yorkshire and The Humber","West Yorkshire","50-59","4770","4430","33840","28430"
"In post","2021","Yorkshire and The Humber","West Yorkshire","60-64","1180","900","30040","27570"
"In post","2021","Yorkshire and The Humber","West Yorkshire","65+","310","220","28950","27570"
"In post","2022","East Midlands (England)","Derbyshire and Nottinghamshire","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Derbyshire and Nottinghamshire","20-29","2210","2170","27050","26590"
"In post","2022","East Midlands (England)","Derbyshire and Nottinghamshire","30-39","2870","2710","31180","27570"
"In post","2022","East Midlands (England)","Derbyshire and Nottinghamshire","40-49","3250","3030","34050","30950"
"In post","2022","East Midlands (England)","Derbyshire and Nottinghamshire","50-59","4070","3800","33910","28430"
"In post","2022","East Midlands (England)","Derbyshire and Nottinghamshire","60-64","1040","850","30610","27570"
"In post","2022","East Midlands (England)","Derbyshire and Nottinghamshire","65+","250","180","31400","27570"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","20-29","980","950","24310","23170"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","30-39","1280","1180","27970","27120"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","40-49","1450","1330","29820","27570"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","50-59","1870","1730","29750","27570"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","60-64","550","460","27270","26820"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","65+","130","100","25950","22550"
"In post","2022","East Midlands (England)","Lincolnshire","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Lincolnshire","20-29","320","310","25190","24920"
"In post","2022","East Midlands (England)","Lincolnshire","30-39","490","470","28320","27120"
"In post","2022","East Midlands (England)","Lincolnshire","40-49","600","570","29990","27570"
"In post","2022","East Midlands (England)","Lincolnshire","50-59","1110","1060","30020","27570"
"In post","2022","East Midlands (England)","Lincolnshire","60-64","380","330","27760","25870"
"In post","2022","East Midlands (England)","Lincolnshire","65+","110","90","28280","26710"
"In post","2022","East of England","Bedfordshire and Hertfordshire","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Bedfordshire and Hertfordshire","20-29","700","690","28410","28140"
"In post","2022","East of England","Bedfordshire and Hertfordshire","30-39","910","870","33380","30450"
