"Status","Year","Sex","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Male","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","SCS","Unknown","70","50","[c]","[c]"
"Leaver CS","2022","Male","SCS","White","270","240","98680","94050"
"Leaver CS","2022","Male","SEO/HEO","Asian","250","230","37160","36710"
"Leaver CS","2022","Male","SEO/HEO","Black","120","110","37880","36440"
"Leaver CS","2022","Male","SEO/HEO","Mixed","70","70","37840","37340"
"Leaver CS","2022","Male","SEO/HEO","Other ethnicity","40","30","[c]","[c]"
"Leaver CS","2022","Male","SEO/HEO","Undeclared","310","280","38420","37460"
"Leaver CS","2022","Male","SEO/HEO","Unknown","840","710","37460","36550"
"Leaver CS","2022","Male","SEO/HEO","White","2930","2700","38060","37200"
"Leaver CS","2022","Male","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Unknown","410","360","36510","33570"
"Leaver CS","2022","Male","Unknown","White","350","320","37850","39000"
"Leaver CS","2022","Unknown","EO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Asian","120","110","21390","20920"
"Leaver Dept.","2021","Female","AA/AO","Black","60","60","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Unknown","320","300","20970","20960"
"Leaver Dept.","2021","Female","AA/AO","White","670","610","20850","21010"
"Leaver Dept.","2021","Female","EO","Asian","150","140","27410","27570"
"Leaver Dept.","2021","Female","EO","Black","90","80","27660","27570"
"Leaver Dept.","2021","Female","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Mixed","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Unknown","250","230","27490","27570"
"Leaver Dept.","2021","Female","EO","White","820","770","26520","27370"
"Leaver Dept.","2021","Female","G6/G7","Asian","70","60","58560","57440"
"Leaver Dept.","2021","Female","G6/G7","Black","40","30","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Mixed","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Unknown","320","270","56280","54540"
"Leaver Dept.","2021","Female","G6/G7","White","700","650","57200","55500"
"Leaver Dept.","2021","Female","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Unknown","50","30","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","White","140","130","89400","80380"
"Leaver Dept.","2021","Female","SEO/HEO","Asian","180","170","35860","34560"
"Leaver Dept.","2021","Female","SEO/HEO","Black","120","110","36470","35850"
"Leaver Dept.","2021","Female","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Mixed","70","70","35280","33640"
"Leaver Dept.","2021","Female","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Undeclared","70","70","36870","36780"
"Leaver Dept.","2021","Female","SEO/HEO","Unknown","720","650","34180","32820"
"Leaver Dept.","2021","Female","SEO/HEO","White","1280","1210","35210","34140"
"Leaver Dept.","2021","Female","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","White","60","60","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Asian","110","110","21430","20970"
"Leaver Dept.","2021","Male","AA/AO","Black","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Unknown","250","240","21140","20920"
"Leaver Dept.","2021","Male","AA/AO","White","470","450","21000","21010"
"Leaver Dept.","2021","Male","EO","Asian","110","100","27770","27570"
"Leaver Dept.","2021","Male","EO","Black","60","50","27270","27570"
"Leaver Dept.","2021","Male","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Mixed","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Unknown","220","200","26770","27200"
"Leaver Dept.","2021","Male","EO","White","560","540","26510","27520"
"Leaver Dept.","2021","Male","G6/G7","Asian","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Mixed","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Undeclared","70","60","58810","56960"
"Leaver Dept.","2021","Male","G6/G7","Unknown","310","270","56150","54280"
"Leaver Dept.","2021","Male","G6/G7","White","610","580","57510","55650"
"Leaver Dept.","2021","Male","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","White","90","90","89560","81370"
"Leaver Dept.","2021","Male","SEO/HEO","Asian","160","150","36360","35570"
"Leaver Dept.","2021","Male","SEO/HEO","Black","70","60","36160","34700"
"Leaver Dept.","2021","Male","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Mixed","60","50","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Undeclared","100","100","36250","36730"
"Leaver Dept.","2021","Male","SEO/HEO","Unknown","640","590","34260","32970"
"Leaver Dept.","2021","Male","SEO/HEO","White","1060","1010","35490","34240"
"Leaver Dept.","2021","Male","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Asian","230","210","21930","21420"
"Leaver Dept.","2022","Female","AA/AO","Black","110","100","22030","21260"
"Leaver Dept.","2022","Female","AA/AO","Mixed","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Undeclared","60","50","21400","21590"
"Leaver Dept.","2022","Female","AA/AO","Unknown","340","320","21680","21260"
"Leaver Dept.","2022","Female","AA/AO","White","1230","1120","21270","21260"
"Leaver Dept.","2022","Female","EO","Asian","450","420","27470","27570"
"Leaver Dept.","2022","Female","EO","Black","290","270","27950","27570"
"Leaver Dept.","2022","Female","EO","Mixed","110","110","27420","27570"
"Leaver Dept.","2022","Female","EO","Other ethnicity","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","EO","Undeclared","90","80","27220","27570"
"Leaver Dept.","2022","Female","EO","Unknown","430","310","27390","27570"
"Leaver Dept.","2022","Female","EO","White","1830","1730","26690","27570"
"Leaver Dept.","2022","Female","G6/G7","Asian","180","160","57260","54700"
"Leaver Dept.","2022","Female","G6/G7","Black","100","100","57060","53860"
"Leaver Dept.","2022","Female","G6/G7","Mixed","70","60","56320","54700"
"Leaver Dept.","2022","Female","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","G6/G7","Undeclared","150","140","57520","54880"
"Leaver Dept.","2022","Female","G6/G7","Unknown","430","240","58090","54700"
"Leaver Dept.","2022","Female","G6/G7","White","1700","1550","57650","54700"
"Leaver Dept.","2022","Female","SCS","Asian","60","50","102440","99720"
"Leaver Dept.","2022","Female","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Unknown","70","40","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","White","280","230","97830","93740"
"Leaver Dept.","2022","Female","SEO/HEO","Asian","470","440","35940","35070"
"Leaver Dept.","2022","Female","SEO/HEO","Black","340","310","36630","36650"
"Leaver Dept.","2022","Female","SEO/HEO","Mixed","160","150","36450","35880"
"Leaver Dept.","2022","Female","SEO/HEO","Other ethnicity","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","SEO/HEO","Undeclared","230","220","36200","36330"
"Leaver Dept.","2022","Female","SEO/HEO","Unknown","990","720","34120","32000"
"Leaver Dept.","2022","Female","SEO/HEO","White","3130","2880","35760","35440"
"Leaver Dept.","2022","Female","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Unknown","80","40","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","White","100","80","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Asian","190","170","21620","21260"
"Leaver Dept.","2022","Male","AA/AO","Black","60","60","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Undeclared","70","60","22020","21260"
"Leaver Dept.","2022","Male","AA/AO","Unknown","250","240","21350","21130"
"Leaver Dept.","2022","Male","AA/AO","White","720","710","21460","21260"
"Leaver Dept.","2022","Male","EO","Asian","330","320","27760","27570"
"Leaver Dept.","2022","Male","EO","Black","100","100","27750","27570"
"Leaver Dept.","2022","Male","EO","Mixed","60","50","27630","27570"
"Leaver Dept.","2022","Male","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Undeclared","80","80","26650","27570"
"Leaver Dept.","2022","Male","EO","Unknown","280","230","27560","27570"
"Leaver Dept.","2022","Male","EO","White","1160","1130","26750","27570"
"Leaver Dept.","2022","Male","G6/G7","Asian","150","140","59190","54800"
"Leaver Dept.","2022","Male","G6/G7","Black","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Mixed","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Undeclared","130","130","58690","55330"
"Leaver Dept.","2022","Male","G6/G7","Unknown","430","250","58980","55270"
"Leaver Dept.","2022","Male","G6/G7","White","1310","1220","58430","56080"
"Leaver Dept.","2022","Male","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Unknown","80","40","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","White","260","230","98400","95000"
"Leaver Dept.","2022","Male","SEO/HEO","Asian","340","320","36740","36420"
"Leaver Dept.","2022","Male","SEO/HEO","Black","150","140","36060","35140"
"Leaver Dept.","2022","Male","SEO/HEO","Mixed","100","100","35780","36200"
"Leaver Dept.","2022","Male","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SEO/HEO","Undeclared","220","210","36630","36330"
"Leaver Dept.","2022","Male","SEO/HEO","Unknown","870","670","34650","33020"
"Leaver Dept.","2022","Male","SEO/HEO","White","1990","1900","36200","35890"
"Leaver Dept.","2022","Male","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Unknown","60","40","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","White","60","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","AA/AO","Asian","570","540","21590","21010"
"New entrant CS","2021","Female","AA/AO","Black","390","390","23070","22680"
"New entrant CS","2021","Female","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","AA/AO","Mixed","290","280","22230","21010"
"New entrant CS","2021","Female","AA/AO","Other ethnicity","60","60","21970","21010"
"New entrant CS","2021","Female","AA/AO","Undeclared","130","120","20590","20140"
"New entrant CS","2021","Female","AA/AO","Unknown","3690","3540","21120","20600"
"New entrant CS","2021","Female","AA/AO","White","5890","5700","21210","21010"
"New entrant CS","2021","Female","EO","Asian","1040","1010","28760","27850"
"New entrant CS","2021","Female","EO","Black","950","930","29430","31060"
"New entrant CS","2021","Female","EO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","EO","Mixed","410","400","28500","27570"
"New entrant CS","2021","Female","EO","Other ethnicity","90","90","28930","29290"
"New entrant CS","2021","Female","EO","Undeclared","170","160","28230","27570"
"New entrant CS","2021","Female","EO","Unknown","2110","2050","26870","27570"
"New entrant CS","2021","Female","EO","White","6120","5930","27470","27570"
"New entrant CS","2021","Female","G6/G7","Asian","100","100","55260","53420"
"New entrant CS","2021","Female","G6/G7","Black","60","50","54200","52640"
"New entrant CS","2021","Female","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","G6/G7","Mixed","60","60","55330","53530"
"New entrant CS","2021","Female","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","G6/G7","Unknown","580","560","58250","55000"
"New entrant CS","2021","Female","G6/G7","White","950","900","56620","53830"
"New entrant CS","2021","Female","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","SCS","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","SCS","Unknown","110","110","85200","74000"
"New entrant CS","2021","Female","SCS","White","80","70","94430","89850"
"New entrant CS","2021","Female","SEO/HEO","Asian","380","370","35160","34020"
"New entrant CS","2021","Female","SEO/HEO","Black","290","280","35430","34170"
"New entrant CS","2021","Female","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","SEO/HEO","Mixed","170","160","34500","32980"
"New entrant CS","2021","Female","SEO/HEO","Other ethnicity","50","40","[c]","[c]"
"New entrant CS","2021","Female","SEO/HEO","Undeclared","110","100","35230","35220"
"New entrant CS","2021","Female","SEO/HEO","Unknown","1880","1840","33650","32790"
"New entrant CS","2021","Female","SEO/HEO","White","3390","3240","34850","33880"
"New entrant CS","2021","Female","Unknown","Asian","40","30","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Black","80","70","24540","24020"
"New entrant CS","2021","Female","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Mixed","40","30","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Unknown","520","480","23070","22920"
"New entrant CS","2021","Female","Unknown","White","730","680","23650","22920"
"New entrant CS","2021","Male","AA/AO","Asian","560","550","22040","21010"
"New entrant CS","2021","Male","AA/AO","Black","250","250","23290","22850"
"New entrant CS","2021","Male","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","Mixed","180","180","22470","21010"
"New entrant CS","2021","Male","AA/AO","Other ethnicity","40","40","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","Undeclared","170","160","21550","21010"
"New entrant CS","2021","Male","AA/AO","Unknown","3410","3350","21830","20810"
"New entrant CS","2021","Male","AA/AO","White","4920","4880","21800","21010"
"New entrant CS","2021","Male","EO","Asian","870","860","28580","27570"
"New entrant CS","2021","Male","EO","Black","390","390","28980","29290"
"New entrant CS","2021","Male","EO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","EO","Mixed","220","210","28300","27570"
"New entrant CS","2021","Male","EO","Other ethnicity","60","60","28850","29280"
"New entrant CS","2021","Male","EO","Undeclared","180","180","27400","27570"
"New entrant CS","2021","Male","EO","Unknown","1840","1820","26430","26160"
"New entrant CS","2021","Male","EO","White","4180","4150","27520","27570"
"New entrant CS","2021","Male","G6/G7","Asian","150","140","59500","57000"
"New entrant CS","2021","Male","G6/G7","Black","50","50","55320","53420"
"New entrant CS","2021","Male","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Undeclared","70","70","58860","56880"
"New entrant CS","2021","Male","G6/G7","Unknown","620","610","59500","56570"
"New entrant CS","2021","Male","G6/G7","White","1030","1010","57250","54760"
"New entrant CS","2021","Male","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Unknown","160","150","91480","74090"
"New entrant CS","2021","Male","SCS","White","120","100","98100","93000"
"New entrant CS","2021","Male","SEO/HEO","Asian","350","350","35630","34710"
"New entrant CS","2021","Male","SEO/HEO","Black","160","160","35610","34020"
"New entrant CS","2021","Male","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Mixed","130","130","35490","34060"
"New entrant CS","2021","Male","SEO/HEO","Other ethnicity","40","40","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Undeclared","120","110","35550","33950"
"New entrant CS","2021","Male","SEO/HEO","Unknown","1640","1620","34310","32940"
"New entrant CS","2021","Male","SEO/HEO","White","2870","2840","35340","34020"
"New entrant CS","2021","Male","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Unknown","250","230","24380","22350"
"New entrant CS","2021","Male","Unknown","White","270","260","30610","24020"
"New entrant CS","2021","Unknown","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","AA/AO","Asian","870","820","21820","21260"
"New entrant CS","2022","Female","AA/AO","Black","420","400","22800","21260"
"New entrant CS","2022","Female","AA/AO","Mixed","290","280","22320","21260"
"New entrant CS","2022","Female","AA/AO","Other ethnicity","80","80","22440","21260"
"New entrant CS","2022","Female","AA/AO","Undeclared","130","120","21540","21260"
"New entrant CS","2022","Female","AA/AO","Unknown","4430","4230","21920","21260"
"New entrant CS","2022","Female","AA/AO","White","7340","7060","21750","21260"
"New entrant CS","2022","Female","EO","Asian","910","880","27670","27570"
"New entrant CS","2022","Female","EO","Black","580","560","28470","27680"
"New entrant CS","2022","Female","EO","Mixed","270","260","27230","27570"
"New entrant CS","2022","Female","EO","Other ethnicity","70","70","27710","27570"
"New entrant CS","2022","Female","EO","Undeclared","90","90","27390","27570"
"New entrant CS","2022","Female","EO","Unknown","2360","2230","26970","27230"
"New entrant CS","2022","Female","EO","White","4670","4520","26910","27230"
"New entrant CS","2022","Female","G6/G7","Asian","150","150","55270","53370"
"New entrant CS","2022","Female","G6/G7","Black","70","70","54900","53370"
"New entrant CS","2022","Female","G6/G7","Mixed","60","60","53880","53130"
"New entrant CS","2022","Female","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Unknown","600","550","58380","55490"
"New entrant CS","2022","Female","G6/G7","White","1350","1280","55280","53050"
"New entrant CS","2022","Female","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Unknown","50","50","95130","83230"
"New entrant CS","2022","Female","SCS","White","90","90","91500","85100"
"New entrant CS","2022","Female","SEO/HEO","Asian","600","580","35610","34260"
"New entrant CS","2022","Female","SEO/HEO","Black","320","310","35750","34710"
