"Status","Year","Sexual_orientation","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","LGBO","Greater Manchester South East","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Greater Manchester South East","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Greater Manchester South East","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Greater Manchester South East","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Greater Manchester South East","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Greater Manchester South West","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Greater Manchester South West","20-29","80","80","25980","24890"
"In post","2021","LGBO","Greater Manchester South West","30-39","80","80","29480","25560"
"In post","2021","LGBO","Greater Manchester South West","40-49","70","70","32450","27570"
"In post","2021","LGBO","Greater Manchester South West","50-59","70","60","31840","27570"
"In post","2021","LGBO","Greater Manchester South West","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Greater Manchester South West","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Gwent Valleys","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Gwent Valleys","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Gwent Valleys","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Gwent Valleys","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Gwent Valleys","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Gwent Valleys","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Gwent Valleys","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Gwynedd","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Gwynedd","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Gwynedd","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Gwynedd","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Gwynedd","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Gwynedd","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Gwynedd","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hackney and Newham","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hackney and Newham","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hackney and Newham","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hackney and Newham","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hackney and Newham","50-59","40","40","[c]","[c]"
"In post","2021","LGBO","Hackney and Newham","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hackney and Newham","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Haringey and Islington","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Haringey and Islington","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Haringey and Islington","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Haringey and Islington","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Haringey and Islington","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Haringey and Islington","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Haringey and Islington","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Harrow and Hillingdon","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Harrow and Hillingdon","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Harrow and Hillingdon","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Harrow and Hillingdon","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Harrow and Hillingdon","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Harrow and Hillingdon","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Harrow and Hillingdon","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hartlepool and Stockton-on-Tees","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hartlepool and Stockton-on-Tees","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hartlepool and Stockton-on-Tees","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hartlepool and Stockton-on-Tees","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hartlepool and Stockton-on-Tees","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hartlepool and Stockton-on-Tees","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Heart of Essex","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Heart of Essex","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Heart of Essex","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Heart of Essex","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Heart of Essex","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Heart of Essex","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Heart of Essex","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Herefordshire, County of","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Herefordshire, County of","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Herefordshire, County of","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Herefordshire, County of","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Herefordshire, County of","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Herefordshire, County of","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hertfordshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hertfordshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hertfordshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hertfordshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hertfordshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hertfordshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hertfordshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hounslow and Richmond upon Thames","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hounslow and Richmond upon Thames","20-29","40","40","[c]","[c]"
"In post","2021","LGBO","Hounslow and Richmond upon Thames","30-39","40","40","[c]","[c]"
"In post","2021","LGBO","Hounslow and Richmond upon Thames","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hounslow and Richmond upon Thames","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hounslow and Richmond upon Thames","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hounslow and Richmond upon Thames","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Inverclyde, East Renfrewshire and Renfrewshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Inverclyde, East Renfrewshire and Renfrewshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Inverclyde, East Renfrewshire and Renfrewshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Inverclyde, East Renfrewshire and Renfrewshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Inverclyde, East Renfrewshire and Renfrewshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Inverclyde, East Renfrewshire and Renfrewshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Inverclyde, East Renfrewshire and Renfrewshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Inverness and Nairn and Moray, Badenoch and Strathspey","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Inverness and Nairn and Moray, Badenoch and Strathspey","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Inverness and Nairn and Moray, Badenoch and Strathspey","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Inverness and Nairn and Moray, Badenoch and Strathspey","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Inverness and Nairn and Moray, Badenoch and Strathspey","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Inverness and Nairn and Moray, Badenoch and Strathspey","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Inverness and Nairn and Moray, Badenoch and Strathspey","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Isle of Anglesey","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Isle of Anglesey","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Isle of Anglesey","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Isle of Anglesey","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Isle of Anglesey","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Isle of Anglesey","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Isle of Wight","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Isle of Wight","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Isle of Wight","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Isle of Wight","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Isle of Wight","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Isle of Wight","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Kensington & Chelsea and Hammersmith & Fulham","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Kensington & Chelsea and Hammersmith & Fulham","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Kensington & Chelsea and Hammersmith & Fulham","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Kensington & Chelsea and Hammersmith & Fulham","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Kensington & Chelsea and Hammersmith & Fulham","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Kensington & Chelsea and Hammersmith & Fulham","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Kensington & Chelsea and Hammersmith & Fulham","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Kent Thames Gateway","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Kent Thames Gateway","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Kent Thames Gateway","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Kent Thames Gateway","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Kent Thames Gateway","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Kent Thames Gateway","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Kent Thames Gateway","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Kingston upon Hull, City of","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Kingston upon Hull, City of","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Kingston upon Hull, City of","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Kingston upon Hull, City of","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Kingston upon Hull, City of","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Kingston upon Hull, City of","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Kingston upon Hull, City of","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lambeth","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lambeth","20-29","70","70","33550","31350"
"In post","2021","LGBO","Lambeth","30-39","60","60","40200","36430"
"In post","2021","LGBO","Lambeth","40-49","40","40","[c]","[c]"
"In post","2021","LGBO","Lambeth","50-59","40","40","[c]","[c]"
"In post","2021","LGBO","Lambeth","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lambeth","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lancaster and Wyre","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lancaster and Wyre","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lancaster and Wyre","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lancaster and Wyre","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lancaster and Wyre","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lancaster and Wyre","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lancaster and Wyre","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Leeds","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Leeds","20-29","150","150","27760","27570"
"In post","2021","LGBO","Leeds","30-39","140","140","33740","30770"
"In post","2021","LGBO","Leeds","40-49","110","100","35050","31810"
"In post","2021","LGBO","Leeds","50-59","90","90","33000","30830"
"In post","2021","LGBO","Leeds","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Leeds","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Leicester","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Leicester","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Leicester","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Leicester","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Leicester","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Leicester","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Leicester","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Leicestershire CC and Rutland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Leicestershire CC and Rutland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Leicestershire CC and Rutland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Leicestershire CC and Rutland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Leicestershire CC and Rutland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Leicestershire CC and Rutland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Leicestershire CC and Rutland","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lewisham and Southwark","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lewisham and Southwark","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lewisham and Southwark","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lewisham and Southwark","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lewisham and Southwark","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lewisham and Southwark","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lewisham and Southwark","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lincolnshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lincolnshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lisburn and Castlereagh","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lisburn and Castlereagh","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lisburn and Castlereagh","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lisburn and Castlereagh","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lisburn and Castlereagh","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lisburn and Castlereagh","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Liverpool","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Liverpool","20-29","90","90","24670","23840"
"In post","2021","LGBO","Liverpool","30-39","130","120","28410","25260"
"In post","2021","LGBO","Liverpool","40-49","80","70","30910","27380"
"In post","2021","LGBO","Liverpool","50-59","50","50","31700","27820"
"In post","2021","LGBO","Liverpool","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Liverpool","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Luton","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Luton","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Luton","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Luton","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Luton","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Luton","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Manchester","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Manchester","20-29","130","130","27670","27570"
"In post","2021","LGBO","Manchester","30-39","160","150","33510","31590"
"In post","2021","LGBO","Manchester","40-49","120","110","36770","30090"
"In post","2021","LGBO","Manchester","50-59","80","80","35440","32000"
"In post","2021","LGBO","Manchester","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Manchester","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Medway","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Medway","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Medway","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Medway","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Medway","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Medway","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Medway","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Merton, Kingston upon Thames and Sutton","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Merton, Kingston upon Thames and Sutton","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Merton, Kingston upon Thames and Sutton","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Merton, Kingston upon Thames and Sutton","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Merton, Kingston upon Thames and Sutton","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Merton, Kingston upon Thames and Sutton","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mid and East Antrim","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mid and East Antrim","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mid Kent","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mid Kent","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mid Kent","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mid Kent","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mid Kent","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mid Kent","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mid Kent","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mid Lancashire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mid Lancashire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mid Lancashire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mid Lancashire","40-49","50","40","[c]","[c]"
"In post","2021","LGBO","Mid Lancashire","50-59","70","60","27770","27130"
"In post","2021","LGBO","Mid Lancashire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mid Lancashire","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Milton Keynes","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Milton Keynes","20-29","40","40","[c]","[c]"
"In post","2021","LGBO","Milton Keynes","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Milton Keynes","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Milton Keynes","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Milton Keynes","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Milton Keynes","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Monmouthshire and Newport","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Monmouthshire and Newport","20-29","80","70","30840","29540"
"In post","2021","LGBO","Monmouthshire and Newport","30-39","80","80","34040","29950"
"In post","2021","LGBO","Monmouthshire and Newport","40-49","40","40","[c]","[c]"
"In post","2021","LGBO","Monmouthshire and Newport","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Monmouthshire and Newport","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Monmouthshire and Newport","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Na h-Eileanan Siar","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Na h-Eileanan Siar","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Na h-Eileanan Siar","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Na h-Eileanan Siar","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Na h-Eileanan Siar","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Na h-Eileanan Siar","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Na h-Eileanan Siar","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Newry, Mourne and Down","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Newry, Mourne and Down","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Newry, Mourne and Down","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Newry, Mourne and Down","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Newry, Mourne and Down","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Newry, Mourne and Down","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North and North East Lincolnshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North and North East Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North and North East Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North and North East Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North and North East Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North and North East Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North and North East Lincolnshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North and West Norfolk","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North and West Norfolk","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North and West Norfolk","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North and West Norfolk","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North and West Norfolk","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North and West Norfolk","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Hampshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Hampshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Hampshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Hampshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Hampshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Hampshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Hampshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Lanarkshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Lanarkshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Lanarkshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Lanarkshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Lanarkshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Lanarkshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Lanarkshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Northamptonshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Northamptonshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Northamptonshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Northamptonshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Northamptonshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Northamptonshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Nottinghamshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Nottinghamshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Nottinghamshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Nottinghamshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Nottinghamshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Nottinghamshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Nottinghamshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Yorkshire CC","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Yorkshire CC","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Yorkshire CC","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Yorkshire CC","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Yorkshire CC","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Yorkshire CC","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northumberland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northumberland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northumberland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northumberland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northumberland","60-64","[c]","[c]","[c]","[c]"
