"Status","Year","Profession_of_post","Disability","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Operational Delivery","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","London","30","30","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","London","110","100","39560","32550"
"Leaver Dept.","2021","Operational Delivery","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","North West (England)","70","70","23470","21050"
"Leaver Dept.","2021","Operational Delivery","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Scotland","30","30","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","South East (England)","50","50","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","South West (England)","40","30","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Wales","60","60","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","West Midlands (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared non-disabled","London","90","90","42050","31270"
"Leaver Dept.","2021","Other","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared non-disabled","South West (England)","60","60","36060","28540"
"Leaver Dept.","2021","Other","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","London","40","40","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","London","110","100","42470","37540"
"Leaver Dept.","2021","Policy","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared non-disabled","London","780","760","46850","42170"
"Leaver Dept.","2021","Policy","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","London","80","70","45520","42410"
"Leaver Dept.","2021","Policy","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","London","500","480","42880","38540"
"Leaver Dept.","2021","Policy","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","London","90","90","48550","45200"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","South West (England)","120","110","36520","32710"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","South West (England)","60","60","35560","33160"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","East of England","[c]","[c]","[c]","[c]"
