"Status","Year","Age","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","16-19","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Corporate Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Counter Fraud","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Economics","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Economics","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Economics","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Economics","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Economics","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Economics","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Economics","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Economics","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Economics","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Economics","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Economics","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Economics","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Intelligence Analysis","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Intelligence Analysis","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Intelligence Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Internal Audit","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicine","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicine","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Crown Prosecution Service","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Driver and Vehicle Licensing Agency","50","50","20430","21590"
"Leaver CS","2021","20-29","Operational Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","HM Courts and Tribunals Service","310","300","20840","19930"
"Leaver CS","2021","20-29","Operational Delivery","HM Land Registry","50","50","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","HM Prison and Probation Service","1110","1100","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Home Office (incl. agencies)","90","80","24530","24110"
"Leaver CS","2021","20-29","Operational Delivery","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Public Health England","60","50","25970","23370"
"Leaver CS","2021","20-29","Operational Delivery","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","United Kingdom Statistics Authority","40","30","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Research","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Research","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Research","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Research","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Home Office (incl. agencies)","50","50","[c]","[c]"
"Leaver CS","2021","20-29","Other","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Ministry of Defence (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2021","20-29","Other","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","Department for Education (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","80","80","25450","24370"
"Leaver CS","2021","20-29","Policy","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
