"Status","Year","Region_ITL3","Age","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Greater Manchester South East","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","20-29","Female","70","70","24450","23170"
"In post","2022","Greater Manchester South East","20-29","Male","50","50","22790","21260"
"In post","2022","Greater Manchester South East","30-39","Female","90","80","26250","26310"
"In post","2022","Greater Manchester South East","30-39","Male","60","60","26300","25850"
"In post","2022","Greater Manchester South East","40-49","Female","140","130","28140","27570"
"In post","2022","Greater Manchester South East","40-49","Male","90","80","25740","26830"
"In post","2022","Greater Manchester South East","50-59","Female","270","240","26060","23240"
"In post","2022","Greater Manchester South East","50-59","Male","110","110","27000","26750"
"In post","2022","Greater Manchester South East","60-64","Female","100","80","23810","21260"
"In post","2022","Greater Manchester South East","60-64","Male","40","40","[c]","[c]"
"In post","2022","Greater Manchester South East","65+","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","65+","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","20-29","Female","780","760","27630","26590"
"In post","2022","Greater Manchester South West","20-29","Male","740","730","28390","26820"
"In post","2022","Greater Manchester South West","30-39","Female","900","830","32420","30360"
"In post","2022","Greater Manchester South West","30-39","Male","1070","1050","33460","31080"
"In post","2022","Greater Manchester South West","40-49","Female","740","680","34340","30820"
"In post","2022","Greater Manchester South West","40-49","Male","780","770","35660","33080"
"In post","2022","Greater Manchester South West","50-59","Female","900","830","33280","28310"
"In post","2022","Greater Manchester South West","50-59","Male","810","790","35600","32960"
"In post","2022","Greater Manchester South West","60-64","Female","230","180","29700","26820"
"In post","2022","Greater Manchester South West","60-64","Male","190","160","31190","27570"
"In post","2022","Greater Manchester South West","65+","Female","60","40","28100","26070"
"In post","2022","Greater Manchester South West","65+","Male","50","40","[c]","[c]"
"In post","2022","Gwent Valleys","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","20-29","Female","80","70","24670","24360"
"In post","2022","Gwent Valleys","20-29","Male","30","30","[c]","[c]"
"In post","2022","Gwent Valleys","30-39","Female","150","130","27390","27570"
"In post","2022","Gwent Valleys","30-39","Male","70","70","29260","27570"
"In post","2022","Gwent Valleys","40-49","Female","190","170","30160","27570"
"In post","2022","Gwent Valleys","40-49","Male","70","70","34130","27570"
"In post","2022","Gwent Valleys","50-59","Female","210","200","30470","27570"
"In post","2022","Gwent Valleys","50-59","Male","100","90","33310","27570"
"In post","2022","Gwent Valleys","60-64","Female","70","60","28230","27570"
"In post","2022","Gwent Valleys","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","65+","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","65+","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","20-29","Female","60","50","23170","21260"
"In post","2022","Gwynedd","20-29","Male","40","40","[c]","[c]"
"In post","2022","Gwynedd","30-39","Female","90","80","25630","21900"
"In post","2022","Gwynedd","30-39","Male","80","80","25770","24360"
"In post","2022","Gwynedd","40-49","Female","110","100","26820","24630"
"In post","2022","Gwynedd","40-49","Male","80","80","29300","27570"
"In post","2022","Gwynedd","50-59","Female","150","130","25730","22080"
"In post","2022","Gwynedd","50-59","Male","80","80","28830","25260"
"In post","2022","Gwynedd","60-64","Female","50","40","[c]","[c]"
"In post","2022","Gwynedd","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","65+","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","65+","Male","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","20-29","Female","510","500","35690","31060"
"In post","2022","Hackney and Newham","20-29","Male","450","450","37660","37610"
"In post","2022","Hackney and Newham","30-39","Female","560","530","41880","37610"
"In post","2022","Hackney and Newham","30-39","Male","610","610","42910","37930"
"In post","2022","Hackney and Newham","40-49","Female","720","640","39450","34790"
"In post","2022","Hackney and Newham","40-49","Male","630","620","42640","37930"
"In post","2022","Hackney and Newham","50-59","Female","1280","1200","38420","33440"
"In post","2022","Hackney and Newham","50-59","Male","940","930","43390","38390"
"In post","2022","Hackney and Newham","60-64","Female","320","280","36320","32880"
"In post","2022","Hackney and Newham","60-64","Male","290","250","40250","38390"
"In post","2022","Hackney and Newham","65+","Female","120","100","31720","26400"
"In post","2022","Hackney and Newham","65+","Male","140","110","39920","33440"
"In post","2022","Haringey and Islington","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","20-29","Female","200","200","30120","31060"
"In post","2022","Haringey and Islington","20-29","Male","100","100","30980","31060"
"In post","2022","Haringey and Islington","30-39","Female","190","170","32070","31060"
"In post","2022","Haringey and Islington","30-39","Male","150","150","32790","32280"
"In post","2022","Haringey and Islington","40-49","Female","190","170","32630","31060"
"In post","2022","Haringey and Islington","40-49","Male","170","170","33980","32050"
"In post","2022","Haringey and Islington","50-59","Female","240","230","31560","31060"
"In post","2022","Haringey and Islington","50-59","Male","190","180","34280","31880"
"In post","2022","Haringey and Islington","60-64","Female","70","60","31340","30810"
"In post","2022","Haringey and Islington","60-64","Male","50","50","34980","32890"
"In post","2022","Haringey and Islington","65+","Female","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","65+","Male","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","20-29","Female","170","160","29080","28670"
"In post","2022","Harrow and Hillingdon","20-29","Male","130","130","29070","28670"
"In post","2022","Harrow and Hillingdon","30-39","Female","270","250","30670","29080"
"In post","2022","Harrow and Hillingdon","30-39","Male","290","290","30860","29080"
"In post","2022","Harrow and Hillingdon","40-49","Female","440","390","32450","29450"
"In post","2022","Harrow and Hillingdon","40-49","Male","380","370","32320","29080"
"In post","2022","Harrow and Hillingdon","50-59","Female","470","430","32560","30500"
"In post","2022","Harrow and Hillingdon","50-59","Male","570","540","32580","30500"
"In post","2022","Harrow and Hillingdon","60-64","Female","170","140","30470","29270"
"In post","2022","Harrow and Hillingdon","60-64","Male","190","160","31190","30410"
"In post","2022","Harrow and Hillingdon","65+","Female","80","50","29350","28650"
"In post","2022","Harrow and Hillingdon","65+","Male","120","90","31450","30500"
"In post","2022","Hartlepool and Stockton-on-Tees","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","20-29","Female","110","110","24550","23170"
"In post","2022","Hartlepool and Stockton-on-Tees","20-29","Male","80","70","24590","24730"
"In post","2022","Hartlepool and Stockton-on-Tees","30-39","Female","180","160","27610","27570"
"In post","2022","Hartlepool and Stockton-on-Tees","30-39","Male","160","150","26230","26610"
"In post","2022","Hartlepool and Stockton-on-Tees","40-49","Female","220","190","28700","27570"
"In post","2022","Hartlepool and Stockton-on-Tees","40-49","Male","160","150","29390","27570"
"In post","2022","Hartlepool and Stockton-on-Tees","50-59","Female","350","300","27420","27570"
"In post","2022","Hartlepool and Stockton-on-Tees","50-59","Male","230","220","31160","29750"
"In post","2022","Hartlepool and Stockton-on-Tees","60-64","Female","90","80","26700","27130"
"In post","2022","Hartlepool and Stockton-on-Tees","60-64","Male","70","50","28750","27570"
"In post","2022","Hartlepool and Stockton-on-Tees","65+","Female","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","65+","Male","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","20-29","Female","150","150","27650","26970"
"In post","2022","Heart of Essex","20-29","Male","90","90","27090","27260"
"In post","2022","Heart of Essex","30-39","Female","160","150","32610","29850"
"In post","2022","Heart of Essex","30-39","Male","110","110","32150","31550"
"In post","2022","Heart of Essex","40-49","Female","180","160","33220","29290"
"In post","2022","Heart of Essex","40-49","Male","110","110","35370","31550"
"In post","2022","Heart of Essex","50-59","Female","180","170","33790","29730"
"In post","2022","Heart of Essex","50-59","Male","140","140","38240","32830"
"In post","2022","Heart of Essex","60-64","Female","50","50","28750","25250"
"In post","2022","Heart of Essex","60-64","Male","40","40","[c]","[c]"
"In post","2022","Heart of Essex","65+","Female","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","65+","Male","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","20-29","Female","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","20-29","Male","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","30-39","Female","50","40","[c]","[c]"
"In post","2022","Herefordshire, County of","30-39","Male","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","40-49","Female","70","60","29800","27120"
"In post","2022","Herefordshire, County of","40-49","Male","40","40","[c]","[c]"
"In post","2022","Herefordshire, County of","50-59","Female","90","90","29520","27570"
"In post","2022","Herefordshire, County of","50-59","Male","100","90","30550","27570"
"In post","2022","Herefordshire, County of","60-64","Female","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","65+","Female","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","65+","Male","[c]","[c]","[c]","[c]"
"In post","2022","Hertfordshire CC","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Hertfordshire CC","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Hertfordshire CC","20-29","Female","240","240","29070","29290"
"In post","2022","Hertfordshire CC","20-29","Male","160","160","30950","29290"
"In post","2022","Hertfordshire CC","30-39","Female","340","320","34960","31300"
"In post","2022","Hertfordshire CC","30-39","Male","250","250","36920","32640"
"In post","2022","Hertfordshire CC","40-49","Female","410","370","37740","33090"
"In post","2022","Hertfordshire CC","40-49","Male","250","250","39040","33520"
"In post","2022","Hertfordshire CC","50-59","Female","490","460","37210","31550"
"In post","2022","Hertfordshire CC","50-59","Male","330","320","37930","33520"
"In post","2022","Hertfordshire CC","60-64","Female","170","150","32560","29290"
"In post","2022","Hertfordshire CC","60-64","Male","100","90","38460","32160"
"In post","2022","Hertfordshire CC","65+","Female","40","30","[c]","[c]"
"In post","2022","Hertfordshire CC","65+","Male","50","40","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","20-29","Female","350","340","29640","29250"
"In post","2022","Hounslow and Richmond upon Thames","20-29","Male","220","220","29960","29250"
"In post","2022","Hounslow and Richmond upon Thames","30-39","Female","340","320","32780","31060"
"In post","2022","Hounslow and Richmond upon Thames","30-39","Male","320","320","32760","32560"
"In post","2022","Hounslow and Richmond upon Thames","40-49","Female","350","320","34610","31060"
"In post","2022","Hounslow and Richmond upon Thames","40-49","Male","330","320","35780","33890"
"In post","2022","Hounslow and Richmond upon Thames","50-59","Female","350","320","33330","31060"
"In post","2022","Hounslow and Richmond upon Thames","50-59","Male","360","350","37100","35070"
"In post","2022","Hounslow and Richmond upon Thames","60-64","Female","110","100","30110","28670"
"In post","2022","Hounslow and Richmond upon Thames","60-64","Male","110","100","32550","31180"
"In post","2022","Hounslow and Richmond upon Thames","65+","Female","50","40","28880","25850"
"In post","2022","Hounslow and Richmond upon Thames","65+","Male","60","50","29010","25510"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","20-29","Female","80","80","27890","27230"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","20-29","Male","40","40","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","30-39","Female","90","80","31240","27570"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","30-39","Male","80","80","31610","27570"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","40-49","Female","140","130","32230","27570"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","40-49","Male","90","90","34760","29790"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","50-59","Female","220","200","28760","27570"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","50-59","Male","190","180","32390","30820"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","60-64","Female","80","60","27720","23780"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","60-64","Male","50","40","32210","27630"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","65+","Female","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","65+","Male","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","20-29","Female","70","70","26010","25000"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","20-29","Male","40","40","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","30-39","Female","120","110","30220","27940"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","30-39","Male","90","90","30070","27570"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","40-49","Female","170","160","31810","27570"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","40-49","Male","110","110","33170","30450"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","50-59","Female","200","180","29640","27570"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","50-59","Male","210","210","31710","27570"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","60-64","Female","70","60","27600","27570"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","60-64","Male","90","90","29380","26800"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","65+","Female","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","65+","Male","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","20-29","Female","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","20-29","Male","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","30-39","Female","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","30-39","Male","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","40-49","Female","40","40","[c]","[c]"
"In post","2022","Isle of Anglesey","40-49","Male","30","30","[c]","[c]"
"In post","2022","Isle of Anglesey","50-59","Female","50","50","28080","27470"
"In post","2022","Isle of Anglesey","50-59","Male","50","50","[c]","[c]"
"In post","2022","Isle of Anglesey","60-64","Female","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","65+","Female","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","65+","Male","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","20-29","Female","40","40","[c]","[c]"
"In post","2022","Isle of Wight","20-29","Male","60","60","24290","24430"
"In post","2022","Isle of Wight","30-39","Female","60","60","26920","27120"
"In post","2022","Isle of Wight","30-39","Male","100","100","26870","26610"
"In post","2022","Isle of Wight","40-49","Female","90","80","28900","27040"
"In post","2022","Isle of Wight","40-49","Male","100","100","29010","27570"
"In post","2022","Isle of Wight","50-59","Female","160","140","26270","25980"
"In post","2022","Isle of Wight","50-59","Male","180","170","31080","31650"
"In post","2022","Isle of Wight","60-64","Female","50","40","[c]","[c]"
"In post","2022","Isle of Wight","60-64","Male","50","40","[c]","[c]"
"In post","2022","Isle of Wight","65+","Female","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","65+","Male","[c]","[c]","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","20-29","Female","120","120","31070","31060"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","20-29","Male","80","70","31510","31060"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","30-39","Female","100","90","32860","31060"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","30-39","Male","110","110","33900","33550"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","40-49","Female","80","70","34250","31060"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","40-49","Male","110","100","34060","33550"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","50-59","Female","110","100","33200","31060"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","50-59","Male","100","100","34670","33550"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","60-64","Female","30","30","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","65+","Female","[c]","[c]","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","65+","Male","[c]","[c]","[c]","[c]"
"In post","2022","Kent Thames Gateway","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Kent Thames Gateway","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Kent Thames Gateway","20-29","Female","140","130","27070","28140"
"In post","2022","Kent Thames Gateway","20-29","Male","120","120","29720","30700"
"In post","2022","Kent Thames Gateway","30-39","Female","170","160","29130","29290"
"In post","2022","Kent Thames Gateway","30-39","Male","220","220","31570","32120"
"In post","2022","Kent Thames Gateway","40-49","Female","170","160","30690","29290"
"In post","2022","Kent Thames Gateway","40-49","Male","160","160","33190","31880"
"In post","2022","Kent Thames Gateway","50-59","Female","220","200","29440","29290"
"In post","2022","Kent Thames Gateway","50-59","Male","210","210","32740","31650"
"In post","2022","Kent Thames Gateway","60-64","Female","70","60","27550","27380"
"In post","2022","Kent Thames Gateway","60-64","Male","70","60","31440","31650"
"In post","2022","Kent Thames Gateway","65+","Female","[c]","[c]","[c]","[c]"
"In post","2022","Kent Thames Gateway","65+","Male","30","20","[c]","[c]"
"In post","2022","Kingston upon Hull, City of","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Kingston upon Hull, City of","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Kingston upon Hull, City of","20-29","Female","150","140","25310","24800"
"In post","2022","Kingston upon Hull, City of","20-29","Male","140","140","24260","23160"
"In post","2022","Kingston upon Hull, City of","30-39","Female","210","180","28620","27130"
"In post","2022","Kingston upon Hull, City of","30-39","Male","170","160","27340","26620"
"In post","2022","Kingston upon Hull, City of","40-49","Female","270","240","29140","27570"
"In post","2022","Kingston upon Hull, City of","40-49","Male","170","160","30370","27570"
"In post","2022","Kingston upon Hull, City of","50-59","Female","420","360","28630","27280"
"In post","2022","Kingston upon Hull, City of","50-59","Male","360","340","30510","27570"
"In post","2022","Kingston upon Hull, City of","60-64","Female","90","70","26220","27570"
"In post","2022","Kingston upon Hull, City of","60-64","Male","80","60","29900","27570"
"In post","2022","Kingston upon Hull, City of","65+","Female","[c]","[c]","[c]","[c]"
"In post","2022","Kingston upon Hull, City of","65+","Male","[c]","[c]","[c]","[c]"
"In post","2022","Lambeth","20-29","Female","440","430","34240","32330"
"In post","2022","Lambeth","20-29","Male","240","240","34700","33550"
"In post","2022","Lambeth","30-39","Female","480","450","41810","40070"
"In post","2022","Lambeth","30-39","Male","380","370","42120","39840"
"In post","2022","Lambeth","40-49","Female","450","420","45020","40170"
"In post","2022","Lambeth","40-49","Male","340","330","48390","47130"
"In post","2022","Lambeth","50-59","Female","400","390","43130","35160"
"In post","2022","Lambeth","50-59","Male","410","400","48380","43630"
"In post","2022","Lambeth","60-64","Female","100","90","44340","34530"
"In post","2022","Lambeth","60-64","Male","110","100","48120","39840"
"In post","2022","Lambeth","65+","Female","40","30","[c]","[c]"
"In post","2022","Lambeth","65+","Male","50","40","[c]","[c]"
"In post","2022","Lancaster and Wyre","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Lancaster and Wyre","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Lancaster and Wyre","20-29","Female","80","80","25050","25610"
"In post","2022","Lancaster and Wyre","20-29","Male","60","60","24100","23140"
"In post","2022","Lancaster and Wyre","30-39","Female","110","100","26220","26350"
"In post","2022","Lancaster and Wyre","30-39","Male","90","90","25830","26350"
"In post","2022","Lancaster and Wyre","40-49","Female","150","130","30500","27570"
"In post","2022","Lancaster and Wyre","40-49","Male","100","100","31940","28800"
"In post","2022","Lancaster and Wyre","50-59","Female","230","210","29240","26930"
"In post","2022","Lancaster and Wyre","50-59","Male","150","140","32080","27570"
"In post","2022","Lancaster and Wyre","60-64","Female","60","40","29700","26670"
"In post","2022","Lancaster and Wyre","60-64","Male","50","40","[c]","[c]"
"In post","2022","Lancaster and Wyre","65+","Female","[c]","[c]","[c]","[c]"
"In post","2022","Lancaster and Wyre","65+","Male","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","20-29","Female","1520","1490","28930","26820"
"In post","2022","Leeds","20-29","Male","1370","1360","28770","26820"
"In post","2022","Leeds","30-39","Female","1610","1490","34460","31650"
"In post","2022","Leeds","30-39","Male","1530","1510","34520","31610"
"In post","2022","Leeds","40-49","Female","1700","1540","37200","33370"
"In post","2022","Leeds","40-49","Male","1450","1430","38130","33370"
"In post","2022","Leeds","50-59","Female","1890","1750","35970","31990"
"In post","2022","Leeds","50-59","Male","1470","1440","39540","33680"
"In post","2022","Leeds","60-64","Female","430","340","31740","27570"
"In post","2022","Leeds","60-64","Male","340","270","35050","32040"
"In post","2022","Leeds","65+","Female","80","60","28980","27570"
"In post","2022","Leeds","65+","Male","90","70","34350","28200"
"In post","2022","Leicester","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","20-29","Female","230","220","24170","23140"
"In post","2022","Leicester","20-29","Male","170","170","24290","22600"
"In post","2022","Leicester","30-39","Female","310","270","27620","25700"
"In post","2022","Leicester","30-39","Male","200","200","27090","27130"
"In post","2022","Leicester","40-49","Female","410","350","29090","27130"
"In post","2022","Leicester","40-49","Male","240","230","28730","27570"
"In post","2022","Leicester","50-59","Female","480","430","27810","26880"
"In post","2022","Leicester","50-59","Male","310","300","30150","27570"
"In post","2022","Leicester","60-64","Female","120","100","25640","22890"
"In post","2022","Leicester","60-64","Male","90","80","28780","27130"
"In post","2022","Leicester","65+","Female","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","65+","Male","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","20-29","Female","160","160","23900","23140"
"In post","2022","Leicestershire CC and Rutland","20-29","Male","150","150","25110","24880"
"In post","2022","Leicestershire CC and Rutland","30-39","Female","240","220","28400","27380"
"In post","2022","Leicestershire CC and Rutland","30-39","Male","200","200","30510","27570"
"In post","2022","Leicestershire CC and Rutland","40-49","Female","250","230","31200","27570"
"In post","2022","Leicestershire CC and Rutland","40-49","Male","190","190","33710","30470"
"In post","2022","Leicestershire CC and Rutland","50-59","Female","270","240","29060","27370"
"In post","2022","Leicestershire CC and Rutland","50-59","Male","300","300","34270","31650"
"In post","2022","Leicestershire CC and Rutland","60-64","Female","90","70","26530","23960"
"In post","2022","Leicestershire CC and Rutland","60-64","Male","80","70","29740","27470"
"In post","2022","Leicestershire CC and Rutland","65+","Female","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","65+","Male","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","20-29","Female","150","150","29290","28900"
"In post","2022","Lewisham and Southwark","20-29","Male","60","60","29240","28650"
"In post","2022","Lewisham and Southwark","30-39","Female","190","180","32420","31060"
"In post","2022","Lewisham and Southwark","30-39","Male","120","120","33780","31060"
"In post","2022","Lewisham and Southwark","40-49","Female","190","180","37200","32090"
"In post","2022","Lewisham and Southwark","40-49","Male","110","110","36150","31060"
"In post","2022","Lewisham and Southwark","50-59","Female","220","210","36810","31060"
"In post","2022","Lewisham and Southwark","50-59","Male","170","160","35880","31880"
"In post","2022","Lewisham and Southwark","60-64","Female","70","70","34560","31060"
"In post","2022","Lewisham and Southwark","60-64","Male","60","60","36090","33390"
"In post","2022","Lewisham and Southwark","65+","Female","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","65+","Male","40","30","[c]","[c]"
"In post","2022","Lincolnshire CC","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","20-29","Female","190","190","25340","24780"
"In post","2022","Lincolnshire CC","20-29","Male","130","130","24950","25610"
"In post","2022","Lincolnshire CC","30-39","Female","270","250","28270","26670"
"In post","2022","Lincolnshire CC","30-39","Male","220","220","28380","27120"
"In post","2022","Lincolnshire CC","40-49","Female","330","300","29230","26670"
"In post","2022","Lincolnshire CC","40-49","Male","270","270","30920","27570"
"In post","2022","Lincolnshire CC","50-59","Female","560","510","28030","26670"
"In post","2022","Lincolnshire CC","50-59","Male","560","540","32020","30750"
"In post","2022","Lincolnshire CC","60-64","Female","170","150","25680","21960"
"In post","2022","Lincolnshire CC","60-64","Male","210","190","29480","27570"
"In post","2022","Lincolnshire CC","65+","Female","50","40","[c]","[c]"
"In post","2022","Lincolnshire CC","65+","Male","70","60","29470","27570"
"In post","2022","Lisburn and Castlereagh","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","20-29","Female","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","20-29","Male","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","30-39","Female","30","30","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","30-39","Male","30","30","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","40-49","Female","50","40","[c]","[c]"
