"Status","Year","Region_ITL1","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","London","Communications","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","London","Communications","Tower Hamlets","150","150","47120","41010"
"In post","2022","London","Communications","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","London","Communications","Westminster","1860","1820","46950","43360"
"In post","2022","London","Corporate Finance","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","London","Corporate Finance","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","London","Corporate Finance","Westminster","30","30","[c]","[c]"
"In post","2022","London","Counter Fraud","Barking & Dagenham and Havering","50","50","[c]","[c]"
"In post","2022","London","Counter Fraud","Barnet","30","30","[c]","[c]"
"In post","2022","London","Counter Fraud","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","London","Counter Fraud","Brent","[c]","[c]","[c]","[c]"
"In post","2022","London","Counter Fraud","Bromley","50","50","33270","31880"
"In post","2022","London","Counter Fraud","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","London","Counter Fraud","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","London","Counter Fraud","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","London","Counter Fraud","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","London","Counter Fraud","Hackney and Newham","100","90","33790","31880"
"In post","2022","London","Counter Fraud","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","London","Counter Fraud","Harrow and Hillingdon","50","50","33180","31880"
"In post","2022","London","Counter Fraud","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","London","Counter Fraud","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","London","Counter Fraud","Lambeth","40","40","[c]","[c]"
"In post","2022","London","Counter Fraud","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","London","Counter Fraud","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","London","Counter Fraud","Redbridge and Waltham Forest","430","390","27570","25110"
"In post","2022","London","Counter Fraud","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","London","Counter Fraud","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","London","Counter Fraud","Westminster","360","340","44370","40000"
"In post","2022","London","Digital, Data and Technology","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","London","Digital, Data and Technology","Barnet","180","180","45080","41970"
"In post","2022","London","Digital, Data and Technology","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","London","Digital, Data and Technology","Brent","[c]","[c]","[c]","[c]"
"In post","2022","London","Digital, Data and Technology","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","London","Digital, Data and Technology","Camden and City of London","50","50","[c]","[c]"
"In post","2022","London","Digital, Data and Technology","Croydon","820","800","50640","45210"
"In post","2022","London","Digital, Data and Technology","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","London","Digital, Data and Technology","Hackney and Newham","130","130","44870","38470"
"In post","2022","London","Digital, Data and Technology","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","London","Digital, Data and Technology","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","London","Digital, Data and Technology","Hounslow and Richmond upon Thames","130","130","40340","38450"
"In post","2022","London","Digital, Data and Technology","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","London","Digital, Data and Technology","Lambeth","130","130","49460","45080"
"In post","2022","London","Digital, Data and Technology","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","London","Digital, Data and Technology","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","London","Digital, Data and Technology","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","London","Digital, Data and Technology","Tower Hamlets","500","490","51940","49050"
"In post","2022","London","Digital, Data and Technology","Westminster","2050","2020","49850","46040"
"In post","2022","London","Economics","Camden and City of London","30","30","[c]","[c]"
"In post","2022","London","Economics","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","London","Economics","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","London","Economics","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","London","Economics","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","London","Economics","Tower Hamlets","190","180","57320","55860"
"In post","2022","London","Economics","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","London","Economics","Westminster","1370","1340","47590","43950"
"In post","2022","London","Finance","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","Brent","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","Camden and City of London","40","40","[c]","[c]"
"In post","2022","London","Finance","Croydon","230","230","47640","43620"
"In post","2022","London","Finance","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","Hackney and Newham","130","120","46940","43810"
"In post","2022","London","Finance","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","Tower Hamlets","300","300","47700","43000"
"In post","2022","London","Finance","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","Westminster","2080","2040","49810","45200"
"In post","2022","London","Geography","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","Croydon","370","350","47150","42290"
"In post","2022","London","Human Resources","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","Hackney and Newham","80","80","50250","45000"
"In post","2022","London","Human Resources","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","Hounslow and Richmond upon Thames","50","50","36460","33000"
"In post","2022","London","Human Resources","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","Lambeth","150","140","41630","37800"
"In post","2022","London","Human Resources","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","Tower Hamlets","120","120","49420","44850"
"In post","2022","London","Human Resources","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","Westminster","1860","1800","46930","42170"
"In post","2022","London","Inspector of Education and Training","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","London","Inspector of Education and Training","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","London","Inspector of Education and Training","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","London","Inspector of Education and Training","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","London","Inspector of Education and Training","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","London","Inspector of Education and Training","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","London","Inspector of Education and Training","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","London","Inspector of Education and Training","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","London","Inspector of Education and Training","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","London","Inspector of Education and Training","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","London","Inspector of Education and Training","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","London","Inspector of Education and Training","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","London","Inspector of Education and Training","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","London","Inspector of Education and Training","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","London","Inspector of Education and Training","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","London","Inspector of Education and Training","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","London","Inspector of Education and Training","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","London","Intelligence Analysis","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","London","Intelligence Analysis","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","London","Intelligence Analysis","Croydon","160","160","35160","31520"
"In post","2022","London","Intelligence Analysis","Hackney and Newham","110","110","40170","37720"
"In post","2022","London","Intelligence Analysis","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","London","Intelligence Analysis","Harrow and Hillingdon","200","180","32190","30500"
"In post","2022","London","Intelligence Analysis","Hounslow and Richmond upon Thames","250","230","33100","29250"
"In post","2022","London","Intelligence Analysis","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","London","Intelligence Analysis","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","London","Intelligence Analysis","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","London","Intelligence Analysis","Tower Hamlets","30","30","[c]","[c]"
"In post","2022","London","Intelligence Analysis","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","London","Intelligence Analysis","Westminster","460","450","45270","43300"
"In post","2022","London","Internal Audit","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","London","Internal Audit","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","London","Internal Audit","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","London","Internal Audit","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","London","Internal Audit","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","London","Internal Audit","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","London","Internal Audit","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","London","Internal Audit","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","London","Internal Audit","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","London","Internal Audit","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","London","Internal Audit","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","London","Internal Audit","Westminster","170","160","55260","53070"
"In post","2022","London","International Trade","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","London","International Trade","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","London","International Trade","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","London","International Trade","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","London","International Trade","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","London","International Trade","Westminster","1210","1190","47600","45910"
"In post","2022","London","Knowledge and Information Management","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","London","Knowledge and Information Management","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","London","Knowledge and Information Management","Croydon","30","30","[c]","[c]"
"In post","2022","London","Knowledge and Information Management","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","London","Knowledge and Information Management","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","London","Knowledge and Information Management","Hounslow and Richmond upon Thames","100","100","34390","31150"
"In post","2022","London","Knowledge and Information Management","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","London","Knowledge and Information Management","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","London","Knowledge and Information Management","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","London","Knowledge and Information Management","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","London","Knowledge and Information Management","Westminster","570","550","42630","38210"
"In post","2022","London","Legal","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","London","Legal","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","London","Legal","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","London","Legal","Brent","[c]","[c]","[c]","[c]"
"In post","2022","London","Legal","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","London","Legal","Camden and City of London","60","60","58790","59200"
"In post","2022","London","Legal","Croydon","440","420","42760","37930"
"In post","2022","London","Legal","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","London","Legal","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","London","Legal","Hackney and Newham","850","820","43640","37930"
"In post","2022","London","Legal","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","London","Legal","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","London","Legal","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","London","Legal","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","London","Legal","Lambeth","50","50","55400","60960"
"In post","2022","London","Legal","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","London","Legal","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","London","Legal","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","London","Legal","Tower Hamlets","240","230","64670","63240"
"In post","2022","London","Legal","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","London","Legal","Westminster","3120","2910","59610","60700"
"In post","2022","London","Medicine","Barnet","50","50","101330","100940"
"In post","2022","London","Medicine","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","London","Medicine","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","London","Medicine","Lambeth","50","40","96000","91970"
"In post","2022","London","Medicine","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","London","Medicine","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","London","Medicine","Tower Hamlets","140","130","62900","67080"
"In post","2022","London","Medicine","Westminster","90","90","70210","64490"
"In post","2022","London","Operational Delivery","Barking & Dagenham and Havering","590","530","31060","31060"
"In post","2022","London","Operational Delivery","Barnet","870","780","32950","31060"
"In post","2022","London","Operational Delivery","Bexley and Greenwich","1530","1460","31590","31060"
"In post","2022","London","Operational Delivery","Brent","440","410","30220","31060"
"In post","2022","London","Operational Delivery","Bromley","440","400","30550","31060"
"In post","2022","London","Operational Delivery","Camden and City of London","1340","1270","30280","28310"
"In post","2022","London","Operational Delivery","Croydon","4820","4520","33500","29370"
"In post","2022","London","Operational Delivery","Ealing","410","380","32290","31060"
"In post","2022","London","Operational Delivery","Enfield","320","290","30630","31060"
"In post","2022","London","Operational Delivery","Hackney and Newham","2310","2140","31790","31060"
"In post","2022","London","Operational Delivery","Haringey and Islington","1470","1400","31720","31060"
"In post","2022","London","Operational Delivery","Harrow and Hillingdon","2470","2250","31060","29080"
"In post","2022","London","Operational Delivery","Hounslow and Richmond upon Thames","1980","1870","31500","31020"
"In post","2022","London","Operational Delivery","Kensington & Chelsea and Hammersmith & Fulham","810","770","32590","31060"
"In post","2022","London","Operational Delivery","Lambeth","2600","2520","40730","36970"
"In post","2022","London","Operational Delivery","Lewisham and Southwark","1200","1150","32840","31060"
"In post","2022","London","Operational Delivery","Merton, Kingston upon Thames and Sutton","580","550","32220","31060"
"In post","2022","London","Operational Delivery","Redbridge and Waltham Forest","680","630","30710","31060"
"In post","2022","London","Operational Delivery","Tower Hamlets","1150","1090","37730","32090"
"In post","2022","London","Operational Delivery","Wandsworth","890","850","32150","31060"
"In post","2022","London","Operational Delivery","Westminster","6910","6670","41350","34710"
"In post","2022","London","Operational Research","Croydon","50","50","[c]","[c]"
"In post","2022","London","Operational Research","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Research","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Research","Tower Hamlets","100","90","50000","47100"
"In post","2022","London","Operational Research","Westminster","190","190","52230","53600"
"In post","2022","London","Other","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","London","Other","Barnet","40","40","[c]","[c]"
"In post","2022","London","Other","Bexley and Greenwich","70","70","29350","30160"
"In post","2022","London","Other","Brent","[c]","[c]","[c]","[c]"
"In post","2022","London","Other","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","London","Other","Camden and City of London","260","250","57710","45320"
"In post","2022","London","Other","Croydon","590","560","38460","35050"
"In post","2022","London","Other","Ealing","50","50","[c]","[c]"
"In post","2022","London","Other","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","London","Other","Hackney and Newham","120","120","37480","31060"
"In post","2022","London","Other","Haringey and Islington","40","40","[c]","[c]"
"In post","2022","London","Other","Harrow and Hillingdon","270","260","25730","24370"
"In post","2022","London","Other","Hounslow and Richmond upon Thames","120","120","36580","34260"
"In post","2022","London","Other","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","London","Other","Lambeth","40","40","[c]","[c]"
"In post","2022","London","Other","Lewisham and Southwark","60","60","30660","31060"
"In post","2022","London","Other","Merton, Kingston upon Thames and Sutton","30","30","[c]","[c]"
"In post","2022","London","Other","Redbridge and Waltham Forest","60","60","30280","31060"
"In post","2022","London","Other","Tower Hamlets","600","580","48150","40860"
"In post","2022","London","Other","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","London","Other","Westminster","1890","1840","41690","34360"
"In post","2022","London","Planning","Westminster","90","90","47000","42980"
"In post","2022","London","Planning Inspectors","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","London","Planning Inspectors","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","London","Planning Inspectors","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","London","Planning Inspectors","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","London","Planning Inspectors","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","London","Planning Inspectors","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","London","Planning Inspectors","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","London","Planning Inspectors","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","London","Planning Inspectors","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","London","Planning Inspectors","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","London","Planning Inspectors","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","London","Planning Inspectors","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","London","Planning Inspectors","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Brent","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Camden and City of London","100","100","59470","57430"
"In post","2022","London","Policy","Croydon","330","310","53180","57430"
"In post","2022","London","Policy","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Hackney and Newham","260","250","56470","60940"
"In post","2022","London","Policy","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Hounslow and Richmond upon Thames","70","70","42660","40050"
"In post","2022","London","Policy","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Tower Hamlets","250","240","49670","44130"
"In post","2022","London","Policy","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Westminster","20180","19690","49520","51730"
"In post","2022","London","Project Delivery","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Brent","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Croydon","680","670","48110","42410"
"In post","2022","London","Project Delivery","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Hackney and Newham","300","270","40220","37770"
"In post","2022","London","Project Delivery","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Tower Hamlets","500","480","57040","54320"
"In post","2022","London","Project Delivery","Westminster","2040","2000","50370","47240"
"In post","2022","London","Property","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Brent","130","120","36930","30620"
"In post","2022","London","Property","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Croydon","210","200","38720","34720"
"In post","2022","London","Property","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Tower Hamlets","220","210","44790","39050"
"In post","2022","London","Property","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Westminster","560","550","50470","45950"
"In post","2022","London","Psychology","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","London","Psychology","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","London","Psychology","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","London","Psychology","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","London","Psychology","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","London","Psychology","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","London","Psychology","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","London","Psychology","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","London","Psychology","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","London","Psychology","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","London","Psychology","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","London","Psychology","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","London","Psychology","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","London","Psychology","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Barnet","490","480","42800","40070"
"In post","2022","London","Science and Engineering","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Lambeth","100","100","44700","40070"
"In post","2022","London","Science and Engineering","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Tower Hamlets","140","140","50900","44980"
"In post","2022","London","Science and Engineering","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Westminster","280","270","55360","54110"
"In post","2022","London","Security","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","Bexley and Greenwich","40","40","[c]","[c]"
"In post","2022","London","Security","Camden and City of London","40","40","[c]","[c]"
"In post","2022","London","Security","Croydon","170","170","32720","29220"
"In post","2022","London","Security","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","Hounslow and Richmond upon Thames","40","40","[c]","[c]"
"In post","2022","London","Security","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","Lambeth","30","30","[c]","[c]"
"In post","2022","London","Security","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","Tower Hamlets","40","40","[c]","[c]"
"In post","2022","London","Security","Wandsworth","[c]","[c]","[c]","[c]"
