"Status","Year","Disability","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Department for International Trade","SCS","50","50","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","SEO/HEO","470","470","35180","33670"
"In post","2021","Unknown","Department for Transport","AA/AO","900","820","22080","21590"
"In post","2021","Unknown","Department for Transport","EO","620","600","27690","26700"
"In post","2021","Unknown","Department for Transport","G6/G7","150","140","60950","56490"
"In post","2021","Unknown","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","SEO/HEO","340","340","37300","36040"
"In post","2021","Unknown","Department for Work and Pensions","AA/AO","900","840","21260","21010"
"In post","2021","Unknown","Department for Work and Pensions","EO","1920","1840","28340","27570"
"In post","2021","Unknown","Department for Work and Pensions","G6/G7","140","140","59220","57230"
"In post","2021","Unknown","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","SEO/HEO","260","250","36450","36650"
"In post","2021","Unknown","Department of Health and Social Care","AA/AO","190","170","22240","22140"
"In post","2021","Unknown","Department of Health and Social Care","EO","660","630","27150","27270"
"In post","2021","Unknown","Department of Health and Social Care","G6/G7","1690","1640","58040","53830"
"In post","2021","Unknown","Department of Health and Social Care","SCS","370","350","101330","93000"
"In post","2021","Unknown","Department of Health and Social Care","SEO/HEO","1890","1830","36370","36320"
"In post","2021","Unknown","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","AA/AO","80","80","24550","23000"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","EO","140","140","28680","28530"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","G6/G7","750","730","57910","56110"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","SCS","100","100","84830","77420"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","510","500","37690","38600"
"In post","2021","Unknown","HM Land Registry","AA/AO","1320","1270","22450","22350"
"In post","2021","Unknown","HM Land Registry","EO","310","300","27840","27130"
"In post","2021","Unknown","HM Land Registry","G6/G7","90","90","60280","59760"
"In post","2021","Unknown","HM Land Registry","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","SEO/HEO","220","210","38910","38550"
"In post","2021","Unknown","HM Revenue and Customs","AA/AO","8880","7820","20610","20140"
"In post","2021","Unknown","HM Revenue and Customs","EO","4860","4570","26170","25560"
"In post","2021","Unknown","HM Revenue and Customs","G6/G7","1390","1350","57320","54990"
"In post","2021","Unknown","HM Revenue and Customs","SCS","80","70","90800","79930"
"In post","2021","Unknown","HM Revenue and Customs","SEO/HEO","4850","4670","34540","31810"
"In post","2021","Unknown","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Treasury","G6/G7","110","100","65790","61540"
"In post","2021","Unknown","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Treasury","SEO/HEO","80","70","39220","38090"
"In post","2021","Unknown","Home Office","AA/AO","570","550","21830","21430"
"In post","2021","Unknown","Home Office","EO","750","730","26630","24890"
"In post","2021","Unknown","Home Office","G6/G7","230","230","59540","57430"
"In post","2021","Unknown","Home Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office","SEO/HEO","440","430","37720","36590"
"In post","2021","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","AA/AO","3020","2910","24430","21130"
"In post","2021","Unknown","Ministry of Defence","EO","1430","1380","26610","26670"
"In post","2021","Unknown","Ministry of Defence","G6/G7","940","880","59480","56350"
"In post","2021","Unknown","Ministry of Defence","SCS","40","40","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","SEO/HEO","2510","2420","37810","37520"
"In post","2021","Unknown","Ministry of Defence","Unknown","2140","2130","38200","34460"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","AA/AO","50","50","21530","21270"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","EO","40","40","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","G6/G7","160","150","56810","55050"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","SEO/HEO","110","110","36140","34860"
"In post","2021","Unknown","Ministry of Justice","AA/AO","5310","5180","23870","22850"
"In post","2021","Unknown","Ministry of Justice","EO","490","480","26250","26410"
"In post","2021","Unknown","Ministry of Justice","G6/G7","300","290","59600","58130"
"In post","2021","Unknown","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","SEO/HEO","830","800","34800","33650"
"In post","2021","Unknown","Ministry of Justice","Unknown","720","650","24130","22920"
"In post","2021","Unknown","National Crime Agency","AA/AO","240","230","23190","22600"
"In post","2021","Unknown","National Crime Agency","EO","1770","1740","33020","32770"
"In post","2021","Unknown","National Crime Agency","G6/G7","180","180","64220","60990"
"In post","2021","Unknown","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","SEO/HEO","1300","1280","44100","43710"
"In post","2021","Unknown","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","AA/AO","30","30","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","SEO/HEO","90","80","46110","51360"
"In post","2021","Unknown","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","G6/G7","40","40","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","G6/G7","30","30","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","EO","90","80","23420","22230"
"In post","2021","Unknown","Other Cabinet Office Agencies","G6/G7","130","130","52530","52500"
"In post","2021","Unknown","Other Cabinet Office Agencies","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","SEO/HEO","280","270","32860","34050"
"In post","2021","Unknown","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Government","AA/AO","3390","3140","23010","22820"
"In post","2021","Unknown","Scottish Government","EO","3210","3030","31040","30930"
"In post","2021","Unknown","Scottish Government","G6/G7","1080","1040","62130","61010"
"In post","2021","Unknown","Scottish Government","SCS","70","60","90240","83230"
"In post","2021","Unknown","Scottish Government","SEO/HEO","2610","2450","39300","39500"
"In post","2021","Unknown","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","The National Archives","AA/AO","30","30","[c]","[c]"
"In post","2021","Unknown","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","The National Archives","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","The National Archives","SEO/HEO","80","80","36880","34770"
"In post","2021","Unknown","United Kingdom Statistics Authority","AA/AO","640","470","19710","19130"
"In post","2021","Unknown","United Kingdom Statistics Authority","EO","350","340","23630","23050"
"In post","2021","Unknown","United Kingdom Statistics Authority","G6/G7","270","270","52370","49120"
"In post","2021","Unknown","United Kingdom Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","SEO/HEO","1010","990","33160","32540"
"In post","2021","Unknown","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Unknown","Welsh Government","AA/AO","100","90","22440","22160"
"In post","2021","Unknown","Welsh Government","EO","70","60","28100","28850"
"In post","2021","Unknown","Welsh Government","G6/G7","60","60","62560","60830"
"In post","2021","Unknown","Welsh Government","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government","SEO/HEO","110","110","39420","37410"
"In post","2022","Declared disabled","Attorney General's Departments","AA/AO","190","170","22690","22200"
"In post","2022","Declared disabled","Attorney General's Departments","EO","210","190","28280","28430"
"In post","2022","Declared disabled","Attorney General's Departments","G6/G7","490","450","58870","55610"
"In post","2022","Declared disabled","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","SEO/HEO","160","150","36450","35290"
"In post","2022","Declared disabled","Cabinet Office","AA/AO","70","70","21770","21050"
"In post","2022","Declared disabled","Cabinet Office","EO","150","140","26850","27500"
"In post","2022","Declared disabled","Cabinet Office","G6/G7","300","300","57680","54700"
"In post","2022","Declared disabled","Cabinet Office","SCS","60","60","90750","77370"
"In post","2022","Declared disabled","Cabinet Office","SEO/HEO","330","330","36350","35590"
"In post","2022","Declared disabled","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","150","130","21450","21130"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","200","190","26580","26290"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","310","300","57710","55290"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","580","560","37200","36740"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","60","60","56000","54110"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","70","70","35170","34020"
"In post","2022","Declared disabled","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","EO","100","90","26560","26000"
"In post","2022","Declared disabled","Department for Education","G6/G7","240","230","56090","53760"
"In post","2022","Declared disabled","Department for Education","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","SEO/HEO","410","390","35230","36500"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","270","240","21850","21300"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","EO","280","270","26370","25460"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","270","260","53950","53200"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","SCS","30","30","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","570","540","34400","33940"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","EO","30","30","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","G6/G7","100","100","57160","54600"
"In post","2022","Declared disabled","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","SEO/HEO","90","90","35860","35550"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","AA/AO","40","30","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","EO","70","70","27880","27850"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","G6/G7","140","130","55930","53130"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","180","180","35770","35590"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","AA/AO","580","480","21160","21840"
"In post","2022","Declared disabled","Department for Transport","EO","390","340","27780","26780"
"In post","2022","Declared disabled","Department for Transport","G6/G7","110","110","59340","54760"
"In post","2022","Declared disabled","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","SEO/HEO","290","280","36770","35060"
"In post","2022","Declared disabled","Department for Work and Pensions","AA/AO","5310","4500","21390","21260"
"In post","2022","Declared disabled","Department for Work and Pensions","EO","8600","7630","28070","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","G6/G7","430","410","56350","54070"
"In post","2022","Declared disabled","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","SEO/HEO","1760","1630","35600","34290"
"In post","2022","Declared disabled","Department of Health and Social Care","AA/AO","60","60","21490","21150"
"In post","2022","Declared disabled","Department of Health and Social Care","EO","80","80","26430","26900"
"In post","2022","Declared disabled","Department of Health and Social Care","G6/G7","160","160","57280","53360"
"In post","2022","Declared disabled","Department of Health and Social Care","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","SEO/HEO","260","250","35620","35280"
"In post","2022","Declared disabled","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","EO","30","30","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","SEO/HEO","60","60","35720","37350"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","AA/AO","70","70","25820","25000"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","EO","110","110","29680","30170"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","G6/G7","260","250","59360","57750"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","SCS","30","30","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","SEO/HEO","300","300","38020","37780"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","AA/AO","190","180","22550","22600"
"In post","2022","Declared disabled","HM Land Registry","EO","260","220","27370","27130"
"In post","2022","Declared disabled","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","SEO/HEO","190","170","37180","33840"
"In post","2022","Declared disabled","HM Revenue and Customs","AA/AO","1980","1670","21880","21500"
"In post","2022","Declared disabled","HM Revenue and Customs","EO","1420","1290","27650","26820"
"In post","2022","Declared disabled","HM Revenue and Customs","G6/G7","750","720","59780","55800"
"In post","2022","Declared disabled","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","SEO/HEO","2210","2090","36620","33830"
"In post","2022","Declared disabled","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","G6/G7","110","110","57570","54540"
"In post","2022","Declared disabled","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","SEO/HEO","120","120","35990","34810"
"In post","2022","Declared disabled","Home Office","AA/AO","740","640","22130","21680"
"In post","2022","Declared disabled","Home Office","EO","1150","1050","27040","26160"
"In post","2022","Declared disabled","Home Office","G6/G7","290","280","60540","57680"
"In post","2022","Declared disabled","Home Office","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","SEO/HEO","840","800","36490","35270"
"In post","2022","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","AA/AO","1270","1210","22650","21170"
"In post","2022","Declared disabled","Ministry of Defence","EO","1020","980","27090","26670"
"In post","2022","Declared disabled","Ministry of Defence","G6/G7","480","470","57770","55490"
"In post","2022","Declared disabled","Ministry of Defence","SCS","30","30","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","SEO/HEO","1910","1850","36870","36230"
"In post","2022","Declared disabled","Ministry of Defence","Unknown","210","200","39290","37400"
"In post","2022","Declared disabled","Ministry of Justice","AA/AO","3970","3620","24160","21860"
"In post","2022","Declared disabled","Ministry of Justice","EO","1240","1180","28580","27380"
"In post","2022","Declared disabled","Ministry of Justice","G6/G7","280","280","62380","60260"
"In post","2022","Declared disabled","Ministry of Justice","SCS","30","30","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice","SEO/HEO","1510","1460","39250","38160"
"In post","2022","Declared disabled","Ministry of Justice","Unknown","3310","3080","30770","28300"
"In post","2022","Declared disabled","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","EO","120","120","33970","34060"
"In post","2022","Declared disabled","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","SEO/HEO","90","90","44160","43710"
"In post","2022","Declared disabled","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","G6/G7","40","40","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","SEO/HEO","70","60","43820","44610"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","EO","30","30","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","AA/AO","510","470","23910","23230"
"In post","2022","Declared disabled","Scottish Government","EO","520","500","31160","30040"
"In post","2022","Declared disabled","Scottish Government","G6/G7","250","240","62400","62170"
"In post","2022","Declared disabled","Scottish Government","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","SEO/HEO","690","660","39850","39660"
"In post","2022","Declared disabled","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Statistics Authority","AA/AO","160","110","20210","20350"
"In post","2022","Declared disabled","UK Statistics Authority","EO","80","70","25110","23880"
"In post","2022","Declared disabled","UK Statistics Authority","G6/G7","80","80","53720","51210"
"In post","2022","Declared disabled","UK Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Statistics Authority","SEO/HEO","270","250","34760","34190"
"In post","2022","Declared disabled","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Supreme Court","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Water Services Regulation Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","AA/AO","70","60","24230","24630"
"In post","2022","Declared disabled","Welsh Government","EO","80","70","28730","29430"
"In post","2022","Declared disabled","Welsh Government","G6/G7","50","40","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","SEO/HEO","150","140","40730","38160"
