"Status","Year","Region_ITL3","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Gwynedd","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","Male","No function","220","210","24340","21260"
"In post","2022","Gwynedd","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","Male","Property","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","Male","Security","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","Male","Unknown","60","60","33700","29430"
"In post","2022","Hackney and Newham","Female","Analysis","70","60","49900","43810"
"In post","2022","Hackney and Newham","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Female","Counter Fraud","680","640","37100","37610"
"In post","2022","Hackney and Newham","Female","Debt","150","120","28460","26400"
"In post","2022","Hackney and Newham","Female","Digital, Data & Technology","60","60","45330","37930"
"In post","2022","Hackney and Newham","Female","Finance","150","140","40520","37930"
"In post","2022","Hackney and Newham","Female","Human Resources","90","90","48710","43810"
"In post","2022","Hackney and Newham","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Female","Legal","250","230","51230","43810"
"In post","2022","Hackney and Newham","Female","No function","1550","1430","34940","31060"
"In post","2022","Hackney and Newham","Female","Project Delivery","400","350","44070","38000"
"In post","2022","Hackney and Newham","Female","Property","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Female","Security","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Female","Unknown","80","70","31070","30010"
"In post","2022","Hackney and Newham","Male","Analysis","100","100","45150","38510"
"In post","2022","Hackney and Newham","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Male","Counter Fraud","780","760","40050","37930"
"In post","2022","Hackney and Newham","Male","Debt","110","100","30440","26400"
"In post","2022","Hackney and Newham","Male","Digital, Data & Technology","100","100","46250","43430"
"In post","2022","Hackney and Newham","Male","Finance","90","90","46560","43430"
"In post","2022","Hackney and Newham","Male","Human Resources","40","40","[c]","[c]"
"In post","2022","Hackney and Newham","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Male","Legal","200","200","53330","58600"
"In post","2022","Hackney and Newham","Male","No function","1220","1190","39400","37610"
"In post","2022","Hackney and Newham","Male","Project Delivery","300","290","50210","43850"
"In post","2022","Hackney and Newham","Male","Property","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Male","Security","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Male","Unknown","80","80","31780","30460"
"In post","2022","Haringey and Islington","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Female","No function","880","820","31400","31060"
"In post","2022","Haringey and Islington","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Female","Property","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Female","Security","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Male","No function","660","640","33140","31880"
"In post","2022","Haringey and Islington","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Male","Property","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Male","Security","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Female","Counter Fraud","40","30","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Female","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Female","No function","410","370","31850","31060"
"In post","2022","Harrow and Hillingdon","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Female","Property","50","40","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Female","Security","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Female","Unknown","1020","900","31120","29050"
"In post","2022","Harrow and Hillingdon","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Male","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Male","No function","250","240","33770","31060"
"In post","2022","Harrow and Hillingdon","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Male","Property","140","140","24230","21010"
"In post","2022","Harrow and Hillingdon","Male","Security","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Male","Unknown","1210","1130","31650","29080"
"In post","2022","Hartlepool and Stockton-on-Tees","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Female","Counter Fraud","80","60","23160","21260"
"In post","2022","Hartlepool and Stockton-on-Tees","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Female","No function","850","760","27440","27570"
"In post","2022","Hartlepool and Stockton-on-Tees","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Female","Property","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Female","Security","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Male","No function","650","620","28460","27570"
"In post","2022","Hartlepool and Stockton-on-Tees","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Male","Property","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Male","Security","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Female","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Female","Legal","150","140","41090","39650"
"In post","2022","Heart of Essex","Female","No function","540","510","29050","28200"
"In post","2022","Heart of Essex","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Female","Property","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Female","Security","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Male","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Male","Legal","50","40","[c]","[c]"
"In post","2022","Heart of Essex","Male","No function","440","430","31970","30120"
"In post","2022","Heart of Essex","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Male","Property","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Male","Security","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Female","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Herefordshire, County of","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Female","No function","100","90","31000","27570"
"In post","2022","Herefordshire, County of","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Female","Property","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Female","Security","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Female","Unknown","70","70","27660","21600"
"In post","2022","Herefordshire, County of","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Male","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Herefordshire, County of","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Male","No function","40","40","[c]","[c]"
"In post","2022","Herefordshire, County of","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Male","Property","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Male","Security","60","60","36470","39070"
"In post","2022","Herefordshire, County of","Male","Unknown","60","60","24810","22180"
"In post","2022","Hertfordshire CC","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Hertfordshire CC","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Hertfordshire CC","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Hertfordshire CC","Female","Counter Fraud","50","40","[c]","[c]"
"In post","2022","Hertfordshire CC","Female","Debt","60","50","25870","25060"
"In post","2022","Hertfordshire CC","Female","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2022","Hertfordshire CC","Female","Finance","50","40","[c]","[c]"
"In post","2022","Hertfordshire CC","Female","Human Resources","40","40","[c]","[c]"
"In post","2022","Hertfordshire CC","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Hertfordshire CC","Female","Legal","130","110","40330","30110"
"In post","2022","Hertfordshire CC","Female","No function","1160","1080","33630","29290"
"In post","2022","Hertfordshire CC","Female","Project Delivery","50","50","44830","43890"
"In post","2022","Hertfordshire CC","Female","Property","[c]","[c]","[c]","[c]"
"In post","2022","Hertfordshire CC","Female","Security","[c]","[c]","[c]","[c]"
"In post","2022","Hertfordshire CC","Female","Unknown","100","100","37770","34190"
"In post","2022","Hertfordshire CC","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Hertfordshire CC","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Hertfordshire CC","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Hertfordshire CC","Male","Counter Fraud","40","40","[c]","[c]"
"In post","2022","Hertfordshire CC","Male","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Hertfordshire CC","Male","Digital, Data & Technology","70","70","38220","37000"
"In post","2022","Hertfordshire CC","Male","Finance","40","40","[c]","[c]"
"In post","2022","Hertfordshire CC","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Hertfordshire CC","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Hertfordshire CC","Male","Legal","50","50","51010","53050"
"In post","2022","Hertfordshire CC","Male","No function","740","720","34480","30940"
"In post","2022","Hertfordshire CC","Male","Project Delivery","50","50","[c]","[c]"
"In post","2022","Hertfordshire CC","Male","Property","[c]","[c]","[c]","[c]"
"In post","2022","Hertfordshire CC","Male","Security","40","40","[c]","[c]"
"In post","2022","Hertfordshire CC","Male","Unknown","60","60","44130","44500"
"In post","2022","Hounslow and Richmond upon Thames","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Female","Digital, Data & Technology","70","60","38540","36460"
"In post","2022","Hounslow and Richmond upon Thames","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Female","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Female","No function","920","860","31990","31060"
"In post","2022","Hounslow and Richmond upon Thames","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Female","Property","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Female","Security","90","80","32220","29250"
"In post","2022","Hounslow and Richmond upon Thames","Female","Unknown","390","360","31360","28990"
"In post","2022","Hounslow and Richmond upon Thames","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Male","Digital, Data & Technology","80","80","39880","38430"
"In post","2022","Hounslow and Richmond upon Thames","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Male","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Male","No function","810","790","34170","33570"
"In post","2022","Hounslow and Richmond upon Thames","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Male","Property","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","Male","Security","160","150","32690","29250"
"In post","2022","Hounslow and Richmond upon Thames","Male","Unknown","270","260","31480","29080"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Female","Legal","50","50","51670","53490"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Female","No function","460","400","26990","27570"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Female","Property","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Female","Unknown","100","90","29990","27230"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Male","No function","330","310","32230","27570"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Male","Property","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Male","Unknown","100","90","29490","27370"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","No function","260","230","27680","27570"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","Property","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","Security","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","Unknown","280","260","30630","27360"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","No function","190","170","30240","27570"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","Property","30","30","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","Security","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","Unknown","280","270","29780","26350"
"In post","2022","Isle of Anglesey","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Female","No function","60","50","28010","27570"
"In post","2022","Isle of Anglesey","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Female","Property","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Female","Security","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Female","Unknown","50","50","27860","24890"
"In post","2022","Isle of Anglesey","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Male","No function","40","40","[c]","[c]"
"In post","2022","Isle of Anglesey","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Male","Property","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Male","Security","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Male","Unknown","60","60","28820","26670"
"In post","2022","Isle of Wight","Female","Counter Fraud","90","80","23790","21260"
"In post","2022","Isle of Wight","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","Female","No function","310","270","27420","26610"
"In post","2022","Isle of Wight","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","Female","Property","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","Female","Security","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","Male","Counter Fraud","50","50","23020","21260"
"In post","2022","Isle of Wight","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","Male","No function","440","420","28970","27120"
"In post","2022","Isle of Wight","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","Male","Property","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","Male","Security","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","Female","No function","420","400","32430","31060"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","Female","Property","[c]","[c]","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","Female","Security","[c]","[c]","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
