"Status","Year","Sex","Organisation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Animal and Plant Health Agency","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","East Cumbria","100","90","25540","21050"
"In post","2021","Female","Animal and Plant Health Agency","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Gloucestershire","40","30","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Gwynedd","50","40","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","30","30","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Mid Lancashire","50","40","29720","25190"
"In post","2021","Female","Animal and Plant Health Agency","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","North Yorkshire CC","70","60","29700","28100"
"In post","2021","Female","Animal and Plant Health Agency","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","South West Wales","90","80","27520","25100"
"In post","2021","Female","Animal and Plant Health Agency","Staffordshire CC","40","40","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","West Surrey","330","310","31740","28430"
"In post","2021","Female","Animal and Plant Health Agency","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Animal and Plant Health Agency","Worcestershire","100","90","27580","25260"
"In post","2021","Female","Animal and Plant Health Agency","York","30","30","[c]","[c]"
"In post","2021","Female","Attorney General's Office","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Bristol, City of","30","30","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Camden and City of London","40","40","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Greater Manchester South West","100","100","44200","38410"
"In post","2021","Female","Cabinet Office (excl. agencies)","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Leeds","100","100","47700","40250"
"In post","2021","Female","Cabinet Office (excl. agencies)","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Liverpool","60","60","46930","49700"
"In post","2021","Female","Cabinet Office (excl. agencies)","Manchester","60","50","42720","33300"
"In post","2021","Female","Cabinet Office (excl. agencies)","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Milton Keynes","50","50","28550","26670"
"In post","2021","Female","Cabinet Office (excl. agencies)","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Norwich and East Norfolk","50","40","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Sheffield","60","50","46160","40160"
"In post","2021","Female","Cabinet Office (excl. agencies)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Tower Hamlets","440","420","48900","54700"
"In post","2021","Female","Cabinet Office (excl. agencies)","Tyneside","250","230","27650","23850"
"In post","2021","Female","Cabinet Office (excl. agencies)","Unknown","330","320","36050","32000"
"In post","2021","Female","Cabinet Office (excl. agencies)","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Westminster","2930","2870","46750","38580"
"In post","2021","Female","Cabinet Office (excl. agencies)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","York","230","220","28550","26670"
"In post","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","Dorset CC","70","60","31190","29270"
"In post","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","Suffolk","220","200","31780","29270"
"In post","2021","Female","Charity Commission","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Female","Charity Commission","Sefton","180","160","32560","29160"
"In post","2021","Female","Charity Commission","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Female","Charity Commission","Westminster","50","50","[c]","[c]"
"In post","2021","Female","Companies House","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Female","Companies House","Cardiff and Vale of Glamorgan","570","490","29340","24500"
"In post","2021","Female","Companies House","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Female","Companies House","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Female","Competition and Markets Authority","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Female","Competition and Markets Authority","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Female","Competition and Markets Authority","City of Edinburgh","30","30","[c]","[c]"
"In post","2021","Female","Competition and Markets Authority","Tower Hamlets","400","380","58800","56000"
"In post","2021","Female","Criminal Injuries Compensation Authority","Glasgow City","160","140","26500","22570"
"In post","2021","Female","Crown Commercial Service","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Commercial Service","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Commercial Service","Liverpool","230","220","36320","34800"
"In post","2021","Female","Crown Commercial Service","Monmouthshire and Newport","50","50","33860","31680"
"In post","2021","Female","Crown Commercial Service","Norwich and East Norfolk","80","70","34840","34800"
"In post","2021","Female","Crown Commercial Service","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Commercial Service","Tower Hamlets","30","30","[c]","[c]"
"In post","2021","Female","Crown Commercial Service","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Aberdeen City and Aberdeenshire","80","70","32540","29040"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Angus and Dundee City","70","60","33900","30380"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","City of Edinburgh","320","300","37630","30500"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Clackmannanshire and Fife","60","60","32270","29040"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Dumfries and Galloway","30","30","[c]","[c]"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","East Ayrshire and North Ayrshire mainland","40","40","[c]","[c]"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","60","50","24650","22220"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Falkirk","50","50","34850","29040"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Glasgow City","380","350","35690","30500"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Inverclyde, East Renfrewshire and Renfrewshire","80","70","36500","31300"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Inverness and Nairn and Moray, Badenoch and Strathspey","40","40","[c]","[c]"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","North Lanarkshire","60","50","40180","33550"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","South Lanarkshire","110","100","36320","31720"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Berkshire","100","90","41740","36240"
"In post","2021","Female","Crown Prosecution Service","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Birmingham","330","300","38170","32290"
"In post","2021","Female","Crown Prosecution Service","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Brighton and Hove","80","70","41200","32020"
"In post","2021","Female","Crown Prosecution Service","Bristol, City of","90","90","38230","30930"
"In post","2021","Female","Crown Prosecution Service","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Cardiff and Vale of Glamorgan","140","130","38430","38000"
"In post","2021","Female","Crown Prosecution Service","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Devon CC","50","50","38720","36240"
"In post","2021","Female","Crown Prosecution Service","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","East Kent","80","70","37110","30110"
"In post","2021","Female","Crown Prosecution Service","Flintshire and Wrexham","50","50","39110","34480"
"In post","2021","Female","Crown Prosecution Service","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Heart of Essex","130","120","40170","34140"
"In post","2021","Female","Crown Prosecution Service","Hertfordshire","120","100","38990","30110"
"In post","2021","Female","Crown Prosecution Service","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Kingston upon Hull, City of","50","50","37270","28430"
"In post","2021","Female","Crown Prosecution Service","Leeds","230","210","38350","34480"
"In post","2021","Female","Crown Prosecution Service","Leicester","100","90","37020","33310"
"In post","2021","Female","Crown Prosecution Service","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Liverpool","240","220","35850","28430"
"In post","2021","Female","Crown Prosecution Service","Manchester","240","210","39260","33310"
"In post","2021","Female","Crown Prosecution Service","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Mid Lancashire","110","100","38190","32890"
"In post","2021","Female","Crown Prosecution Service","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Norwich and East Norfolk","50","40","31690","26960"
"In post","2021","Female","Crown Prosecution Service","Nottingham","180","160","36680","28430"
"In post","2021","Female","Crown Prosecution Service","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Portsmouth","70","70","36650","30110"
"In post","2021","Female","Crown Prosecution Service","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Sheffield","100","80","34320","28430"
"In post","2021","Female","Crown Prosecution Service","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","South Hampshire","100","90","46040","45530"
"In post","2021","Female","Crown Prosecution Service","South Teesside","70","60","36990","28430"
"In post","2021","Female","Crown Prosecution Service","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Stoke-on-Trent","50","40","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Swansea","50","50","39220","33310"
"In post","2021","Female","Crown Prosecution Service","Tyneside","160","140","36090","28430"
"In post","2021","Female","Crown Prosecution Service","Wakefield","40","40","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","West Surrey","40","40","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Westminster","1020","940","44120","40000"
"In post","2021","Female","Crown Prosecution Service","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","York","190","170","45680","51470"
"In post","2021","Female","Crown Prosecution Service Inspectorate","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service Inspectorate","York","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt Management Office","Camden and City of London","40","40","[c]","[c]"
"In post","2021","Female","Defence Electronics and Components Agency","Flintshire and Wrexham","70","60","28350","26060"
"In post","2021","Female","Defence Electronics and Components Agency","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Electronics and Components Agency","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Bath and North East Somerset, North Somerset and South Gloucestershire","3000","2800","35050","32640"
"In post","2021","Female","Defence Equipment and Support","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","East Ayrshire and North Ayrshire mainland","40","40","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Harrow and Hillingdon","40","40","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Lincolnshire","70","70","34220","33300"
"In post","2021","Female","Defence Equipment and Support","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Oxfordshire","50","50","30910","28530"
