"Status","Year","Responsibility_level","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","SEO/HEO","West Midlands","Male","2350","2310","35960","33840"
"In post","2022","SEO/HEO","West Wales and The Valleys","Female","1880","1760","37850","38160"
"In post","2022","SEO/HEO","West Wales and The Valleys","Male","1530","1490","38870","38160"
"In post","2022","SEO/HEO","West Yorkshire","Female","2840","2670","35300","33380"
"In post","2022","SEO/HEO","West Yorkshire","Male","2380","2320","35990","34190"
"In post","2022","Unknown","Bedfordshire and Hertfordshire","Female","330","300","29590","28200"
"In post","2022","Unknown","Bedfordshire and Hertfordshire","Male","80","80","29540","27810"
"In post","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Female","480","450","29430","26310"
"In post","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Male","180","170","27630","24090"
"In post","2022","Unknown","Cheshire","Female","220","210","29040","28200"
"In post","2022","Unknown","Cheshire","Male","70","60","28990","26360"
"In post","2022","Unknown","Cornwall and Isles of Scilly","Female","70","60","28540","24800"
"In post","2022","Unknown","Cornwall and Isles of Scilly","Male","30","30","[c]","[c]"
"In post","2022","Unknown","Cumbria","Female","150","130","32190","30000"
"In post","2022","Unknown","Cumbria","Male","160","160","40920","38570"
"In post","2022","Unknown","Derbyshire and Nottinghamshire","Female","590","520","28980","28200"
"In post","2022","Unknown","Derbyshire and Nottinghamshire","Male","190","180","30970","28410"
"In post","2022","Unknown","Devon","Female","280","250","29430","28200"
"In post","2022","Unknown","Devon","Male","210","210","33290","29750"
"In post","2022","Unknown","Dorset and Somerset","Female","260","230","28570","24800"
"In post","2022","Unknown","Dorset and Somerset","Male","100","100","29430","28200"
"In post","2022","Unknown","East Anglia","Female","620","560","28120","26010"
"In post","2022","Unknown","East Anglia","Male","250","230","29090","26320"
"In post","2022","Unknown","East Wales","Female","470","440","29040","26820"
"In post","2022","Unknown","East Wales","Male","160","150","31350","31310"
"In post","2022","Unknown","East Yorkshire and Northern Lincolnshire","Female","310","280","30010","28200"
"In post","2022","Unknown","East Yorkshire and Northern Lincolnshire","Male","90","80","30050","28200"
"In post","2022","Unknown","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Essex","Female","350","320","28660","24800"
"In post","2022","Unknown","Essex","Male","110","110","29860","26310"
"In post","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Female","1030","950","33320","31420"
"In post","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Male","1220","1200","41230","38260"
"In post","2022","Unknown","Greater Manchester","Female","870","810","29310","28200"
"In post","2022","Unknown","Greater Manchester","Male","320","310","30260","28200"
"In post","2022","Unknown","Hampshire and Isle of Wight","Female","370","340","29590","28200"
"In post","2022","Unknown","Hampshire and Isle of Wight","Male","130","120","31750","29490"
"In post","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Female","290","270","29260","28200"
"In post","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Male","110","100","31690","28200"
"In post","2022","Unknown","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inner London - East","Female","720","690","35210","34100"
"In post","2022","Unknown","Inner London - East","Male","300","290","36310","34100"
"In post","2022","Unknown","Inner London - West","Female","180","170","36550","35990"
"In post","2022","Unknown","Inner London - West","Male","100","100","37400","34100"
"In post","2022","Unknown","Kent","Female","370","340","29950","28200"
"In post","2022","Unknown","Kent","Male","110","110","30170","28760"
"In post","2022","Unknown","Lancashire","Female","520","480","29250","26310"
"In post","2022","Unknown","Lancashire","Male","150","140","31010","30980"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Female","450","410","29350","28200"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Male","120","110","30430","28200"
"In post","2022","Unknown","Lincolnshire","Female","160","150","29850","28200"
"In post","2022","Unknown","Lincolnshire","Male","50","50","31210","28200"
"In post","2022","Unknown","Merseyside","Female","640","600","28690","25640"
"In post","2022","Unknown","Merseyside","Male","180","170","29870","28200"
"In post","2022","Unknown","North Yorkshire","Female","180","160","29650","28200"
"In post","2022","Unknown","North Yorkshire","Male","60","60","29140","28200"
"In post","2022","Unknown","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northumberland, and Tyne and Wear","Female","440","410","28750","28200"
"In post","2022","Unknown","Northumberland, and Tyne and Wear","Male","140","140","31570","28970"
"In post","2022","Unknown","Outer London - East and North East","Female","280","260","32740","30200"
"In post","2022","Unknown","Outer London - East and North East","Male","100","100","35680","34100"
"In post","2022","Unknown","Outer London - South","Female","260","240","33270","32090"
"In post","2022","Unknown","Outer London - South","Male","80","70","34210","33700"
"In post","2022","Unknown","Outer London - West and North West","Female","300","280","32770","32090"
"In post","2022","Unknown","Outer London - West and North West","Male","120","120","33960","31980"
"In post","2022","Unknown","Overseas","Female","80","80","[c]","[c]"
"In post","2022","Unknown","Overseas","Male","120","120","[c]","[c]"
"In post","2022","Unknown","Shropshire and Staffordshire","Female","390","360","29390","28200"
"In post","2022","Unknown","Shropshire and Staffordshire","Male","130","110","30610","28200"
"In post","2022","Unknown","South Yorkshire","Female","430","390","29100","28200"
"In post","2022","Unknown","South Yorkshire","Male","110","110","31790","30210"
"In post","2022","Unknown","Surrey, East and West Sussex","Female","490","440","30010","28200"
"In post","2022","Unknown","Surrey, East and West Sussex","Male","140","130","32250","29300"
"In post","2022","Unknown","Tees Valley and Durham","Female","470","450","29570","28200"
"In post","2022","Unknown","Tees Valley and Durham","Male","130","120","30790","28200"
"In post","2022","Unknown","Unknown","Female","210","200","32530","30780"
"In post","2022","Unknown","Unknown","Male","1680","1670","37530","33600"
"In post","2022","Unknown","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Central Scotland","Male","40","40","[c]","[c]"
"In post","2022","Unknown","West Midlands","Female","880","810","28930","28200"
"In post","2022","Unknown","West Midlands","Male","290","270","30370","28200"
"In post","2022","Unknown","West Wales and The Valleys","Female","610","570","29020","27500"
"In post","2022","Unknown","West Wales and The Valleys","Male","200","190","29850","28350"
"In post","2022","Unknown","West Yorkshire","Female","670","620","29660","28200"
"In post","2022","Unknown","West Yorkshire","Male","240","220","30310","28200"
"Leaver CS","2021","AA/AO","Bedfordshire and Hertfordshire","Female","110","100","[c]","[c]"
"Leaver CS","2021","AA/AO","Bedfordshire and Hertfordshire","Male","90","90","[c]","[c]"
"Leaver CS","2021","AA/AO","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Female","170","150","21100","20920"
"Leaver CS","2021","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Male","190","180","24220","21720"
"Leaver CS","2021","AA/AO","Cheshire","Female","70","60","[c]","[c]"
"Leaver CS","2021","AA/AO","Cheshire","Male","40","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Derbyshire and Nottinghamshire","Female","170","140","19920","20180"
"Leaver CS","2021","AA/AO","Derbyshire and Nottinghamshire","Male","150","140","21530","21010"
"Leaver CS","2021","AA/AO","Devon","Female","150","120","20610","21010"
"Leaver CS","2021","AA/AO","Devon","Male","150","140","21230","21010"
"Leaver CS","2021","AA/AO","Dorset and Somerset","Female","70","60","[c]","[c]"
"Leaver CS","2021","AA/AO","Dorset and Somerset","Male","80","70","[c]","[c]"
"Leaver CS","2021","AA/AO","East Anglia","Female","240","200","20200","20230"
"Leaver CS","2021","AA/AO","East Anglia","Male","250","240","22190","20880"
"Leaver CS","2021","AA/AO","East Wales","Female","340","270","20430","20180"
"Leaver CS","2021","AA/AO","East Wales","Male","270","260","20090","19560"
"Leaver CS","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Female","130","110","[c]","[c]"
"Leaver CS","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Male","120","110","[c]","[c]"
"Leaver CS","2021","AA/AO","Eastern Scotland","Female","320","260","21810","21010"
"Leaver CS","2021","AA/AO","Eastern Scotland","Male","200","190","21930","21010"
"Leaver CS","2021","AA/AO","Essex","Female","90","80","22510","21720"
"Leaver CS","2021","AA/AO","Essex","Male","60","60","[c]","[c]"
"Leaver CS","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Female","210","190","20110","20180"
"Leaver CS","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Male","160","160","20990","20060"
"Leaver CS","2021","AA/AO","Greater Manchester","Female","240","200","20350","20500"
"Leaver CS","2021","AA/AO","Greater Manchester","Male","180","170","20310","20920"
"Leaver CS","2021","AA/AO","Hampshire and Isle of Wight","Female","180","150","20150","20500"
"Leaver CS","2021","AA/AO","Hampshire and Isle of Wight","Male","190","160","21690","19560"
"Leaver CS","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Female","80","70","[c]","[c]"
"Leaver CS","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Male","80","80","[c]","[c]"
"Leaver CS","2021","AA/AO","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Highlands and Islands","Male","30","30","[c]","[c]"
"Leaver CS","2021","AA/AO","Inner London - East","Female","130","120","22660","22680"
"Leaver CS","2021","AA/AO","Inner London - East","Male","100","90","23440","23500"
"Leaver CS","2021","AA/AO","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Inner London - West","Female","320","280","22580","22680"
"Leaver CS","2021","AA/AO","Inner London - West","Male","310","290","23170","22680"
"Leaver CS","2021","AA/AO","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Kent","Female","180","150","21640","21430"
"Leaver CS","2021","AA/AO","Kent","Male","150","140","20650","20650"
"Leaver CS","2021","AA/AO","Lancashire","Female","240","190","20650","21010"
"Leaver CS","2021","AA/AO","Lancashire","Male","210","190","20660","21010"
"Leaver CS","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Female","230","190","20190","20100"
"Leaver CS","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Male","140","140","[c]","[c]"
"Leaver CS","2021","AA/AO","Lincolnshire","Female","70","60","[c]","[c]"
"Leaver CS","2021","AA/AO","Lincolnshire","Male","70","70","[c]","[c]"
"Leaver CS","2021","AA/AO","Merseyside","Female","230","170","20670","21010"
"Leaver CS","2021","AA/AO","Merseyside","Male","140","120","20510","21010"
"Leaver CS","2021","AA/AO","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","North Yorkshire","Female","60","50","20490","20920"
"Leaver CS","2021","AA/AO","North Yorkshire","Male","50","50","[c]","[c]"
"Leaver CS","2021","AA/AO","Northern Ireland","Female","60","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Northern Ireland","Male","50","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Northumberland and Tyne and Wear","Female","390","280","20490","21010"
"Leaver CS","2021","AA/AO","Northumberland and Tyne and Wear","Male","230","200","20600","21010"
"Leaver CS","2021","AA/AO","Outer London - East and North East","Female","60","60","[c]","[c]"
"Leaver CS","2021","AA/AO","Outer London - East and North East","Male","50","50","[c]","[c]"
"Leaver CS","2021","AA/AO","Outer London - South","Female","70","60","23530","25110"
"Leaver CS","2021","AA/AO","Outer London - South","Male","50","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Outer London - West and North West","Female","120","100","22650","23050"
"Leaver CS","2021","AA/AO","Outer London - West and North West","Male","70","60","[c]","[c]"
"Leaver CS","2021","AA/AO","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Shropshire and Staffordshire","Female","140","120","20280","20500"
"Leaver CS","2021","AA/AO","Shropshire and Staffordshire","Male","130","130","[c]","[c]"
"Leaver CS","2021","AA/AO","South Yorkshire","Female","170","140","20700","21010"
"Leaver CS","2021","AA/AO","South Yorkshire","Male","120","110","20700","21010"
"Leaver CS","2021","AA/AO","Southern Scotland","Female","80","60","[c]","[c]"
"Leaver CS","2021","AA/AO","Southern Scotland","Male","60","50","[c]","[c]"
"Leaver CS","2021","AA/AO","Surrey, East and West Sussex","Female","160","140","21850","21010"
"Leaver CS","2021","AA/AO","Surrey, East and West Sussex","Male","140","130","21940","21050"
"Leaver CS","2021","AA/AO","Tees Valley and Durham","Female","240","190","20400","21010"
"Leaver CS","2021","AA/AO","Tees Valley and Durham","Male","160","140","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Female","30","30","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","West Central Scotland","Female","190","150","21580","21010"
"Leaver CS","2021","AA/AO","West Central Scotland","Male","140","120","23910","21010"
"Leaver CS","2021","AA/AO","West Midlands","Female","320","250","20180","20180"
"Leaver CS","2021","AA/AO","West Midlands","Male","180","160","20430","20650"
"Leaver CS","2021","AA/AO","West Wales and The Valleys","Female","260","190","20530","21010"
"Leaver CS","2021","AA/AO","West Wales and The Valleys","Male","200","170","20610","21010"
"Leaver CS","2021","AA/AO","West Yorkshire","Female","240","210","20110","20100"
"Leaver CS","2021","AA/AO","West Yorkshire","Male","190","180","20340","20780"
"Leaver CS","2021","EO","Bedfordshire and Hertfordshire","Female","70","60","[c]","[c]"
"Leaver CS","2021","EO","Bedfordshire and Hertfordshire","Male","50","50","[c]","[c]"
"Leaver CS","2021","EO","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Female","60","60","[c]","[c]"
"Leaver CS","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Male","90","80","29070","29290"
"Leaver CS","2021","EO","Cheshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Cheshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Derbyshire and Nottinghamshire","Female","90","70","25510","26890"
"Leaver CS","2021","EO","Derbyshire and Nottinghamshire","Male","70","60","[c]","[c]"
"Leaver CS","2021","EO","Devon","Female","50","50","[c]","[c]"
"Leaver CS","2021","EO","Devon","Male","80","70","[c]","[c]"
"Leaver CS","2021","EO","Dorset and Somerset","Female","40","40","[c]","[c]"
"Leaver CS","2021","EO","Dorset and Somerset","Male","50","40","[c]","[c]"
"Leaver CS","2021","EO","East Anglia","Female","130","110","26440","26950"
"Leaver CS","2021","EO","East Anglia","Male","80","70","[c]","[c]"
"Leaver CS","2021","EO","East Wales","Female","130","110","26580","27510"
"Leaver CS","2021","EO","East Wales","Male","110","100","26980","27460"
"Leaver CS","2021","EO","East Yorkshire and Northern Lincolnshire","Female","50","40","[c]","[c]"
"Leaver CS","2021","EO","East Yorkshire and Northern Lincolnshire","Male","60","50","[c]","[c]"
"Leaver CS","2021","EO","Eastern Scotland","Female","120","100","27730","27570"
"Leaver CS","2021","EO","Eastern Scotland","Male","140","130","29820","29190"
"Leaver CS","2021","EO","Essex","Female","60","50","[c]","[c]"
"Leaver CS","2021","EO","Essex","Male","30","30","[c]","[c]"
"Leaver CS","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Female","160","130","24910","26030"
"Leaver CS","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Male","130","120","25260","25660"
"Leaver CS","2021","EO","Greater Manchester","Female","130","110","26750","27570"
"Leaver CS","2021","EO","Greater Manchester","Male","110","100","26520","26890"
"Leaver CS","2021","EO","Hampshire and Isle of Wight","Female","90","70","26650","26840"
"Leaver CS","2021","EO","Hampshire and Isle of Wight","Male","100","100","27640","26950"
"Leaver CS","2021","EO","Herefordshire, Worcestershire and Warwickshire","Female","40","30","[c]","[c]"
"Leaver CS","2021","EO","Herefordshire, Worcestershire and Warwickshire","Male","30","30","[c]","[c]"
"Leaver CS","2021","EO","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Inner London - East","Female","110","100","29200","29190"
"Leaver CS","2021","EO","Inner London - East","Male","100","90","30330","31060"
"Leaver CS","2021","EO","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Inner London - West","Female","300","260","26960","27760"
"Leaver CS","2021","EO","Inner London - West","Male","210","180","27660","27760"
"Leaver CS","2021","EO","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Kent","Female","70","60","[c]","[c]"
"Leaver CS","2021","EO","Kent","Male","60","60","[c]","[c]"
"Leaver CS","2021","EO","Lancashire","Female","90","70","27200","27570"
"Leaver CS","2021","EO","Lancashire","Male","60","50","[c]","[c]"
"Leaver CS","2021","EO","Leicestershire, Rutland and Northamptonshire","Female","90","80","[c]","[c]"
"Leaver CS","2021","EO","Leicestershire, Rutland and Northamptonshire","Male","60","50","[c]","[c]"
"Leaver CS","2021","EO","Lincolnshire","Female","40","30","[c]","[c]"
"Leaver CS","2021","EO","Lincolnshire","Male","70","70","29490","29930"
"Leaver CS","2021","EO","Merseyside","Female","120","90","26060","26890"
"Leaver CS","2021","EO","Merseyside","Male","90","80","26060","26140"
"Leaver CS","2021","EO","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Northern Ireland","Female","30","20","[c]","[c]"
"Leaver CS","2021","EO","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Northumberland and Tyne and Wear","Female","140","110","26850","27570"
"Leaver CS","2021","EO","Northumberland and Tyne and Wear","Male","100","90","26510","27570"
"Leaver CS","2021","EO","Outer London - East and North East","Female","50","40","[c]","[c]"
"Leaver CS","2021","EO","Outer London - East and North East","Male","30","30","[c]","[c]"
"Leaver CS","2021","EO","Outer London - South","Female","80","60","29530","29370"
"Leaver CS","2021","EO","Outer London - South","Male","60","60","[c]","[c]"
"Leaver CS","2021","EO","Outer London - West and North West","Female","110","90","29490","31060"
"Leaver CS","2021","EO","Outer London - West and North West","Male","90","80","28720","30100"
"Leaver CS","2021","EO","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Shropshire and Staffordshire","Female","60","50","26920","27350"
"Leaver CS","2021","EO","Shropshire and Staffordshire","Male","50","50","[c]","[c]"
"Leaver CS","2021","EO","South Yorkshire","Female","110","80","26350","27400"
"Leaver CS","2021","EO","South Yorkshire","Male","50","40","[c]","[c]"
"Leaver CS","2021","EO","Southern Scotland","Female","30","20","[c]","[c]"
"Leaver CS","2021","EO","Southern Scotland","Male","40","30","[c]","[c]"
"Leaver CS","2021","EO","Surrey, East and West Sussex","Female","60","50","[c]","[c]"
"Leaver CS","2021","EO","Surrey, East and West Sussex","Male","60","50","[c]","[c]"
"Leaver CS","2021","EO","Tees Valley and Durham","Female","70","50","[c]","[c]"
"Leaver CS","2021","EO","Tees Valley and Durham","Male","30","20","[c]","[c]"
"Leaver CS","2021","EO","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","West Central Scotland","Female","100","80","27200","27570"
"Leaver CS","2021","EO","West Central Scotland","Male","90","80","29430","27570"
"Leaver CS","2021","EO","West Midlands","Female","160","120","26610","27570"
"Leaver CS","2021","EO","West Midlands","Male","80","70","26130","26120"
"Leaver CS","2021","EO","West Wales and The Valleys","Female","60","50","27160","27570"
"Leaver CS","2021","EO","West Wales and The Valleys","Male","100","90","28690","27570"
"Leaver CS","2021","EO","West Yorkshire","Female","140","100","26790","27570"
"Leaver CS","2021","EO","West Yorkshire","Male","100","90","26820","27570"
"Leaver CS","2021","G6/G7","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Male","30","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Cheshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Cheshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Devon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Devon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","East Anglia","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","East Anglia","Male","30","30","[c]","[c]"
"Leaver CS","2021","G6/G7","East Wales","Female","30","30","[c]","[c]"
"Leaver CS","2021","G6/G7","East Wales","Male","60","50","[c]","[c]"
"Leaver CS","2021","G6/G7","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Eastern Scotland","Female","50","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Eastern Scotland","Male","50","50","[c]","[c]"
"Leaver CS","2021","G6/G7","Essex","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Essex","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Female","50","50","[c]","[c]"
"Leaver CS","2021","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Male","120","110","57550","55000"
"Leaver CS","2021","G6/G7","Greater Manchester","Female","40","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Greater Manchester","Male","40","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Hampshire and Isle of Wight","Male","40","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Inner London - East","Female","90","80","59480","55470"
"Leaver CS","2021","G6/G7","Inner London - East","Male","90","90","62370","60970"
"Leaver CS","2021","G6/G7","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Inner London - West","Female","380","320","61050","58800"
"Leaver CS","2021","G6/G7","Inner London - West","Male","420","370","60580","58090"
"Leaver CS","2021","G6/G7","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Kent","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Kent","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Lancashire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Lancashire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Merseyside","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Merseyside","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Northumberland and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Northumberland and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Outer London - South","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Outer London - South","Male","30","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
