"Status","Year","Responsibility_level","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","AA/AO","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Digital, Data & Technology","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Digital, Data & Technology","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Digital, Data & Technology","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Digital, Data & Technology","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Digital, Data & Technology","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Digital, Data & Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","HM Revenue and Customs (excl. agencies)","30","20","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Grants Management","Rural Payments Agency","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Ministry of Defence (excl. agencies)","80","70","20780","20920"
"New entrant CS","2021","AA/AO","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Legal","Crown Prosecution Service","310","300","20420","20120"
"New entrant CS","2021","AA/AO","Legal","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Legal","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Legal","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Legal","Scottish Courts and Tribunals Service","80","70","20600","20850"
"New entrant CS","2021","AA/AO","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Animal and Plant Health Agency","230","220","22010","21050"
"New entrant CS","2021","AA/AO","No function","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Crown Office and Procurator Fiscal Service","80","80","20790","20760"
"New entrant CS","2021","AA/AO","No function","Defence Science and Technology Laboratory","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Driver and Vehicle Licensing Agency","230","200","19690","18060"
"New entrant CS","2021","AA/AO","No function","Driver and Vehicle Standards Agency","120","120","24000","21590"
"New entrant CS","2021","AA/AO","No function","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","HM Courts and Tribunals Service","1640","1590","19660","18880"
"New entrant CS","2021","AA/AO","No function","HM Land Registry","510","500","22530","22350"
"New entrant CS","2021","AA/AO","No function","HM Prison and Probation Service","3960","3900","23660","22850"
"New entrant CS","2021","AA/AO","No function","HM Revenue and Customs (excl. agencies)","1790","1740","20220","20140"
"New entrant CS","2021","AA/AO","No function","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Insolvency Service","140","140","21100","20880"
"New entrant CS","2021","AA/AO","No function","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Legal Aid Agency","50","50","19300","18880"
"New entrant CS","2021","AA/AO","No function","Maritime and Coastguard Agency","70","70","24000","21590"
"New entrant CS","2021","AA/AO","No function","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","National Crime Agency","60","60","21860","20800"
"New entrant CS","2021","AA/AO","No function","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Planning Inspectorate","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Public Health England","420","360","20490","19630"
"New entrant CS","2021","AA/AO","No function","Scottish Prison Service","200","200","20640","20810"
"New entrant CS","2021","AA/AO","No function","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","UK Hydrographic Office","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","UK Intellectual Property Office","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","United Kingdom Statistics Authority","110","90","19420","19130"
"New entrant CS","2021","AA/AO","No function","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","No function","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Project Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Project Delivery","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Project Delivery","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Project Delivery","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Project Delivery","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Project Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Project Delivery","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Project Delivery","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Project Delivery","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Property","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Property","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Property","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Property","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Property","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Property","Ministry of Defence (excl. agencies)","60","60","18700","18760"
"New entrant CS","2021","AA/AO","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Property","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Property","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Property","Valuation Office Agency","130","130","20960","20880"
"New entrant CS","2021","AA/AO","Property","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Security","Cabinet Office (excl. agencies)","60","60","20640","20800"
"New entrant CS","2021","AA/AO","Security","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Security","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Security","Ministry of Defence (excl. agencies)","520","520","25090","23540"
"New entrant CS","2021","AA/AO","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Department for Work and Pensions (excl. agencies)","5530","5470","21610","21010"
"New entrant CS","2021","AA/AO","Unknown","Disclosure Scotland","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","HM Revenue and Customs (excl. agencies)","130","120","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Home Office (incl. agencies)","600","590","21760","21430"
"New entrant CS","2021","AA/AO","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Ministry of Defence (excl. agencies)","680","650","20610","20920"
"New entrant CS","2021","AA/AO","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Scottish Government (excl. agencies)","100","100","22450","23340"
"New entrant CS","2021","AA/AO","Unknown","Social Security Scotland","230","220","20290","20060"
"New entrant CS","2021","AA/AO","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Welsh Government (excl. agencies)","110","100","20560","20500"
"New entrant CS","2021","AA/AO","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Analysis","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Analysis","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Analysis","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Analysis","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Analysis","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Analysis","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Analysis","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Analysis","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Analysis","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Analysis","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Analysis","United Kingdom Statistics Authority","50","50","23610","23050"
"New entrant CS","2021","EO","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Commercial","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Commercial","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Commercial","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Commercial","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Commercial","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Commercial","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Commercial","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Commercial","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Commercial","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Commercial","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Commercial","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Commercial","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Commercial","Ministry of Defence (excl. agencies)","40","30","[c]","[c]"
"New entrant CS","2021","EO","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Commercial","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","Department for Education (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","EO","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","HM Revenue and Customs (excl. agencies)","620","610","25560","25560"
"New entrant CS","2021","EO","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Counter Fraud","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Counter Fraud","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Counter Fraud","HM Revenue and Customs (excl. agencies)","80","80","26210","25560"
"New entrant CS","2021","EO","Counter Fraud","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Debt","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
