"Status","Year","Parent_department","Region_ITL3","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Swansea","West Wales and The Valleys","70","60","41460","38180"
"In post","2021","Attorney General's Departments","Tyneside","Northumberland and Tyne and Wear","240","220","38030","32420"
"In post","2021","Attorney General's Departments","Wakefield","West Yorkshire","70","70","36100","30130"
"In post","2021","Attorney General's Departments","Warrington","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Warwickshire","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Cumbria","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Surrey","Surrey, East and West Sussex","60","50","41400","40000"
"In post","2021","Attorney General's Departments","West Sussex (North East)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Westminster","Inner London - West","4500","4240","50540","51250"
"In post","2021","Attorney General's Departments","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wolverhampton","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Worcestershire","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","York","North Yorkshire","320","290","47160","53350"
"In post","2021","Cabinet Office","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Belfast","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Birmingham","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Blackpool","Lancashire","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Bradford","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Brighton and Hove","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","70","60","43300","38420"
"In post","2021","Cabinet Office","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cambridgeshire CC","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Camden and City of London","Inner London - West","100","90","54190","54700"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","East Wales","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Central Hampshire","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2021","Cabinet Office","City of Edinburgh","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Coventry","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Croydon","Outer London - South","50","50","43890","32000"
"In post","2021","Cabinet Office","Darlington","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Devon CC","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Dorset CC","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Merseyside","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Glasgow City","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South East","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South West","Greater Manchester","170","170","45200","38890"
"In post","2021","Cabinet Office","Hackney and Newham","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Harrow and Hillingdon","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Hertfordshire","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lambeth","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lancaster and Wyre","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Leeds","West Yorkshire","190","180","47110","40250"
"In post","2021","Cabinet Office","Lewisham and Southwark","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Liverpool","Merseyside","120","120","49230","49700"
"In post","2021","Cabinet Office","Manchester","Greater Manchester","100","90","46350","37300"
"In post","2021","Cabinet Office","Medway","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Mid Kent","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","90","90","29950","33000"
"In post","2021","Cabinet Office","Monmouthshire and Newport","East Wales","30","30","[c]","[c]"
"In post","2021","Cabinet Office","North Hampshire","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North Yorkshire CC","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Norwich and East Norfolk","East Anglia","90","90","46130","40250"
"In post","2021","Cabinet Office","Nottingham","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Oxfordshire","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Peterborough","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Plymouth","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Portsmouth","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Sefton","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Sheffield","South Yorkshire","100","100","46980","49700"
"In post","2021","Cabinet Office","South Hampshire","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Lanarkshire","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Teesside","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Suffolk","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Swansea","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Telford and Wrekin","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tower Hamlets","Inner London - East","870","850","51680","54700"
"In post","2021","Cabinet Office","Tyneside","Northumberland and Tyne and Wear","400","380","28460","23850"
"In post","2021","Cabinet Office","Unknown","Unknown","600","600","36250","32000"
"In post","2021","Cabinet Office","Warrington","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Cumbria","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Kent","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Sussex (North East)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Westminster","Inner London - West","5450","5380","49380","40600"
"In post","2021","Cabinet Office","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","70","60","61990","54700"
"In post","2021","Cabinet Office","York","North Yorkshire","440","420","29190","26670"
"In post","2021","Chancellor's other departments","Blackpool","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Camden and City of London","Inner London - West","200","190","64910","57250"
"In post","2021","Chancellor's other departments","City of Edinburgh","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Durham CC","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Glasgow City","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Westminster","Inner London - West","160","160","52510","47410"
"In post","2021","Charity Commission","Monmouthshire and Newport","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Merseyside","310","290","32780","29160"
"In post","2021","Charity Commission","Somerset","Dorset and Somerset","50","50","35580","30350"
"In post","2021","Charity Commission","Westminster","Inner London - West","70","70","42950","37910"
"In post","2021","Competition and Markets Authority","Belfast","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Cardiff and Vale of Glamorgan","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","City of Edinburgh","Eastern Scotland","50","50","56490","55860"
"In post","2021","Competition and Markets Authority","Tower Hamlets","Inner London - East","790","760","60810","56630"
"In post","2021","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","North Eastern Scotland","130","130","47200","41420"
"In post","2021","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Bedford","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Belfast","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","50","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Birmingham","West Midlands","670","630","33290","30390"
"In post","2021","Department for Business, Energy and Industrial Strategy","Blackpool","Lancashire","50","50","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Brighton and Hove","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","120","110","35460","34390"
"In post","2021","Department for Business, Energy and Industrial Strategy","Cambridgeshire CC","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Camden and City of London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","East Wales","1280","1180","31170","27460"
"In post","2021","Department for Business, Energy and Industrial Strategy","Central Hampshire","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Chorley and West Lancashire","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","City of Edinburgh","Eastern Scotland","140","130","27470","23560"
"In post","2021","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Croydon","Outer London - South","70","60","32350","27650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Devon CC","Devon","1770","1690","40030","39650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Dumfries and Galloway","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Merseyside","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Glasgow City","West Central Scotland","110","100","30700","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Greater Manchester South West","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Hackney and Newham","Inner London - East","250","240","42830","42790"
"In post","2021","Department for Business, Energy and Industrial Strategy","Harrow and Hillingdon","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Hertfordshire","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Hounslow and Richmond upon Thames","Outer London - West and North West","60","60","43510","40220"
"In post","2021","Department for Business, Energy and Industrial Strategy","Inverness and Nairn and Moray, Badenoch and Strathspey","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Isle of Anglesey","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Leeds","West Yorkshire","190","180","32180","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Manchester","Greater Manchester","360","340","32540","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Medway","Kent","60","50","26670","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","East Wales","1490","1410","37580","31010"
"In post","2021","Department for Business, Energy and Industrial Strategy","North and West Norfolk","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North Hampshire","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North Yorkshire CC","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Nottingham","Derbyshire and Nottinghamshire","180","170","30990","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Oxfordshire","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Plymouth","Devon","50","50","27720","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","Sheffield","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Shetland Islands","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Shropshire CC","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South Hampshire","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South Nottinghamshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Southampton","Hampshire and Isle of Wight","40","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Southend-on-Sea","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Suffolk","East Anglia","110","110","30780","29940"
"In post","2021","Department for Business, Energy and Industrial Strategy","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","120","120","46000","49080"
"In post","2021","Department for Business, Energy and Industrial Strategy","Tyneside","Northumberland and Tyne and Wear","210","190","31390","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Surrey","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Sussex (North East)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Westminster","Inner London - West","5190","5080","49160","52080"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wirral","Merseyside","50","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","York","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Belfast","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","City of Edinburgh","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Glasgow City","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Leeds","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Liverpool","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Manchester","Greater Manchester","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Tyneside","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Westminster","Inner London - West","1710","1680","49440","51730"
"In post","2021","Department for Education","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","220","210","43730","39780"
"In post","2021","Department for Education","Cambridgeshire CC","East Anglia","40","40","[c]","[c]"
"In post","2021","Department for Education","Coventry","West Midlands","1280","1250","40710","36820"
"In post","2021","Department for Education","Croydon","Outer London - South","50","50","[c]","[c]"
"In post","2021","Department for Education","Darlington","Tees Valley and Durham","710","680","38100","36780"
"In post","2021","Department for Education","Hertfordshire","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Leeds","West Yorkshire","100","90","45390","40300"
"In post","2021","Department for Education","Manchester","Greater Manchester","1140","1120","40360","36780"
"In post","2021","Department for Education","Nottingham","Derbyshire and Nottinghamshire","290","280","41750","37100"
"In post","2021","Department for Education","Sheffield","South Yorkshire","1390","1330","40460","36960"
"In post","2021","Department for Education","Tyneside","Northumberland and Tyne and Wear","80","80","39120","36780"
"In post","2021","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Westminster","Inner London - West","2580","2490","50360","53420"
"In post","2021","Department for Environment, Food and Rural Affairs","Aberdeen City and Aberdeenshire","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Barnsley, Doncaster and Rotherham","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Bedford","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","370","350","35700","31540"
"In post","2021","Department for Environment, Food and Rural Affairs","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","860","820","39290","36520"
"In post","2021","Department for Environment, Food and Rural Affairs","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","East Anglia","100","100","31940","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","East Wales","100","90","29980","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","Central Hampshire","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire East","Cheshire","170","160","31160","26090"
"In post","2021","Department for Environment, Food and Rural Affairs","City of Edinburgh","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","90","90","33110","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","Darlington","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon CC","Devon","530","490","29590","25540"
"In post","2021","Department for Environment, Food and Rural Affairs","Dorset CC","Dorset and Somerset","150","140","33210","29270"
"In post","2021","Department for Environment, Food and Rural Affairs","Dumfries and Galloway","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Ealing","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Cumbria","Cumbria","490","450","27540","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","East Kent","Kent","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Sussex CC","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Essex Haven Gateway","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","70","60","32830","30400"
"In post","2021","Department for Environment, Food and Rural Affairs","Greater Manchester South East","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Greater Manchester South West","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Gwynedd","West Wales and The Valleys","80","70","26250","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Heart of Essex","Essex","50","50","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Hertfordshire","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Hounslow and Richmond upon Thames","Outer London - West and North West","70","70","32710","31460"
"In post","2021","Department for Environment, Food and Rural Affairs","Inverness and Nairn and Moray, Badenoch and Strathspey","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Leeds","West Yorkshire","130","120","34710","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Lincolnshire","Lincolnshire","50","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Manchester","Greater Manchester","[c]","[c]","[c]","[c]"
