"Status","Year","Sexual_orientation","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","60","50","30430","24750"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Devon CC","100","90","35960","37420"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Medway","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","70","70","34810","30770"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Westminster","470","470","47430","42640"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","York","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","Westminster","190","190","46540","51730"
"In post","2022","LGBO","Department for Education","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Brent","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Coventry","60","50","39030","36500"
"In post","2022","LGBO","Department for Education","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Darlington","40","40","[c]","[c]"
"In post","2022","LGBO","Department for Education","Derby","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Durham","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Luton","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Manchester","100","100","37730","36500"
"In post","2022","LGBO","Department for Education","Medway","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Powys","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Sheffield","90","80","38640","36500"
"In post","2022","LGBO","Department for Education","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Westminster","170","170","51180","53420"
"In post","2022","LGBO","Department for Education","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","York","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Bristol, City of","70","70","36290","35900"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Durham","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
