"Status","Year","Region_ITL2","Ethnicity","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Hampshire and Isle of Wight","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Undeclared","AA/AO","160","140","22730","21380"
"In post","2022","Hampshire and Isle of Wight","Undeclared","EO","180","160","28010","27570"
"In post","2022","Hampshire and Isle of Wight","Undeclared","G6/G7","160","150","55220","54540"
"In post","2022","Hampshire and Isle of Wight","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Undeclared","SEO/HEO","300","290","37660","37450"
"In post","2022","Hampshire and Isle of Wight","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Unknown","AA/AO","600","490","22430","21250"
"In post","2022","Hampshire and Isle of Wight","Unknown","EO","310","300","27120","26350"
"In post","2022","Hampshire and Isle of Wight","Unknown","G6/G7","180","170","59250","54890"
"In post","2022","Hampshire and Isle of Wight","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Unknown","SEO/HEO","390","380","35080","33720"
"In post","2022","Hampshire and Isle of Wight","Unknown","Unknown","100","90","28650","28200"
"In post","2022","Hampshire and Isle of Wight","White","AA/AO","3450","2950","22670","21250"
"In post","2022","Hampshire and Isle of Wight","White","EO","2920","2730","27160","26820"
"In post","2022","Hampshire and Isle of Wight","White","G6/G7","1630","1560","56610","54540"
"In post","2022","Hampshire and Isle of Wight","White","SCS","70","70","90450","87940"
"In post","2022","Hampshire and Isle of Wight","White","SEO/HEO","3950","3800","36240","34870"
"In post","2022","Hampshire and Isle of Wight","White","Unknown","370","340","30790","28200"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Asian","AA/AO","80","70","22010","21260"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Asian","EO","80","70","27070","27570"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Black","EO","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","AA/AO","50","50","23870","21260"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","EO","40","40","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","AA/AO","230","220","22960","21300"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","EO","70","70","26290","26350"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","SEO/HEO","70","60","34550","32770"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","Unknown","40","40","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","White","AA/AO","1320","1220","23490","21300"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","White","EO","910","850","27290","27570"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","White","G6/G7","150","150","59480","55770"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","White","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","White","SEO/HEO","580","550","36970","35900"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","White","Unknown","300","280","30360","28200"
"In post","2022","Highlands and Islands","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Black","EO","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Unknown","AA/AO","120","110","23740","23780"
"In post","2022","Highlands and Islands","Unknown","EO","80","80","29860","29550"
"In post","2022","Highlands and Islands","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Unknown","SEO/HEO","40","30","[c]","[c]"
"In post","2022","Highlands and Islands","White","AA/AO","670","620","23120","22000"
"In post","2022","Highlands and Islands","White","EO","580","540","29020","27570"
"In post","2022","Highlands and Islands","White","G6/G7","60","60","62150","62170"
"In post","2022","Highlands and Islands","White","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","White","SEO/HEO","360","350","38420","36980"
"In post","2022","Highlands and Islands","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Asian","AA/AO","490","430","25130","25110"
"In post","2022","Inner London - East","Asian","EO","1040","980","30730","31060"
"In post","2022","Inner London - East","Asian","G6/G7","460","450","61970","61330"
"In post","2022","Inner London - East","Asian","SCS","50","50","94890","90980"
"In post","2022","Inner London - East","Asian","SEO/HEO","1000","980","39340","37930"
"In post","2022","Inner London - East","Asian","Unknown","60","60","34100","32090"
"In post","2022","Inner London - East","Black","AA/AO","610","570","26610","25110"
"In post","2022","Inner London - East","Black","EO","1060","1010","31010","31060"
"In post","2022","Inner London - East","Black","G6/G7","180","180","59880","59150"
"In post","2022","Inner London - East","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Black","SEO/HEO","630","620","39590","38020"
"In post","2022","Inner London - East","Black","Unknown","290","290","33180","32090"
"In post","2022","Inner London - East","Mixed","AA/AO","90","80","26640","25170"
"In post","2022","Inner London - East","Mixed","EO","190","190","30630","31060"
"In post","2022","Inner London - East","Mixed","G6/G7","110","110","61390","60790"
"In post","2022","Inner London - East","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Mixed","SEO/HEO","180","180","39360","37930"
"In post","2022","Inner London - East","Mixed","Unknown","70","60","34140","32880"
"In post","2022","Inner London - East","Other ethnicity","AA/AO","50","40","[c]","[c]"
"In post","2022","Inner London - East","Other ethnicity","EO","80","80","31320","31060"
"In post","2022","Inner London - East","Other ethnicity","G6/G7","60","60","63300","62120"
"In post","2022","Inner London - East","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Other ethnicity","SEO/HEO","70","70","39500","37930"
"In post","2022","Inner London - East","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Undeclared","AA/AO","160","150","25140","25080"
"In post","2022","Inner London - East","Undeclared","EO","300","280","31410","31060"
"In post","2022","Inner London - East","Undeclared","G6/G7","170","160","64770","62780"
"In post","2022","Inner London - East","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Undeclared","SEO/HEO","250","240","40800","40170"
"In post","2022","Inner London - East","Undeclared","Unknown","50","50","[c]","[c]"
"In post","2022","Inner London - East","Unknown","AA/AO","450","410","27620","25860"
"In post","2022","Inner London - East","Unknown","EO","620","590","31150","31020"
"In post","2022","Inner London - East","Unknown","G6/G7","440","430","63690","62120"
"In post","2022","Inner London - East","Unknown","SCS","50","50","102940","94180"
"In post","2022","Inner London - East","Unknown","SEO/HEO","850","830","39800","38140"
"In post","2022","Inner London - East","Unknown","Unknown","170","150","33950","33700"
"In post","2022","Inner London - East","White","AA/AO","800","750","26820","25170"
"In post","2022","Inner London - East","White","EO","1660","1590","31790","31060"
"In post","2022","Inner London - East","White","G6/G7","2530","2440","63420","62120"
"In post","2022","Inner London - East","White","SCS","450","430","97880","93000"
"In post","2022","Inner London - East","White","SEO/HEO","2860","2780","40990","40840"
"In post","2022","Inner London - East","White","Unknown","360","350","38830","36580"
"In post","2022","Inner London - West","Asian","AA/AO","600","550","25380","24310"
"In post","2022","Inner London - West","Asian","EO","1120","1080","29280","29040"
"In post","2022","Inner London - West","Asian","G6/G7","1780","1730","59040","57430"
"In post","2022","Inner London - West","Asian","SCS","170","160","86830","78760"
"In post","2022","Inner London - West","Asian","SEO/HEO","2670","2620","38360","37930"
"In post","2022","Inner London - West","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Black","AA/AO","840","780","26220","24370"
"In post","2022","Inner London - West","Black","EO","1030","1000","29600","29500"
"In post","2022","Inner London - West","Black","G6/G7","760","750","58030","55550"
"In post","2022","Inner London - West","Black","SCS","60","50","87810","78290"
"In post","2022","Inner London - West","Black","SEO/HEO","1610","1590","38060","37350"
"In post","2022","Inner London - West","Black","Unknown","70","70","33580","30200"
"In post","2022","Inner London - West","Mixed","AA/AO","160","150","26520","25110"
"In post","2022","Inner London - West","Mixed","EO","270","260","29130","28670"
"In post","2022","Inner London - West","Mixed","G6/G7","740","720","58600","57430"
"In post","2022","Inner London - West","Mixed","SCS","90","80","83880","78000"
"In post","2022","Inner London - West","Mixed","SEO/HEO","860","840","38020","37610"
"In post","2022","Inner London - West","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Other ethnicity","AA/AO","60","50","25450","24540"
"In post","2022","Inner London - West","Other ethnicity","EO","120","120","28910","28500"
"In post","2022","Inner London - West","Other ethnicity","G6/G7","220","210","59890","57420"
"In post","2022","Inner London - West","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Other ethnicity","SEO/HEO","250","250","38310","37810"
"In post","2022","Inner London - West","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Undeclared","AA/AO","140","130","25550","24310"
"In post","2022","Inner London - West","Undeclared","EO","280","270","29960","30000"
"In post","2022","Inner London - West","Undeclared","G6/G7","820","800","61110","59540"
"In post","2022","Inner London - West","Undeclared","SCS","90","90","85700","78230"
"In post","2022","Inner London - West","Undeclared","SEO/HEO","730","710","39650","39770"
"In post","2022","Inner London - West","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Unknown","AA/AO","680","660","25790","24310"
"In post","2022","Inner London - West","Unknown","EO","1140","1120","28800","28310"
"In post","2022","Inner London - West","Unknown","G6/G7","3890","3810","59930","57430"
"In post","2022","Inner London - West","Unknown","SCS","550","540","95590","87800"
"In post","2022","Inner London - West","Unknown","SEO/HEO","4810","4760","36020","34770"
"In post","2022","Inner London - West","Unknown","Unknown","50","50","[c]","[c]"
"In post","2022","Inner London - West","White","AA/AO","1560","1490","26310","24490"
"In post","2022","Inner London - West","White","EO","3140","3060","29460","29000"
"In post","2022","Inner London - West","White","G6/G7","14550","14020","60220","58030"
"In post","2022","Inner London - West","White","SCS","2750","2650","89290","79940"
"In post","2022","Inner London - West","White","SEO/HEO","11960","11730","38940","38750"
"In post","2022","Inner London - West","White","Unknown","110","110","39810","39430"
"In post","2022","Kent","Asian","AA/AO","60","60","24130","22600"
"In post","2022","Kent","Asian","EO","90","80","29420","29290"
"In post","2022","Kent","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Black","AA/AO","60","60","25450","24250"
"In post","2022","Kent","Black","EO","90","80","29320","29290"
"In post","2022","Kent","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Mixed","AA/AO","50","50","[c]","[c]"
"In post","2022","Kent","Mixed","EO","50","50","28620","29290"
"In post","2022","Kent","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Undeclared","AA/AO","110","100","24640","24250"
"In post","2022","Kent","Undeclared","EO","230","210","28340","27370"
"In post","2022","Kent","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Undeclared","SEO/HEO","110","110","36300","33920"
"In post","2022","Kent","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Unknown","AA/AO","440","440","25060","23140"
"In post","2022","Kent","Unknown","EO","300","280","28150","26290"
"In post","2022","Kent","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Unknown","SEO/HEO","70","70","37050","35860"
"In post","2022","Kent","Unknown","Unknown","120","110","28570","27900"
"In post","2022","Kent","White","AA/AO","2200","2050","25380","24250"
"In post","2022","Kent","White","EO","2790","2570","28230","27370"
"In post","2022","Kent","White","G6/G7","240","230","59330","56780"
"In post","2022","Kent","White","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Kent","White","SEO/HEO","1210","1150","36950","36330"
"In post","2022","Kent","White","Unknown","320","290","30390","28620"
"In post","2022","Lancashire","Asian","AA/AO","540","470","21300","21260"
"In post","2022","Lancashire","Asian","EO","320","290","27290","27570"
"In post","2022","Lancashire","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Asian","SEO/HEO","100","100","36130","34550"
"In post","2022","Lancashire","Asian","Unknown","40","40","[c]","[c]"
"In post","2022","Lancashire","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Black","EO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Mixed","AA/AO","60","60","22590","21260"
"In post","2022","Lancashire","Mixed","EO","40","40","[c]","[c]"
"In post","2022","Lancashire","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Undeclared","AA/AO","200","170","21810","21260"
"In post","2022","Lancashire","Undeclared","EO","160","140","27570","27570"
"In post","2022","Lancashire","Undeclared","G6/G7","50","40","[c]","[c]"
"In post","2022","Lancashire","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Undeclared","SEO/HEO","120","110","36870","35310"
"In post","2022","Lancashire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Unknown","AA/AO","750","690","22280","21260"
"In post","2022","Lancashire","Unknown","EO","370","350","27620","27570"
"In post","2022","Lancashire","Unknown","G6/G7","80","80","59340","58180"
"In post","2022","Lancashire","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Unknown","SEO/HEO","160","160","36390","35240"
"In post","2022","Lancashire","Unknown","Unknown","140","120","27930","26310"
"In post","2022","Lancashire","White","AA/AO","4430","3950","22350","21260"
"In post","2022","Lancashire","White","EO","3510","3180","27670","27570"
"In post","2022","Lancashire","White","G6/G7","830","800","57310","55210"
"In post","2022","Lancashire","White","SCS","40","40","[c]","[c]"
"In post","2022","Lancashire","White","SEO/HEO","2210","2080","36130","35170"
"In post","2022","Lancashire","White","Unknown","460","430","30240","28200"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Asian","AA/AO","510","440","21360","21250"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Asian","EO","350","320","27190","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Asian","G6/G7","30","30","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Asian","SEO/HEO","100","100","36010","33890"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Asian","Unknown","50","40","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Black","AA/AO","90","80","22650","21260"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Black","EO","50","50","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Mixed","AA/AO","60","50","22380","21260"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Mixed","EO","30","30","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","AA/AO","100","90","22550","21260"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","EO","90","80","27830","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","SEO/HEO","50","40","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","AA/AO","380","350","22140","21260"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","EO","140","130","27340","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","SEO/HEO","60","60","35040","33500"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","110","100","27980","24800"
"In post","2022","Leicestershire, Rutland and Northamptonshire","White","AA/AO","1590","1440","22970","21260"
"In post","2022","Leicestershire, Rutland and Northamptonshire","White","EO","1130","1040","27780","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","White","G6/G7","160","160","58700","55610"
"In post","2022","Leicestershire, Rutland and Northamptonshire","White","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","White","SEO/HEO","690","650","37680","36460"
"In post","2022","Leicestershire, Rutland and Northamptonshire","White","Unknown","360","330","30460","28200"
"In post","2022","Lincolnshire","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Black","EO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Other ethnicity","EO","[c]","[c]","[c]","[c]"
