"Status","Year","Region_ITL2","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Outer London - East and North East","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Communications","Communications","40","30","[c]","[c]"
"In post","2022","Outer London - South","Communications","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Counter Fraud","Counter Fraud","90","80","33920","31880"
"In post","2022","Outer London - South","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Counter Fraud","Legal","350","340","38210","37610"
"In post","2022","Outer London - South","Counter Fraud","Operational Delivery","160","150","39930","37930"
"In post","2022","Outer London - South","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Counter Fraud","Other","40","40","[c]","[c]"
"In post","2022","Outer London - South","Counter Fraud","Tax","140","140","46590","40910"
"In post","2022","Outer London - South","Counter Fraud","Unknown","70","70","34510","30920"
"In post","2022","Outer London - South","Debt","Operational Delivery","190","170","29150","26400"
"In post","2022","Outer London - South","Debt","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Digital, Data & Technology","Digital, Data and Technology","90","90","41910","37930"
"In post","2022","Outer London - South","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Finance","Finance","90","90","47740","42100"
"In post","2022","Outer London - South","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Human Resources","Human Resources","110","110","53450","48750"
"In post","2022","Outer London - South","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Human Resources","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Legal","Legal","80","70","64020","66280"
"In post","2022","Outer London - South","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Legal","Other","40","40","[c]","[c]"
"In post","2022","Outer London - South","Legal","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Legal","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","No function","Commercial","60","60","43710","39440"
"In post","2022","Outer London - South","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","No function","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","No function","Legal","50","40","[c]","[c]"
"In post","2022","Outer London - South","No function","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","No function","Operational Delivery","2580","2440","33030","31060"
"In post","2022","Outer London - South","No function","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","No function","Other","110","110","34930","31060"
"In post","2022","Outer London - South","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","No function","Policy","60","50","43870","39440"
"In post","2022","Outer London - South","No function","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","No function","Tax","710","670","43720","37940"
"In post","2022","Outer London - South","No function","Unknown","220","210","40900","37610"
"In post","2022","Outer London - South","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Project Delivery","Other","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Project Delivery","Policy","120","110","61460","62120"
"In post","2022","Outer London - South","Project Delivery","Project Delivery","100","100","52690","44320"
"In post","2022","Outer London - South","Project Delivery","Tax","40","40","[c]","[c]"
"In post","2022","Outer London - South","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Property","Operational Delivery","30","30","[c]","[c]"
"In post","2022","Outer London - South","Property","Property","220","210","39680","34810"
"In post","2022","Outer London - South","Security","Security","40","40","[c]","[c]"
"In post","2022","Outer London - South","Unknown","Commercial","40","40","[c]","[c]"
"In post","2022","Outer London - South","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Unknown","Digital, Data and Technology","740","720","51620","46790"
"In post","2022","Outer London - South","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Unknown","Finance","130","130","46940","44420"
"In post","2022","Outer London - South","Unknown","Human Resources","270","250","44190","41950"
"In post","2022","Outer London - South","Unknown","Intelligence Analysis","140","130","33810","30500"
"In post","2022","Outer London - South","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Unknown","Operational Delivery","2820","2630","32970","29080"
"In post","2022","Outer London - South","Unknown","Operational Research","40","40","[c]","[c]"
"In post","2022","Outer London - South","Unknown","Other","440","420","38210","35050"
"In post","2022","Outer London - South","Unknown","Policy","150","150","50280","45070"
"In post","2022","Outer London - South","Unknown","Project Delivery","580","580","47370","41970"
"In post","2022","Outer London - South","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Unknown","Security","130","130","31190","28650"
"In post","2022","Outer London - South","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Unknown","Statistics","50","50","37100","35350"
"In post","2022","Outer London - South","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Commercial","Commercial","60","50","34370","29390"
"In post","2022","Outer London - West and North West","Communications","Communications","40","40","[c]","[c]"
"In post","2022","Outer London - West and North West","Counter Fraud","Counter Fraud","130","120","32580","31880"
"In post","2022","Outer London - West and North West","Debt","Other","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Digital, Data & Technology","Digital, Data and Technology","190","190","40660","39000"
"In post","2022","Outer London - West and North West","Digital, Data & Technology","Knowledge and Information Management","40","30","[c]","[c]"
"In post","2022","Outer London - West and North West","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Finance","Finance","40","40","[c]","[c]"
"In post","2022","Outer London - West and North West","Grants Management","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Human Resources","Human Resources","70","60","40630","36140"
"In post","2022","Outer London - West and North West","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Legal","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","No function","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","No function","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","No function","Knowledge and Information Management","80","70","34320","31040"
"In post","2022","Outer London - West and North West","No function","Legal","40","40","[c]","[c]"
"In post","2022","Outer London - West and North West","No function","Medicine","60","50","99340","100620"
"In post","2022","Outer London - West and North West","No function","Operational Delivery","3680","3420","31700","31060"
"In post","2022","Outer London - West and North West","No function","Other","200","200","34740","31060"
"In post","2022","Outer London - West and North West","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","No function","Policy","80","70","43510","40050"
"In post","2022","Outer London - West and North West","No function","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","No function","Science and Engineering","500","490","43040","40070"
"In post","2022","Outer London - West and North West","No function","Security","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","No function","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Project Delivery","Other","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Property","Other","160","150","23180","20700"
"In post","2022","Outer London - West and North West","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Property","Property","180","170","37640","31870"
"In post","2022","Outer London - West and North West","Security","Intelligence Analysis","230","210","33330","29250"
"In post","2022","Outer London - West and North West","Security","Security","40","40","[c]","[c]"
"In post","2022","Outer London - West and North West","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Unknown","Digital, Data and Technology","140","140","45220","42480"
"In post","2022","Outer London - West and North West","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Unknown","Human Resources","40","40","[c]","[c]"
"In post","2022","Outer London - West and North West","Unknown","Intelligence Analysis","220","200","32030","30500"
"In post","2022","Outer London - West and North West","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Unknown","Operational Delivery","2430","2220","31100","29050"
"In post","2022","Outer London - West and North West","Unknown","Other","130","120","30230","25890"
"In post","2022","Outer London - West and North West","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Unknown","Project Delivery","30","30","[c]","[c]"
"In post","2022","Outer London - West and North West","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Analysis","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Commercial","Commercial","40","40","[c]","[c]"
"In post","2022","Overseas","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Digital, Data & Technology","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2022","Overseas","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Finance","Finance","40","30","[c]","[c]"
"In post","2022","Overseas","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Human Resources","Human Resources","40","40","[c]","[c]"
"In post","2022","Overseas","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","No function","International Trade","160","160","55790","53750"
"In post","2022","Overseas","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","No function","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","No function","Operational Delivery","140","140","61890","61570"
"In post","2022","Overseas","No function","Other","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","No function","Policy","1430","1430","51830","52500"
"In post","2022","Overseas","No function","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Project Delivery","Economics","30","30","[c]","[c]"
"In post","2022","Overseas","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Project Delivery","Other","110","110","64400","64840"
"In post","2022","Overseas","Project Delivery","Policy","220","210","56360","55620"
"In post","2022","Overseas","Project Delivery","Project Delivery","120","120","50860","52430"
"In post","2022","Overseas","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Project Delivery","Science and Engineering","50","50","43740","41490"
"In post","2022","Overseas","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Property","Property","180","180","39220","37950"
"In post","2022","Overseas","Security","Intelligence Analysis","70","70","44150","40580"
"In post","2022","Overseas","Security","Other","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Security","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Security","Security","80","80","35780","34150"
"In post","2022","Overseas","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Finance","40","40","[c]","[c]"
"In post","2022","Overseas","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Medicine","40","40","[c]","[c]"
"In post","2022","Overseas","Unknown","Operational Delivery","130","130","29850","27370"
"In post","2022","Overseas","Unknown","Other","440","440","42600","41600"
"In post","2022","Overseas","Unknown","Policy","50","50","[c]","[c]"
"In post","2022","Overseas","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Science and Engineering","50","50","41500","41230"
"In post","2022","Overseas","Unknown","Unknown","40","30","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Analysis","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","Commercial","90","80","35280","33300"
"In post","2022","Shropshire and Staffordshire","Commercial","Operational Delivery","40","40","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","Other","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","Unknown","30","30","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Communications","Communications","50","50","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Counter Fraud","Counter Fraud","100","90","28230","27570"
"In post","2022","Shropshire and Staffordshire","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Debt","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data & Technology","Digital, Data and Technology","410","400","42020","40520"
"In post","2022","Shropshire and Staffordshire","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data & Technology","Operational Delivery","60","60","35360","33370"
"In post","2022","Shropshire and Staffordshire","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data & Technology","Unknown","50","50","44520","40520"
"In post","2022","Shropshire and Staffordshire","Finance","Finance","150","150","40840","40180"
"In post","2022","Shropshire and Staffordshire","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Human Resources","120","110","37820","33910"
"In post","2022","Shropshire and Staffordshire","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Legal","Legal","50","50","54290","55610"
"In post","2022","Shropshire and Staffordshire","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","No function","Commercial","30","30","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","No function","Knowledge and Information Management","70","70","23010","20970"
"In post","2022","Shropshire and Staffordshire","No function","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","No function","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","No function","Operational Delivery","5190","4760","27630","26830"
"In post","2022","Shropshire and Staffordshire","No function","Other","140","130","28310","27570"
"In post","2022","Shropshire and Staffordshire","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","No function","Policy","30","30","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","No function","Property","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","No function","Psychology","110","100","31040","29060"
"In post","2022","Shropshire and Staffordshire","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","No function","Tax","40","40","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Project Delivery","Other","30","30","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Project Delivery","Project Delivery","270","260","43020","40520"
"In post","2022","Shropshire and Staffordshire","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Property","Other","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Property","Property","260","250","36810","33300"
"In post","2022","Shropshire and Staffordshire","Security","Security","180","180","30580","26820"
"In post","2022","Shropshire and Staffordshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Unknown","Finance","140","140","36620","33300"
"In post","2022","Shropshire and Staffordshire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Unknown","Medicine","100","90","49810","40060"
"In post","2022","Shropshire and Staffordshire","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Unknown","Other","660","630","27190","26670"
"In post","2022","Shropshire and Staffordshire","Unknown","Policy","40","30","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Unknown","Science and Engineering","40","40","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Analysis","Policy","90","80","48620","50400"
"In post","2022","South Yorkshire","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Analysis","Statistics","50","40","[c]","[c]"
"In post","2022","South Yorkshire","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Commercial","Commercial","80","80","35680","36500"
"In post","2022","South Yorkshire","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Commercial","Unknown","40","40","[c]","[c]"
"In post","2022","South Yorkshire","Communications","Communications","40","30","[c]","[c]"
"In post","2022","South Yorkshire","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Counter Fraud","Counter Fraud","130","120","28320","27570"
"In post","2022","South Yorkshire","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Debt","Other","260","220","22630","21260"
"In post","2022","South Yorkshire","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
