"Status","Year","Disability","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","The Insolvency Service","Wales","40","40","[c]","[c]"
"In post","2022","Declared non-disabled","The Insolvency Service","West Midlands (England)","240","230","31680","28280"
"In post","2022","Declared non-disabled","The Insolvency Service","Yorkshire and The Humber","70","60","36140","39170"
"In post","2022","Declared non-disabled","The National Archives","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","The National Archives","London","360","350","36680","34390"
"In post","2022","Declared non-disabled","The National Archives","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","The National Archives","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Transport Scotland","Scotland","280","270","46550","43000"
"In post","2022","Declared non-disabled","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","London","410","400","53160","49000"
"In post","2022","Declared non-disabled","UK Export Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Health Security Agency","East Midlands (England)","130","120","38440","33310"
"In post","2022","Declared non-disabled","UK Health Security Agency","East of England","220","200","38300","30460"
"In post","2022","Declared non-disabled","UK Health Security Agency","London","1460","1360","43190","39690"
"In post","2022","Declared non-disabled","UK Health Security Agency","North East (England)","50","50","42610","36330"
"In post","2022","Declared non-disabled","UK Health Security Agency","North West (England)","280","260","35330","28590"
"In post","2022","Declared non-disabled","UK Health Security Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Health Security Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Health Security Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Health Security Agency","South East (England)","290","250","40940","38200"
"In post","2022","Declared non-disabled","UK Health Security Agency","South West (England)","740","690","35820","30020"
"In post","2022","Declared non-disabled","UK Health Security Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Health Security Agency","West Midlands (England)","230","200","38000","28590"
"In post","2022","Declared non-disabled","UK Health Security Agency","Yorkshire and The Humber","280","270","40470","36330"
"In post","2022","Declared non-disabled","UK Hydrographic Office","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Hydrographic Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Hydrographic Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Hydrographic Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Hydrographic Office","South West (England)","530","510","35700","33290"
"In post","2022","Declared non-disabled","UK Space Agency","London","60","60","47050","40050"
"In post","2022","Declared non-disabled","UK Space Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Space Agency","South West (England)","60","60","45900","49080"
"In post","2022","Declared non-disabled","UK Statistics Authority","London","150","140","48070","41340"
"In post","2022","Declared non-disabled","UK Statistics Authority","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Statistics Authority","South East (England)","1200","990","30780","25360"
"In post","2022","Declared non-disabled","UK Statistics Authority","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Statistics Authority","Wales","1570","1470","37260","36840"
"In post","2022","Declared non-disabled","UK Supreme Court","London","40","40","[c]","[c]"
"In post","2022","Declared non-disabled","Valuation Office Agency","East Midlands (England)","110","100","36620","33370"
"In post","2022","Declared non-disabled","Valuation Office Agency","East of England","120","110","35730","31900"
"In post","2022","Declared non-disabled","Valuation Office Agency","London","450","420","41950","37820"
"In post","2022","Declared non-disabled","Valuation Office Agency","North East (England)","340","310","31340","26880"
"In post","2022","Declared non-disabled","Valuation Office Agency","North West (England)","250","240","37900","33380"
"In post","2022","Declared non-disabled","Valuation Office Agency","Scotland","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Valuation Office Agency","South East (England)","160","150","37390","33380"
"In post","2022","Declared non-disabled","Valuation Office Agency","South West (England)","380","350","32290","27000"
"In post","2022","Declared non-disabled","Valuation Office Agency","Wales","190","180","38250","33740"
"In post","2022","Declared non-disabled","Valuation Office Agency","West Midlands (England)","180","160","36640","33370"
"In post","2022","Declared non-disabled","Valuation Office Agency","Yorkshire and The Humber","290","270","35640","32890"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","East Midlands (England)","60","60","37310","34290"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","South West (England)","100","100","34230","33950"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinary Medicines Directorate","South East (England)","130","130","39950","36670"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","London","60","60","66220","63750"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","West Midlands (England)","150","140","49990","45000"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","Wales","5010","4730","42220","38160"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Wilton Park","South East (England)","60","60","34470","30700"
"In post","2022","Undeclared","Accountant in Bankruptcy","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","South East (England)","30","30","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","London","180","180","50200","54700"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","Yorkshire and The Humber","40","30","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Companies House","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Companies House","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Companies House","Wales","60","60","30920","25280"
"In post","2022","Undeclared","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","Scotland","70","60","25050","25120"
"In post","2022","Undeclared","Crown Commercial Service","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","Scotland","70","60","45100","41750"
"In post","2022","Undeclared","Crown Prosecution Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Electronics and Components Agency","Wales","140","130","30150","29470"
"In post","2022","Undeclared","Defence Electronics and Components Agency","West Midlands (England)","40","30","[c]","[c]"
"In post","2022","Undeclared","Defence Equipment and Support","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Equipment and Support","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Equipment and Support","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Equipment and Support","Scotland","30","30","[c]","[c]"
"In post","2022","Undeclared","Defence Equipment and Support","South East (England)","50","50","31460","29350"
"In post","2022","Undeclared","Defence Equipment and Support","South West (England)","570","550","40320","38630"
"In post","2022","Undeclared","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Equipment and Support","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","290","290","49970","53380"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","London","80","80","46080","51730"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","London","80","70","51730","53420"
"In post","2022","Undeclared","Department for Education (excl. agencies)","North East (England)","40","30","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","North West (England)","40","40","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","Yorkshire and The Humber","60","60","42690","37100"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","London","100","100","44580","39480"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","30","30","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","50","50","38940","36210"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","London","60","60","48220","51710"
"In post","2022","Undeclared","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","London","100","100","46650","46120"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","London","210","210","48420","44030"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","East Midlands (England)","230","210","25690","27570"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","East of England","180","170","28560","29050"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","London","420","390","33660","31060"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","North East (England)","450","410","29170","27570"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","North West (England)","870","820","27380","27570"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Scotland","390","360","25290","27570"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","South East (England)","290","270","27180","27570"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","South West (England)","260","230","25800","27570"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Wales","250","230","26230","27570"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","West Midlands (England)","350","310","26190","27570"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","420","380","29940","27570"
"In post","2022","Undeclared","Department of Health and Social Care (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Disclosure Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","Wales","450","400","27610","21840"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","East Midlands (England)","40","40","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","East of England","30","30","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","North West (England)","30","30","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","South West (England)","30","30","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","Wales","30","30","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Education and Skills Funding Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Education and Skills Funding Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Education and Skills Funding Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Education and Skills Funding Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Education and Skills Funding Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Education and Skills Funding Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Education Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Estyn","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","FCDO Services","South East (England)","40","30","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","London","70","60","46050","40350"
"In post","2022","Undeclared","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Northern Ireland","30","30","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Wales","40","40","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Yorkshire and The Humber","60","60","34700","34900"
"In post","2022","Undeclared","Food Standards Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","London","160","160","51940","45440"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","80","80","53130","54470"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Internal Audit Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Internal Audit Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Internal Audit Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Internal Audit Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Internal Audit Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Internal Audit Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Internal Audit Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Internal Audit Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Legal Department","London","110","110","58320","63730"
"In post","2022","Undeclared","Government Legal Department","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Legal Department","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
