"Status","Year","Region_ITL2","Responsibility_level","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Lancashire","EO","Attorney General's Departments","40","40","[c]","[c]"
"In post","2022","Lancashire","EO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","EO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","EO","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2022","Lancashire","EO","Department for Transport","60","60","28090","26780"
"In post","2022","Lancashire","EO","Department for Work and Pensions","3130","2840","27470","27570"
"In post","2022","Lancashire","EO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","EO","HM Land Registry","160","140","27170","27130"
"In post","2022","Lancashire","EO","HM Revenue and Customs","340","300","27190","26820"
"In post","2022","Lancashire","EO","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","EO","Ministry of Defence","200","180","26930","26670"
"In post","2022","Lancashire","EO","Ministry of Justice","380","360","29420","28460"
"In post","2022","Lancashire","EO","National Crime Agency","50","50","[c]","[c]"
"In post","2022","Lancashire","EO","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","G6/G7","Attorney General's Departments","80","80","54440","55610"
"In post","2022","Lancashire","G6/G7","Cabinet Office","30","30","[c]","[c]"
"In post","2022","Lancashire","G6/G7","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","G6/G7","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","G6/G7","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","G6/G7","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","G6/G7","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","G6/G7","Department for Work and Pensions","520","500","55890","52750"
"In post","2022","Lancashire","G6/G7","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","G6/G7","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","G6/G7","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","G6/G7","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","G6/G7","HM Revenue and Customs","150","140","57590","55210"
"In post","2022","Lancashire","G6/G7","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","G6/G7","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","G6/G7","Ministry of Defence","40","30","[c]","[c]"
"In post","2022","Lancashire","G6/G7","Ministry of Justice","60","60","65980","62750"
"In post","2022","Lancashire","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","G6/G7","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","G6/G7","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","G6/G7","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","SCS","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","SCS","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","SCS","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","SCS","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","SCS","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","SCS","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","SCS","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","SCS","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","SCS","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","SCS","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","SCS","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","SCS","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","SEO/HEO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","SEO/HEO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","SEO/HEO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","SEO/HEO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","SEO/HEO","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","SEO/HEO","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"In post","2022","Lancashire","SEO/HEO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","SEO/HEO","Department for Work and Pensions","1280","1210","34740","34190"
"In post","2022","Lancashire","SEO/HEO","Department of Health and Social Care","30","30","[c]","[c]"
"In post","2022","Lancashire","SEO/HEO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","SEO/HEO","HM Land Registry","120","110","36300","33840"
"In post","2022","Lancashire","SEO/HEO","HM Revenue and Customs","430","400","36580","35060"
"In post","2022","Lancashire","SEO/HEO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","SEO/HEO","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","SEO/HEO","Ministry of Defence","120","110","36770","33630"
"In post","2022","Lancashire","SEO/HEO","Ministry of Justice","450","430","39210","38160"
"In post","2022","Lancashire","SEO/HEO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","SEO/HEO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Unknown","Ministry of Justice","660","610","29640","28200"
"In post","2022","Leicestershire, Rutland and Northamptonshire","AA/AO","Attorney General's Departments","30","30","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","AA/AO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","AA/AO","Department for Transport","40","30","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","AA/AO","Department for Work and Pensions","670","570","21080","21260"
"In post","2022","Leicestershire, Rutland and Northamptonshire","AA/AO","HM Land Registry","100","90","22600","22600"
"In post","2022","Leicestershire, Rutland and Northamptonshire","AA/AO","HM Revenue and Customs","110","100","21580","21250"
"In post","2022","Leicestershire, Rutland and Northamptonshire","AA/AO","Home Office","30","30","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","AA/AO","Ministry of Defence","140","130","21590","20750"
"In post","2022","Leicestershire, Rutland and Northamptonshire","AA/AO","Ministry of Justice","1590","1460","23250","20970"
"In post","2022","Leicestershire, Rutland and Northamptonshire","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","AA/AO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","EO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","EO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","EO","Department for Transport","80","80","27360","26710"
"In post","2022","Leicestershire, Rutland and Northamptonshire","EO","Department for Work and Pensions","910","830","27510","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","EO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","EO","HM Land Registry","110","100","27170","27130"
"In post","2022","Leicestershire, Rutland and Northamptonshire","EO","HM Revenue and Customs","40","40","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","EO","Home Office","150","130","26620","25310"
"In post","2022","Leicestershire, Rutland and Northamptonshire","EO","Ministry of Defence","60","60","28560","26930"
"In post","2022","Leicestershire, Rutland and Northamptonshire","EO","Ministry of Justice","390","370","28200","26900"
"In post","2022","Leicestershire, Rutland and Northamptonshire","EO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","G6/G7","Attorney General's Departments","80","70","52910","51470"
"In post","2022","Leicestershire, Rutland and Northamptonshire","G6/G7","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","G6/G7","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","G6/G7","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","G6/G7","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","G6/G7","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","G6/G7","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","G6/G7","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","G6/G7","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","G6/G7","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","G6/G7","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","G6/G7","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","G6/G7","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","G6/G7","Ministry of Justice","50","50","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","G6/G7","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","G6/G7","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SCS","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SCS","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SCS","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SCS","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SCS","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SCS","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Department for Transport","50","40","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Department for Work and Pensions","100","90","33340","32080"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SEO/HEO","HM Land Registry","90","90","36230","33840"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SEO/HEO","HM Revenue and Customs","80","70","36140","33480"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Home Office","50","50","33290","31080"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Ministry of Defence","40","40","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Ministry of Justice","390","370","38310","36720"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SEO/HEO","National Crime Agency","60","50","41950","42030"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SEO/HEO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Ministry of Justice","570","520","29570","28200"
"In post","2022","Lincolnshire","AA/AO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","AA/AO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","AA/AO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","AA/AO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","AA/AO","Department for Work and Pensions","160","130","21080","21260"
"In post","2022","Lincolnshire","AA/AO","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","AA/AO","Ministry of Defence","550","530","20790","21170"
"In post","2022","Lincolnshire","AA/AO","Ministry of Justice","580","550","24540","23960"
"In post","2022","Lincolnshire","EO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","EO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","EO","Department for Transport","30","30","[c]","[c]"
"In post","2022","Lincolnshire","EO","Department for Work and Pensions","360","320","27520","27570"
"In post","2022","Lincolnshire","EO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","EO","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","EO","Ministry of Defence","200","190","27280","26670"
"In post","2022","Lincolnshire","EO","Ministry of Justice","110","110","29520","30140"
"In post","2022","Lincolnshire","EO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","G6/G7","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","G6/G7","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","G6/G7","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","G6/G7","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","G6/G7","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","G6/G7","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","G6/G7","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","G6/G7","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","G6/G7","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","G6/G7","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","G6/G7","Ministry of Defence","50","40","[c]","[c]"
"In post","2022","Lincolnshire","G6/G7","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","G6/G7","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","G6/G7","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","G6/G7","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SCS","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SCS","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SCS","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SEO/HEO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SEO/HEO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SEO/HEO","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SEO/HEO","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2022","Lincolnshire","SEO/HEO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SEO/HEO","Department for Work and Pensions","50","40","[c]","[c]"
"In post","2022","Lincolnshire","SEO/HEO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SEO/HEO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SEO/HEO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SEO/HEO","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SEO/HEO","Ministry of Defence","330","320","36420","35000"
"In post","2022","Lincolnshire","SEO/HEO","Ministry of Justice","140","130","39120","36720"
"In post","2022","Lincolnshire","SEO/HEO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SEO/HEO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SEO/HEO","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","Ministry of Justice","210","200","30110","28200"
"In post","2022","Merseyside","AA/AO","Attorney General's Departments","90","80","21960","22200"
"In post","2022","Merseyside","AA/AO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","AA/AO","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","AA/AO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","AA/AO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","AA/AO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","AA/AO","Department for Work and Pensions","1530","1290","21120","21260"
"In post","2022","Merseyside","AA/AO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","AA/AO","HM Land Registry","160","150","22600","22600"
"In post","2022","Merseyside","AA/AO","HM Revenue and Customs","2260","2010","21480","21250"
"In post","2022","Merseyside","AA/AO","Home Office","2000","1780","21240","21680"
"In post","2022","Merseyside","AA/AO","Ministry of Defence","190","180","21230","21380"
"In post","2022","Merseyside","AA/AO","Ministry of Justice","770","690","23250","21490"
"In post","2022","Merseyside","EO","Attorney General's Departments","90","90","26910","26220"
"In post","2022","Merseyside","EO","Cabinet Office","70","70","25690","25520"
"In post","2022","Merseyside","EO","Charity Commission","100","100","24820","24440"
"In post","2022","Merseyside","EO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","EO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","EO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","EO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","EO","Department for Transport","80","80","27830","26780"
"In post","2022","Merseyside","EO","Department for Work and Pensions","2400","2160","27500","27570"
"In post","2022","Merseyside","EO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","EO","HM Land Registry","190","170","27160","27130"
"In post","2022","Merseyside","EO","HM Revenue and Customs","1290","1200","26680","26820"
"In post","2022","Merseyside","EO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","EO","Home Office","2100","1960","25180","24890"
"In post","2022","Merseyside","EO","Ministry of Defence","80","70","26890","26670"
"In post","2022","Merseyside","EO","Ministry of Justice","240","220","27140","25120"
"In post","2022","Merseyside","EO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","G6/G7","Attorney General's Departments","140","140","54210","54200"
"In post","2022","Merseyside","G6/G7","Cabinet Office","130","130","57120","52580"
"In post","2022","Merseyside","G6/G7","Charity Commission","40","30","[c]","[c]"
"In post","2022","Merseyside","G6/G7","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","G6/G7","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","G6/G7","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","G6/G7","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","G6/G7","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","G6/G7","Department for Work and Pensions","220","220","58010","54960"
"In post","2022","Merseyside","G6/G7","Department of Health and Social Care","40","30","[c]","[c]"
"In post","2022","Merseyside","G6/G7","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","G6/G7","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","G6/G7","HM Revenue and Customs","620","600","57490","55210"
"In post","2022","Merseyside","G6/G7","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","G6/G7","Home Office","240","230","55430","52280"
"In post","2022","Merseyside","G6/G7","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","G6/G7","Ministry of Justice","50","50","61400","59310"
"In post","2022","Merseyside","G6/G7","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SCS","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SCS","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SCS","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SCS","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SCS","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SCS","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SCS","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SCS","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SCS","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SCS","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SCS","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SCS","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SEO/HEO","Attorney General's Departments","60","60","34310","34480"
"In post","2022","Merseyside","SEO/HEO","Cabinet Office","240","240","35270","37300"
"In post","2022","Merseyside","SEO/HEO","Charity Commission","180","170","32180","29160"
"In post","2022","Merseyside","SEO/HEO","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"In post","2022","Merseyside","SEO/HEO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SEO/HEO","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SEO/HEO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SEO/HEO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SEO/HEO","Department for Transport","30","30","[c]","[c]"
"In post","2022","Merseyside","SEO/HEO","Department for Work and Pensions","710","670","37180","34290"
"In post","2022","Merseyside","SEO/HEO","Department of Health and Social Care","60","60","35360","36330"
"In post","2022","Merseyside","SEO/HEO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SEO/HEO","HM Land Registry","160","140","36330","33840"
"In post","2022","Merseyside","SEO/HEO","HM Revenue and Customs","1870","1810","35720","33370"
"In post","2022","Merseyside","SEO/HEO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SEO/HEO","Home Office","1160","1120","33690","30980"
"In post","2022","Merseyside","SEO/HEO","Ministry of Defence","90","90","35660","33300"
"In post","2022","Merseyside","SEO/HEO","Ministry of Justice","280","270","36450","36050"
"In post","2022","Merseyside","SEO/HEO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SEO/HEO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SEO/HEO","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Unknown","Ministry of Justice","820","760","28950","26310"
"In post","2022","North Eastern Scotland","AA/AO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","AA/AO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","AA/AO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","AA/AO","Department for Work and Pensions","70","60","20990","21260"
"In post","2022","North Eastern Scotland","AA/AO","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","AA/AO","Ministry of Defence","90","80","38400","44070"
"In post","2022","North Eastern Scotland","AA/AO","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","AA/AO","Scottish Government","340","310","24140","23620"
"In post","2022","North Eastern Scotland","EO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","EO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","EO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","EO","Department for Work and Pensions","190","180","27590","27570"
"In post","2022","North Eastern Scotland","EO","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","EO","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","EO","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","EO","Scottish Government","360","340","30950","30040"
"In post","2022","North Eastern Scotland","G6/G7","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","G6/G7","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","G6/G7","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","G6/G7","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","G6/G7","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","G6/G7","Scottish Government","90","90","63150","62170"
