"Status","Year","Region_ITL2","Function_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cornwall and Isles of Scilly","Property","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Security","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Security","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Security","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Security","50-59","30","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Security","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Security","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","20-29","100","100","23420","21010"
"In post","2021","Cornwall and Isles of Scilly","Unknown","30-39","190","170","25060","22640"
"In post","2021","Cornwall and Isles of Scilly","Unknown","40-49","260","230","26520","27570"
"In post","2021","Cornwall and Isles of Scilly","Unknown","50-59","430","400","25670","26670"
"In post","2021","Cornwall and Isles of Scilly","Unknown","60-64","150","130","24980","23110"
"In post","2021","Cornwall and Isles of Scilly","Unknown","65+","40","30","[c]","[c]"
"In post","2021","Cumbria","Analysis","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Analysis","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Analysis","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Analysis","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Commercial","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Commercial","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Commercial","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Commercial","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Commercial","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Communications","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Communications","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Communications","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Communications","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Communications","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Finance","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Grants Management","20-29","80","80","21380","21050"
"In post","2021","Cumbria","Grants Management","30-39","120","100","23110","21050"
"In post","2021","Cumbria","Grants Management","40-49","240","210","24720","21050"
"In post","2021","Cumbria","Grants Management","50-59","160","140","25520","21050"
"In post","2021","Cumbria","Grants Management","60-64","50","40","[c]","[c]"
"In post","2021","Cumbria","Grants Management","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Human Resources","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Human Resources","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Human Resources","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Legal","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Legal","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Legal","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Legal","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Legal","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Legal","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","No function","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","No function","20-29","70","60","24190","22920"
"In post","2021","Cumbria","No function","30-39","120","100","26710","24800"
"In post","2021","Cumbria","No function","40-49","150","140","28520","25580"
"In post","2021","Cumbria","No function","50-59","210","190","28420","25200"
"In post","2021","Cumbria","No function","60-64","60","50","28710","26720"
"In post","2021","Cumbria","No function","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Project Delivery","30-39","40","40","[c]","[c]"
"In post","2021","Cumbria","Project Delivery","40-49","70","60","38210","36520"
"In post","2021","Cumbria","Project Delivery","50-59","100","100","35460","30630"
"In post","2021","Cumbria","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Project Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Property","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Property","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Property","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Property","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Property","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Property","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Security","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Security","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Security","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Security","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Security","50-59","30","30","[c]","[c]"
"In post","2021","Cumbria","Security","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Security","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","30-39","30","30","[c]","[c]"
"In post","2021","Cumbria","Unknown","40-49","80","70","25980","27570"
"In post","2021","Cumbria","Unknown","50-59","120","110","26960","27570"
"In post","2021","Cumbria","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Analysis","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Analysis","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Analysis","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Analysis","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Analysis","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","40-49","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","50-59","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","65+","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Communications","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Communications","20-29","160","160","26830","25560"
"In post","2021","Derbyshire and Nottinghamshire","Communications","30-39","150","140","28730","25560"
"In post","2021","Derbyshire and Nottinghamshire","Communications","40-49","90","90","33090","31810"
"In post","2021","Derbyshire and Nottinghamshire","Communications","50-59","70","70","33030","31810"
"In post","2021","Derbyshire and Nottinghamshire","Communications","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Communications","65+","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","20-29","70","70","29140","25560"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","30-39","90","90","32160","31810"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","40-49","150","140","33760","31810"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","50-59","160","150","35020","31810"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","60-64","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Debt","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Debt","20-29","70","60","20690","20140"
"In post","2021","Derbyshire and Nottinghamshire","Debt","30-39","60","50","20900","20140"
"In post","2021","Derbyshire and Nottinghamshire","Debt","40-49","50","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Debt","50-59","50","50","22110","20140"
"In post","2021","Derbyshire and Nottinghamshire","Debt","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Debt","65+","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data & Technology","20-29","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data & Technology","30-39","50","50","42680","40200"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data & Technology","40-49","70","70","40170","36740"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data & Technology","50-59","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Finance","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Finance","30-39","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Finance","40-49","50","50","40470","38630"
"In post","2021","Derbyshire and Nottinghamshire","Finance","50-59","60","60","41740","38630"
"In post","2021","Derbyshire and Nottinghamshire","Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Finance","65+","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Grants Management","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Grants Management","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Grants Management","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Grants Management","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Grants Management","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Grants Management","65+","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","20-29","70","70","30310","29730"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","30-39","100","90","36130","31810"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","40-49","140","130","39410","38400"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","50-59","120","110","40880","38630"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","65+","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Legal","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Legal","20-29","60","60","26200","23470"
"In post","2021","Derbyshire and Nottinghamshire","Legal","30-39","80","70","36700","31810"
"In post","2021","Derbyshire and Nottinghamshire","Legal","40-49","100","90","40160","37240"
"In post","2021","Derbyshire and Nottinghamshire","Legal","50-59","150","130","38940","31810"
"In post","2021","Derbyshire and Nottinghamshire","Legal","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Legal","65+","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","No function","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","No function","20-29","1090","1070","25390","24440"
"In post","2021","Derbyshire and Nottinghamshire","No function","30-39","1380","1300","29180","27150"
"In post","2021","Derbyshire and Nottinghamshire","No function","40-49","1420","1320","32550","30350"
"In post","2021","Derbyshire and Nottinghamshire","No function","50-59","1930","1810","33500","30950"
"In post","2021","Derbyshire and Nottinghamshire","No function","60-64","460","370","30130","27130"
"In post","2021","Derbyshire and Nottinghamshire","No function","65+","120","80","31580","26950"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","30-39","60","50","37340","35290"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","40-49","90","90","45000","42200"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","50-59","110","100","45500","39470"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Property","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Property","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Property","30-39","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Property","40-49","70","60","34880","32100"
"In post","2021","Derbyshire and Nottinghamshire","Property","50-59","160","150","39320","38520"
"In post","2021","Derbyshire and Nottinghamshire","Property","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Property","65+","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Security","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Security","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Security","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Security","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Security","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","20-29","200","200","25460","27570"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","30-39","360","330","26020","27570"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","40-49","600","540","26530","27570"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","50-59","940","850","26670","27570"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","60-64","250","190","25770","27570"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","65+","70","60","24050","21010"
"In post","2021","Devon","Analysis","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Analysis","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Analysis","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Analysis","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Commercial","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Commercial","30-39","70","60","40820","39100"
"In post","2021","Devon","Commercial","40-49","70","70","45330","47960"
"In post","2021","Devon","Commercial","50-59","60","60","45480","47960"
"In post","2021","Devon","Commercial","60-64","[c]","[c]","[c]","[c]"
