"Status","Year","Sex","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Female","Plymouth","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","HM Land Registry","30","30","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","HM Prison and Probation Service","50","40","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Valuation Office Agency","50","50","[c]","[c]"
"New entrant CS","2022","Female","Portsmouth","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Portsmouth","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Portsmouth","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Portsmouth","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Portsmouth","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Portsmouth","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Portsmouth","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Portsmouth","HM Prison and Probation Service","40","30","[c]","[c]"
"New entrant CS","2022","Female","Portsmouth","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Female","Portsmouth","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Portsmouth","Ministry of Defence (excl. agencies)","60","60","28480","25680"
"New entrant CS","2022","Female","Portsmouth","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Portsmouth","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Powys","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Powys","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Powys","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Powys","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Powys","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Powys","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Powys","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Powys","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Redbridge and Waltham Forest","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Redbridge and Waltham Forest","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Redbridge and Waltham Forest","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Redbridge and Waltham Forest","Department for Work and Pensions (excl. agencies)","80","80","27650","25110"
"New entrant CS","2022","Female","Redbridge and Waltham Forest","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Redbridge and Waltham Forest","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Redbridge and Waltham Forest","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Redbridge and Waltham Forest","HM Prison and Probation Service","60","50","32470","30200"
"New entrant CS","2022","Female","Redbridge and Waltham Forest","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Redbridge and Waltham Forest","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sandwell","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sandwell","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sandwell","Department for Work and Pensions (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Female","Sandwell","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sandwell","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sandwell","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scottish Borders","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scottish Borders","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scottish Borders","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scottish Borders","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scottish Borders","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scottish Borders","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scottish Borders","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scottish Borders","Scottish Public Pensions Agency","30","30","[c]","[c]"
"New entrant CS","2022","Female","Scottish Borders","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sefton","Charity Commission","40","40","[c]","[c]"
"New entrant CS","2022","Female","Sefton","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sefton","Department for Work and Pensions (excl. agencies)","90","90","24990","27570"
"New entrant CS","2022","Female","Sefton","Health and Safety Executive","70","70","26680","26370"
"New entrant CS","2022","Female","Sefton","HM Prison and Probation Service","60","50","26050","23200"
"New entrant CS","2022","Female","Sefton","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sefton","Home Office","80","80","22350","21680"
"New entrant CS","2022","Female","Sefton","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sefton","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sefton","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sefton","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","Department for Education (excl. agencies)","90","90","30640","29360"
"New entrant CS","2022","Female","Sheffield","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","Department for Work and Pensions (excl. agencies)","120","110","26250","21260"
"New entrant CS","2022","Female","Sheffield","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","HM Prison and Probation Service","90","80","27680","24800"
"New entrant CS","2022","Female","Sheffield","Home Office","80","80","28190","24880"
"New entrant CS","2022","Female","Sheffield","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shetland Islands","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shetland Islands","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shetland Islands","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shropshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shropshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shropshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shropshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shropshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shropshire","HM Prison and Probation Service","30","30","[c]","[c]"
"New entrant CS","2022","Female","Shropshire","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shropshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shropshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shropshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shropshire","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shropshire","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Solihull","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Solihull","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Solihull","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Solihull","Department for Work and Pensions (excl. agencies)","50","40","[c]","[c]"
"New entrant CS","2022","Female","Solihull","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Solihull","Home Office","40","40","[c]","[c]"
"New entrant CS","2022","Female","Solihull","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Solihull","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Somerset CC","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Somerset CC","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Somerset CC","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Somerset CC","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Somerset CC","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Somerset CC","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Somerset CC","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Somerset CC","HM Prison and Probation Service","50","50","26490","24090"
"New entrant CS","2022","Female","Somerset CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Somerset CC","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Somerset CC","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Somerset CC","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Somerset CC","UK Hydrographic Office","40","40","[c]","[c]"
"New entrant CS","2022","Female","Somerset CC","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South and West Derbyshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South and West Derbyshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South and West Derbyshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South and West Derbyshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South and West Derbyshire","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South and West Derbyshire","HM Prison and Probation Service","60","60","23640","23140"
