"Status","Year","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","Heterosexual / straight","116910","109340","33420","29810"
"In post","2021","No function","LGBO","7960","7740","34150","30640"
"In post","2021","No function","Undeclared","15900","14560","33130","29730"
"In post","2021","No function","Unknown","44170","40950","31040","27490"
"In post","2021","Project Delivery","Heterosexual / straight","20250","19580","41180","38620"
"In post","2021","Project Delivery","LGBO","930","920","41650","37870"
"In post","2021","Project Delivery","Undeclared","2920","2800","41080","38630"
"In post","2021","Project Delivery","Unknown","4290","4140","41670","38630"
"In post","2021","Property","Heterosexual / straight","5900","5630","35590","33300"
"In post","2021","Property","LGBO","230","220","34830","32000"
"In post","2021","Property","Undeclared","860","820","36510","33300"
"In post","2021","Property","Unknown","2330","2210","30740","26850"
"In post","2021","Security","Heterosexual / straight","6020","5890","31060","26750"
"In post","2021","Security","LGBO","270","270","32580","29250"
"In post","2021","Security","Undeclared","950","930","34830","37640"
"In post","2021","Security","Unknown","1520","1490","31590","28750"
"In post","2021","Unknown","Heterosexual / straight","114590","105690","30840","27570"
"In post","2021","Unknown","LGBO","6120","5890","30890","27570"
"In post","2021","Unknown","Undeclared","14910","13620","30870","27570"
"In post","2021","Unknown","Unknown","31090","27850","30230","27570"
"In post","2022","Analysis","Heterosexual / straight","5480","5270","44550","39470"
"In post","2022","Analysis","LGBO","560","550","41130","37710"
"In post","2022","Analysis","Undeclared","670","640","45450","40650"
"In post","2022","Analysis","Unknown","1750","1690","40660","38020"
"In post","2022","Commercial","Heterosexual / straight","3860","3740","42760","38920"
"In post","2022","Commercial","LGBO","210","210","39980","36640"
"In post","2022","Commercial","Undeclared","550","530","42200","40320"
"In post","2022","Commercial","Unknown","1990","1950","58730","55300"
"In post","2022","Communications","Heterosexual / straight","5140","4960","36810","33120"
"In post","2022","Communications","LGBO","460","450","36280","33080"
"In post","2022","Communications","Undeclared","620","600","38550","33370"
"In post","2022","Communications","Unknown","2320","2260","33660","27570"
"In post","2022","Counter Fraud","Heterosexual / straight","10720","9940","32830","29530"
"In post","2022","Counter Fraud","LGBO","610","590","32530","29290"
"In post","2022","Counter Fraud","Undeclared","1560","1420","33310","30330"
"In post","2022","Counter Fraud","Unknown","4140","3800","31470","28920"
"In post","2022","Debt","Heterosexual / straight","4010","3540","23940","21260"
"In post","2022","Debt","LGBO","300","280","23620","21260"
"In post","2022","Debt","Undeclared","500","420","23790","21260"
"In post","2022","Debt","Unknown","2020","1810","23530","21260"
"In post","2022","Digital, Data & Technology","Heterosexual / straight","14780","14350","41560","38450"
"In post","2022","Digital, Data & Technology","LGBO","1010","990","40460","36840"
"In post","2022","Digital, Data & Technology","Undeclared","2320","2250","41000","38450"
"In post","2022","Digital, Data & Technology","Unknown","3940","3840","41370","37810"
"In post","2022","Finance","Heterosexual / straight","8550","8130","39990","36330"
"In post","2022","Finance","LGBO","420","410","39600","35310"
"In post","2022","Finance","Undeclared","1220","1160","39660","36060"
"In post","2022","Finance","Unknown","2190","2040","36590","33290"
"In post","2022","Grants Management","Heterosexual / straight","1040","940","26160","24920"
"In post","2022","Grants Management","LGBO","80","70","25490","24920"
"In post","2022","Grants Management","Undeclared","90","80","25050","23110"
"In post","2022","Grants Management","Unknown","1120","1040","24300","21300"
"In post","2022","Human Resources","Heterosexual / straight","8820","8350","38250","33370"
"In post","2022","Human Resources","LGBO","640","630","38820","33370"
"In post","2022","Human Resources","Undeclared","820","770","35550","31990"
"In post","2022","Human Resources","Unknown","1440","1360","35040","31660"
"In post","2022","Internal Audit","Heterosexual / straight","600","570","46230","43470"
"In post","2022","Internal Audit","LGBO","40","30","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","90","90","46680","43160"
"In post","2022","Internal Audit","Unknown","40","40","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","8530","8000","46180","48080"
"In post","2022","Legal","LGBO","560","540","46510","48820"
"In post","2022","Legal","Undeclared","660","620","49150","51320"
"In post","2022","Legal","Unknown","2660","2410","48020","51830"
"In post","2022","No function","Heterosexual / straight","178540","165690","32260","27570"
"In post","2022","No function","LGBO","12750","12360","32820","27960"
"In post","2022","No function","Undeclared","22540","20580","32600","27570"
"In post","2022","No function","Unknown","60690","55420","30350","27570"
"In post","2022","Project Delivery","Heterosexual / straight","18920","18200","42130","39980"
"In post","2022","Project Delivery","LGBO","970","950","41930","38600"
"In post","2022","Project Delivery","Undeclared","2340","2230","42510","40410"
"In post","2022","Project Delivery","Unknown","4340","4150","42210","39950"
"In post","2022","Property","Heterosexual / straight","6550","6290","37560","33370"
"In post","2022","Property","LGBO","280","270","36970","33300"
"In post","2022","Property","Undeclared","830","790","38140","34000"
"In post","2022","Property","Unknown","1880","1800","33120","29360"
"In post","2022","Security","Heterosexual / straight","7520","7330","32440","30130"
"In post","2022","Security","LGBO","360","360","33630","32000"
"In post","2022","Security","Undeclared","1110","1070","35970","37600"
"In post","2022","Security","Unknown","1700","1670","32790","29370"
"In post","2022","Unknown","Heterosexual / straight","56210","53150","34770","29670"
"In post","2022","Unknown","LGBO","2810","2730","36080","30980"
"In post","2022","Unknown","Undeclared","7330","6890","34920","30220"
"In post","2022","Unknown","Unknown","13320","12830","35380","30820"
"Leaver CS","2021","Analysis","Heterosexual / straight","140","130","37880","31700"
"Leaver CS","2021","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","110","110","32240","27530"
"Leaver CS","2021","Commercial","Heterosexual / straight","140","130","42010","37640"
"Leaver CS","2021","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","90","90","62440","57430"
"Leaver CS","2021","Communications","Heterosexual / straight","130","130","36810","32750"
"Leaver CS","2021","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","80","80","38970","36030"
"Leaver CS","2021","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Heterosexual / straight","210","200","43390","38870"
"Leaver CS","2021","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","160","160","40480","37420"
"Leaver CS","2021","Finance","Heterosexual / straight","150","140","40720","36930"
"Leaver CS","2021","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","90","80","24950","21050"
"Leaver CS","2021","Human Resources","Heterosexual / straight","220","200","38580","33560"
"Leaver CS","2021","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","60","60","39810","33310"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","350","300","45490","46420"
"Leaver CS","2021","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","150","130","34600","26550"
"Leaver CS","2021","Legal","Unknown","160","130","48350","52990"
"Leaver CS","2021","No function","Heterosexual / straight","4980","4490","32600","25880"
"Leaver CS","2021","No function","LGBO","330","310","31660","23130"
"Leaver CS","2021","No function","Undeclared","800","680","32100","26410"
"Leaver CS","2021","No function","Unknown","3040","2770","30960","24370"
"Leaver CS","2021","Project Delivery","Heterosexual / straight","570","530","39000","34670"
"Leaver CS","2021","Project Delivery","LGBO","30","30","[c]","[c]"
"Leaver CS","2021","Project Delivery","Undeclared","90","80","39430","37060"
"Leaver CS","2021","Project Delivery","Unknown","170","160","34200","30160"
"Leaver CS","2021","Property","Heterosexual / straight","270","250","32630","29200"
"Leaver CS","2021","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Undeclared","50","50","35610","33630"
"Leaver CS","2021","Property","Unknown","210","190","27700","24960"
"Leaver CS","2021","Security","Heterosexual / straight","250","240","30270","26670"
"Leaver CS","2021","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Security","Unknown","130","120","27660","24970"
"Leaver CS","2021","Unknown","Heterosexual / straight","4950","4340","29950","26890"
"Leaver CS","2021","Unknown","LGBO","270","250","30710","27570"
"Leaver CS","2021","Unknown","Undeclared","700","600","31080","27570"
"Leaver CS","2021","Unknown","Unknown","8330","6860","30270","27570"
"Leaver CS","2022","Analysis","Heterosexual / straight","260","230","37210","33850"
"Leaver CS","2022","Analysis","LGBO","50","40","[c]","[c]"
"Leaver CS","2022","Analysis","Undeclared","90","50","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","150","140","36850","31990"
"Leaver CS","2022","Commercial","Heterosexual / straight","250","220","42100","37680"
"Leaver CS","2022","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","80","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","180","170","67160","63320"
"Leaver CS","2022","Communications","Heterosexual / straight","220","190","39620","36780"
"Leaver CS","2022","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","130","120","43430","39370"
"Leaver CS","2022","Counter Fraud","Heterosexual / straight","200","160","29520","27570"
"Leaver CS","2022","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","50","40","28720","27570"
"Leaver CS","2022","Counter Fraud","Unknown","90","70","29680","27570"
"Leaver CS","2022","Debt","Heterosexual / straight","150","130","22590","21260"
"Leaver CS","2022","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Heterosexual / straight","800","750","42650","39460"
"Leaver CS","2022","Digital, Data & Technology","LGBO","70","70","39700","36710"
"Leaver CS","2022","Digital, Data & Technology","Undeclared","200","150","40470","38290"
"Leaver CS","2022","Digital, Data & Technology","Unknown","340","320","39690","36530"
"Leaver CS","2022","Finance","Heterosexual / straight","330","290","40150","35480"
"Leaver CS","2022","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","90","50","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","70","70","36930","32320"
"Leaver CS","2022","Grants Management","Heterosexual / straight","60","50","25260","24920"
"Leaver CS","2022","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Unknown","90","80","23490","21300"
"Leaver CS","2022","Human Resources","Heterosexual / straight","470","430","36690","32650"
"Leaver CS","2022","Human Resources","LGBO","40","40","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","60","40","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","100","90","31140","27570"
"Leaver CS","2022","Internal Audit","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","500","450","44790","48830"
"Leaver CS","2022","Legal","LGBO","40","30","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","50","50","53910","54390"
"Leaver CS","2022","Legal","Unknown","160","140","50160","53270"
"Leaver CS","2022","No function","Heterosexual / straight","15150","13680","31610","27570"
"Leaver CS","2022","No function","LGBO","1320","1260","30410","27570"
"Leaver CS","2022","No function","Undeclared","2010","1600","32280","27570"
"Leaver CS","2022","No function","Unknown","5970","5360","30850","26470"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","890","840","39340","35810"
"Leaver CS","2022","Project Delivery","LGBO","30","30","[c]","[c]"
"Leaver CS","2022","Project Delivery","Undeclared","130","120","39570","38250"
"Leaver CS","2022","Project Delivery","Unknown","250","240","39400","37400"
"Leaver CS","2022","Property","Heterosexual / straight","370","330","33240","29020"
"Leaver CS","2022","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","60","50","[c]","[c]"
"Leaver CS","2022","Property","Unknown","170","160","29010","23550"
"Leaver CS","2022","Security","Heterosexual / straight","540","510","32450","31090"
"Leaver CS","2022","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","90","90","33850","37770"
"Leaver CS","2022","Security","Unknown","160","150","29760","26670"
"Leaver CS","2022","Unknown","Heterosexual / straight","3880","3470","31950","26930"
"Leaver CS","2022","Unknown","LGBO","200","190","30250","26350"
"Leaver CS","2022","Unknown","Undeclared","620","500","32230","28650"
"Leaver CS","2022","Unknown","Unknown","6750","5690","31210","27570"
"Leaver Dept.","2021","Analysis","Heterosexual / straight","180","180","41920","37320"
"Leaver Dept.","2021","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","100","90","40000","38060"
"Leaver Dept.","2021","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Communications","Heterosexual / straight","110","110","43890","40700"
"Leaver Dept.","2021","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","70","70","40010","38440"
"Leaver Dept.","2021","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Heterosexual / straight","130","130","44070","39140"
"Leaver Dept.","2021","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","70","60","48470","48370"
"Leaver Dept.","2021","Finance","Heterosexual / straight","130","120","46170","43310"
"Leaver Dept.","2021","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","320","320","37940","32910"
"Leaver Dept.","2021","Human Resources","LGBO","30","30","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","90","80","41270","37570"
"Leaver Dept.","2021","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","130","130","40550","32540"
"Leaver Dept.","2021","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","2110","2050","38440","32910"
"Leaver Dept.","2021","No function","LGBO","240","240","37920","32750"
"Leaver Dept.","2021","No function","Undeclared","250","240","39340","33640"
"Leaver Dept.","2021","No function","Unknown","1420","1390","36910","32000"
"Leaver Dept.","2021","Project Delivery","Heterosexual / straight","360","360","40800","34430"
"Leaver Dept.","2021","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","100","100","43090","38380"
"Leaver Dept.","2021","Property","Heterosexual / straight","70","70","38860","33300"
"Leaver Dept.","2021","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Security","Heterosexual / straight","40","30","[c]","[c]"
"Leaver Dept.","2021","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","2280","2180","34700","29860"
"Leaver Dept.","2021","Unknown","LGBO","190","180","34140","29210"
"Leaver Dept.","2021","Unknown","Undeclared","250","240","36380","31060"
"Leaver Dept.","2021","Unknown","Unknown","2660","2180","33770","30850"
"Leaver Dept.","2022","Analysis","Heterosexual / straight","270","250","42650","38340"
"Leaver Dept.","2022","Analysis","LGBO","50","40","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","150","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","80","80","38190","34680"
"Leaver Dept.","2022","Commercial","Heterosexual / straight","240","200","43070","40410"
"Leaver Dept.","2022","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","160","40","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Communications","Heterosexual / straight","260","230","41620","37280"
"Leaver Dept.","2022","Communications","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","110","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","80","80","43440","39180"
"Leaver Dept.","2022","Counter Fraud","Heterosexual / straight","100","100","32080","27570"
"Leaver Dept.","2022","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Debt","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Heterosexual / straight","440","420","42300","38000"
"Leaver Dept.","2022","Digital, Data & Technology","LGBO","50","40","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","160","80","43900","38000"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","130","130","41530","37910"
"Leaver Dept.","2022","Finance","Heterosexual / straight","360","320","40840","36830"
"Leaver Dept.","2022","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","160","40","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","60","60","43730","39960"
"Leaver Dept.","2022","Grants Management","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2022","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Heterosexual / straight","560","530","38020","32330"
"Leaver Dept.","2022","Human Resources","LGBO","50","50","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","70","40","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","70","70","38080","32000"
"Leaver Dept.","2022","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Heterosexual / straight","140","140","42960","31180"
"Leaver Dept.","2022","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","60","60","48460","52560"
"Leaver Dept.","2022","No function","Heterosexual / straight","9440","8840","37780","31990"
"Leaver Dept.","2022","No function","LGBO","880","820","37160","32330"
"Leaver Dept.","2022","No function","Undeclared","1570","1130","40230","34370"
"Leaver Dept.","2022","No function","Unknown","2900","2780","40750","32780"
"Leaver Dept.","2022","Project Delivery","Heterosexual / straight","500","500","39620","36530"
"Leaver Dept.","2022","Project Delivery","LGBO","40","30","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","60","60","40020","39410"
"Leaver Dept.","2022","Project Delivery","Unknown","90","90","43760","39920"
"Leaver Dept.","2022","Property","Heterosexual / straight","110","100","40480","34770"
"Leaver Dept.","2022","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Security","Heterosexual / straight","110","100","38210","33300"
"Leaver Dept.","2022","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","1420","1360","35330","28850"
"Leaver Dept.","2022","Unknown","LGBO","110","100","36170","31990"
"Leaver Dept.","2022","Unknown","Undeclared","220","150","36730","31260"
"Leaver Dept.","2022","Unknown","Unknown","1990","1640","36520","31770"
"New entrant CS","2021","Analysis","Heterosexual / straight","700","690","33870","32540"
"New entrant CS","2021","Analysis","LGBO","90","90","32290","31800"
"New entrant CS","2021","Analysis","Undeclared","70","70","34780","32540"
"New entrant CS","2021","Analysis","Unknown","360","350","35010","31810"
"New entrant CS","2021","Commercial","Heterosexual / straight","350","340","36230","33300"
"New entrant CS","2021","Commercial","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","360","360","62220","65130"
"New entrant CS","2021","Communications","Heterosexual / straight","520","510","31410","26130"
"New entrant CS","2021","Communications","LGBO","70","70","31690","25840"
"New entrant CS","2021","Communications","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","680","670","29810","25560"
"New entrant CS","2021","Counter Fraud","Heterosexual / straight","90","90","31950","28290"
"New entrant CS","2021","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","90","90","28650","25560"
