"Status","Year","Ethnicity","Responsibility_level","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","White","SCS","HM Treasury","150","150","87020","77990"
"In post","2021","White","SCS","Home Office","250","250","91480","83790"
"In post","2021","White","SCS","Ministry of Defence","370","360","93150","85520"
"In post","2021","White","SCS","Ministry of Housing, Communities and Local Government","120","110","85560","77040"
"In post","2021","White","SCS","Ministry of Justice","270","260","90360","86710"
"In post","2021","White","SCS","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","White","SCS","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","White","SCS","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","White","SCS","Office of Gas and Electricity Markets","40","30","[c]","[c]"
"In post","2021","White","SCS","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","White","SCS","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","White","SCS","Other Cabinet Office Agencies","30","30","[c]","[c]"
"In post","2021","White","SCS","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","White","SCS","Scottish Government","200","200","89280","83230"
"In post","2021","White","SCS","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","White","SCS","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","SCS","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","White","SCS","United Kingdom Statistics Authority","70","70","82680","75260"
"In post","2021","White","SCS","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","White","SCS","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","White","SCS","Welsh Government","160","150","89610","81760"
"In post","2021","White","SEO/HEO","Attorney General's Departments","980","950","36530","37730"
"In post","2021","White","SEO/HEO","Cabinet Office","1340","1320","36210","35590"
"In post","2021","White","SEO/HEO","Chancellor's other departments","100","90","42070","42470"
"In post","2021","White","SEO/HEO","Charity Commission","180","170","32820","29550"
"In post","2021","White","SEO/HEO","Competition and Markets Authority","110","110","37540","34940"
"In post","2021","White","SEO/HEO","Department for Business, Energy and Industrial Strategy","3790","3650","37900","38550"
"In post","2021","White","SEO/HEO","Department for Digital, Culture, Media and Sport","430","430","36820","34020"
"In post","2021","White","SEO/HEO","Department for Education","2460","2370","35480","36500"
"In post","2021","White","SEO/HEO","Department for Environment, Food and Rural Affairs","3240","3100","34870","35900"
"In post","2021","White","SEO/HEO","Department for International Trade","540","530","35320","34980"
"In post","2021","White","SEO/HEO","Department for Transport","2750","2660","37550","36150"
"In post","2021","White","SEO/HEO","Department for Work and Pensions","9060","8490","35490","34290"
"In post","2021","White","SEO/HEO","Department of Health and Social Care","2610","2420","36480","36820"
"In post","2021","White","SEO/HEO","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","White","SEO/HEO","Food Standards Agency","490","480","35980","37350"
"In post","2021","White","SEO/HEO","Foreign, Commonwealth and Development Office","2190","2160","38110","37560"
"In post","2021","White","SEO/HEO","HM Land Registry","1660","1490","37260","33840"
"In post","2021","White","SEO/HEO","HM Revenue and Customs","13920","13160","34920","32100"
"In post","2021","White","SEO/HEO","HM Treasury","720","700","36100","34070"
"In post","2021","White","SEO/HEO","Home Office","5890","5680","36160","35200"
"In post","2021","White","SEO/HEO","Ministry of Defence","16200","15680","36870","36460"
"In post","2021","White","SEO/HEO","Ministry of Housing, Communities and Local Government","860","840","36320","35500"
"In post","2021","White","SEO/HEO","Ministry of Justice","9240","8860","38630","37280"
"In post","2021","White","SEO/HEO","National Crime Agency","1750","1710","44730","43710"
"In post","2021","White","SEO/HEO","Northern Ireland Office","40","40","[c]","[c]"
"In post","2021","White","SEO/HEO","Office for Standards in Education","610","590","43330","42850"
"In post","2021","White","SEO/HEO","Office of Gas and Electricity Markets","250","250","36010","35450"
"In post","2021","White","SEO/HEO","Office of Qualifications and Examinations Regulation","90","80","36330","36540"
"In post","2021","White","SEO/HEO","Office of Rail and Road","60","60","40090","41640"
"In post","2021","White","SEO/HEO","Other Cabinet Office Agencies","360","350","33780","34800"
"In post","2021","White","SEO/HEO","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","White","SEO/HEO","Scottish Government","5360","5100","39570","38540"
"In post","2021","White","SEO/HEO","The National Archives","180","170","35880","34770"
"In post","2021","White","SEO/HEO","UK Export Finance","130","130","42960","42770"
"In post","2021","White","SEO/HEO","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","White","SEO/HEO","United Kingdom Statistics Authority","1700","1630","33640","33020"
"In post","2021","White","SEO/HEO","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","White","SEO/HEO","Water Services Regulation Authority","90","80","47680","47620"
"In post","2021","White","SEO/HEO","Welsh Government","2340","2220","40810","37410"
"In post","2021","White","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Foreign, Commonwealth and Development Office","40","40","[c]","[c]"
"In post","2021","White","Unknown","Home Office","170","160","[c]","[c]"
"In post","2021","White","Unknown","Ministry of Defence","1840","1800","41400","39860"
"In post","2021","White","Unknown","Ministry of Justice","8950","8260","30180","30210"
"In post","2021","White","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Attorney General's Departments","190","170","22940","23770"
"In post","2022","Asian","AA/AO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Department for Business, Energy and Industrial Strategy","110","100","21830","21130"
"In post","2022","Asian","AA/AO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Department for Environment, Food and Rural Affairs","80","70","22430","21300"
"In post","2022","Asian","AA/AO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Department for Transport","120","110","23040","21840"
"In post","2022","Asian","AA/AO","Department for Work and Pensions","2420","2050","21950","21260"
"In post","2022","Asian","AA/AO","Department of Health and Social Care","140","120","22230","22350"
"In post","2022","Asian","AA/AO","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Foreign, Commonwealth and Development Office","50","40","[c]","[c]"
"In post","2022","Asian","AA/AO","HM Land Registry","80","70","23100","22600"
"In post","2022","Asian","AA/AO","HM Revenue and Customs","1650","1460","21970","21250"
"In post","2022","Asian","AA/AO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Home Office","1090","950","23520","22460"
"In post","2022","Asian","AA/AO","Ministry of Defence","360","340","23270","21810"
"In post","2022","Asian","AA/AO","Ministry of Justice","1950","1770","23470","21490"
"In post","2022","Asian","AA/AO","National Crime Agency","30","30","[c]","[c]"
"In post","2022","Asian","AA/AO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Scottish Government","80","70","23090","23230"
"In post","2022","Asian","AA/AO","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","UK Statistics Authority","60","40","21260","19860"
"In post","2022","Asian","AA/AO","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","EO","Attorney General's Departments","200","190","27840","27350"
"In post","2022","Asian","EO","Cabinet Office","90","90","27180","27500"
"In post","2022","Asian","EO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","EO","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Asian","EO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","EO","Department for Business, Energy and Industrial Strategy","130","130","27380","27680"
"In post","2022","Asian","EO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","EO","Department for Education","140","140","26410","25000"
"In post","2022","Asian","EO","Department for Environment, Food and Rural Affairs","100","100","27150","27960"
"In post","2022","Asian","EO","Department for International Trade","30","30","[c]","[c]"
"In post","2022","Asian","EO","Department for Levelling Up, Housing and Communities","50","50","[c]","[c]"
"In post","2022","Asian","EO","Department for Transport","150","140","28580","29610"
"In post","2022","Asian","EO","Department for Work and Pensions","4930","4550","28910","27570"
"In post","2022","Asian","EO","Department of Health and Social Care","240","230","26830","27140"
"In post","2022","Asian","EO","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Asian","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","EO","Foreign, Commonwealth and Development Office","100","90","30220","30500"
"In post","2022","Asian","EO","HM Land Registry","80","70","27770","27130"
"In post","2022","Asian","EO","HM Revenue and Customs","1460","1400","28020","26820"
"In post","2022","Asian","EO","HM Treasury","30","30","[c]","[c]"
"In post","2022","Asian","EO","Home Office","1820","1690","27960","28670"
"In post","2022","Asian","EO","Ministry of Defence","280","270","26280","26670"
"In post","2022","Asian","EO","Ministry of Justice","600","570","27610","28310"
"In post","2022","Asian","EO","National Crime Agency","130","120","33890","32770"
"In post","2022","Asian","EO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","EO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Asian","EO","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2022","Asian","EO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Asian","EO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Asian","EO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","EO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","EO","Scottish Government","50","50","28690","27580"
"In post","2022","Asian","EO","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Asian","EO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","EO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","EO","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Asian","EO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","EO","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","G6/G7","Attorney General's Departments","510","480","56720","53140"
"In post","2022","Asian","G6/G7","Cabinet Office","210","210","58310","56340"
"In post","2022","Asian","G6/G7","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","G6/G7","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Asian","G6/G7","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2022","Asian","G6/G7","Department for Business, Energy and Industrial Strategy","220","220","57390","54700"
"In post","2022","Asian","G6/G7","Department for Digital, Culture, Media and Sport","60","60","55570","52800"
"In post","2022","Asian","G6/G7","Department for Education","240","230","54980","53420"
"In post","2022","Asian","G6/G7","Department for Environment, Food and Rural Affairs","90","80","54820","53200"
"In post","2022","Asian","G6/G7","Department for International Trade","90","90","56990","55010"
"In post","2022","Asian","G6/G7","Department for Levelling Up, Housing and Communities","90","90","56540","53130"
"In post","2022","Asian","G6/G7","Department for Transport","130","130","60370","55930"
"In post","2022","Asian","G6/G7","Department for Work and Pensions","180","170","57780","55000"
"In post","2022","Asian","G6/G7","Department of Health and Social Care","260","250","59210","54290"
"In post","2022","Asian","G6/G7","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Asian","G6/G7","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","G6/G7","Foreign, Commonwealth and Development Office","130","130","59180","57420"
"In post","2022","Asian","G6/G7","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Asian","G6/G7","HM Revenue and Customs","560","550","60330","60940"
"In post","2022","Asian","G6/G7","HM Treasury","110","110","59710","57530"
"In post","2022","Asian","G6/G7","Home Office","320","310","60980","57680"
"In post","2022","Asian","G6/G7","Ministry of Defence","150","140","63110","59060"
"In post","2022","Asian","G6/G7","Ministry of Justice","200","200","59410","58130"
"In post","2022","Asian","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","G6/G7","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","G6/G7","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Asian","G6/G7","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2022","Asian","G6/G7","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Asian","G6/G7","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Asian","G6/G7","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","G6/G7","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","G6/G7","Scottish Government","30","30","[c]","[c]"
"In post","2022","Asian","G6/G7","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Asian","G6/G7","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","G6/G7","UK Statistics Authority","30","30","[c]","[c]"
"In post","2022","Asian","G6/G7","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Asian","G6/G7","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","G6/G7","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Department of Health and Social Care","80","80","103710","100490"
"In post","2022","Asian","SCS","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SEO/HEO","Attorney General's Departments","140","140","36620","38000"
"In post","2022","Asian","SEO/HEO","Cabinet Office","220","220","37050","35670"
"In post","2022","Asian","SEO/HEO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SEO/HEO","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SEO/HEO","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2022","Asian","SEO/HEO","Department for Business, Energy and Industrial Strategy","470","460","37540","37290"
"In post","2022","Asian","SEO/HEO","Department for Digital, Culture, Media and Sport","70","70","35680","34020"
"In post","2022","Asian","SEO/HEO","Department for Education","450","440","35390","36500"
"In post","2022","Asian","SEO/HEO","Department for Environment, Food and Rural Affairs","210","200","35230","34740"
"In post","2022","Asian","SEO/HEO","Department for International Trade","140","140","36660","38160"
"In post","2022","Asian","SEO/HEO","Department for Levelling Up, Housing and Communities","160","160","35520","35780"
"In post","2022","Asian","SEO/HEO","Department for Transport","240","240","39170","37120"
"In post","2022","Asian","SEO/HEO","Department for Work and Pensions","680","660","37360","36650"
"In post","2022","Asian","SEO/HEO","Department of Health and Social Care","560","540","36480","36330"
"In post","2022","Asian","SEO/HEO","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SEO/HEO","Food Standards Agency","30","30","[c]","[c]"
"In post","2022","Asian","SEO/HEO","Foreign, Commonwealth and Development Office","190","190","37820","37560"
"In post","2022","Asian","SEO/HEO","HM Land Registry","50","50","37440","37290"
"In post","2022","Asian","SEO/HEO","HM Revenue and Customs","2160","2100","36750","36990"
"In post","2022","Asian","SEO/HEO","HM Treasury","150","140","37460","36580"
"In post","2022","Asian","SEO/HEO","Home Office","1220","1180","37400","35200"
"In post","2022","Asian","SEO/HEO","Ministry of Defence","600","590","38030","37640"
"In post","2022","Asian","SEO/HEO","Ministry of Justice","950","890","38510","36480"
"In post","2022","Asian","SEO/HEO","National Crime Agency","110","110","43180","40210"
"In post","2022","Asian","SEO/HEO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SEO/HEO","Office for Standards in Education, Children's Services and Skills","60","50","40020","39850"
"In post","2022","Asian","SEO/HEO","Office of Gas and Electricity Markets","50","40","[c]","[c]"
"In post","2022","Asian","SEO/HEO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SEO/HEO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SEO/HEO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SEO/HEO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SEO/HEO","Scottish Government","130","130","39390","39660"
"In post","2022","Asian","SEO/HEO","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SEO/HEO","UK Export Finance","40","40","[c]","[c]"
"In post","2022","Asian","SEO/HEO","UK Statistics Authority","80","80","34080","33490"
"In post","2022","Asian","SEO/HEO","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SEO/HEO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SEO/HEO","Welsh Government","30","30","[c]","[c]"
"In post","2022","Asian","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Home Office","40","30","[c]","[c]"
"In post","2022","Asian","Unknown","Ministry of Defence","50","50","37860","34890"
"In post","2022","Asian","Unknown","Ministry of Justice","750","690","29360","27980"
"In post","2022","Black","AA/AO","Attorney General's Departments","120","110","23320","23770"
"In post","2022","Black","AA/AO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2022","Black","AA/AO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2022","Black","AA/AO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Department for Transport","40","30","[c]","[c]"
"In post","2022","Black","AA/AO","Department for Work and Pensions","870","790","22820","21790"
"In post","2022","Black","AA/AO","Department of Health and Social Care","70","60","22690","23570"
"In post","2022","Black","AA/AO","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Foreign, Commonwealth and Development Office","50","50","[c]","[c]"
"In post","2022","Black","AA/AO","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","HM Revenue and Customs","440","410","22680","21250"
"In post","2022","Black","AA/AO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Home Office","380","330","24270","25630"
"In post","2022","Black","AA/AO","Ministry of Defence","180","180","22930","22480"
"In post","2022","Black","AA/AO","Ministry of Justice","1750","1660","26420","24310"
"In post","2022","Black","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","UK Statistics Authority","30","20","[c]","[c]"
"In post","2022","Black","AA/AO","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Attorney General's Departments","160","150","28190","27580"
"In post","2022","Black","EO","Cabinet Office","50","50","27600","27500"
"In post","2022","Black","EO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Department for Business, Energy and Industrial Strategy","80","80","27880","27680"
"In post","2022","Black","EO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Department for Education","60","60","27860","28500"
"In post","2022","Black","EO","Department for Environment, Food and Rural Affairs","50","50","28550","28270"
"In post","2022","Black","EO","Department for International Trade","30","30","[c]","[c]"
"In post","2022","Black","EO","Department for Levelling Up, Housing and Communities","30","30","[c]","[c]"
"In post","2022","Black","EO","Department for Transport","70","70","29400","30270"
"In post","2022","Black","EO","Department for Work and Pensions","2780","2640","29830","31060"
"In post","2022","Black","EO","Department of Health and Social Care","150","140","27030","27140"
"In post","2022","Black","EO","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Foreign, Commonwealth and Development Office","60","60","30820","30630"
"In post","2022","Black","EO","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","HM Revenue and Customs","540","520","29130","29550"
"In post","2022","Black","EO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Home Office","720","680","28600","28810"
"In post","2022","Black","EO","Ministry of Defence","140","140","26470","26670"
"In post","2022","Black","EO","Ministry of Justice","480","470","29800","28310"
"In post","2022","Black","EO","National Crime Agency","50","50","[c]","[c]"
"In post","2022","Black","EO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Welsh Government","[c]","[c]","[c]","[c]"
