"Status","Year","Organisation","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","UK Statistics Authority","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","Analysis","60","50","33620","32540"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","Digital, Data & Technology","50","50","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","No function","50","50","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","AA/AO","Property","130","120","21640","22010"
"Leaver CS","2022","Valuation Office Agency","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","EO","Property","50","40","26210","26030"
"Leaver CS","2022","Valuation Office Agency","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","SEO/HEO","Property","50","40","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","AA/AO","Unknown","60","50","23140","23830"
"Leaver CS","2022","Welsh Government (excl. agencies)","EO","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","G6/G7","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","SEO/HEO","Unknown","90","80","39600","38160"
"Leaver CS","2022","Welsh Revenue Authority","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","EO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","AA/AO","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","EO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","EO","Human Resources","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","EO","No function","60","60","27550","27500"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","G6/G7","Human Resources","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","G6/G7","No function","190","190","57220","54700"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","SCS","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","SEO/HEO","Human Resources","60","60","34980","34140"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","SEO/HEO","No function","670","670","32360","32000"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","EO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","EO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","EO","Project Delivery","50","50","22460","21760"
"Leaver Dept.","2021","Defence Equipment and Support","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","G6/G7","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","SEO/HEO","Project Delivery","130","130","32710","32330"
"Leaver Dept.","2021","Defence Equipment and Support","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","SEO/HEO","Unknown","80","80","29780","30990"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","EO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","No function","160","140","56200","53600"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","Communications","[c]","[c]","[c]","[c]"
