"Status","Year","Region_ITL1","Region_ITL3","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","North West (England)","East Lancashire","Lancashire","40","30","[c]","[c]"
"Leaver CS","2022","North West (England)","East Merseyside","Merseyside","80","60","27630","26120"
"Leaver CS","2022","North West (England)","Greater Manchester North East","Greater Manchester","100","90","28900","27570"
"Leaver CS","2022","North West (England)","Greater Manchester North West","Greater Manchester","170","150","24020","21260"
"Leaver CS","2022","North West (England)","Greater Manchester South East","Greater Manchester","130","110","24870","21260"
"Leaver CS","2022","North West (England)","Greater Manchester South West","Greater Manchester","510","450","30730","27230"
"Leaver CS","2022","North West (England)","Lancaster and Wyre","Lancashire","100","90","25740","21260"
"Leaver CS","2022","North West (England)","Liverpool","Merseyside","720","610","28190","24890"
"Leaver CS","2022","North West (England)","Manchester","Greater Manchester","700","640","34330","27570"
"Leaver CS","2022","North West (England)","Mid Lancashire","Lancashire","410","350","26370","21600"
"Leaver CS","2022","North West (England)","Sefton","Merseyside","380","320","30040","27570"
"Leaver CS","2022","North West (England)","Warrington","Cheshire","180","160","35970","31970"
"Leaver CS","2022","North West (England)","West Cumbria","Cumbria","120","100","30180","27340"
"Leaver CS","2022","North West (England)","Wirral","Merseyside","170","150","26130","21260"
"Leaver CS","2022","Northern Ireland","Antrim and Newtownabbey","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Belfast","Northern Ireland","190","160","28320","24530"
"Leaver CS","2022","Northern Ireland","Causeway Coast and Glens","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Derry City and Strabane","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Fermanagh and Omagh","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Mid and East Antrim","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Overseas","Overseas","140","130","48290","44910"
"Leaver CS","2022","Scotland","Aberdeen City and Aberdeenshire","North Eastern Scotland","160","150","32590","27570"
"Leaver CS","2022","Scotland","Angus and Dundee City","Eastern Scotland","250","210","26470","21260"
"Leaver CS","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","City of Edinburgh","Eastern Scotland","910","840","38440","33690"
"Leaver CS","2022","Scotland","Clackmannanshire and Fife","Eastern Scotland","150","130","29000","27570"
"Leaver CS","2022","Scotland","Dumfries and Galloway","Southern Scotland","50","40","31970","28980"
"Leaver CS","2022","Scotland","East Ayrshire and North Ayrshire mainland","Southern Scotland","80","70","25680","25650"
"Leaver CS","2022","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","West Central Scotland","200","190","31850","27570"
"Leaver CS","2022","Scotland","East Lothian and Midlothian","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Falkirk","Eastern Scotland","130","110","26140","21640"
"Leaver CS","2022","Scotland","Glasgow City","West Central Scotland","720","640","31100","26900"
"Leaver CS","2022","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","West Central Scotland","70","60","31180","27570"
"Leaver CS","2022","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Highlands and Islands","110","100","28020","26840"
"Leaver CS","2022","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Na h-Eileanan Siar","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","North Lanarkshire","West Central Scotland","230","180","26800","23780"
"Leaver CS","2022","Scotland","Orkney Islands","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Perth and Kinross, and Stirling","Eastern Scotland","110","100","30420","27570"
"Leaver CS","2022","Scotland","Scottish Borders","Southern Scotland","40","40","[c]","[c]"
"Leaver CS","2022","Scotland","Shetland Islands","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","South Ayrshire","Southern Scotland","40","30","[c]","[c]"
"Leaver CS","2022","Scotland","South Lanarkshire","Southern Scotland","330","270","33150","27570"
"Leaver CS","2022","Scotland","West Lothian","Eastern Scotland","80","70","31560","24860"
"Leaver CS","2022","South East (England)","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","310","290","32370","29290"
"Leaver CS","2022","South East (England)","Brighton and Hove","Surrey, East and West Sussex","80","70","26930","25120"
"Leaver CS","2022","South East (England)","Buckinghamshire","Berkshire, Buckinghamshire and Oxfordshire","200","190","31690","27570"
"Leaver CS","2022","South East (England)","Central Hampshire","Hampshire and Isle of Wight","350","330","34270","30240"
"Leaver CS","2022","South East (England)","East Kent","Kent","260","220","28200","25310"
"Leaver CS","2022","South East (England)","East Surrey","Surrey, East and West Sussex","150","130","42940","39200"
"Leaver CS","2022","South East (England)","East Sussex CC","Surrey, East and West Sussex","230","210","24340","21260"
"Leaver CS","2022","South East (England)","Isle of Wight","Hampshire and Isle of Wight","100","90","[c]","[c]"
"Leaver CS","2022","South East (England)","Kent Thames Gateway","Kent","190","180","[c]","[c]"
"Leaver CS","2022","South East (England)","Medway","Kent","160","150","30940","29290"
"Leaver CS","2022","South East (England)","Mid Kent","Kent","130","120","39310","29290"
"Leaver CS","2022","South East (England)","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","290","270","33610","27570"
"Leaver CS","2022","South East (England)","North Hampshire","Hampshire and Isle of Wight","90","80","28170","26670"
"Leaver CS","2022","South East (England)","Oxfordshire CC","Berkshire, Buckinghamshire and Oxfordshire","500","470","27170","21580"
"Leaver CS","2022","South East (England)","Portsmouth","Hampshire and Isle of Wight","370","330","31900","27570"
"Leaver CS","2022","South East (England)","South Hampshire","Hampshire and Isle of Wight","470","380","26960","23210"
"Leaver CS","2022","South East (England)","Southampton","Hampshire and Isle of Wight","150","130","33340","27570"
"Leaver CS","2022","South East (England)","West Kent","Kent","60","50","33750","29320"
"Leaver CS","2022","South East (England)","West Surrey","Surrey, East and West Sussex","270","240","32960","29290"
"Leaver CS","2022","South East (England)","West Sussex (North East)","Surrey, East and West Sussex","100","90","29670","27570"
"Leaver CS","2022","South East (England)","West Sussex (South West)","Surrey, East and West Sussex","110","100","28010","27570"
"Leaver CS","2022","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","1070","1000","35930","33000"
"Leaver CS","2022","South West (England)","Bournemouth, Christchurch and Poole","Dorset and Somerset","80","70","26990","27570"
"Leaver CS","2022","South West (England)","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","580","520","32120","27550"
"Leaver CS","2022","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","170","150","26340","21260"
"Leaver CS","2022","South West (England)","Devon CC","Devon","490","440","29500","26640"
"Leaver CS","2022","South West (England)","Dorset","Dorset and Somerset","220","210","29540","26930"
"Leaver CS","2022","South West (England)","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","140","110","31890","27570"
"Leaver CS","2022","South West (England)","Plymouth","Devon","250","220","30830","27130"
"Leaver CS","2022","South West (England)","Somerset CC","Dorset and Somerset","230","200","30790","27570"
"Leaver CS","2022","South West (England)","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","80","70","[c]","[c]"
"Leaver CS","2022","South West (England)","Torbay","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","760","720","32970","29230"
"Leaver CS","2022","Unknown","Unknown","Unknown","1230","1010","31440","26780"
"Leaver CS","2022","Wales","Bridgend and Neath Port Talbot","West Wales and The Valleys","50","40","[c]","[c]"
"Leaver CS","2022","Wales","Cardiff and Vale of Glamorgan","East Wales","810","710","34340","27570"
"Leaver CS","2022","Wales","Central Valleys","West Wales and The Valleys","120","100","28770","27570"
"Leaver CS","2022","Wales","Conwy and Denbighshire","West Wales and The Valleys","50","50","[c]","[c]"
"Leaver CS","2022","Wales","Flintshire and Wrexham","East Wales","310","290","28820","21260"
"Leaver CS","2022","Wales","Gwent Valleys","West Wales and The Valleys","60","50","[c]","[c]"
"Leaver CS","2022","Wales","Gwynedd","West Wales and The Valleys","60","50","[c]","[c]"
"Leaver CS","2022","Wales","Isle of Anglesey","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Monmouthshire and Newport","East Wales","400","360","30410","25220"
"Leaver CS","2022","Wales","Powys","East Wales","40","30","[c]","[c]"
"Leaver CS","2022","Wales","South West Wales","West Wales and The Valleys","120","100","29150","22000"
"Leaver CS","2022","Wales","Swansea","West Wales and The Valleys","180","150","29960","26120"
"Leaver CS","2022","West Midlands (England)","Birmingham","West Midlands","1030","930","33930","27570"
"Leaver CS","2022","West Midlands (England)","Coventry","West Midlands","190","170","37930","33000"
"Leaver CS","2022","West Midlands (England)","Dudley","West Midlands","90","70","24400","21260"
"Leaver CS","2022","West Midlands (England)","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","60","60","30330","27570"
"Leaver CS","2022","West Midlands (England)","Sandwell","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Shropshire","Shropshire and Staffordshire","110","100","30290","27570"
"Leaver CS","2022","West Midlands (England)","Solihull","West Midlands","60","50","28550","27570"
"Leaver CS","2022","West Midlands (England)","Staffordshire CC","Shropshire and Staffordshire","390","370","31350","27570"
"Leaver CS","2022","West Midlands (England)","Stoke-on-Trent","Shropshire and Staffordshire","140","120","23360","20970"
"Leaver CS","2022","West Midlands (England)","Telford and Wrekin","Shropshire and Staffordshire","140","120","29920","27570"
"Leaver CS","2022","West Midlands (England)","Walsall","West Midlands","40","30","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Warwickshire CC","Herefordshire, Worcestershire and Warwickshire","150","140","24690","23280"
"Leaver CS","2022","West Midlands (England)","Wolverhampton","West Midlands","60","50","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Worcestershire CC","Herefordshire, Worcestershire and Warwickshire","250","230","27520","26420"
"Leaver CS","2022","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","South Yorkshire","310","270","25920","21350"
"Leaver CS","2022","Yorkshire and The Humber","Bradford","West Yorkshire","290","250","25020","27160"
"Leaver CS","2022","Yorkshire and The Humber","Calderdale and Kirklees","West Yorkshire","150","130","26440","27000"
"Leaver CS","2022","Yorkshire and The Humber","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","210","190","29140","26930"
"Leaver CS","2022","Yorkshire and The Humber","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","160","140","26350","25870"
"Leaver CS","2022","Yorkshire and The Humber","Leeds","West Yorkshire","1310","1080","32230","27570"
"Leaver CS","2022","Yorkshire and The Humber","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","60","50","26830","26760"
"Leaver CS","2022","Yorkshire and The Humber","North Yorkshire CC","North Yorkshire","210","190","30830","27570"
"Leaver CS","2022","Yorkshire and The Humber","Sheffield","South Yorkshire","440","390","31850","27570"
"Leaver CS","2022","Yorkshire and The Humber","Wakefield","West Yorkshire","170","140","29720","27570"
"Leaver CS","2022","Yorkshire and The Humber","York","North Yorkshire","210","190","32870","26670"
"Leaver Dept.","2021","East Midlands (England)","Derby","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","East Derbyshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Leicester","Leicestershire, Rutland and Northamptonshire","30","30","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","North Nottinghamshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Nottingham","Derbyshire and Nottinghamshire","160","150","27670","22410"
"Leaver Dept.","2021","East Midlands (England)","South and West Derbyshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","South Nottinghamshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Bedford","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Breckland and South Norfolk","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Cambridgeshire CC","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Central Bedfordshire","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex Haven Gateway","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex Thames Gateway","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Heart of Essex","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Hertfordshire","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"Leaver Dept.","2021","East of England","Luton","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","North and West Norfolk","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Norwich and East Norfolk","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Peterborough","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Southend-on-Sea","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Suffolk","East Anglia","30","30","[c]","[c]"
"Leaver Dept.","2021","East of England","Thurrock","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","West Essex","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Barking & Dagenham and Havering","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Barnet","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Bexley and Greenwich","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Brent","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Bromley","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Camden and City of London","Inner London - West","120","120","32820","27760"
"Leaver Dept.","2021","London","Croydon","Outer London - South","230","220","39610","34250"
"Leaver Dept.","2021","London","Ealing","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Enfield","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Hackney and Newham","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Haringey and Islington","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Harrow and Hillingdon","Outer London - West and North West","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Hounslow and Richmond upon Thames","Outer London - West and North West","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Lambeth","Inner London - East","90","90","46540","45180"
"Leaver Dept.","2021","London","Lewisham and Southwark","Inner London - East","30","30","[c]","[c]"
"Leaver Dept.","2021","London","Merton, Kingston upon Thames and Sutton","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Redbridge and Waltham Forest","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Tower Hamlets","Inner London - East","320","310","47100","40600"
"Leaver Dept.","2021","London","Wandsworth","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Westminster","Inner London - West","4340","3920","44910","39760"
"Leaver Dept.","2021","North East (England)","Darlington","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Durham CC","Tees Valley and Durham","110","100","25110","21430"
"Leaver Dept.","2021","North East (England)","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Northumberland","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","South Teesside","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Sunderland","Northumberland and Tyne and Wear","80","80","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Tyneside","Northumberland and Tyne and Wear","370","350","28290","25310"
"Leaver Dept.","2021","North West (England)","Blackburn with Darwen","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Blackpool","Lancashire","50","50","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cheshire East","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cheshire West and Chester","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Chorley and West Lancashire","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","East Cumbria","Cumbria","30","30","[c]","[c]"
"Leaver Dept.","2021","North West (England)","East Lancashire","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","East Merseyside","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Greater Manchester North East","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Greater Manchester North West","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Greater Manchester South East","Greater Manchester","30","30","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Greater Manchester South West","Greater Manchester","180","170","28130","25560"
"Leaver Dept.","2021","North West (England)","Lancaster and Wyre","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Liverpool","Merseyside","190","180","28560","24880"
"Leaver Dept.","2021","North West (England)","Manchester","Greater Manchester","210","200","32150","27570"
"Leaver Dept.","2021","North West (England)","Mid Lancashire","Lancashire","110","110","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Sefton","Merseyside","120","110","30860","27570"
"Leaver Dept.","2021","North West (England)","Warrington","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","West Cumbria","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Wirral","Merseyside","30","30","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Belfast","Northern Ireland","40","40","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Causeway Coast and Glens","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Overseas","Overseas","120","70","50990","52500"
"Leaver Dept.","2021","Scotland","Aberdeen City and Aberdeenshire","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Angus and Dundee City","Eastern Scotland","30","30","[c]","[c]"
"Leaver Dept.","2021","Scotland","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","City of Edinburgh","Eastern Scotland","120","120","35190","29190"
"Leaver Dept.","2021","Scotland","Clackmannanshire and Fife","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Dumfries and Galloway","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","East Ayrshire and North Ayrshire mainland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","East Lothian and Midlothian","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Falkirk","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Glasgow City","West Central Scotland","240","240","27900","26550"
"Leaver Dept.","2021","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Na h-Eileanan Siar","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","North Lanarkshire","West Central Scotland","50","50","[c]","[c]"
"Leaver Dept.","2021","Scotland","Perth and Kinross and Stirling","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Scottish Borders","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Shetland Islands","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","South Ayrshire","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","South Lanarkshire","Southern Scotland","80","80","[c]","[c]"
"Leaver Dept.","2021","Scotland","West Lothian","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Brighton and Hove","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Central Hampshire","Hampshire and Isle of Wight","40","40","[c]","[c]"
"Leaver Dept.","2021","South East (England)","East Kent","Kent","40","40","[c]","[c]"
"Leaver Dept.","2021","South East (England)","East Surrey","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","East Sussex CC","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Isle of Wight","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Kent Thames Gateway","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Medway","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mid Kent","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","North Hampshire","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Oxfordshire","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Portsmouth","Hampshire and Isle of Wight","30","30","[c]","[c]"
"Leaver Dept.","2021","South East (England)","South Hampshire","Hampshire and Isle of Wight","70","60","30750","29300"
"Leaver Dept.","2021","South East (England)","Southampton","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","West Kent","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","West Surrey","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","West Sussex (North East)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","West Sussex (South West)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","430","420","35230","32430"
"Leaver Dept.","2021","South West (England)","Bournemouth and Poole","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","150","150","35050","30210"
"Leaver Dept.","2021","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Devon CC","Devon","50","50","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Dorset CC","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Plymouth","Devon","40","40","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Somerset","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","38650","37320"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","710","700","35580","32000"
"Leaver Dept.","2021","Wales","Bridgend and Neath Port Talbot","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Cardiff and Vale of Glamorgan","East Wales","240","230","32800","27570"
"Leaver Dept.","2021","Wales","Central Valleys","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Conwy and Denbighshire","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Flintshire and Wrexham","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Gwent Valleys","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Gwynedd","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Isle of Anglesey","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Monmouthshire and Newport","East Wales","140","130","36840","35790"
"Leaver Dept.","2021","Wales","Powys","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","South West Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Swansea","West Wales and The Valleys","140","140","27670","21590"
"Leaver Dept.","2021","West Midlands (England)","Birmingham","West Midlands","280","270","27800","22570"
"Leaver Dept.","2021","West Midlands (England)","Coventry","West Midlands","40","40","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Dudley","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
