"Status","Year","Region_ITL3","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","North Yorkshire CC","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland","Department for Work and Pensions","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Norwich and East Norfolk","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Norwich and East Norfolk","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Norwich and East Norfolk","Department for Work and Pensions","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Norwich and East Norfolk","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Norwich and East Norfolk","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Norwich and East Norfolk","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Nottingham","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Nottingham","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Nottingham","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Nottingham","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Nottingham","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Nottingham","Department for Levelling Up, Housing and Communities","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Nottingham","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Nottingham","Department for Work and Pensions","East Midlands (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Nottingham","Department of Health and Social Care","East Midlands (England)","150","130","40370","36330"
"Leaver Dept.","2022","Nottingham","HM Revenue and Customs","East Midlands (England)","60","60","[c]","[c]"
"Leaver Dept.","2022","Nottingham","Ministry of Justice","East Midlands (England)","70","70","24010","21170"
"Leaver Dept.","2022","Nottingham","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Orkney Islands","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Foreign, Commonwealth and Development Office","Overseas","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Oxfordshire CC","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Oxfordshire CC","Department for Work and Pensions","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Oxfordshire CC","Department of Health and Social Care","South East (England)","310","280","44150","40060"
"Leaver Dept.","2022","Oxfordshire CC","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Oxfordshire CC","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Perth and Kinross, and Stirling","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Perth and Kinross, and Stirling","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Perth and Kinross, and Stirling","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Perth and Kinross, and Stirling","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Peterborough","Department for Work and Pensions","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Peterborough","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Peterborough","Home Office","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Peterborough","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Peterborough","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Plymouth","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Plymouth","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Plymouth","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Plymouth","Department for Work and Pensions","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Plymouth","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Plymouth","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Plymouth","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Plymouth","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Plymouth","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Portsmouth","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Portsmouth","Department for Work and Pensions","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Portsmouth","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Portsmouth","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Portsmouth","Home Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Portsmouth","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Portsmouth","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Powys","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Powys","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Powys","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Powys","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Redbridge and Waltham Forest","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Redbridge and Waltham Forest","Department for Work and Pensions","London","30","30","[c]","[c]"
"Leaver Dept.","2022","Redbridge and Waltham Forest","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Redbridge and Waltham Forest","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Sandwell","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Sandwell","Department for Work and Pensions","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Sandwell","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Sandwell","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Borders","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Borders","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Borders","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Sefton","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Sefton","Department for Work and Pensions","North West (England)","70","70","32140","27570"
"Leaver Dept.","2022","Sefton","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Sefton","HM Revenue and Customs","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Sefton","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Sefton","Home Office","North West (England)","60","50","25990","24890"
"Leaver Dept.","2022","Sefton","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Sheffield","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Sheffield","Department for Education","Yorkshire and The Humber","60","60","40790","36960"
"Leaver Dept.","2022","Sheffield","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Sheffield","Department for Work and Pensions","Yorkshire and The Humber","100","90","36670","33510"
"Leaver Dept.","2022","Sheffield","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Sheffield","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Sheffield","Home Office","Yorkshire and The Humber","60","60","34040","25270"
"Leaver Dept.","2022","Sheffield","Ministry of Justice","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Sheffield","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire","Department for Work and Pensions","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Solihull","Department for Work and Pensions","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Solihull","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Solihull","Home Office","West Midlands (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Somerset CC","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Somerset CC","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Somerset CC","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Somerset CC","Department for Work and Pensions","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Somerset CC","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Somerset CC","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Somerset CC","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Somerset CC","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Somerset CC","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South and West Derbyshire","Department for Work and Pensions","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South and West Derbyshire","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South and West Derbyshire","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South and West Derbyshire","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Ayrshire","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Hampshire","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Hampshire","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Hampshire","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Hampshire","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Hampshire","Department for Work and Pensions","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Hampshire","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Hampshire","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Hampshire","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Hampshire","UK Statistics Authority","South East (England)","70","70","30900","29540"
"Leaver Dept.","2022","South Lanarkshire","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Lanarkshire","Foreign, Commonwealth and Development Office","Scotland","70","70","40190","38500"
"Leaver Dept.","2022","South Lanarkshire","HM Revenue and Customs","Scotland","40","40","[c]","[c]"
"Leaver Dept.","2022","South Lanarkshire","Home Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Lanarkshire","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Lanarkshire","UK Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
