"Status","Year","Region_ITL3","Sexual_orientation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Gwent Valleys","LGBO","Wales","50","50","29550","27570"
"In post","2022","Gwent Valleys","Undeclared","Wales","80","70","30180","27570"
"In post","2022","Gwent Valleys","Unknown","Wales","140","120","25620","26120"
"In post","2022","Gwynedd","Heterosexual / straight","Wales","530","490","27030","24630"
"In post","2022","Gwynedd","LGBO","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","Undeclared","Wales","80","70","25910","22080"
"In post","2022","Gwynedd","Unknown","Wales","150","130","23650","21260"
"In post","2022","Hackney and Newham","Heterosexual / straight","London","3810","3620","40530","37610"
"In post","2022","Hackney and Newham","LGBO","London","240","240","43400","37930"
"In post","2022","Hackney and Newham","Undeclared","London","560","530","40330","37610"
"In post","2022","Hackney and Newham","Unknown","London","1950","1830","38330","33440"
"In post","2022","Haringey and Islington","Heterosexual / straight","London","980","950","32600","31060"
"In post","2022","Haringey and Islington","LGBO","London","80","80","35370","32220"
"In post","2022","Haringey and Islington","Undeclared","London","110","110","32170","31060"
"In post","2022","Haringey and Islington","Unknown","London","420","390","31110","31060"
"In post","2022","Harrow and Hillingdon","Heterosexual / straight","London","2420","2230","31540","29170"
"In post","2022","Harrow and Hillingdon","LGBO","London","70","60","29560","29080"
"In post","2022","Harrow and Hillingdon","Undeclared","London","440","390","32880","30410"
"In post","2022","Harrow and Hillingdon","Unknown","London","340","310","30740","28650"
"In post","2022","Hartlepool and Stockton-on-Tees","Heterosexual / straight","North East (England)","1200","1110","27900","27570"
"In post","2022","Hartlepool and Stockton-on-Tees","LGBO","North East (England)","70","70","26920","27570"
"In post","2022","Hartlepool and Stockton-on-Tees","Undeclared","North East (England)","120","110","29870","27570"
"In post","2022","Hartlepool and Stockton-on-Tees","Unknown","North East (England)","280","240","26850","27570"
"In post","2022","Heart of Essex","Heterosexual / straight","East of England","860","810","33140","30110"
"In post","2022","Heart of Essex","LGBO","East of England","60","60","32770","29360"
"In post","2022","Heart of Essex","Undeclared","East of England","90","90","30770","28700"
"In post","2022","Heart of Essex","Unknown","East of England","240","220","30250","27260"
"In post","2022","Herefordshire, County of","Heterosexual / straight","West Midlands (England)","340","330","29080","27020"
"In post","2022","Herefordshire, County of","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Undeclared","West Midlands (England)","40","30","[c]","[c]"
"In post","2022","Herefordshire, County of","Unknown","West Midlands (England)","80","80","27270","25370"
"In post","2022","Hertfordshire CC","Heterosexual / straight","East of England","2040","1940","35980","31260"
"In post","2022","Hertfordshire CC","LGBO","East of England","110","100","34340","30710"
"In post","2022","Hertfordshire CC","Undeclared","East of England","210","200","35100","31880"
"In post","2022","Hertfordshire CC","Unknown","East of England","480","450","35990","31880"
"In post","2022","Hounslow and Richmond upon Thames","Heterosexual / straight","London","1910","1810","33220","31060"
"In post","2022","Hounslow and Richmond upon Thames","LGBO","London","140","130","32010","31060"
"In post","2022","Hounslow and Richmond upon Thames","Undeclared","London","270","250","34020","31060"
"In post","2022","Hounslow and Richmond upon Thames","Unknown","London","630","600","32430","31020"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Heterosexual / straight","Scotland","680","610","31770","27570"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","LGBO","Scotland","30","30","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Undeclared","Scotland","100","90","29530","27370"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","Scotland","300","270","29140","27570"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Heterosexual / straight","Scotland","770","720","29620","27570"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Undeclared","Scotland","80","80","31580","27570"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","Scotland","320","300","31160","27570"
"In post","2022","Isle of Anglesey","Heterosexual / straight","Wales","190","180","28910","27370"
"In post","2022","Isle of Anglesey","LGBO","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Undeclared","Wales","40","40","[c]","[c]"
"In post","2022","Isle of Anglesey","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","Heterosexual / straight","South East (England)","660","610","27570","26610"
"In post","2022","Isle of Wight","LGBO","South East (England)","50","50","26560","26100"
"In post","2022","Isle of Wight","Undeclared","South East (England)","80","70","28070","27380"
"In post","2022","Isle of Wight","Unknown","South East (England)","120","110","28930","27950"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","Heterosexual / straight","London","600","580","32920","31060"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","LGBO","London","40","40","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","London","50","50","33550","31980"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","Unknown","London","190","180","33240","31060"
"In post","2022","Kent Thames Gateway","Heterosexual / straight","South East (England)","1110","1050","30490","30610"
"In post","2022","Kent Thames Gateway","LGBO","South East (England)","70","70","31790","30700"
"In post","2022","Kent Thames Gateway","Undeclared","South East (England)","100","90","32020","31650"
"In post","2022","Kent Thames Gateway","Unknown","South East (England)","330","300","29320","29290"
"In post","2022","Kingston upon Hull, City of","Heterosexual / straight","Yorkshire and The Humber","1450","1310","28620","27130"
"In post","2022","Kingston upon Hull, City of","LGBO","Yorkshire and The Humber","90","80","27540","26520"
"In post","2022","Kingston upon Hull, City of","Undeclared","Yorkshire and The Humber","210","190","29410","27570"
"In post","2022","Kingston upon Hull, City of","Unknown","Yorkshire and The Humber","360","320","27230","26850"
"In post","2022","Lambeth","Heterosexual / straight","London","2410","2320","42870","39840"
"In post","2022","Lambeth","LGBO","London","190","180","40900","36200"
"In post","2022","Lambeth","Undeclared","London","290","280","42730","37000"
"In post","2022","Lambeth","Unknown","London","540","510","42460","36200"
"In post","2022","Lancaster and Wyre","Heterosexual / straight","North West (England)","800","730","29410","26780"
"In post","2022","Lancaster and Wyre","LGBO","North West (England)","40","40","[c]","[c]"
"In post","2022","Lancaster and Wyre","Undeclared","North West (England)","80","70","30410","26930"
"In post","2022","Lancaster and Wyre","Unknown","North West (England)","190","180","27280","26670"
"In post","2022","Leeds","Heterosexual / straight","Yorkshire and The Humber","8540","8050","35100","31420"
"In post","2022","Leeds","LGBO","Yorkshire and The Humber","620","600","34450","31000"
"In post","2022","Leeds","Undeclared","Yorkshire and The Humber","1100","1030","35840","32000"
"In post","2022","Leeds","Unknown","Yorkshire and The Humber","3260","3090","33000","27570"
"In post","2022","Leicester","Heterosexual / straight","East Midlands (England)","1730","1580","28050","26610"
"In post","2022","Leicester","LGBO","East Midlands (England)","100","90","28090","27130"
"In post","2022","Leicester","Undeclared","East Midlands (England)","230","210","27850","26690"
"In post","2022","Leicester","Unknown","East Midlands (England)","560","500","26220","24800"
"In post","2022","Leicestershire CC and Rutland","Heterosexual / straight","East Midlands (England)","1430","1330","30040","27370"
"In post","2022","Leicestershire CC and Rutland","LGBO","East Midlands (England)","90","80","27840","26470"
"In post","2022","Leicestershire CC and Rutland","Undeclared","East Midlands (England)","190","180","31460","27570"
"In post","2022","Leicestershire CC and Rutland","Unknown","East Midlands (England)","290","260","27620","25610"
"In post","2022","Lewisham and Southwark","Heterosexual / straight","London","940","910","33990","31060"
"In post","2022","Lewisham and Southwark","LGBO","London","70","60","35550","31060"
"In post","2022","Lewisham and Southwark","Undeclared","London","160","150","35280","31060"
"In post","2022","Lewisham and Southwark","Unknown","London","240","220","35340","31880"
"In post","2022","Lincolnshire CC","Heterosexual / straight","East Midlands (England)","2310","2180","28870","26930"
"In post","2022","Lincolnshire CC","LGBO","East Midlands (England)","90","90","28160","27570"
"In post","2022","Lincolnshire CC","Undeclared","East Midlands (England)","290","280","29670","27380"
"In post","2022","Lincolnshire CC","Unknown","East Midlands (England)","320","290","28340","27120"
"In post","2022","Lisburn and Castlereagh","Heterosexual / straight","Northern Ireland","370","350","28090","24890"
"In post","2022","Lisburn and Castlereagh","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Undeclared","Northern Ireland","40","40","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Unknown","Northern Ireland","40","40","[c]","[c]"
"In post","2022","Liverpool","Heterosexual / straight","North West (England)","8660","8090","29930","26160"
"In post","2022","Liverpool","LGBO","North West (England)","500","480","29280","26590"
"In post","2022","Liverpool","Undeclared","North West (England)","800","740","29930","26160"
"In post","2022","Liverpool","Unknown","North West (England)","2530","2330","28350","24880"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Heterosexual / straight","Scotland","170","160","29700","27570"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Unknown","Scotland","150","140","29360","27360"
"In post","2022","Luton","Heterosexual / straight","East of England","410","380","27790","27570"
"In post","2022","Luton","LGBO","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Luton","Undeclared","East of England","50","40","[c]","[c]"
"In post","2022","Luton","Unknown","East of England","80","70","27090","26850"
"In post","2022","Manchester","Heterosexual / straight","North West (England)","6590","6280","35020","31420"
"In post","2022","Manchester","LGBO","North West (England)","650","640","33620","30090"
"In post","2022","Manchester","Undeclared","North West (England)","790","750","34250","30780"
"In post","2022","Manchester","Unknown","North West (England)","1860","1760","32910","28200"
"In post","2022","Medway","Heterosexual / straight","South East (England)","1040","990","31510","29290"
"In post","2022","Medway","LGBO","South East (England)","70","70","31850","29290"
"In post","2022","Medway","Undeclared","South East (England)","110","100","30970","29290"
"In post","2022","Medway","Unknown","South East (England)","240","220","29740","28140"
"In post","2022","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","London","480","460","33780","31060"
"In post","2022","Merton, Kingston upon Thames and Sutton","LGBO","London","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Undeclared","London","60","60","36170","31060"
"In post","2022","Merton, Kingston upon Thames and Sutton","Unknown","London","120","110","30630","30700"
"In post","2022","Mid and East Antrim","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mid and East Antrim","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mid and East Antrim","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Heterosexual / straight","South East (England)","660","620","30710","29290"
"In post","2022","Mid Kent","LGBO","South East (England)","50","40","[c]","[c]"
"In post","2022","Mid Kent","Undeclared","South East (England)","80","70","33870","31060"
"In post","2022","Mid Kent","Unknown","South East (England)","140","130","31010","29290"
"In post","2022","Mid Lancashire","Heterosexual / straight","North West (England)","3730","3380","29490","26820"
"In post","2022","Mid Lancashire","LGBO","North West (England)","180","170","28540","26700"
"In post","2022","Mid Lancashire","Undeclared","North West (England)","480","430","28350","26820"
"In post","2022","Mid Lancashire","Unknown","North West (England)","1270","1130","26500","22600"
"In post","2022","Mid Ulster","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mid Ulster","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mid Ulster","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Heterosexual / straight","South East (England)","1650","1570","33390","28990"
"In post","2022","Milton Keynes","LGBO","South East (England)","100","100","29250","27570"
"In post","2022","Milton Keynes","Undeclared","South East (England)","170","160","34660","31280"
"In post","2022","Milton Keynes","Unknown","South East (England)","320","310","31530","28140"
"In post","2022","Monmouthshire and Newport","Heterosexual / straight","Wales","3950","3710","35270","30770"
"In post","2022","Monmouthshire and Newport","LGBO","Wales","290","280","33760","30710"
"In post","2022","Monmouthshire and Newport","Undeclared","Wales","300","290","35840","31320"
"In post","2022","Monmouthshire and Newport","Unknown","Wales","1540","1430","34620","30710"
"In post","2022","Na h-Eileanan Siar","Heterosexual / straight","Scotland","120","120","28000","27570"
"In post","2022","Na h-Eileanan Siar","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","Heterosexual / straight","Northern Ireland","60","60","23360","20560"
"In post","2022","Newry, Mourne and Down","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Heterosexual / straight","Yorkshire and The Humber","570","510","27250","27570"
"In post","2022","North and North East Lincolnshire","LGBO","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Undeclared","Yorkshire and The Humber","80","70","25750","26780"
"In post","2022","North and North East Lincolnshire","Unknown","Yorkshire and The Humber","160","150","25710","26750"
"In post","2022","North and West Norfolk","Heterosexual / straight","East of England","740","680","28270","27570"
"In post","2022","North and West Norfolk","LGBO","East of England","30","30","[c]","[c]"
"In post","2022","North and West Norfolk","Undeclared","East of England","60","60","31440","31650"
"In post","2022","North and West Norfolk","Unknown","East of England","110","100","27740","26680"
"In post","2022","North Hampshire","Heterosexual / straight","South East (England)","770","720","33430","27570"
"In post","2022","North Hampshire","LGBO","South East (England)","30","30","[c]","[c]"
"In post","2022","North Hampshire","Undeclared","South East (England)","140","130","35260","29330"
"In post","2022","North Hampshire","Unknown","South East (England)","120","110","38270","30330"
"In post","2022","North Lanarkshire","Heterosexual / straight","Scotland","1690","1490","28140","26820"
"In post","2022","North Lanarkshire","LGBO","Scotland","70","70","27030","26820"
"In post","2022","North Lanarkshire","Undeclared","Scotland","210","170","25740","22080"
"In post","2022","North Lanarkshire","Unknown","Scotland","820","730","26940","23330"
"In post","2022","North Northamptonshire","Heterosexual / straight","East Midlands (England)","380","340","26580","26780"
"In post","2022","North Northamptonshire","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","Undeclared","East Midlands (England)","40","40","[c]","[c]"
"In post","2022","North Northamptonshire","Unknown","East Midlands (England)","120","100","24850","24090"
"In post","2022","North Nottinghamshire","Heterosexual / straight","East Midlands (England)","780","730","30560","27570"
"In post","2022","North Nottinghamshire","LGBO","East Midlands (England)","40","40","[c]","[c]"
"In post","2022","North Nottinghamshire","Undeclared","East Midlands (England)","70","70","30170","27570"
"In post","2022","North Nottinghamshire","Unknown","East Midlands (England)","210","190","27770","27570"
"In post","2022","North Yorkshire CC","Heterosexual / straight","Yorkshire and The Humber","1470","1390","31360","27570"
"In post","2022","North Yorkshire CC","LGBO","Yorkshire and The Humber","60","60","33020","27570"
"In post","2022","North Yorkshire CC","Undeclared","Yorkshire and The Humber","220","210","31130","28200"
"In post","2022","North Yorkshire CC","Unknown","Yorkshire and The Humber","250","230","29510","27570"
"In post","2022","Northumberland","Heterosexual / straight","North East (England)","350","320","30160","27570"
"In post","2022","Northumberland","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","Undeclared","North East (England)","50","50","29980","27570"
"In post","2022","Northumberland","Unknown","North East (England)","60","60","31370","27570"
"In post","2022","Norwich and East Norfolk","Heterosexual / straight","East of England","1390","1270","29460","27570"
"In post","2022","Norwich and East Norfolk","LGBO","East of England","100","90","28070","24330"
"In post","2022","Norwich and East Norfolk","Undeclared","East of England","200","180","30520","27570"
"In post","2022","Norwich and East Norfolk","Unknown","East of England","330","290","29930","27570"
"In post","2022","Nottingham","Heterosexual / straight","East Midlands (England)","5650","5300","33500","29610"
"In post","2022","Nottingham","LGBO","East Midlands (England)","420","410","31470","27570"
"In post","2022","Nottingham","Undeclared","East Midlands (England)","710","660","33430","31740"
"In post","2022","Nottingham","Unknown","East Midlands (England)","2040","1920","30150","26820"
"In post","2022","Orkney Islands","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Heterosexual / straight","Overseas","2490","2480","49420","47870"
"In post","2022","Overseas","LGBO","Overseas","180","180","50930","52430"
"In post","2022","Overseas","Undeclared","Overseas","350","350","46660","41960"
"In post","2022","Overseas","Unknown","Overseas","660","660","50450","51500"
"In post","2022","Oxfordshire CC","Heterosexual / straight","South East (England)","1860","1750","32640","29530"
"In post","2022","Oxfordshire CC","LGBO","South East (England)","100","100","35090","33100"
"In post","2022","Oxfordshire CC","Undeclared","South East (England)","280","260","35640","33300"
"In post","2022","Oxfordshire CC","Unknown","South East (England)","430","400","33970","29600"
"In post","2022","Perth and Kinross, and Stirling","Heterosexual / straight","Scotland","610","570","32700","30040"
"In post","2022","Perth and Kinross, and Stirling","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","Undeclared","Scotland","50","50","34870","27570"
"In post","2022","Perth and Kinross, and Stirling","Unknown","Scotland","760","710","31130","30020"
"In post","2022","Peterborough","Heterosexual / straight","East of England","1240","1130","29060","26350"
"In post","2022","Peterborough","LGBO","East of England","40","40","[c]","[c]"
"In post","2022","Peterborough","Undeclared","East of England","180","160","28560","27130"
"In post","2022","Peterborough","Unknown","East of England","170","150","29400","27130"
"In post","2022","Plymouth","Heterosexual / straight","South West (England)","2230","2080","32170","27570"
"In post","2022","Plymouth","LGBO","South West (England)","110","110","29180","27570"
"In post","2022","Plymouth","Undeclared","South West (England)","300","270","34080","33000"
"In post","2022","Plymouth","Unknown","South West (England)","640","600","28960","27130"
"In post","2022","Portsmouth","Heterosexual / straight","South East (England)","2680","2510","32090","27760"
"In post","2022","Portsmouth","LGBO","South East (England)","110","110","30130","27570"
"In post","2022","Portsmouth","Undeclared","South East (England)","450","420","33370","30820"
"In post","2022","Portsmouth","Unknown","South East (England)","570","520","29060","24880"
"In post","2022","Powys","Heterosexual / straight","Wales","470","440","30970","27570"
"In post","2022","Powys","LGBO","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Undeclared","Wales","70","70","29540","26670"
"In post","2022","Powys","Unknown","Wales","40","40","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Heterosexual / straight","London","810","760","30460","31060"
"In post","2022","Redbridge and Waltham Forest","LGBO","London","30","30","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Undeclared","London","100","90","28490","30280"
"In post","2022","Redbridge and Waltham Forest","Unknown","London","280","240","29590","30330"
"In post","2022","Sandwell","Heterosexual / straight","West Midlands (England)","330","300","28200","27570"
"In post","2022","Sandwell","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Undeclared","West Midlands (England)","40","40","[c]","[c]"
"In post","2022","Sandwell","Unknown","West Midlands (England)","110","100","26810","27570"
"In post","2022","Scottish Borders","Heterosexual / straight","Scotland","280","260","31440","27570"
"In post","2022","Scottish Borders","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Unknown","Scotland","220","200","29410","25930"
"In post","2022","Sefton","Heterosexual / straight","North West (England)","3660","3400","31430","27570"
"In post","2022","Sefton","LGBO","North West (England)","180","170","29870","27470"
"In post","2022","Sefton","Undeclared","North West (England)","400","360","31800","27570"
"In post","2022","Sefton","Unknown","North West (England)","1040","950","28340","26590"
"In post","2022","Sheffield","Heterosexual / straight","Yorkshire and The Humber","5390","4970","34100","30320"
"In post","2022","Sheffield","LGBO","Yorkshire and The Humber","330","320","33820","30820"
"In post","2022","Sheffield","Undeclared","Yorkshire and The Humber","600","550","33170","30450"
"In post","2022","Sheffield","Unknown","Yorkshire and The Humber","1040","970","34550","28430"
"In post","2022","Shetland Islands","Heterosexual / straight","Scotland","50","40","[c]","[c]"
"In post","2022","Shetland Islands","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Heterosexual / straight","West Midlands (England)","960","910","29860","27570"
"In post","2022","Shropshire","LGBO","West Midlands (England)","40","40","[c]","[c]"
"In post","2022","Shropshire","Undeclared","West Midlands (England)","100","90","30600","29670"
"In post","2022","Shropshire","Unknown","West Midlands (England)","150","140","30650","27570"
"In post","2022","Solihull","Heterosexual / straight","West Midlands (England)","800","740","28750","27370"
"In post","2022","Solihull","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Undeclared","West Midlands (England)","90","80","29900","27570"
"In post","2022","Solihull","Unknown","West Midlands (England)","140","130","29380","24880"
"In post","2022","Somerset CC","Heterosexual / straight","South West (England)","1740","1630","32050","28080"
"In post","2022","Somerset CC","LGBO","South West (England)","80","80","28550","27570"
"In post","2022","Somerset CC","Undeclared","South West (England)","250","230","32090","29290"
"In post","2022","Somerset CC","Unknown","South West (England)","400","370","31550","27570"
"In post","2022","South and West Derbyshire","Heterosexual / straight","East Midlands (England)","830","760","34240","28210"
"In post","2022","South and West Derbyshire","LGBO","East Midlands (England)","50","50","30960","28850"
"In post","2022","South and West Derbyshire","Undeclared","East Midlands (England)","130","110","37830","31710"
"In post","2022","South and West Derbyshire","Unknown","East Midlands (England)","200","170","31260","27570"
"In post","2022","South Ayrshire","Heterosexual / straight","Scotland","200","190","28320","27570"
"In post","2022","South Ayrshire","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","South Ayrshire","Undeclared","Scotland","30","30","[c]","[c]"
"In post","2022","South Ayrshire","Unknown","Scotland","80","80","29690","27570"
"In post","2022","South Hampshire","Heterosexual / straight","South East (England)","2950","2560","30890","27570"
"In post","2022","South Hampshire","LGBO","South East (England)","140","130","30580","30210"
"In post","2022","South Hampshire","Undeclared","South East (England)","270","240","32310","30760"
"In post","2022","South Hampshire","Unknown","South East (England)","770","650","30510","26840"
"In post","2022","South Lanarkshire","Heterosexual / straight","Scotland","2170","1960","32760","27570"
"In post","2022","South Lanarkshire","LGBO","Scotland","120","110","31110","26820"
"In post","2022","South Lanarkshire","Undeclared","Scotland","160","150","31540","27570"
"In post","2022","South Lanarkshire","Unknown","Scotland","1350","1220","28540","23780"
"In post","2022","South Nottinghamshire","Heterosexual / straight","East Midlands (England)","780","730","32550","28550"
"In post","2022","South Nottinghamshire","LGBO","East Midlands (England)","40","30","[c]","[c]"
"In post","2022","South Nottinghamshire","Undeclared","East Midlands (England)","90","90","31280","29180"
"In post","2022","South Nottinghamshire","Unknown","East Midlands (England)","140","130","32380","27780"
"In post","2022","South Teesside","Heterosexual / straight","North East (England)","820","740","27370","26120"
"In post","2022","South Teesside","LGBO","North East (England)","40","30","[c]","[c]"
"In post","2022","South Teesside","Undeclared","North East (England)","110","100","26560","27370"
"In post","2022","South Teesside","Unknown","North East (England)","190","170","26420","24880"
"In post","2022","South West Wales","Heterosexual / straight","Wales","1200","1120","31630","27570"
"In post","2022","South West Wales","LGBO","Wales","50","50","32050","27570"
"In post","2022","South West Wales","Undeclared","Wales","170","150","32420","29430"
"In post","2022","South West Wales","Unknown","Wales","180","150","27390","26420"
"In post","2022","Southampton","Heterosexual / straight","South East (England)","950","880","34140","27690"
"In post","2022","Southampton","LGBO","South East (England)","70","70","31520","27570"
"In post","2022","Southampton","Undeclared","South East (England)","150","140","33450","28070"
"In post","2022","Southampton","Unknown","South East (England)","160","150","29700","26830"
"In post","2022","Southend-on-Sea","Heterosexual / straight","East of England","630","570","34090","31880"
"In post","2022","Southend-on-Sea","LGBO","East of England","40","40","[c]","[c]"
"In post","2022","Southend-on-Sea","Undeclared","East of England","120","110","34110","33370"
"In post","2022","Southend-on-Sea","Unknown","East of England","300","270","32770","29290"
"In post","2022","Staffordshire CC","Heterosexual / straight","West Midlands (England)","3170","2990","31410","27570"
"In post","2022","Staffordshire CC","LGBO","West Midlands (England)","190","180","28270","26670"
"In post","2022","Staffordshire CC","Undeclared","West Midlands (England)","360","340","32080","27570"
"In post","2022","Staffordshire CC","Unknown","West Midlands (England)","630","580","28550","26670"
"In post","2022","Stoke-on-Trent","Heterosexual / straight","West Midlands (England)","970","880","26700","24800"
"In post","2022","Stoke-on-Trent","LGBO","West Midlands (England)","50","50","25810","22030"
"In post","2022","Stoke-on-Trent","Undeclared","West Midlands (England)","90","80","28070","25120"
"In post","2022","Stoke-on-Trent","Unknown","West Midlands (England)","200","180","27450","25000"
"In post","2022","Suffolk CC","Heterosexual / straight","East of England","2840","2660","29750","27570"
"In post","2022","Suffolk CC","LGBO","East of England","140","130","28670","27570"
"In post","2022","Suffolk CC","Undeclared","East of England","400","370","29500","27570"
"In post","2022","Suffolk CC","Unknown","East of England","960","880","30040","27570"
"In post","2022","Sunderland","Heterosexual / straight","North East (England)","2920","2500","26580","24880"
"In post","2022","Sunderland","LGBO","North East (England)","120","110","26470","22080"
"In post","2022","Sunderland","Undeclared","North East (England)","310","250","25650","22080"
"In post","2022","Sunderland","Unknown","North East (England)","980","830","24790","21850"
"In post","2022","Swansea","Heterosexual / straight","Wales","5910","5370","28500","24800"
"In post","2022","Swansea","LGBO","Wales","280","260","26520","21840"
"In post","2022","Swansea","Undeclared","Wales","1610","1350","26510","21840"
"In post","2022","Swansea","Unknown","Wales","1410","1270","26580","21840"
"In post","2022","Swindon","Heterosexual / straight","South West (England)","350","330","32860","27570"
"In post","2022","Swindon","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Undeclared","South West (England)","50","40","[c]","[c]"
"In post","2022","Swindon","Unknown","South West (England)","90","80","33090","28230"
"In post","2022","Telford and Wrekin","Heterosexual / straight","West Midlands (England)","1340","1250","35060","31990"
"In post","2022","Telford and Wrekin","LGBO","West Midlands (England)","70","70","31350","27570"
"In post","2022","Telford and Wrekin","Undeclared","West Midlands (England)","200","180","33080","28200"
"In post","2022","Telford and Wrekin","Unknown","West Midlands (England)","400","370","35210","27570"
"In post","2022","Thurrock","Heterosexual / straight","East of England","260","240","27700","26780"
"In post","2022","Thurrock","LGBO","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","Undeclared","East of England","50","40","[c]","[c]"
"In post","2022","Thurrock","Unknown","East of England","60","60","24740","21680"
"In post","2022","Torbay","Heterosexual / straight","South West (England)","230","190","27480","27570"
"In post","2022","Torbay","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Undeclared","South West (England)","30","30","[c]","[c]"
"In post","2022","Torbay","Unknown","South West (England)","70","60","25390","21260"
"In post","2022","Tower Hamlets","Heterosexual / straight","London","3960","3830","49340","44370"
"In post","2022","Tower Hamlets","LGBO","London","350","350","48290","44860"
"In post","2022","Tower Hamlets","Undeclared","London","520","500","50750","47980"
"In post","2022","Tower Hamlets","Unknown","London","1240","1190","48040","41750"
"In post","2022","Tyneside","Heterosexual / straight","North East (England)","11870","10970","31800","27570"
"In post","2022","Tyneside","LGBO","North East (England)","790","760","30460","27570"
